Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
7524¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":918,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Program
7667¿Literal¿object¿13137¿¿null¿¿{"start":{"line":14,"column":24},"end":{"line":14,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Literal
7668¿BlockStatement¿¿13137¿¿¿¿¿¿BlockStatement
7669¿ExpressionStatement¿¿13137¿¿¿¿{"start":{"line":14,"column":11},"end":{"line":14,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ExpressionStatement
7670¿AssignmentExpression¿=¿13137¿¿¿¿{"start":{"line":14,"column":11},"end":{"line":14,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿AssignmentExpression
7671¿Identifier¿¿13137¿v653¿¿¿¿¿Identifier
7672¿Identifier¿¿13137¿v652¿¿¿¿¿Identifier
7673¿BlockStatement¿¿13137¿¿¿¿¿¿BlockStatement
7674¿ReturnStatement¿¿13137¿¿¿¿{"start":{"line":14,"column":4},"end":{"line":14,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ReturnStatement
7675¿Identifier¿¿13137¿v653¿¿¿¿¿Identifier
7676¿BlockStatement¿¿13137¿¿¿¿{"start":{"line":13,"column":28},"end":{"line":15,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿BlockStatement
7677¿VariableDeclarator¿exported¿13133¿accessorFields¿¿¿{"start":{"line":17,"column":2},"end":{"line":19,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
7678¿FunctionExpression¿¿13133¿anon¿¿¿{"start":{"line":17,"column":2},"end":{"line":19,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿FunctionExpression
7679¿Identifier¿¿0¿fn¿¿¿{"start":{"line":17,"column":26},"end":{"line":17,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
7680¿VariableDeclarator¿¿13140¿v654¿¿¿{"start":{"line":18,"column":11},"end":{"line":18,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
7681¿BinaryExpression¿==¿13140¿¿¿¿{"start":{"line":18,"column":11},"end":{"line":18,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿BinaryExpression
7682¿Identifier¿¿13140¿fn¿¿¿{"start":{"line":18,"column":11},"end":{"line":18,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
7683¿Literal¿object¿13140¿¿null¿¿{"start":{"line":18,"column":17},"end":{"line":18,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Literal
7684¿VariableDeclarator¿¿13140¿v655¿¿¿{"start":{"line":18,"column":31},"end":{"line":18,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
7685¿MemberExpression¿¿13140¿¿¿¿{"start":{"line":18,"column":31},"end":{"line":18,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿MemberExpression
7686¿Identifier¿¿13140¿fn¿¿¿{"start":{"line":18,"column":31},"end":{"line":18,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
7687¿Identifier¿¿13140¿fields¿¿¿{"start":{"line":18,"column":34},"end":{"line":18,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
7688¿VariableDeclarator¿¿13140¿v656¿¿¿{"start":{"line":18,"column":11},"end":{"line":18,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
7689¿IfStatement¿¿13140¿¿¿¿{"start":{"line":18,"column":11},"end":{"line":18,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿IfStatement
7690¿Identifier¿¿13140¿v654¿¿¿¿¿Identifier
7691¿ExpressionStatement¿¿13140¿¿¿¿{"start":{"line":18,"column":11},"end":{"line":18,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ExpressionStatement
7692¿AssignmentExpression¿=¿13140¿¿¿¿{"start":{"line":18,"column":11},"end":{"line":18,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿AssignmentExpression
7693¿Identifier¿¿13140¿v656¿¿¿¿¿Identifier
7694¿Literal¿object¿13140¿¿null¿¿{"start":{"line":18,"column":24},"end":{"line":18,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Literal
7695¿BlockStatement¿¿13140¿¿¿¿¿¿BlockStatement
7696¿ExpressionStatement¿¿13140¿¿¿¿{"start":{"line":18,"column":11},"end":{"line":18,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ExpressionStatement
7697¿AssignmentExpression¿=¿13140¿¿¿¿{"start":{"line":18,"column":11},"end":{"line":18,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿AssignmentExpression
7698¿Identifier¿¿13140¿v656¿¿¿¿¿Identifier
7699¿Identifier¿¿13140¿v655¿¿¿¿¿Identifier
7700¿BlockStatement¿¿13140¿¿¿¿¿¿BlockStatement
7701¿ReturnStatement¿¿13140¿¿¿¿{"start":{"line":18,"column":4},"end":{"line":18,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ReturnStatement
7702¿Identifier¿¿13140¿v656¿¿¿¿¿Identifier
7703¿BlockStatement¿¿13140¿¿¿¿{"start":{"line":17,"column":30},"end":{"line":19,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿BlockStatement
7704¿VariableDeclarator¿exported¿13133¿error¿¿¿{"start":{"line":21,"column":2},"end":{"line":23,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
7705¿FunctionExpression¿¿13133¿anon¿¿¿{"start":{"line":21,"column":2},"end":{"line":23,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿FunctionExpression
7706¿Identifier¿¿0¿message¿¿¿{"start":{"line":21,"column":17},"end":{"line":21,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
7707¿VariableDeclarator¿¿13143¿v657¿¿¿{"start":{"line":22,"column":10},"end":{"line":22,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
7708¿CallExpression¿¿13143¿¿¿¿{"start":{"line":22,"column":10},"end":{"line":22,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿CallExpression
7709¿Identifier¿¿13143¿Error¿¿¿{"start":{"line":22,"column":10},"end":{"line":22,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
7710¿Identifier¿¿13143¿message¿¿¿{"start":{"line":22,"column":16},"end":{"line":22,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
7711¿ThrowStatement¿¿13143¿¿¿¿{"start":{"line":22,"column":4},"end":{"line":22,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ThrowStatement
7712¿Identifier¿¿13143¿v657¿¿¿¿¿Identifier
7713¿BlockStatement¿¿13143¿¿¿¿{"start":{"line":21,"column":26},"end":{"line":23,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿BlockStatement
7714¿VariableDeclarator¿exported¿13133¿splitAccessPath¿¿¿{"start":{"line":25,"column":2},"end":{"line":85,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
7715¿FunctionExpression¿¿13133¿anon¿¿¿{"start":{"line":25,"column":2},"end":{"line":85,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿FunctionExpression
7716¿Identifier¿¿0¿p¿¿¿{"start":{"line":25,"column":27},"end":{"line":25,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
7717¿VariableDeclarator¿¿13145¿path¿¿¿{"start":{"line":26,"column":8},"end":{"line":26,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
7718¿ArrayExpression¿¿13145¿¿¿¿{"start":{"line":26,"column":15},"end":{"line":26,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ArrayExpression
7719¿VariableDeclarator¿¿13145¿q¿¿¿{"start":{"line":27,"column":8},"end":{"line":27,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
7720¿Literal¿object¿13145¿¿null¿¿{"start":{"line":27,"column":12},"end":{"line":27,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Literal
7721¿VariableDeclarator¿¿13145¿b¿¿¿{"start":{"line":28,"column":8},"end":{"line":28,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
7722¿Literal¿number¿13145¿¿0¿¿{"start":{"line":28,"column":12},"end":{"line":28,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Literal
7723¿VariableDeclarator¿¿13145¿n¿¿¿{"start":{"line":29,"column":8},"end":{"line":29,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
7724¿MemberExpression¿¿13145¿¿¿¿{"start":{"line":29,"column":12},"end":{"line":29,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿MemberExpression
7725¿Identifier¿¿13145¿p¿¿¿{"start":{"line":29,"column":12},"end":{"line":29,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
7726¿Identifier¿¿13145¿length¿¿¿{"start":{"line":29,"column":14},"end":{"line":29,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
7727¿VariableDeclarator¿¿13145¿s¿¿¿{"start":{"line":30,"column":8},"end":{"line":30,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
7728¿Literal¿string¿13145¿¿''¿¿{"start":{"line":30,"column":12},"end":{"line":30,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Literal
7729¿VariableDeclarator¿¿13145¿i¿¿¿{"start":{"line":31,"column":8},"end":{"line":31,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
7730¿VariableDeclarator¿¿13145¿j¿¿¿{"start":{"line":31,"column":11},"end":{"line":31,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
7731¿VariableDeclarator¿¿13145¿c¿¿¿{"start":{"line":31,"column":14},"end":{"line":31,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
7732¿ExpressionStatement¿¿13145¿¿¿¿{"start":{"line":33,"column":4},"end":{"line":33,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ExpressionStatement
7733¿AssignmentExpression¿=¿13145¿¿¿¿{"start":{"line":33,"column":4},"end":{"line":33,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿AssignmentExpression
7734¿Identifier¿¿13145¿p¿¿¿{"start":{"line":33,"column":4},"end":{"line":33,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
7735¿BinaryExpression¿+¿13145¿¿¿¿{"start":{"line":33,"column":8},"end":{"line":33,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿BinaryExpression
7736¿Identifier¿¿13145¿p¿¿¿{"start":{"line":33,"column":8},"end":{"line":33,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
7737¿Literal¿string¿13145¿¿''¿¿{"start":{"line":33,"column":12},"end":{"line":33,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Literal
7738¿VariableDeclarator¿¿13145¿push¿¿¿{"start":{"line":35,"column":4},"end":{"line":39,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
7739¿FunctionExpression¿¿13145¿anon¿¿¿{"start":{"line":35,"column":4},"end":{"line":39,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿FunctionExpression
7740¿VariableDeclarator¿¿13147¿v658¿¿¿{"start":{"line":36,"column":20},"end":{"line":36,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
7741¿CallExpression¿¿13147¿¿¿¿{"start":{"line":36,"column":20},"end":{"line":36,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿CallExpression
7742¿MemberExpression¿¿13147¿¿¿¿{"start":{"line":36,"column":20},"end":{"line":36,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿MemberExpression
7743¿Identifier¿¿13147¿p¿¿¿{"start":{"line":36,"column":20},"end":{"line":36,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
7744¿Identifier¿¿13147¿substring¿¿¿{"start":{"line":36,"column":22},"end":{"line":36,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
7745¿Identifier¿¿13147¿i¿¿¿{"start":{"line":36,"column":32},"end":{"line":36,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
7746¿Identifier¿¿13147¿j¿¿¿{"start":{"line":36,"column":35},"end":{"line":36,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
7747¿VariableDeclarator¿¿13147¿v659¿¿¿{"start":{"line":36,"column":16},"end":{"line":36,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
7748¿BinaryExpression¿+¿13147¿¿¿¿{"start":{"line":36,"column":16},"end":{"line":36,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿BinaryExpression
7749¿Identifier¿¿13147¿s¿¿¿{"start":{"line":36,"column":16},"end":{"line":36,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
7750¿Identifier¿¿13147¿v658¿¿¿¿¿Identifier
7751¿VariableDeclarator¿¿13147¿v660¿¿¿{"start":{"line":36,"column":6},"end":{"line":36,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
7752¿CallExpression¿¿13147¿¿¿¿{"start":{"line":36,"column":6},"end":{"line":36,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿CallExpression
7753¿MemberExpression¿¿13147¿¿¿¿{"start":{"line":36,"column":6},"end":{"line":36,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿MemberExpression
7754¿Identifier¿¿13147¿path¿¿¿{"start":{"line":36,"column":6},"end":{"line":36,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
7755¿Identifier¿¿13147¿push¿¿¿{"start":{"line":36,"column":11},"end":{"line":36,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
7756¿Identifier¿¿13147¿v659¿¿¿¿¿Identifier
7757¿ExpressionStatement¿¿13147¿¿¿¿{"start":{"line":36,"column":6},"end":{"line":36,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ExpressionStatement
7758¿Identifier¿¿13147¿v660¿¿¿¿¿Identifier
7759¿ExpressionStatement¿¿13147¿¿¿¿{"start":{"line":37,"column":6},"end":{"line":37,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ExpressionStatement
7760¿AssignmentExpression¿=¿13147¿¿¿¿{"start":{"line":37,"column":6},"end":{"line":37,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿AssignmentExpression
7761¿Identifier¿¿13147¿s¿¿¿{"start":{"line":37,"column":6},"end":{"line":37,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
7762¿Literal¿string¿13147¿¿''¿¿{"start":{"line":37,"column":10},"end":{"line":37,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Literal
7763¿ExpressionStatement¿¿13147¿¿¿¿{"start":{"line":38,"column":6},"end":{"line":38,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ExpressionStatement
7764¿AssignmentExpression¿=¿13147¿¿¿¿{"start":{"line":38,"column":6},"end":{"line":38,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿AssignmentExpression
7765¿Identifier¿¿13147¿i¿¿¿{"start":{"line":38,"column":6},"end":{"line":38,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
7766¿BinaryExpression¿+¿13147¿¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿BinaryExpression
7767¿Identifier¿¿13147¿j¿¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
7768¿Literal¿number¿13147¿¿1¿¿{"start":{"line":38,"column":14},"end":{"line":38,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Literal
7769¿BlockStatement¿¿13147¿¿¿¿{"start":{"line":35,"column":20},"end":{"line":39,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿BlockStatement
7770¿ExpressionStatement¿¿13145¿¿¿¿{"start":{"line":41,"column":9},"end":{"line":41,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ExpressionStatement
7771¿AssignmentExpression¿=¿13145¿¿¿¿{"start":{"line":41,"column":9},"end":{"line":41,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿AssignmentExpression
7772¿Identifier¿¿13145¿j¿¿¿{"start":{"line":41,"column":9},"end":{"line":41,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
7773¿Literal¿number¿13145¿¿0¿¿{"start":{"line":41,"column":13},"end":{"line":41,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Literal
7774¿VariableDeclarator¿¿13145¿v661¿¿¿{"start":{"line":41,"column":16},"end":{"line":41,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿VariableDeclarator
7775¿BinaryExpression¿<¿13145¿¿¿¿{"start":{"line":41,"column":16},"end":{"line":41,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿BinaryExpression
7776¿Identifier¿¿13145¿j¿¿¿{"start":{"line":41,"column":16},"end":{"line":41,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
7777¿Identifier¿¿13145¿n¿¿¿{"start":{"line":41,"column":18},"end":{"line":41,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿Identifier
7778¿WhileStatement¿¿13145¿¿¿¿{"start":{"line":41,"column":4},"end":{"line":74,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿WhileStatement
7779¿Identifier¿¿13145¿v661¿¿¿¿¿Identifier
7780¿ExpressionStatement¿¿13145¿¿¿¿{"start":{"line":42,"column":6},"end":{"line":42,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/vega-util_1.13.0/src/vega-util.js"}¿¿ExpressionStatement
