Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
6315¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":1064,"column":42},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Program
6461¿MemberExpression¿¿10984¿¿¿¿{"start":{"line":5,"column":317},"end":{"line":5,"column":331},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿MemberExpression
6462¿Identifier¿¿10984¿descriptor¿¿¿{"start":{"line":5,"column":317},"end":{"line":5,"column":327},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
6463¿Identifier¿¿10984¿key¿¿¿{"start":{"line":5,"column":328},"end":{"line":5,"column":331},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
6464¿VariableDeclarator¿¿10984¿v690¿¿¿{"start":{"line":5,"column":287},"end":{"line":5,"column":344},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
6465¿CallExpression¿¿10984¿¿¿¿{"start":{"line":5,"column":287},"end":{"line":5,"column":344},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿CallExpression
6466¿MemberExpression¿¿10984¿¿¿¿{"start":{"line":5,"column":287},"end":{"line":5,"column":308},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿MemberExpression
6467¿Identifier¿¿10984¿Object¿¿¿{"start":{"line":5,"column":287},"end":{"line":5,"column":293},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
6468¿Identifier¿¿10984¿defineProperty¿¿¿{"start":{"line":5,"column":294},"end":{"line":5,"column":308},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
6469¿Identifier¿¿10984¿target¿¿¿{"start":{"line":5,"column":309},"end":{"line":5,"column":315},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
6470¿Identifier¿¿10984¿v689¿¿¿¿¿Identifier
6471¿Identifier¿¿10984¿descriptor¿¿¿{"start":{"line":5,"column":333},"end":{"line":5,"column":343},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
6472¿ExpressionStatement¿¿10984¿¿¿¿{"start":{"line":5,"column":287},"end":{"line":5,"column":345},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿ExpressionStatement
6473¿Identifier¿¿10984¿v690¿¿¿¿¿Identifier
6474¿VariableDeclarator¿¿10984¿v686¿¿¿{"start":{"line":5,"column":110},"end":{"line":5,"column":113},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
6475¿UpdateExpression¿¿10984¿¿¿¿{"start":{"line":5,"column":110},"end":{"line":5,"column":113},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿UpdateExpression
6476¿Identifier¿¿10984¿i¿¿¿{"start":{"line":5,"column":110},"end":{"line":5,"column":111},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
6477¿ExpressionStatement¿¿10984¿¿¿¿{"start":{"line":5,"column":76},"end":{"line":5,"column":347},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿ExpressionStatement
6478¿AssignmentExpression¿=¿10984¿¿¿¿{"start":{"line":5,"column":76},"end":{"line":5,"column":347},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿AssignmentExpression
6479¿Identifier¿¿10984¿v685¿¿¿{"start":{"line":5,"column":76},"end":{"line":5,"column":347},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
6480¿BinaryExpression¿<¿10984¿¿¿¿{"start":{"line":5,"column":92},"end":{"line":5,"column":108},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿BinaryExpression
6481¿Identifier¿¿10984¿i¿¿¿{"start":{"line":5,"column":92},"end":{"line":5,"column":93},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
6482¿Identifier¿¿10984¿v684¿¿¿¿¿Identifier
6483¿BlockStatement¿¿10984¿¿¿¿¿¿BlockStatement
6484¿BlockStatement¿¿10984¿¿¿¿{"start":{"line":5,"column":74},"end":{"line":5,"column":349},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿BlockStatement
6485¿VariableDeclarator¿¿10982¿v694¿¿¿{"start":{"line":5,"column":357},"end":{"line":5,"column":558},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
6486¿FunctionExpression¿¿10982¿anon¿¿¿{"start":{"line":5,"column":357},"end":{"line":5,"column":558},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿FunctionExpression
6487¿Identifier¿¿0¿Constructor¿¿¿{"start":{"line":5,"column":367},"end":{"line":5,"column":378},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
6488¿Identifier¿¿0¿protoProps¿¿¿{"start":{"line":5,"column":380},"end":{"line":5,"column":390},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
6489¿Identifier¿¿0¿staticProps¿¿¿{"start":{"line":5,"column":392},"end":{"line":5,"column":403},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
6490¿IfStatement¿¿10988¿¿¿¿{"start":{"line":5,"column":407},"end":{"line":5,"column":475},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿IfStatement
6491¿Identifier¿¿10988¿protoProps¿¿¿{"start":{"line":5,"column":411},"end":{"line":5,"column":421},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
6492¿VariableDeclarator¿¿10988¿v691¿¿¿{"start":{"line":5,"column":440},"end":{"line":5,"column":461},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
6493¿MemberExpression¿¿10988¿¿¿¿{"start":{"line":5,"column":440},"end":{"line":5,"column":461},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿MemberExpression
6494¿Identifier¿¿10988¿Constructor¿¿¿{"start":{"line":5,"column":440},"end":{"line":5,"column":451},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
6495¿Identifier¿¿10988¿prototype¿¿¿{"start":{"line":5,"column":452},"end":{"line":5,"column":461},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
6496¿VariableDeclarator¿¿10988¿v692¿¿¿{"start":{"line":5,"column":423},"end":{"line":5,"column":474},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
6497¿CallExpression¿¿10988¿¿¿¿{"start":{"line":5,"column":423},"end":{"line":5,"column":474},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿CallExpression
6498¿Identifier¿¿10988¿defineProperties¿¿¿{"start":{"line":5,"column":423},"end":{"line":5,"column":439},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
6499¿Identifier¿¿10988¿v691¿¿¿¿¿Identifier
6500¿Identifier¿¿10988¿protoProps¿¿¿{"start":{"line":5,"column":463},"end":{"line":5,"column":473},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
6501¿ExpressionStatement¿¿10988¿¿¿¿{"start":{"line":5,"column":423},"end":{"line":5,"column":475},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿ExpressionStatement
6502¿Identifier¿¿10988¿v692¿¿¿¿¿Identifier
6503¿BlockStatement¿¿10988¿¿¿¿¿¿BlockStatement
6504¿IfStatement¿¿10988¿¿¿¿{"start":{"line":5,"column":476},"end":{"line":5,"column":536},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿IfStatement
6505¿Identifier¿¿10988¿staticProps¿¿¿{"start":{"line":5,"column":480},"end":{"line":5,"column":491},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
6506¿VariableDeclarator¿¿10988¿v693¿¿¿{"start":{"line":5,"column":493},"end":{"line":5,"column":535},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
6507¿CallExpression¿¿10988¿¿¿¿{"start":{"line":5,"column":493},"end":{"line":5,"column":535},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿CallExpression
6508¿Identifier¿¿10988¿defineProperties¿¿¿{"start":{"line":5,"column":493},"end":{"line":5,"column":509},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
6509¿Identifier¿¿10988¿Constructor¿¿¿{"start":{"line":5,"column":510},"end":{"line":5,"column":521},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
6510¿Identifier¿¿10988¿staticProps¿¿¿{"start":{"line":5,"column":523},"end":{"line":5,"column":534},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
6511¿ExpressionStatement¿¿10988¿¿¿¿{"start":{"line":5,"column":493},"end":{"line":5,"column":536},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿ExpressionStatement
6512¿Identifier¿¿10988¿v693¿¿¿¿¿Identifier
6513¿BlockStatement¿¿10988¿¿¿¿¿¿BlockStatement
6514¿ReturnStatement¿¿10988¿¿¿¿{"start":{"line":5,"column":537},"end":{"line":5,"column":556},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿ReturnStatement
6515¿Identifier¿¿10988¿Constructor¿¿¿{"start":{"line":5,"column":544},"end":{"line":5,"column":555},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
6516¿BlockStatement¿¿10988¿¿¿¿{"start":{"line":5,"column":405},"end":{"line":5,"column":558},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿BlockStatement
6517¿ReturnStatement¿¿10982¿¿¿¿{"start":{"line":5,"column":350},"end":{"line":5,"column":559},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿ReturnStatement
6518¿Identifier¿¿10982¿v694¿¿¿¿¿Identifier
6519¿BlockStatement¿¿10982¿¿¿¿{"start":{"line":5,"column":31},"end":{"line":5,"column":561},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿BlockStatement
6520¿VariableDeclarator¿¿10974¿_createClass¿¿¿{"start":{"line":5,"column":4},"end":{"line":5,"column":563},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
6521¿CallExpression¿¿10974¿¿¿¿{"start":{"line":5,"column":19},"end":{"line":5,"column":563},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿CallExpression
6522¿Identifier¿¿10974¿v695¿¿¿¿¿Identifier
6523¿VariableDeclarator¿¿10974¿v696¿¿¿{"start":{"line":7,"column":45},"end":{"line":9,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
6524¿ObjectExpression¿¿10974¿¿¿¿{"start":{"line":7,"column":45},"end":{"line":9,"column":1},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿ObjectExpression
6525¿Property¿¿10974¿¿¿¿{"start":{"line":8,"column":2},"end":{"line":8,"column":13},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Property
6526¿Identifier¿¿10974¿value¿¿¿{"start":{"line":8,"column":2},"end":{"line":8,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
6527¿Literal¿boolean¿10974¿¿true¿¿{"start":{"line":8,"column":9},"end":{"line":8,"column":13},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Literal
6528¿VariableDeclarator¿¿10974¿v697¿¿¿{"start":{"line":7,"column":0},"end":{"line":9,"column":2},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
6529¿CallExpression¿¿10974¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":9,"column":2},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿CallExpression
6530¿MemberExpression¿¿10974¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":7,"column":21},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿MemberExpression
6531¿Identifier¿¿10974¿Object¿¿¿{"start":{"line":7,"column":0},"end":{"line":7,"column":6},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
6532¿Identifier¿¿10974¿defineProperty¿¿¿{"start":{"line":7,"column":7},"end":{"line":7,"column":21},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
6533¿Identifier¿¿10974¿exports¿¿¿{"start":{"line":7,"column":22},"end":{"line":7,"column":29},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
6534¿Literal¿string¿10974¿¿'__esModule'¿¿{"start":{"line":7,"column":31},"end":{"line":7,"column":43},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Literal
6535¿Identifier¿¿10974¿v696¿¿¿¿¿Identifier
6536¿ExpressionStatement¿¿10974¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":9,"column":3},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿ExpressionStatement
6537¿Identifier¿¿10974¿v697¿¿¿¿¿Identifier
6538¿ExpressionStatement¿¿10974¿¿¿¿{"start":{"line":10,"column":0},"end":{"line":10,"column":63},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿ExpressionStatement
6539¿AssignmentExpression¿=¿10974¿¿¿¿{"start":{"line":10,"column":0},"end":{"line":10,"column":63},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿AssignmentExpression
6540¿MemberExpression¿¿10974¿¿¿¿{"start":{"line":10,"column":0},"end":{"line":10,"column":63},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿MemberExpression
6541¿Identifier¿¿10974¿exports¿¿¿{"start":{"line":10,"column":28},"end":{"line":10,"column":35},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
6542¿Identifier¿¿10974¿DocumentMatcher¿¿¿{"start":{"line":10,"column":36},"end":{"line":10,"column":51},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
6543¿Identifier¿¿10974¿undefined¿¿¿{"start":{"line":10,"column":54},"end":{"line":10,"column":63},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
6544¿ExpressionStatement¿¿10974¿¿¿¿{"start":{"line":10,"column":0},"end":{"line":10,"column":64},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿ExpressionStatement
6545¿AssignmentExpression¿=¿10974¿¿¿¿{"start":{"line":10,"column":0},"end":{"line":10,"column":63},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿AssignmentExpression
6546¿MemberExpression¿¿10974¿¿¿¿{"start":{"line":10,"column":0},"end":{"line":10,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿MemberExpression
6547¿Identifier¿¿10974¿exports¿¿¿{"start":{"line":10,"column":0},"end":{"line":10,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
6548¿Identifier¿¿10974¿ELEMENT_OPERATORS¿¿¿{"start":{"line":10,"column":8},"end":{"line":10,"column":25},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
6549¿MemberExpression¿¿10974¿¿¿¿{"start":{"line":10,"column":28},"end":{"line":10,"column":51},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿MemberExpression
6550¿Identifier¿¿10974¿exports¿¿¿{"start":{"line":10,"column":28},"end":{"line":10,"column":35},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
6551¿Identifier¿¿10974¿DocumentMatcher¿¿¿{"start":{"line":10,"column":36},"end":{"line":10,"column":51},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
6552¿ExpressionStatement¿¿10974¿¿¿¿{"start":{"line":11,"column":0},"end":{"line":11,"column":52},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿ExpressionStatement
6553¿AssignmentExpression¿=¿10974¿¿¿¿{"start":{"line":11,"column":0},"end":{"line":11,"column":51},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿AssignmentExpression
6554¿MemberExpression¿¿10974¿¿¿¿{"start":{"line":11,"column":0},"end":{"line":11,"column":28},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿MemberExpression
6555¿Identifier¿¿10974¿exports¿¿¿{"start":{"line":11,"column":0},"end":{"line":11,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
6556¿Identifier¿¿10974¿regexpElementMatcher¿¿¿{"start":{"line":11,"column":8},"end":{"line":11,"column":28},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
6557¿Identifier¿¿10974¿regexpElementMatcher¿¿¿{"start":{"line":11,"column":31},"end":{"line":11,"column":51},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
6558¿ExpressionStatement¿¿10974¿¿¿¿{"start":{"line":12,"column":0},"end":{"line":12,"column":56},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿ExpressionStatement
6559¿AssignmentExpression¿=¿10974¿¿¿¿{"start":{"line":12,"column":0},"end":{"line":12,"column":55},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿AssignmentExpression
6560¿MemberExpression¿¿10974¿¿¿¿{"start":{"line":12,"column":0},"end":{"line":12,"column":30},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿MemberExpression
6561¿Identifier¿¿10974¿exports¿¿¿{"start":{"line":12,"column":0},"end":{"line":12,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
6562¿Identifier¿¿10974¿equalityElementMatcher¿¿¿{"start":{"line":12,"column":8},"end":{"line":12,"column":30},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
6563¿Identifier¿¿10974¿equalityElementMatcher¿¿¿{"start":{"line":12,"column":33},"end":{"line":12,"column":55},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
6564¿ExpressionStatement¿¿10974¿¿¿¿{"start":{"line":13,"column":0},"end":{"line":13,"column":48},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿ExpressionStatement
6565¿AssignmentExpression¿=¿10974¿¿¿¿{"start":{"line":13,"column":0},"end":{"line":13,"column":47},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿AssignmentExpression
6566¿MemberExpression¿¿10974¿¿¿¿{"start":{"line":13,"column":0},"end":{"line":13,"column":26},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿MemberExpression
6567¿Identifier¿¿10974¿exports¿¿¿{"start":{"line":13,"column":0},"end":{"line":13,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
6568¿Identifier¿¿10974¿makeLookupFunction¿¿¿{"start":{"line":13,"column":8},"end":{"line":13,"column":26},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
6569¿Identifier¿¿10974¿makeLookupFunction¿¿¿{"start":{"line":13,"column":29},"end":{"line":13,"column":47},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
6570¿ExpressionStatement¿¿10974¿¿¿¿{"start":{"line":14,"column":0},"end":{"line":14,"column":56},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿ExpressionStatement
6571¿AssignmentExpression¿=¿10974¿¿¿¿{"start":{"line":14,"column":0},"end":{"line":14,"column":55},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿AssignmentExpression
6572¿MemberExpression¿¿10974¿¿¿¿{"start":{"line":14,"column":0},"end":{"line":14,"column":30},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿MemberExpression
6573¿Identifier¿¿10974¿exports¿¿¿{"start":{"line":14,"column":0},"end":{"line":14,"column":7},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
6574¿Identifier¿¿10974¿expandArraysInBranches¿¿¿{"start":{"line":14,"column":8},"end":{"line":14,"column":30},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
6575¿Identifier¿¿10974¿expandArraysInBranches¿¿¿{"start":{"line":14,"column":33},"end":{"line":14,"column":55},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿Identifier
6576¿VariableDeclarator¿¿10974¿_checkTypes¿¿¿{"start":{"line":16,"column":4},"end":{"line":16,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿VariableDeclarator
6577¿CallExpression¿¿10974¿¿¿¿{"start":{"line":16,"column":18},"end":{"line":16,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/1122/src/DocumentMatcher.js"}¿¿CallExpression
