Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
892¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":106,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Program
1429¿Identifier¿¿1592¿v187¿¿¿¿¿Identifier
1430¿BlockStatement¿¿1592¿¿¿¿{"start":{"line":80,"column":37},"end":{"line":82,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿BlockStatement
1431¿VariableDeclarator¿¿1592¿v188¿¿¿{"start":{"line":83,"column":12},"end":{"line":83,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1432¿MemberExpression¿¿1592¿¿¿¿{"start":{"line":83,"column":12},"end":{"line":83,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1433¿Identifier¿¿1592¿self¿¿¿{"start":{"line":83,"column":12},"end":{"line":83,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1434¿Identifier¿¿1592¿options¿¿¿{"start":{"line":83,"column":17},"end":{"line":83,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1435¿VariableDeclarator¿¿1592¿v189¿¿¿{"start":{"line":83,"column":12},"end":{"line":83,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1436¿MemberExpression¿¿1592¿¿¿¿{"start":{"line":83,"column":12},"end":{"line":83,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1437¿Identifier¿¿1592¿v188¿¿¿¿¿Identifier
1438¿Identifier¿¿1592¿error¿¿¿{"start":{"line":83,"column":25},"end":{"line":83,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1439¿VariableDeclarator¿¿1592¿v190¿¿¿{"start":{"line":84,"column":22},"end":{"line":84,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1440¿MemberExpression¿¿1592¿¿¿¿{"start":{"line":84,"column":22},"end":{"line":84,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1441¿Identifier¿¿1592¿self¿¿¿{"start":{"line":84,"column":22},"end":{"line":84,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1442¿Identifier¿¿1592¿options¿¿¿{"start":{"line":84,"column":27},"end":{"line":84,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1443¿VariableDeclarator¿¿1592¿v191¿¿¿{"start":{"line":84,"column":22},"end":{"line":84,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1444¿MemberExpression¿¿1592¿¿¿¿{"start":{"line":84,"column":22},"end":{"line":84,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1445¿Identifier¿¿1592¿v190¿¿¿¿¿Identifier
1446¿Identifier¿¿1592¿error¿¿¿{"start":{"line":84,"column":35},"end":{"line":84,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1447¿VariableDeclarator¿¿1592¿v192¿¿¿{"start":{"line":84,"column":15},"end":{"line":84,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1448¿UnaryExpression¿typeof¿1592¿¿¿¿{"start":{"line":84,"column":15},"end":{"line":84,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿UnaryExpression
1449¿Identifier¿¿1592¿v191¿¿¿¿¿Identifier
1450¿VariableDeclarator¿¿1592¿v193¿¿¿{"start":{"line":84,"column":15},"end":{"line":84,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1451¿BinaryExpression¿===¿1592¿¿¿¿{"start":{"line":84,"column":15},"end":{"line":84,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿BinaryExpression
1452¿Identifier¿¿1592¿v192¿¿¿¿¿Identifier
1453¿Literal¿string¿1592¿¿'function'¿¿{"start":{"line":84,"column":45},"end":{"line":84,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Literal
1454¿VariableDeclarator¿¿1592¿v194¿¿¿{"start":{"line":83,"column":12},"end":{"line":84,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1455¿LogicalExpression¿&&¿1592¿¿¿¿{"start":{"line":83,"column":12},"end":{"line":84,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿LogicalExpression
1456¿Identifier¿¿1592¿v189¿¿¿¿¿Identifier
1457¿Identifier¿¿1592¿v193¿¿¿¿¿Identifier
1458¿IfStatement¿¿1592¿¿¿¿{"start":{"line":83,"column":8},"end":{"line":86,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿IfStatement
1459¿Identifier¿¿1592¿v194¿¿¿¿¿Identifier
1460¿VariableDeclarator¿¿1592¿v195¿¿¿{"start":{"line":85,"column":10},"end":{"line":85,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1461¿MemberExpression¿¿1592¿¿¿¿{"start":{"line":85,"column":10},"end":{"line":85,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1462¿Identifier¿¿1592¿self¿¿¿{"start":{"line":85,"column":10},"end":{"line":85,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1463¿Identifier¿¿1592¿options¿¿¿{"start":{"line":85,"column":15},"end":{"line":85,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1464¿VariableDeclarator¿¿1592¿v196¿¿¿{"start":{"line":85,"column":10},"end":{"line":85,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1465¿CallExpression¿¿1592¿¿¿¿{"start":{"line":85,"column":10},"end":{"line":85,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿CallExpression
1466¿MemberExpression¿¿1592¿¿¿¿{"start":{"line":85,"column":10},"end":{"line":85,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1467¿Identifier¿¿1592¿v195¿¿¿¿¿Identifier
1468¿Identifier¿¿1592¿error¿¿¿{"start":{"line":85,"column":23},"end":{"line":85,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1469¿Identifier¿¿1592¿data¿¿¿{"start":{"line":85,"column":29},"end":{"line":85,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1470¿ExpressionStatement¿¿1592¿¿¿¿{"start":{"line":85,"column":10},"end":{"line":85,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿ExpressionStatement
1471¿Identifier¿¿1592¿v196¿¿¿¿¿Identifier
1472¿BlockStatement¿¿1592¿¿¿¿{"start":{"line":84,"column":57},"end":{"line":86,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿BlockStatement
1473¿BlockStatement¿¿1592¿¿¿¿{"start":{"line":79,"column":11},"end":{"line":87,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿BlockStatement
1474¿BlockStatement¿¿1592¿¿¿¿{"start":{"line":72,"column":96},"end":{"line":89,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿BlockStatement
1475¿VariableDeclarator¿¿1590¿child¿¿¿{"start":{"line":72,"column":8},"end":{"line":89,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1476¿CallExpression¿¿1590¿¿¿¿{"start":{"line":72,"column":16},"end":{"line":89,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿CallExpression
1477¿MemberExpression¿¿1590¿¿¿¿{"start":{"line":72,"column":16},"end":{"line":72,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1478¿Identifier¿¿1590¿shell¿¿¿{"start":{"line":72,"column":16},"end":{"line":72,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1479¿Identifier¿¿1590¿exec¿¿¿{"start":{"line":72,"column":22},"end":{"line":72,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1480¿Identifier¿¿1590¿v173¿¿¿¿¿Identifier
1481¿Identifier¿¿1590¿v197¿¿¿¿¿Identifier
1482¿BlockStatement¿¿1590¿¿¿¿{"start":{"line":69,"column":37},"end":{"line":90,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿BlockStatement
1483¿ExpressionStatement¿¿1568¿¿¿¿{"start":{"line":69,"column":2},"end":{"line":90,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿ExpressionStatement
1484¿AssignmentExpression¿=¿1568¿¿¿¿{"start":{"line":69,"column":2},"end":{"line":90,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿AssignmentExpression
1485¿MemberExpression¿¿1568¿¿¿¿{"start":{"line":69,"column":2},"end":{"line":69,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1486¿Identifier¿¿1568¿v168¿¿¿¿¿Identifier
1487¿Identifier¿¿1568¿get¿¿¿{"start":{"line":69,"column":20},"end":{"line":69,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1488¿Identifier¿¿1568¿v198¿¿¿¿¿Identifier
1489¿VariableDeclarator¿¿1568¿v199¿¿¿{"start":{"line":92,"column":2},"end":{"line":92,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1490¿MemberExpression¿¿1568¿¿¿¿{"start":{"line":92,"column":2},"end":{"line":92,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1491¿Identifier¿¿1568¿pdfinfo¿¿¿{"start":{"line":92,"column":2},"end":{"line":92,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1492¿Identifier¿¿1568¿prototype¿¿¿{"start":{"line":92,"column":10},"end":{"line":92,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1493¿VariableDeclarator¿¿1568¿v201¿¿¿{"start":{"line":92,"column":2},"end":{"line":95,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1494¿FunctionExpression¿¿1568¿anon¿¿¿{"start":{"line":92,"column":28},"end":{"line":95,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿FunctionExpression
1495¿Identifier¿¿0¿callback¿¿¿{"start":{"line":92,"column":37},"end":{"line":92,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1496¿VariableDeclarator¿¿1598¿v200¿¿¿{"start":{"line":93,"column":4},"end":{"line":93,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1497¿MemberExpression¿¿1598¿¿¿¿{"start":{"line":93,"column":4},"end":{"line":93,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1498¿ThisExpression¿¿1598¿¿¿¿{"start":{"line":93,"column":4},"end":{"line":93,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿ThisExpression
1499¿Identifier¿¿1598¿options¿¿¿{"start":{"line":93,"column":9},"end":{"line":93,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1500¿ExpressionStatement¿¿1598¿¿¿¿{"start":{"line":93,"column":4},"end":{"line":93,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿ExpressionStatement
1501¿AssignmentExpression¿=¿1598¿¿¿¿{"start":{"line":93,"column":4},"end":{"line":93,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿AssignmentExpression
1502¿MemberExpression¿¿1598¿¿¿¿{"start":{"line":93,"column":4},"end":{"line":93,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1503¿Identifier¿¿1598¿v200¿¿¿¿¿Identifier
1504¿Identifier¿¿1598¿error¿¿¿{"start":{"line":93,"column":17},"end":{"line":93,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1505¿Identifier¿¿1598¿callback¿¿¿{"start":{"line":93,"column":25},"end":{"line":93,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1506¿ReturnStatement¿¿1598¿¿¿¿{"start":{"line":94,"column":4},"end":{"line":94,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿ReturnStatement
1507¿ThisExpression¿¿1598¿¿¿¿{"start":{"line":94,"column":11},"end":{"line":94,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿ThisExpression
1508¿BlockStatement¿¿1598¿¿¿¿{"start":{"line":92,"column":47},"end":{"line":95,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿BlockStatement
1509¿ExpressionStatement¿¿1568¿¿¿¿{"start":{"line":92,"column":2},"end":{"line":95,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿ExpressionStatement
1510¿AssignmentExpression¿=¿1568¿¿¿¿{"start":{"line":92,"column":2},"end":{"line":95,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿AssignmentExpression
1511¿MemberExpression¿¿1568¿¿¿¿{"start":{"line":92,"column":2},"end":{"line":92,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1512¿Identifier¿¿1568¿v199¿¿¿¿¿Identifier
1513¿Identifier¿¿1568¿error¿¿¿{"start":{"line":92,"column":20},"end":{"line":92,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1514¿Identifier¿¿1568¿v201¿¿¿¿¿Identifier
1515¿VariableDeclarator¿¿1568¿v202¿¿¿{"start":{"line":97,"column":2},"end":{"line":97,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1516¿MemberExpression¿¿1568¿¿¿¿{"start":{"line":97,"column":2},"end":{"line":97,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1517¿Identifier¿¿1568¿pdfinfo¿¿¿{"start":{"line":97,"column":2},"end":{"line":97,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1518¿Identifier¿¿1568¿prototype¿¿¿{"start":{"line":97,"column":10},"end":{"line":97,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1519¿VariableDeclarator¿¿1568¿v204¿¿¿{"start":{"line":97,"column":2},"end":{"line":100,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1520¿FunctionExpression¿¿1568¿anon¿¿¿{"start":{"line":97,"column":30},"end":{"line":100,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿FunctionExpression
1521¿Identifier¿¿0¿callback¿¿¿{"start":{"line":97,"column":39},"end":{"line":97,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1522¿VariableDeclarator¿¿1600¿v203¿¿¿{"start":{"line":98,"column":4},"end":{"line":98,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1523¿MemberExpression¿¿1600¿¿¿¿{"start":{"line":98,"column":4},"end":{"line":98,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1524¿ThisExpression¿¿1600¿¿¿¿{"start":{"line":98,"column":4},"end":{"line":98,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿ThisExpression
1525¿Identifier¿¿1600¿options¿¿¿{"start":{"line":98,"column":9},"end":{"line":98,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1526¿ExpressionStatement¿¿1600¿¿¿¿{"start":{"line":98,"column":4},"end":{"line":98,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿ExpressionStatement
1527¿AssignmentExpression¿=¿1600¿¿¿¿{"start":{"line":98,"column":4},"end":{"line":98,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿AssignmentExpression
1528¿MemberExpression¿¿1600¿¿¿¿{"start":{"line":98,"column":4},"end":{"line":98,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1529¿Identifier¿¿1600¿v203¿¿¿¿¿Identifier
1530¿Identifier¿¿1600¿success¿¿¿{"start":{"line":98,"column":17},"end":{"line":98,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1531¿Identifier¿¿1600¿callback¿¿¿{"start":{"line":98,"column":27},"end":{"line":98,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1532¿ReturnStatement¿¿1600¿¿¿¿{"start":{"line":99,"column":4},"end":{"line":99,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿ReturnStatement
1533¿ThisExpression¿¿1600¿¿¿¿{"start":{"line":99,"column":11},"end":{"line":99,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿ThisExpression
1534¿BlockStatement¿¿1600¿¿¿¿{"start":{"line":97,"column":49},"end":{"line":100,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿BlockStatement
1535¿ExpressionStatement¿¿1568¿¿¿¿{"start":{"line":97,"column":2},"end":{"line":100,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿ExpressionStatement
1536¿AssignmentExpression¿=¿1568¿¿¿¿{"start":{"line":97,"column":2},"end":{"line":100,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿AssignmentExpression
1537¿MemberExpression¿¿1568¿¿¿¿{"start":{"line":97,"column":2},"end":{"line":97,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1538¿Identifier¿¿1568¿v202¿¿¿¿¿Identifier
1539¿Identifier¿¿1568¿success¿¿¿{"start":{"line":97,"column":20},"end":{"line":97,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1540¿Identifier¿¿1568¿v204¿¿¿¿¿Identifier
1541¿BlockStatement¿¿1568¿¿¿¿{"start":{"line":7,"column":37},"end":{"line":101,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿BlockStatement
1542¿VariableDeclarator¿exported¿1566¿v206¿¿¿{"start":{"line":104,"column":10},"end":{"line":106,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1543¿FunctionExpression¿¿1566¿anon¿¿¿{"start":{"line":104,"column":27},"end":{"line":106,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿FunctionExpression
1544¿Identifier¿¿0¿filename¿¿¿{"start":{"line":104,"column":36},"end":{"line":104,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1545¿Identifier¿¿0¿args¿¿¿{"start":{"line":104,"column":46},"end":{"line":104,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1546¿VariableDeclarator¿¿1602¿v205¿¿¿{"start":{"line":105,"column":9},"end":{"line":105,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿VariableDeclarator
1547¿NewExpression¿¿1602¿¿¿¿{"start":{"line":105,"column":9},"end":{"line":105,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿NewExpression
1548¿Identifier¿¿1602¿pdfinfo¿¿¿{"start":{"line":105,"column":13},"end":{"line":105,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1549¿Identifier¿¿1602¿filename¿¿¿{"start":{"line":105,"column":21},"end":{"line":105,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1550¿Identifier¿¿1602¿args¿¿¿{"start":{"line":105,"column":31},"end":{"line":105,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1551¿ReturnStatement¿¿1602¿¿¿¿{"start":{"line":105,"column":2},"end":{"line":105,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿ReturnStatement
1552¿Identifier¿¿1602¿v205¿¿¿¿¿Identifier
1553¿BlockStatement¿¿1602¿¿¿¿{"start":{"line":104,"column":52},"end":{"line":106,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿BlockStatement
1554¿ExpressionStatement¿¿1566¿¿¿¿{"start":{"line":104,"column":0},"end":{"line":106,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿ExpressionStatement
1555¿AssignmentExpression¿=¿1566¿¿¿¿{"start":{"line":104,"column":0},"end":{"line":106,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿AssignmentExpression
1556¿MemberExpression¿¿1566¿¿¿¿{"start":{"line":104,"column":0},"end":{"line":106,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
1557¿Identifier¿¿1566¿module¿¿¿{"start":{"line":104,"column":10},"end":{"line":104,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1558¿Identifier¿¿1566¿exports¿¿¿{"start":{"line":104,"column":17},"end":{"line":104,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1559¿Identifier¿¿1566¿v206¿¿¿¿¿Identifier
1560¿ExpressionStatement¿¿1566¿¿¿¿{"start":{"line":104,"column":0},"end":{"line":106,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿ExpressionStatement
1561¿AssignmentExpression¿=¿1566¿¿¿¿{"start":{"line":104,"column":0},"end":{"line":106,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿AssignmentExpression
1562¿Identifier¿¿1566¿exports¿¿¿{"start":{"line":104,"column":0},"end":{"line":104,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿Identifier
1563¿MemberExpression¿¿1566¿¿¿¿{"start":{"line":104,"column":10},"end":{"line":104,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/pdfinfojs_0.3.6/src/pdfinfo.js"}¿¿MemberExpression
