Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1063¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":207,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Program
1620¿IfStatement¿¿1879¿¿¿¿{"start":{"line":170,"column":4},"end":{"line":203,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿IfStatement
1621¿Identifier¿¿1879¿compress¿¿¿{"start":{"line":170,"column":8},"end":{"line":170,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1622¿VariableDeclarator¿¿1879¿v177¿¿¿{"start":{"line":171,"column":30},"end":{"line":186,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1623¿FunctionExpression¿¿1879¿anon¿¿¿{"start":{"line":171,"column":30},"end":{"line":186,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿FunctionExpression
1624¿Identifier¿¿0¿err¿¿¿{"start":{"line":171,"column":39},"end":{"line":171,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1625¿Identifier¿¿0¿filePath¿¿¿{"start":{"line":171,"column":44},"end":{"line":171,"column":52},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1626¿VariableDeclarator¿¿1884¿v175¿¿¿{"start":{"line":172,"column":27},"end":{"line":185,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1627¿FunctionExpression¿¿1884¿anon¿¿¿{"start":{"line":172,"column":27},"end":{"line":185,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿FunctionExpression
1628¿Identifier¿¿0¿err¿¿¿{"start":{"line":172,"column":36},"end":{"line":172,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1629¿Identifier¿¿0¿stats¿¿¿{"start":{"line":172,"column":41},"end":{"line":172,"column":46},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1630¿IfStatement¿¿1886¿¿¿¿{"start":{"line":173,"column":10},"end":{"line":184,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿IfStatement
1631¿Identifier¿¿1886¿err¿¿¿{"start":{"line":173,"column":14},"end":{"line":173,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1632¿VariableDeclarator¿¿1886¿v164¿¿¿{"start":{"line":174,"column":26},"end":{"line":174,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1633¿MemberExpression¿¿1886¿¿¿¿{"start":{"line":174,"column":26},"end":{"line":174,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿MemberExpression
1634¿Identifier¿¿1886¿err¿¿¿{"start":{"line":174,"column":26},"end":{"line":174,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1635¿Identifier¿¿1886¿httpCode¿¿¿{"start":{"line":174,"column":30},"end":{"line":174,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1636¿VariableDeclarator¿¿1886¿v165¿¿¿{"start":{"line":174,"column":40},"end":{"line":174,"column":76},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1637¿ObjectExpression¿¿1886¿¿¿¿{"start":{"line":174,"column":40},"end":{"line":174,"column":76},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿ObjectExpression
1638¿Property¿¿1886¿¿¿¿{"start":{"line":174,"column":41},"end":{"line":174,"column":75},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Property
1639¿Literal¿string¿1886¿¿'Content-Type'¿¿{"start":{"line":174,"column":41},"end":{"line":174,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Literal
1640¿Literal¿string¿1886¿¿'application/json'¿¿{"start":{"line":174,"column":57},"end":{"line":174,"column":75},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Literal
1641¿VariableDeclarator¿¿1886¿v166¿¿¿{"start":{"line":174,"column":12},"end":{"line":174,"column":77},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1642¿CallExpression¿¿1886¿¿¿¿{"start":{"line":174,"column":12},"end":{"line":174,"column":77},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿CallExpression
1643¿MemberExpression¿¿1886¿¿¿¿{"start":{"line":174,"column":12},"end":{"line":174,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿MemberExpression
1644¿Identifier¿¿1886¿res¿¿¿{"start":{"line":174,"column":12},"end":{"line":174,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1645¿Identifier¿¿1886¿writeHead¿¿¿{"start":{"line":174,"column":16},"end":{"line":174,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1646¿Identifier¿¿1886¿v164¿¿¿¿¿Identifier
1647¿Identifier¿¿1886¿v165¿¿¿¿¿Identifier
1648¿ExpressionStatement¿¿1886¿¿¿¿{"start":{"line":174,"column":12},"end":{"line":174,"column":78},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿ExpressionStatement
1649¿Identifier¿¿1886¿v166¿¿¿¿¿Identifier
1650¿VariableDeclarator¿¿1886¿v167¿¿¿{"start":{"line":175,"column":20},"end":{"line":175,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1651¿CallExpression¿¿1886¿¿¿¿{"start":{"line":175,"column":20},"end":{"line":175,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿CallExpression
1652¿MemberExpression¿¿1886¿¿¿¿{"start":{"line":175,"column":20},"end":{"line":175,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿MemberExpression
1653¿Identifier¿¿1886¿JSON¿¿¿{"start":{"line":175,"column":20},"end":{"line":175,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1654¿Identifier¿¿1886¿stringify¿¿¿{"start":{"line":175,"column":25},"end":{"line":175,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1655¿Identifier¿¿1886¿err¿¿¿{"start":{"line":175,"column":35},"end":{"line":175,"column":38},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1656¿VariableDeclarator¿¿1886¿v168¿¿¿{"start":{"line":175,"column":12},"end":{"line":175,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1657¿CallExpression¿¿1886¿¿¿¿{"start":{"line":175,"column":12},"end":{"line":175,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿CallExpression
1658¿MemberExpression¿¿1886¿¿¿¿{"start":{"line":175,"column":12},"end":{"line":175,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿MemberExpression
1659¿Identifier¿¿1886¿res¿¿¿{"start":{"line":175,"column":12},"end":{"line":175,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1660¿Identifier¿¿1886¿end¿¿¿{"start":{"line":175,"column":16},"end":{"line":175,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1661¿Identifier¿¿1886¿v167¿¿¿¿¿Identifier
1662¿ExpressionStatement¿¿1886¿¿¿¿{"start":{"line":175,"column":12},"end":{"line":175,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿ExpressionStatement
1663¿Identifier¿¿1886¿v168¿¿¿¿¿Identifier
1664¿BlockStatement¿¿1886¿¿¿¿{"start":{"line":173,"column":19},"end":{"line":177,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿BlockStatement
1665¿VariableDeclarator¿¿1886¿v169¿¿¿{"start":{"line":177,"column":21},"end":{"line":177,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1666¿CallExpression¿¿1886¿¿¿¿{"start":{"line":177,"column":21},"end":{"line":177,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿CallExpression
1667¿Identifier¿¿1886¿should304¿¿¿{"start":{"line":177,"column":21},"end":{"line":177,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1668¿Identifier¿¿1886¿req¿¿¿{"start":{"line":177,"column":31},"end":{"line":177,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1669¿Identifier¿¿1886¿stats¿¿¿{"start":{"line":177,"column":36},"end":{"line":177,"column":41},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1670¿IfStatement¿¿1886¿¿¿¿{"start":{"line":177,"column":17},"end":{"line":184,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿IfStatement
1671¿Identifier¿¿1886¿v169¿¿¿¿¿Identifier
1672¿VariableDeclarator¿¿1886¿v170¿¿¿{"start":{"line":178,"column":12},"end":{"line":178,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1673¿CallExpression¿¿1886¿¿¿¿{"start":{"line":178,"column":12},"end":{"line":178,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿CallExpression
1674¿MemberExpression¿¿1886¿¿¿¿{"start":{"line":178,"column":12},"end":{"line":178,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿MemberExpression
1675¿Identifier¿¿1886¿res¿¿¿{"start":{"line":178,"column":12},"end":{"line":178,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1676¿Identifier¿¿1886¿writeHead¿¿¿{"start":{"line":178,"column":16},"end":{"line":178,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1677¿Literal¿number¿1886¿¿304¿¿{"start":{"line":178,"column":26},"end":{"line":178,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Literal
1678¿ExpressionStatement¿¿1886¿¿¿¿{"start":{"line":178,"column":12},"end":{"line":178,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿ExpressionStatement
1679¿Identifier¿¿1886¿v170¿¿¿¿¿Identifier
1680¿VariableDeclarator¿¿1886¿v171¿¿¿{"start":{"line":179,"column":12},"end":{"line":179,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1681¿CallExpression¿¿1886¿¿¿¿{"start":{"line":179,"column":12},"end":{"line":179,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿CallExpression
1682¿MemberExpression¿¿1886¿¿¿¿{"start":{"line":179,"column":12},"end":{"line":179,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿MemberExpression
1683¿Identifier¿¿1886¿res¿¿¿{"start":{"line":179,"column":12},"end":{"line":179,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1684¿Identifier¿¿1886¿end¿¿¿{"start":{"line":179,"column":16},"end":{"line":179,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1685¿ExpressionStatement¿¿1886¿¿¿¿{"start":{"line":179,"column":12},"end":{"line":179,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿ExpressionStatement
1686¿Identifier¿¿1886¿v171¿¿¿¿¿Identifier
1687¿BlockStatement¿¿1886¿¿¿¿{"start":{"line":177,"column":44},"end":{"line":181,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿BlockStatement
1688¿VariableDeclarator¿¿1886¿cache¿¿¿{"start":{"line":182,"column":18},"end":{"line":182,"column":73},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1689¿VariableDeclarator¿¿1886¿v172¿¿¿{"start":{"line":182,"column":26},"end":{"line":182,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1690¿MemberExpression¿¿1886¿¿¿¿{"start":{"line":182,"column":26},"end":{"line":182,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿MemberExpression
1691¿Identifier¿¿1886¿options¿¿¿{"start":{"line":182,"column":26},"end":{"line":182,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1692¿Identifier¿¿1886¿cache¿¿¿{"start":{"line":182,"column":34},"end":{"line":182,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1693¿VariableDeclarator¿¿1886¿v173¿¿¿{"start":{"line":182,"column":42},"end":{"line":182,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1694¿MemberExpression¿¿1886¿¿¿¿{"start":{"line":182,"column":42},"end":{"line":182,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿MemberExpression
1695¿Identifier¿¿1886¿options¿¿¿{"start":{"line":182,"column":42},"end":{"line":182,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1696¿Identifier¿¿1886¿cache¿¿¿{"start":{"line":182,"column":50},"end":{"line":182,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1697¿IfStatement¿¿1886¿¿¿¿{"start":{"line":182,"column":26},"end":{"line":182,"column":73},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿IfStatement
1698¿Identifier¿¿1886¿v172¿¿¿¿¿Identifier
1699¿ExpressionStatement¿¿1886¿¿¿¿{"start":{"line":182,"column":26},"end":{"line":182,"column":73},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿ExpressionStatement
1700¿AssignmentExpression¿=¿1886¿¿¿¿{"start":{"line":182,"column":26},"end":{"line":182,"column":73},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿AssignmentExpression
1701¿Identifier¿¿1886¿cache¿¿¿{"start":{"line":182,"column":26},"end":{"line":182,"column":73},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1702¿Identifier¿¿1886¿v173¿¿¿¿¿Identifier
1703¿BlockStatement¿¿1886¿¿¿¿¿¿BlockStatement
1704¿ExpressionStatement¿¿1886¿¿¿¿{"start":{"line":182,"column":26},"end":{"line":182,"column":73},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿ExpressionStatement
1705¿AssignmentExpression¿=¿1886¿¿¿¿{"start":{"line":182,"column":26},"end":{"line":182,"column":73},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿AssignmentExpression
1706¿Identifier¿¿1886¿cache¿¿¿{"start":{"line":182,"column":26},"end":{"line":182,"column":73},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1707¿Literal¿string¿1886¿¿'max-age=86400'¿¿{"start":{"line":182,"column":58},"end":{"line":182,"column":73},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Literal
1708¿BlockStatement¿¿1886¿¿¿¿¿¿BlockStatement
1709¿VariableDeclarator¿¿1886¿v174¿¿¿{"start":{"line":183,"column":12},"end":{"line":183,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1710¿CallExpression¿¿1886¿¿¿¿{"start":{"line":183,"column":12},"end":{"line":183,"column":55},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿CallExpression
1711¿Identifier¿¿1886¿serveFile¿¿¿{"start":{"line":183,"column":12},"end":{"line":183,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1712¿Identifier¿¿1886¿req¿¿¿{"start":{"line":183,"column":22},"end":{"line":183,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1713¿Identifier¿¿1886¿res¿¿¿{"start":{"line":183,"column":27},"end":{"line":183,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1714¿Identifier¿¿1886¿stats¿¿¿{"start":{"line":183,"column":32},"end":{"line":183,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1715¿Identifier¿¿1886¿filePath¿¿¿{"start":{"line":183,"column":39},"end":{"line":183,"column":47},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1716¿Identifier¿¿1886¿cache¿¿¿{"start":{"line":183,"column":49},"end":{"line":183,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1717¿ExpressionStatement¿¿1886¿¿¿¿{"start":{"line":183,"column":12},"end":{"line":183,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿ExpressionStatement
1718¿Identifier¿¿1886¿v174¿¿¿¿¿Identifier
1719¿BlockStatement¿¿1886¿¿¿¿{"start":{"line":181,"column":17},"end":{"line":184,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿BlockStatement
1720¿BlockStatement¿¿1886¿¿¿¿¿¿BlockStatement
1721¿BlockStatement¿¿1886¿¿¿¿{"start":{"line":172,"column":48},"end":{"line":185,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿BlockStatement
1722¿VariableDeclarator¿¿1884¿v176¿¿¿{"start":{"line":172,"column":8},"end":{"line":185,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1723¿CallExpression¿¿1884¿¿¿¿{"start":{"line":172,"column":8},"end":{"line":185,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿CallExpression
1724¿Identifier¿¿1884¿statFile¿¿¿{"start":{"line":172,"column":8},"end":{"line":172,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1725¿Identifier¿¿1884¿filePath¿¿¿{"start":{"line":172,"column":17},"end":{"line":172,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1726¿Identifier¿¿1884¿v175¿¿¿¿¿Identifier
1727¿ExpressionStatement¿¿1884¿¿¿¿{"start":{"line":172,"column":8},"end":{"line":185,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿ExpressionStatement
1728¿Identifier¿¿1884¿v176¿¿¿¿¿Identifier
1729¿BlockStatement¿¿1884¿¿¿¿{"start":{"line":171,"column":54},"end":{"line":186,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿BlockStatement
1730¿VariableDeclarator¿¿1879¿v178¿¿¿{"start":{"line":171,"column":6},"end":{"line":186,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1731¿CallExpression¿¿1879¿¿¿¿{"start":{"line":171,"column":6},"end":{"line":186,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿CallExpression
1732¿Identifier¿¿1879¿checkCompress¿¿¿{"start":{"line":171,"column":6},"end":{"line":171,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1733¿Identifier¿¿1879¿basePath¿¿¿{"start":{"line":171,"column":20},"end":{"line":171,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1734¿Identifier¿¿1879¿v177¿¿¿¿¿Identifier
1735¿ExpressionStatement¿¿1879¿¿¿¿{"start":{"line":171,"column":6},"end":{"line":186,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿ExpressionStatement
1736¿Identifier¿¿1879¿v178¿¿¿¿¿Identifier
1737¿BlockStatement¿¿1879¿¿¿¿{"start":{"line":170,"column":18},"end":{"line":188,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿BlockStatement
1738¿VariableDeclarator¿¿1879¿v190¿¿¿{"start":{"line":189,"column":25},"end":{"line":202,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1739¿FunctionExpression¿¿1879¿anon¿¿¿{"start":{"line":189,"column":25},"end":{"line":202,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿FunctionExpression
1740¿Identifier¿¿0¿err¿¿¿{"start":{"line":189,"column":34},"end":{"line":189,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1741¿Identifier¿¿0¿stats¿¿¿{"start":{"line":189,"column":39},"end":{"line":189,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1742¿IfStatement¿¿1891¿¿¿¿{"start":{"line":190,"column":8},"end":{"line":201,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿IfStatement
1743¿Identifier¿¿1891¿err¿¿¿{"start":{"line":190,"column":12},"end":{"line":190,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1744¿VariableDeclarator¿¿1891¿v179¿¿¿{"start":{"line":191,"column":24},"end":{"line":191,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1745¿MemberExpression¿¿1891¿¿¿¿{"start":{"line":191,"column":24},"end":{"line":191,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿MemberExpression
1746¿Identifier¿¿1891¿err¿¿¿{"start":{"line":191,"column":24},"end":{"line":191,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1747¿Identifier¿¿1891¿httpCode¿¿¿{"start":{"line":191,"column":28},"end":{"line":191,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1748¿VariableDeclarator¿¿1891¿v180¿¿¿{"start":{"line":191,"column":38},"end":{"line":191,"column":74},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1749¿ObjectExpression¿¿1891¿¿¿¿{"start":{"line":191,"column":38},"end":{"line":191,"column":74},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿ObjectExpression
1750¿Property¿¿1891¿¿¿¿{"start":{"line":191,"column":39},"end":{"line":191,"column":73},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Property
1751¿Literal¿string¿1891¿¿'Content-Type'¿¿{"start":{"line":191,"column":39},"end":{"line":191,"column":53},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Literal
1752¿Literal¿string¿1891¿¿'application/json'¿¿{"start":{"line":191,"column":55},"end":{"line":191,"column":73},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Literal
1753¿VariableDeclarator¿¿1891¿v181¿¿¿{"start":{"line":191,"column":10},"end":{"line":191,"column":75},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿VariableDeclarator
1754¿CallExpression¿¿1891¿¿¿¿{"start":{"line":191,"column":10},"end":{"line":191,"column":75},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿CallExpression
1755¿MemberExpression¿¿1891¿¿¿¿{"start":{"line":191,"column":10},"end":{"line":191,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿MemberExpression
1756¿Identifier¿¿1891¿res¿¿¿{"start":{"line":191,"column":10},"end":{"line":191,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1757¿Identifier¿¿1891¿writeHead¿¿¿{"start":{"line":191,"column":14},"end":{"line":191,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/basic-static_2.0.2/src/basic-static.js"}¿¿Identifier
1758¿Identifier¿¿1891¿v179¿¿¿¿¿Identifier
1759¿Identifier¿¿1891¿v180¿¿¿¿¿Identifier
