Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
745¿Program¿¿-1¿¿¿¿{"start":{"line":13,"column":0},"end":{"line":258,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/modulify_0.1.0/src/modulify.js"}¿¿Program
1322¿CFG_F_START¿¿1322¿1210_anon¿¿¿¿¿CFG_F_START
1323¿CFG_F_END¿¿0¿1210_anon¿¿¿¿¿CFG_F_END
1324¿CFG_F_START¿¿1324¿1252_anon¿¿¿¿¿CFG_F_START
1325¿CFG_F_END¿¿0¿1252_anon¿¿¿¿¿CFG_F_END
1326¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
1327¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1328¿PDG_OBJECT¿¿0¿1293.v59-o159¿¿¿¿¿PDG_OBJECT
1329¿PDG_OBJECT¿¿0¿1293.modulify-o160¿¿¿¿¿PDG_OBJECT
1330¿PDG_OBJECT¿¿0¿1293.modulify-o161¿¿¿¿¿PDG_OBJECT
1331¿PDG_OBJECT¿¿0¿1293.modulify.utils-o162¿¿¿¿¿PDG_OBJECT
1332¿PDG_OBJECT¿¿0¿1297.this-o163¿¿¿¿¿PDG_OBJECT
1333¿PDG_OBJECT¿¿0¿1297.prev-o164¿¿¿¿¿PDG_OBJECT
1334¿PDG_OBJECT¿¿0¿1297.curr-o165¿¿¿¿¿PDG_OBJECT
1335¿PDG_OBJECT¿¿0¿1293.getNames-o166¿¿¿¿¿PDG_OBJECT
1336¿PDG_OBJECT¿¿0¿1293.v60-o167¿¿¿¿¿PDG_OBJECT
1337¿PDG_OBJECT¿¿0¿1293.v60.getNames-o168¿¿¿¿¿PDG_OBJECT
1338¿PDG_OBJECT¿¿0¿1306.this-o169¿¿¿¿¿PDG_OBJECT
1339¿PDG_OBJECT¿¿0¿1306.src-o170¿¿¿¿¿PDG_OBJECT
1340¿PDG_OBJECT¿¿0¿1293.evaluator-o171¿¿¿¿¿PDG_OBJECT
1341¿PDG_OBJECT¿¿0¿1293.v73-o172¿¿¿¿¿PDG_OBJECT
1342¿PDG_OBJECT¿¿0¿1293.v73.evaluator-o173¿¿¿¿¿PDG_OBJECT
1343¿PDG_OBJECT¿¿0¿1308.this-o174¿¿¿¿¿PDG_OBJECT
1344¿PDG_OBJECT¿¿0¿1308.src-o175¿¿¿¿¿PDG_OBJECT
1345¿PDG_OBJECT¿¿0¿1293.getGlobals-o176¿¿¿¿¿PDG_OBJECT
1346¿PDG_OBJECT¿¿0¿1293.v75-o177¿¿¿¿¿PDG_OBJECT
1347¿PDG_OBJECT¿¿0¿1293.v75.getGlobals-o178¿¿¿¿¿PDG_OBJECT
1348¿PDG_OBJECT¿¿0¿1312.this-o179¿¿¿¿¿PDG_OBJECT
1349¿PDG_OBJECT¿¿0¿1312.ast-o180¿¿¿¿¿PDG_OBJECT
1350¿PDG_OBJECT¿¿0¿1293.getTopLevelNames-o181¿¿¿¿¿PDG_OBJECT
1351¿PDG_OBJECT¿¿0¿1293.v82-o182¿¿¿¿¿PDG_OBJECT
1352¿PDG_OBJECT¿¿0¿1293.v82.getTopLevelNames-o183¿¿¿¿¿PDG_OBJECT
1353¿PDG_OBJECT¿¿0¿1314.this-o184¿¿¿¿¿PDG_OBJECT
1354¿PDG_OBJECT¿¿0¿1314.ast-o185¿¿¿¿¿PDG_OBJECT
1355¿PDG_OBJECT¿¿0¿1314.src-o186¿¿¿¿¿PDG_OBJECT
1356¿PDG_OBJECT¿¿0¿1293.getExports-o187¿¿¿¿¿PDG_OBJECT
1357¿PDG_OBJECT¿¿0¿1293.v87-o188¿¿¿¿¿PDG_OBJECT
1358¿PDG_OBJECT¿¿0¿1293.v87.getExports-o189¿¿¿¿¿PDG_OBJECT
1359¿PDG_OBJECT¿¿0¿1316.this-o190¿¿¿¿¿PDG_OBJECT
1360¿PDG_OBJECT¿¿0¿1316.ast-o191¿¿¿¿¿PDG_OBJECT
1361¿PDG_OBJECT¿¿0¿1316.src-o192¿¿¿¿¿PDG_OBJECT
1362¿PDG_OBJECT¿¿0¿1316.eol-o193¿¿¿¿¿PDG_OBJECT
1363¿PDG_OBJECT¿¿0¿1293.generateExportsString-o194¿¿¿¿¿PDG_OBJECT
1364¿PDG_OBJECT¿¿0¿1293.v91-o195¿¿¿¿¿PDG_OBJECT
1365¿PDG_OBJECT¿¿0¿1293.v91.generateExportsString-o196¿¿¿¿¿PDG_OBJECT
1366¿PDG_OBJECT¿¿0¿1320.this-o197¿¿¿¿¿PDG_OBJECT
1367¿PDG_OBJECT¿¿0¿1320.ast-o198¿¿¿¿¿PDG_OBJECT
1368¿PDG_OBJECT¿¿0¿1320.src-o199¿¿¿¿¿PDG_OBJECT
1369¿PDG_OBJECT¿¿0¿1320.eol-o200¿¿¿¿¿PDG_OBJECT
1370¿PDG_OBJECT¿¿0¿1293.generateModuleString-o201¿¿¿¿¿PDG_OBJECT
1371¿PDG_OBJECT¿¿0¿1293.v100-o202¿¿¿¿¿PDG_OBJECT
1372¿PDG_OBJECT¿¿0¿1293.v100.generateModuleString-o203¿¿¿¿¿PDG_OBJECT
1373¿PDG_OBJECT¿¿0¿1322.this-o204¿¿¿¿¿PDG_OBJECT
1374¿PDG_OBJECT¿¿0¿1322.src-o205¿¿¿¿¿PDG_OBJECT
1375¿PDG_OBJECT¿¿0¿1293.modulifyString-o206¿¿¿¿¿PDG_OBJECT
1376¿PDG_OBJECT¿¿0¿1293.modulify-o207¿¿¿¿¿PDG_OBJECT
1377¿PDG_OBJECT¿¿0¿1293.modulify.string-o208¿¿¿¿¿PDG_OBJECT
1378¿PDG_OBJECT¿¿0¿1324.this-o209¿¿¿¿¿PDG_OBJECT
1379¿PDG_OBJECT¿¿0¿1324.srcFile-o210¿¿¿¿¿PDG_OBJECT
1380¿PDG_OBJECT¿¿0¿1293.modulifyFile-o211¿¿¿¿¿PDG_OBJECT
1381¿PDG_OBJECT¿¿0¿1293.modulify-o212¿¿¿¿¿PDG_OBJECT
1382¿PDG_OBJECT¿¿0¿1293.modulify.file-o213¿¿¿¿¿PDG_OBJECT
1383¿PDG_OBJECT¿¿0¿1293.module-o214¿¿¿¿¿PDG_OBJECT
1384¿PDG_OBJECT¿¿0¿1293.module.exports-o215¿¿¿¿¿PDG_OBJECT
1385¿PDG_OBJECT¿¿0¿1293.v57-o216¿¿¿¿¿PDG_OBJECT
1386¿PDG_OBJECT¿¿0¿1293.v57.0-o217¿¿¿¿¿PDG_OBJECT
1387¿PDG_OBJECT¿¿0¿1293.v57.1-o218¿¿¿¿¿PDG_OBJECT
1388¿PDG_OBJECT¿¿0¿1293.v58-o219¿¿¿¿¿PDG_OBJECT
1389¿PDG_OBJECT¿¿0¿1297.curr.type-o220¿¿¿¿¿PDG_OBJECT
1390¿PDG_OBJECT¿¿0¿1297.curr.declarations-o221¿¿¿¿¿PDG_OBJECT
1391¿PDG_OBJECT¿¿0¿1299.this-o222¿¿¿¿¿PDG_OBJECT
1392¿PDG_OBJECT¿¿0¿1299.declaration-o223¿¿¿¿¿PDG_OBJECT
1393¿PDG_OBJECT¿¿0¿1297.v68-o224¿¿¿¿¿PDG_OBJECT
1394¿PDG_CALL¿¿1297¿1297.CALL->v62.forEach-o225¿¿¿¿¿PDG_CALL
1395¿PDG_OBJECT¿¿0¿1297.v69-o226¿¿¿¿¿PDG_OBJECT
1396¿PDG_RETURN¿¿0¿1297.RET_OBJ-o227¿¿¿¿¿PDG_RETURN
1397¿PDG_OBJECT¿¿0¿1297.curr.id-o228¿¿¿¿¿PDG_OBJECT
1398¿PDG_OBJECT¿¿0¿1297.v70.name-o229¿¿¿¿¿PDG_OBJECT
1399¿PDG_CALL¿¿1297¿1297.CALL->out.push-o230¿¿¿¿¿PDG_CALL
1400¿PDG_OBJECT¿¿0¿1297.v72-o231¿¿¿¿¿PDG_OBJECT
1401¿PDG_OBJECT¿¿0¿1299.declaration.type-o232¿¿¿¿¿PDG_OBJECT
1402¿PDG_OBJECT¿¿0¿1299.v64-o233¿¿¿¿¿PDG_OBJECT
1403¿PDG_OBJECT¿¿0¿1299.declaration.id-o234¿¿¿¿¿PDG_OBJECT
1404¿PDG_OBJECT¿¿0¿1299.v65.name-o235¿¿¿¿¿PDG_OBJECT
1405¿PDG_CALL¿¿1299¿1299.CALL->out.push-o236¿¿¿¿¿PDG_CALL
1406¿PDG_OBJECT¿¿0¿1299.v67-o237¿¿¿¿¿PDG_OBJECT
1407¿PDG_CALL¿¿1306¿1306.CALL->eval-o238¿¿¿¿¿PDG_CALL
1408¿PDG_OBJECT¿¿0¿1306.v74-o239¿¿¿¿¿PDG_OBJECT
1409¿TAINT_SINK¿¿0¿eval¿¿¿¿¿TAINT_SINK
1410¿PDG_CALL¿¿1308¿1308.CALL->Object.keys-o240¿¿¿¿¿PDG_CALL
1411¿PDG_OBJECT¿¿0¿1308.original-o241¿¿¿¿¿PDG_OBJECT
1412¿PDG_OBJECT¿¿0¿1308.modulify.utils-o242¿¿¿¿¿PDG_OBJECT
1413¿PDG_CALL¿¿1308¿1308.CALL->v76.evaluator-o243¿¿¿¿¿PDG_CALL
1414¿PDG_OBJECT¿¿0¿1308.v77-o244¿¿¿¿¿PDG_OBJECT
1415¿PDG_CALL¿¿1308¿1308.CALL->Object.keys-o245¿¿¿¿¿PDG_CALL
1416¿PDG_OBJECT¿¿0¿1308.fin-o246¿¿¿¿¿PDG_OBJECT
1417¿PDG_OBJECT¿¿0¿1310.this-o247¿¿¿¿¿PDG_OBJECT
1418¿PDG_OBJECT¿¿0¿1310.item-o248¿¿¿¿¿PDG_OBJECT
1419¿PDG_OBJECT¿¿0¿1308.v81-o249¿¿¿¿¿PDG_OBJECT
1420¿PDG_CALL¿¿1308¿1308.CALL->fin.filter-o250¿¿¿¿¿PDG_CALL
1421¿PDG_OBJECT¿¿0¿1308.out-o251¿¿¿¿¿PDG_OBJECT
1422¿PDG_RETURN¿¿0¿1308.RET_OBJ-o252¿¿¿¿¿PDG_RETURN
1423¿PDG_CALL¿¿1310¿1310.CALL->original.indexOf-o253¿¿¿¿¿PDG_CALL
1424¿PDG_OBJECT¿¿0¿1310.v78-o254¿¿¿¿¿PDG_OBJECT
1425¿PDG_OBJECT¿¿0¿1310.v80-o255¿¿¿¿¿PDG_OBJECT
1426¿PDG_RETURN¿¿0¿1310.RET_OBJ-o256¿¿¿¿¿PDG_RETURN
1427¿PDG_OBJECT¿¿0¿1312.ast.body-o257¿¿¿¿¿PDG_OBJECT
1428¿PDG_OBJECT¿¿0¿1312.v84.getNames-o258¿¿¿¿¿PDG_OBJECT
1429¿PDG_OBJECT¿¿0¿1312.v86-o259¿¿¿¿¿PDG_OBJECT
1430¿PDG_CALL¿¿1312¿1312.CALL->v83.reduce-o260¿¿¿¿¿PDG_CALL
1431¿PDG_OBJECT¿¿0¿1312.out-o261¿¿¿¿¿PDG_OBJECT
1432¿PDG_RETURN¿¿0¿1312.RET_OBJ-o262¿¿¿¿¿PDG_RETURN
1433¿PDG_OBJECT¿¿0¿1314.dExports-o263¿¿¿¿¿PDG_OBJECT
1434¿PDG_CALL¿¿1314¿1314.CALL->v88.getGlobals-o264¿¿¿¿¿PDG_CALL
1435¿PDG_OBJECT¿¿0¿1314.dExports-o265¿¿¿¿¿PDG_OBJECT
1436¿PDG_CALL¿¿1314¿1314.CALL->v89.getTopLevelNames-o266¿¿¿¿¿PDG_CALL
1437¿PDG_OBJECT¿¿0¿1314.v90-o267¿¿¿¿¿PDG_OBJECT
1438¿PDG_CALL¿¿1314¿1314.CALL->dExports.concat-o268¿¿¿¿¿PDG_CALL
1439¿PDG_OBJECT¿¿0¿1314.dExports-o269¿¿¿¿¿PDG_OBJECT
1440¿PDG_RETURN¿¿0¿1314.RET_OBJ-o270¿¿¿¿¿PDG_RETURN
1441¿PDG_OBJECT¿¿0¿1316.eol-o271¿¿¿¿¿PDG_OBJECT
1442¿PDG_CALL¿¿1316¿1316.CALL->v92.getExports-o272¿¿¿¿¿PDG_CALL
1443¿PDG_OBJECT¿¿0¿1316.dExports-o273¿¿¿¿¿PDG_OBJECT
1444¿PDG_OBJECT¿¿0¿1318.this-o274¿¿¿¿¿PDG_OBJECT
1445¿PDG_OBJECT¿¿0¿1318.prev-o275¿¿¿¿¿PDG_OBJECT
1446¿PDG_OBJECT¿¿0¿1318.curr-o276¿¿¿¿¿PDG_OBJECT
1447¿PDG_OBJECT¿¿0¿1316.v99-o277¿¿¿¿¿PDG_OBJECT
1448¿PDG_CALL¿¿1316¿1316.CALL->dExports.reduce-o278¿¿¿¿¿PDG_CALL
1449¿PDG_OBJECT¿¿0¿1316.dExports-o279¿¿¿¿¿PDG_OBJECT
1450¿PDG_RETURN¿¿0¿1316.RET_OBJ-o280¿¿¿¿¿PDG_RETURN
1451¿PDG_OBJECT¿¿0¿1318.v93-o281¿¿¿¿¿PDG_OBJECT
1452¿PDG_OBJECT¿¿0¿1318.v94-o282¿¿¿¿¿PDG_OBJECT
1453¿PDG_OBJECT¿¿0¿1318.v95-o283¿¿¿¿¿PDG_OBJECT
1454¿PDG_OBJECT¿¿0¿1318.v96-o284¿¿¿¿¿PDG_OBJECT
1455¿PDG_OBJECT¿¿0¿1318.v97-o285¿¿¿¿¿PDG_OBJECT
1456¿PDG_OBJECT¿¿0¿1318.v98-o286¿¿¿¿¿PDG_OBJECT
1457¿PDG_RETURN¿¿0¿1318.RET_OBJ-o287¿¿¿¿¿PDG_RETURN
1458¿PDG_OBJECT¿¿0¿1320.eol-o288¿¿¿¿¿PDG_OBJECT
1459¿PDG_CALL¿¿1320¿1320.CALL->v101.generateExportsString-o289¿¿¿¿¿PDG_CALL
1460¿PDG_OBJECT¿¿0¿1320.exp-o290¿¿¿¿¿PDG_OBJECT
1461¿PDG_OBJECT¿¿0¿1320.v102-o291¿¿¿¿¿PDG_OBJECT
1462¿PDG_OBJECT¿¿0¿1320.v103-o292¿¿¿¿¿PDG_OBJECT
1463¿PDG_OBJECT¿¿0¿1320.v104-o293¿¿¿¿¿PDG_OBJECT
1464¿PDG_OBJECT¿¿0¿1320.v105-o294¿¿¿¿¿PDG_OBJECT
1465¿PDG_OBJECT¿¿0¿1320.v106-o295¿¿¿¿¿PDG_OBJECT
1466¿PDG_OBJECT¿¿0¿1320.v107-o296¿¿¿¿¿PDG_OBJECT
1467¿PDG_OBJECT¿¿0¿1320.v108-o297¿¿¿¿¿PDG_OBJECT
1468¿PDG_OBJECT¿¿0¿1320.v109-o298¿¿¿¿¿PDG_OBJECT
1469¿PDG_OBJECT¿¿0¿1320.v110-o299¿¿¿¿¿PDG_OBJECT
1470¿PDG_OBJECT¿¿0¿1320.out-o300¿¿¿¿¿PDG_OBJECT
1471¿PDG_RETURN¿¿0¿1320.RET_OBJ-o301¿¿¿¿¿PDG_RETURN
1472¿PDG_CALL¿¿1322¿1322.CALL->require-o302¿¿¿¿¿PDG_CALL
1473¿PDG_OBJECT¿¿0¿1322.esprima-o303¿¿¿¿¿PDG_OBJECT
1474¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1475¿PDG_OBJECT¿¿0¿1322.v111-o304¿¿¿¿¿PDG_OBJECT
1476¿PDG_CALL¿¿1322¿1322.CALL->esprima.parse-o305¿¿¿¿¿PDG_CALL
1477¿PDG_OBJECT¿¿0¿1322.ast-o306¿¿¿¿¿PDG_OBJECT
1478¿PDG_CALL¿¿1322¿1322.CALL->v112.generateModuleString-o307¿¿¿¿¿PDG_CALL
1479¿PDG_OBJECT¿¿0¿1322.out-o308¿¿¿¿¿PDG_OBJECT
1480¿PDG_RETURN¿¿0¿1322.RET_OBJ-o309¿¿¿¿¿PDG_RETURN
1481¿PDG_CALL¿¿1324¿1324.CALL->require-o310¿¿¿¿¿PDG_CALL
1482¿PDG_OBJECT¿¿0¿1324.fs-o311¿¿¿¿¿PDG_OBJECT
1483¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1484¿PDG_CALL¿¿1324¿1324.CALL->fs.readFileSync-o312¿¿¿¿¿PDG_CALL
1485¿PDG_OBJECT¿¿0¿1324.src-o313¿¿¿¿¿PDG_OBJECT
1486¿TAINT_SINK¿¿0¿readFileSync¿¿¿¿¿TAINT_SINK
1487¿PDG_CALL¿¿1324¿1324.CALL->modulify.string-o314¿¿¿¿¿PDG_CALL
1488¿PDG_OBJECT¿¿0¿1324.out-o315¿¿¿¿¿PDG_OBJECT
1489¿PDG_RETURN¿¿0¿1324.RET_OBJ-o316¿¿¿¿¿PDG_RETURN
