Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
8356¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":925,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Program
8498¿Literal¿string¿14836¿¿'.tmp'¿¿{"start":{"line":18,"column":21},"end":{"line":18,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Literal
8499¿VariableDeclarator¿¿14836¿__tmp¿¿¿{"start":{"line":18,"column":4},"end":{"line":18,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8500¿BinaryExpression¿+¿14836¿¿¿¿{"start":{"line":18,"column":12},"end":{"line":18,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿BinaryExpression
8501¿Identifier¿¿14836¿v995¿¿¿¿¿Identifier
8502¿Identifier¿¿14836¿DS¿¿¿{"start":{"line":18,"column":30},"end":{"line":18,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8503¿VariableDeclarator¿¿14836¿v996¿¿¿{"start":{"line":20,"column":21},"end":{"line":20,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8504¿CallExpression¿¿14836¿¿¿¿{"start":{"line":20,"column":21},"end":{"line":20,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿CallExpression
8505¿MemberExpression¿¿14836¿¿¿¿{"start":{"line":20,"column":21},"end":{"line":20,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
8506¿Identifier¿¿14836¿__buns¿¿¿{"start":{"line":20,"column":21},"end":{"line":20,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8507¿Identifier¿¿14836¿replace¿¿¿{"start":{"line":20,"column":28},"end":{"line":20,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8508¿Identifier¿¿14836¿__callerDir¿¿¿{"start":{"line":20,"column":36},"end":{"line":20,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8509¿Literal¿string¿14836¿¿''¿¿{"start":{"line":20,"column":49},"end":{"line":20,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Literal
8510¿VariableDeclarator¿¿14836¿v997¿¿¿{"start":{"line":20,"column":21},"end":{"line":20,"column":72},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8511¿CallExpression¿¿14836¿¿¿¿{"start":{"line":20,"column":21},"end":{"line":20,"column":72},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿CallExpression
8512¿MemberExpression¿¿14836¿¿¿¿{"start":{"line":20,"column":21},"end":{"line":20,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
8513¿Identifier¿¿14836¿v996¿¿¿¿¿Identifier
8514¿Identifier¿¿14836¿replace¿¿¿{"start":{"line":20,"column":53},"end":{"line":20,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8515¿Literal¿object¿14836¿¿/\\/g¿¿{"start":{"line":20,"column":61},"end":{"line":20,"column":66},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Literal
8516¿Literal¿string¿14836¿¿'/'¿¿{"start":{"line":20,"column":68},"end":{"line":20,"column":71},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Literal
8517¿VariableDeclarator¿¿14836¿v998¿¿¿{"start":{"line":20,"column":15},"end":{"line":20,"column":72},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8518¿BinaryExpression¿+¿14836¿¿¿¿{"start":{"line":20,"column":15},"end":{"line":20,"column":72},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿BinaryExpression
8519¿Literal¿string¿14836¿¿'/'¿¿{"start":{"line":20,"column":15},"end":{"line":20,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Literal
8520¿Identifier¿¿14836¿v997¿¿¿¿¿Identifier
8521¿VariableDeclarator¿¿14836¿__tmpUri¿¿¿{"start":{"line":20,"column":4},"end":{"line":20,"column":82},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8522¿BinaryExpression¿+¿14836¿¿¿¿{"start":{"line":20,"column":15},"end":{"line":20,"column":82},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿BinaryExpression
8523¿Identifier¿¿14836¿v998¿¿¿¿¿Identifier
8524¿Literal¿string¿14836¿¿'.tmp/'¿¿{"start":{"line":20,"column":75},"end":{"line":20,"column":82},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Literal
8525¿TryStatement¿¿14836¿¿¿¿{"start":{"line":23,"column":0},"end":{"line":31,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿TryStatement
8526¿VariableDeclarator¿¿14836¿v999¿¿¿{"start":{"line":24,"column":17},"end":{"line":24,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8527¿BinaryExpression¿+¿14836¿¿¿¿{"start":{"line":24,"column":17},"end":{"line":24,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿BinaryExpression
8528¿Identifier¿¿14836¿__mod¿¿¿{"start":{"line":24,"column":17},"end":{"line":24,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8529¿Literal¿string¿14836¿¿'babel-preset-es2015'¿¿{"start":{"line":24,"column":25},"end":{"line":24,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Literal
8530¿VariableDeclarator¿¿14836¿v1000¿¿¿{"start":{"line":24,"column":4},"end":{"line":24,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8531¿CallExpression¿¿14836¿¿¿¿{"start":{"line":24,"column":4},"end":{"line":24,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿CallExpression
8532¿MemberExpression¿¿14836¿¿¿¿{"start":{"line":24,"column":4},"end":{"line":24,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
8533¿Identifier¿¿14836¿fs¿¿¿{"start":{"line":24,"column":4},"end":{"line":24,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8534¿Identifier¿¿14836¿lstatSync¿¿¿{"start":{"line":24,"column":7},"end":{"line":24,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8535¿Identifier¿¿14836¿v999¿¿¿¿¿Identifier
8536¿VariableDeclarator¿¿14836¿v1001¿¿¿{"start":{"line":24,"column":4},"end":{"line":24,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8537¿CallExpression¿¿14836¿¿¿¿{"start":{"line":24,"column":4},"end":{"line":24,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿CallExpression
8538¿MemberExpression¿¿14836¿¿¿¿{"start":{"line":24,"column":4},"end":{"line":24,"column":59},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
8539¿Identifier¿¿14836¿v1000¿¿¿¿¿Identifier
8540¿Identifier¿¿14836¿isDirectory¿¿¿{"start":{"line":24,"column":48},"end":{"line":24,"column":59},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8541¿ExpressionStatement¿¿14836¿¿¿¿{"start":{"line":24,"column":4},"end":{"line":24,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿ExpressionStatement
8542¿Identifier¿¿14836¿v1001¿¿¿¿¿Identifier
8543¿VariableDeclarator¿¿14836¿v1002¿¿¿{"start":{"line":25,"column":4},"end":{"line":25,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8544¿MemberExpression¿¿14836¿¿¿¿{"start":{"line":25,"column":4},"end":{"line":25,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
8545¿Identifier¿¿14836¿babel¿¿¿{"start":{"line":25,"column":4},"end":{"line":25,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8546¿Identifier¿¿14836¿OptionManager¿¿¿{"start":{"line":25,"column":10},"end":{"line":25,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8547¿VariableDeclarator¿¿14836¿v1003¿¿¿{"start":{"line":25,"column":4},"end":{"line":25,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8548¿MemberExpression¿¿14836¿¿¿¿{"start":{"line":25,"column":4},"end":{"line":25,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
8549¿Identifier¿¿14836¿v1002¿¿¿¿¿Identifier
8550¿Identifier¿¿14836¿prototype¿¿¿{"start":{"line":25,"column":24},"end":{"line":25,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8551¿VariableDeclarator¿¿14836¿resolvePresets¿¿¿{"start":{"line":25,"column":4},"end":{"line":30,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8552¿FunctionExpression¿¿14836¿anon¿¿¿{"start":{"line":25,"column":51},"end":{"line":30,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿FunctionExpression
8553¿Identifier¿¿0¿presets¿¿¿{"start":{"line":25,"column":75},"end":{"line":25,"column":82},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8554¿Identifier¿¿0¿dirname¿¿¿{"start":{"line":25,"column":84},"end":{"line":25,"column":91},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8555¿Identifier¿¿0¿onResolve¿¿¿{"start":{"line":25,"column":93},"end":{"line":25,"column":102},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8556¿VariableDeclarator¿¿14838¿v1006¿¿¿{"start":{"line":26,"column":27},"end":{"line":29,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8557¿FunctionExpression¿¿14838¿anon¿¿¿{"start":{"line":26,"column":27},"end":{"line":29,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿FunctionExpression
8558¿Identifier¿¿0¿val¿¿¿{"start":{"line":26,"column":36},"end":{"line":26,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8559¿VariableDeclarator¿¿14840¿v1004¿¿¿{"start":{"line":27,"column":28},"end":{"line":27,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8560¿BinaryExpression¿+¿14840¿¿¿¿{"start":{"line":27,"column":28},"end":{"line":27,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿BinaryExpression
8561¿Identifier¿¿14840¿__mod¿¿¿{"start":{"line":27,"column":28},"end":{"line":27,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8562¿Literal¿string¿14840¿¿'babel-preset-'¿¿{"start":{"line":27,"column":36},"end":{"line":27,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Literal
8563¿VariableDeclarator¿¿14840¿presetLoc¿¿¿{"start":{"line":27,"column":16},"end":{"line":27,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8564¿BinaryExpression¿+¿14840¿¿¿¿{"start":{"line":27,"column":28},"end":{"line":27,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿BinaryExpression
8565¿Identifier¿¿14840¿v1004¿¿¿¿¿Identifier
8566¿Identifier¿¿14840¿val¿¿¿{"start":{"line":27,"column":54},"end":{"line":27,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8567¿VariableDeclarator¿¿14840¿v1005¿¿¿{"start":{"line":28,"column":19},"end":{"line":28,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8568¿CallExpression¿¿14840¿¿¿¿{"start":{"line":28,"column":19},"end":{"line":28,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿CallExpression
8569¿Identifier¿¿14840¿require¿¿¿{"start":{"line":28,"column":19},"end":{"line":28,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8570¿Identifier¿¿14840¿presetLoc¿¿¿{"start":{"line":28,"column":27},"end":{"line":28,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8571¿ReturnStatement¿¿14840¿¿¿¿{"start":{"line":28,"column":12},"end":{"line":28,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿ReturnStatement
8572¿Identifier¿¿14840¿v1005¿¿¿¿¿Identifier
8573¿BlockStatement¿¿14840¿¿¿¿{"start":{"line":26,"column":41},"end":{"line":29,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿BlockStatement
8574¿VariableDeclarator¿¿14838¿v1007¿¿¿{"start":{"line":26,"column":15},"end":{"line":29,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8575¿CallExpression¿¿14838¿¿¿¿{"start":{"line":26,"column":15},"end":{"line":29,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿CallExpression
8576¿MemberExpression¿¿14838¿¿¿¿{"start":{"line":26,"column":15},"end":{"line":26,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
8577¿Identifier¿¿14838¿presets¿¿¿{"start":{"line":26,"column":15},"end":{"line":26,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8578¿Identifier¿¿14838¿map¿¿¿{"start":{"line":26,"column":23},"end":{"line":26,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8579¿Identifier¿¿14838¿v1006¿¿¿¿¿Identifier
8580¿ReturnStatement¿¿14838¿¿¿¿{"start":{"line":26,"column":8},"end":{"line":29,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿ReturnStatement
8581¿Identifier¿¿14838¿v1007¿¿¿¿¿Identifier
8582¿BlockStatement¿¿14838¿¿¿¿{"start":{"line":25,"column":104},"end":{"line":30,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿BlockStatement
8583¿ExpressionStatement¿¿14836¿¿¿¿{"start":{"line":25,"column":4},"end":{"line":30,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿ExpressionStatement
8584¿AssignmentExpression¿=¿14836¿¿¿¿{"start":{"line":25,"column":4},"end":{"line":30,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿AssignmentExpression
8585¿MemberExpression¿¿14836¿¿¿¿{"start":{"line":25,"column":4},"end":{"line":25,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿MemberExpression
8586¿Identifier¿¿14836¿v1003¿¿¿¿¿Identifier
8587¿Identifier¿¿14836¿resolvePresets¿¿¿{"start":{"line":25,"column":34},"end":{"line":25,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8588¿Identifier¿¿14836¿resolvePresets¿¿¿¿¿Identifier
8589¿BlockStatement¿¿14836¿¿¿¿{"start":{"line":23,"column":4},"end":{"line":31,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿BlockStatement
8590¿CatchClause¿¿14836¿¿¿¿{"start":{"line":31,"column":2},"end":{"line":31,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿CatchClause
8591¿BlockStatement¿¿14836¿¿¿¿{"start":{"line":31,"column":11},"end":{"line":31,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿BlockStatement
8592¿Identifier¿¿14836¿e¿¿¿{"start":{"line":31,"column":8},"end":{"line":31,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8593¿VariableDeclarator¿¿14836¿BUILD_CONF¿¿¿{"start":{"line":34,"column":6},"end":{"line":34,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8594¿Literal¿string¿14836¿¿'buns.json'¿¿{"start":{"line":34,"column":19},"end":{"line":34,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Literal
8595¿VariableDeclarator¿¿14836¿MOD_CONF¿¿¿{"start":{"line":34,"column":32},"end":{"line":34,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8596¿BinaryExpression¿+¿14836¿¿¿¿{"start":{"line":34,"column":43},"end":{"line":34,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿BinaryExpression
8597¿Identifier¿¿14836¿__mod¿¿¿{"start":{"line":34,"column":43},"end":{"line":34,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Identifier
8598¿Literal¿string¿14836¿¿'modules.json'¿¿{"start":{"line":34,"column":51},"end":{"line":34,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Literal
8599¿VariableDeclarator¿¿14836¿BOOT_FILE¿¿¿{"start":{"line":37,"column":6},"end":{"line":37,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8600¿Literal¿string¿14836¿¿'bootstrap.js'¿¿{"start":{"line":37,"column":18},"end":{"line":37,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Literal
8601¿VariableDeclarator¿¿14836¿TEMP_FILE¿¿¿{"start":{"line":37,"column":34},"end":{"line":37,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8602¿Literal¿string¿14836¿¿'temp.js'¿¿{"start":{"line":37,"column":46},"end":{"line":37,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Literal
8603¿VariableDeclarator¿¿14836¿i¿¿¿{"start":{"line":40,"column":4},"end":{"line":40,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8604¿VariableDeclarator¿¿14836¿j¿¿¿{"start":{"line":40,"column":7},"end":{"line":40,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8605¿VariableDeclarator¿¿14836¿e¿¿¿{"start":{"line":40,"column":10},"end":{"line":40,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8606¿VariableDeclarator¿¿14836¿currentModule¿¿¿{"start":{"line":40,"column":13},"end":{"line":40,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8607¿VariableDeclarator¿¿14836¿loopModules¿¿¿{"start":{"line":40,"column":28},"end":{"line":40,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8608¿Literal¿boolean¿14836¿¿false¿¿{"start":{"line":40,"column":42},"end":{"line":40,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿Literal
8609¿VariableDeclarator¿¿14836¿v1008¿¿¿{"start":{"line":47,"column":16},"end":{"line":47,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8610¿ArrayExpression¿¿14836¿¿¿¿{"start":{"line":47,"column":16},"end":{"line":47,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿ArrayExpression
8611¿VariableDeclarator¿¿14836¿v1009¿¿¿{"start":{"line":48,"column":18},"end":{"line":48,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8612¿ObjectExpression¿¿14836¿¿¿¿¿¿ObjectExpression
8613¿VariableDeclarator¿¿14836¿config¿¿¿{"start":{"line":43,"column":4},"end":{"line":49,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿VariableDeclarator
8614¿ObjectExpression¿¿14836¿¿¿¿¿¿ObjectExpression
8615¿ExpressionStatement¿¿14836¿¿¿¿{"start":{"line":43,"column":4},"end":{"line":49,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿ExpressionStatement
8616¿AssignmentExpression¿=¿14836¿¿¿¿{"start":{"line":43,"column":4},"end":{"line":49,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/buns_1.1.6/src/index.js"}¿¿AssignmentExpression
