Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
924¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":73,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Program
1444¿Identifier¿¿1643¿config¿¿¿{"start":{"line":52,"column":115},"end":{"line":52,"column":121},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1445¿Identifier¿¿1643¿highlight_style¿¿¿{"start":{"line":52,"column":122},"end":{"line":52,"column":137},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1446¿VariableDeclarator¿¿1643¿v157¿¿¿{"start":{"line":52,"column":112},"end":{"line":52,"column":143},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1447¿TemplateLiteral¿¿1643¿¿¿¿{"start":{"line":52,"column":112},"end":{"line":52,"column":143},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿TemplateLiteral
1448¿Identifier¿¿1643¿v156¿¿¿¿¿Identifier
1449¿VariableDeclarator¿¿1643¿highlightStylesheet¿¿¿{"start":{"line":52,"column":10},"end":{"line":52,"column":144},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1450¿CallExpression¿¿1643¿¿¿¿{"start":{"line":52,"column":32},"end":{"line":52,"column":144},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿CallExpression
1451¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":52,"column":32},"end":{"line":52,"column":46},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1452¿Identifier¿¿1643¿path_1¿¿¿{"start":{"line":52,"column":32},"end":{"line":52,"column":38},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1453¿Identifier¿¿1643¿resolve¿¿¿{"start":{"line":52,"column":39},"end":{"line":52,"column":46},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1454¿Identifier¿¿1643¿v155¿¿¿¿¿Identifier
1455¿Literal¿string¿1643¿¿'..'¿¿{"start":{"line":52,"column":96},"end":{"line":52,"column":100},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Literal
1456¿Literal¿string¿1643¿¿'styles'¿¿{"start":{"line":52,"column":102},"end":{"line":52,"column":110},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Literal
1457¿Identifier¿¿1643¿v157¿¿¿¿¿Identifier
1458¿VariableDeclarator¿¿1643¿v158¿¿¿{"start":{"line":53,"column":40},"end":{"line":53,"column":57},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1459¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":53,"column":40},"end":{"line":53,"column":57},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1460¿Identifier¿¿1643¿config¿¿¿{"start":{"line":53,"column":40},"end":{"line":53,"column":46},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1461¿Identifier¿¿1643¿stylesheet¿¿¿{"start":{"line":53,"column":47},"end":{"line":53,"column":57},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1462¿VariableDeclarator¿¿1643¿v159¿¿¿{"start":{"line":53,"column":36},"end":{"line":53,"column":79},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1463¿ArrayExpression¿¿1643¿¿¿¿{"start":{"line":53,"column":36},"end":{"line":53,"column":79},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿ArrayExpression
1464¿SpreadElement¿¿1643¿¿¿¿{"start":{"line":53,"column":37},"end":{"line":53,"column":57},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿SpreadElement
1465¿Identifier¿¿1643¿highlightStylesheet¿¿¿{"start":{"line":53,"column":59},"end":{"line":53,"column":78},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1466¿VariableDeclarator¿¿1643¿v160¿¿¿{"start":{"line":53,"column":28},"end":{"line":53,"column":80},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1467¿NewExpression¿¿1643¿¿¿¿{"start":{"line":53,"column":28},"end":{"line":53,"column":80},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿NewExpression
1468¿Identifier¿¿1643¿Set¿¿¿{"start":{"line":53,"column":32},"end":{"line":53,"column":35},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1469¿Identifier¿¿1643¿v159¿¿¿¿¿Identifier
1470¿ExpressionStatement¿¿1643¿¿¿¿{"start":{"line":53,"column":4},"end":{"line":53,"column":82},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿ExpressionStatement
1471¿AssignmentExpression¿=¿1643¿¿¿¿{"start":{"line":53,"column":4},"end":{"line":53,"column":81},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿AssignmentExpression
1472¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":53,"column":4},"end":{"line":53,"column":21},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1473¿Identifier¿¿1643¿config¿¿¿{"start":{"line":53,"column":4},"end":{"line":53,"column":10},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1474¿Identifier¿¿1643¿stylesheet¿¿¿{"start":{"line":53,"column":11},"end":{"line":53,"column":21},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1475¿ArrayExpression¿¿1643¿¿¿¿{"start":{"line":53,"column":24},"end":{"line":53,"column":81},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿ArrayExpression
1476¿SpreadElement¿¿1643¿¿¿¿{"start":{"line":53,"column":25},"end":{"line":53,"column":80},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿SpreadElement
1477¿VariableDeclarator¿¿1643¿html¿¿¿{"start":{"line":54,"column":10},"end":{"line":54,"column":47},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1478¿CallExpression¿¿1643¿¿¿¿{"start":{"line":54,"column":17},"end":{"line":54,"column":47},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿CallExpression
1479¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":54,"column":17},"end":{"line":54,"column":35},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1480¿Identifier¿¿1643¿get_html_1¿¿¿{"start":{"line":54,"column":17},"end":{"line":54,"column":27},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1481¿Identifier¿¿1643¿getHtml¿¿¿{"start":{"line":54,"column":28},"end":{"line":54,"column":35},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1482¿Identifier¿¿1643¿md¿¿¿{"start":{"line":54,"column":36},"end":{"line":54,"column":38},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1483¿Identifier¿¿1643¿config¿¿¿{"start":{"line":54,"column":40},"end":{"line":54,"column":46},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1484¿VariableDeclarator¿¿1643¿relativePath¿¿¿{"start":{"line":55,"column":10},"end":{"line":55,"column":103},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1485¿VariableDeclarator¿¿1643¿v161¿¿¿{"start":{"line":55,"column":25},"end":{"line":55,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1486¿BinaryExpression¿in¿1643¿¿¿¿{"start":{"line":55,"column":25},"end":{"line":55,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿BinaryExpression
1487¿Literal¿string¿1643¿¿'path'¿¿{"start":{"line":55,"column":25},"end":{"line":55,"column":31},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Literal
1488¿Identifier¿¿1643¿input¿¿¿{"start":{"line":55,"column":35},"end":{"line":55,"column":40},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1489¿VariableDeclarator¿¿1643¿v162¿¿¿{"start":{"line":55,"column":58},"end":{"line":55,"column":68},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1490¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":55,"column":58},"end":{"line":55,"column":68},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1491¿Identifier¿¿1643¿input¿¿¿{"start":{"line":55,"column":58},"end":{"line":55,"column":63},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1492¿Identifier¿¿1643¿path¿¿¿{"start":{"line":55,"column":64},"end":{"line":55,"column":68},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1493¿VariableDeclarator¿¿1643¿v163¿¿¿{"start":{"line":55,"column":43},"end":{"line":55,"column":69},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1494¿CallExpression¿¿1643¿¿¿¿{"start":{"line":55,"column":43},"end":{"line":55,"column":69},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿CallExpression
1495¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":55,"column":43},"end":{"line":55,"column":57},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1496¿Identifier¿¿1643¿path_1¿¿¿{"start":{"line":55,"column":43},"end":{"line":55,"column":49},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1497¿Identifier¿¿1643¿resolve¿¿¿{"start":{"line":55,"column":50},"end":{"line":55,"column":57},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1498¿Identifier¿¿1643¿v162¿¿¿¿¿Identifier
1499¿VariableDeclarator¿¿1643¿v164¿¿¿{"start":{"line":55,"column":78},"end":{"line":55,"column":92},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1500¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":55,"column":78},"end":{"line":55,"column":92},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1501¿Identifier¿¿1643¿config¿¿¿{"start":{"line":55,"column":78},"end":{"line":55,"column":84},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1502¿Identifier¿¿1643¿basedir¿¿¿{"start":{"line":55,"column":85},"end":{"line":55,"column":92},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1503¿VariableDeclarator¿¿1643¿v165¿¿¿{"start":{"line":55,"column":43},"end":{"line":55,"column":97},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1504¿CallExpression¿¿1643¿¿¿¿{"start":{"line":55,"column":43},"end":{"line":55,"column":97},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿CallExpression
1505¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":55,"column":43},"end":{"line":55,"column":77},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1506¿Identifier¿¿1643¿v163¿¿¿¿¿Identifier
1507¿Identifier¿¿1643¿replace¿¿¿{"start":{"line":55,"column":70},"end":{"line":55,"column":77},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1508¿Identifier¿¿1643¿v164¿¿¿¿¿Identifier
1509¿Literal¿string¿1643¿¿''¿¿{"start":{"line":55,"column":94},"end":{"line":55,"column":96},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Literal
1510¿IfStatement¿¿1643¿¿¿¿{"start":{"line":55,"column":25},"end":{"line":55,"column":103},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿IfStatement
1511¿Identifier¿¿1643¿v161¿¿¿¿¿Identifier
1512¿ExpressionStatement¿¿1643¿¿¿¿{"start":{"line":55,"column":25},"end":{"line":55,"column":103},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿ExpressionStatement
1513¿AssignmentExpression¿=¿1643¿¿¿¿{"start":{"line":55,"column":25},"end":{"line":55,"column":103},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿AssignmentExpression
1514¿Identifier¿¿1643¿relativePath¿¿¿{"start":{"line":55,"column":25},"end":{"line":55,"column":103},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1515¿Identifier¿¿1643¿v165¿¿¿¿¿Identifier
1516¿BlockStatement¿¿1643¿¿¿¿¿¿BlockStatement
1517¿ExpressionStatement¿¿1643¿¿¿¿{"start":{"line":55,"column":25},"end":{"line":55,"column":103},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿ExpressionStatement
1518¿AssignmentExpression¿=¿1643¿¿¿¿{"start":{"line":55,"column":25},"end":{"line":55,"column":103},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿AssignmentExpression
1519¿Identifier¿¿1643¿relativePath¿¿¿{"start":{"line":55,"column":25},"end":{"line":55,"column":103},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1520¿Literal¿string¿1643¿¿'/'¿¿{"start":{"line":55,"column":100},"end":{"line":55,"column":103},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Literal
1521¿BlockStatement¿¿1643¿¿¿¿¿¿BlockStatement
1522¿VariableDeclarator¿¿1643¿output¿¿¿{"start":{"line":56,"column":10},"end":{"line":56,"column":85},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1523¿AwaitExpression¿¿1643¿¿¿¿{"start":{"line":56,"column":19},"end":{"line":56,"column":85},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿AwaitExpression
1524¿CallExpression¿¿1643¿¿¿¿{"start":{"line":56,"column":25},"end":{"line":56,"column":85},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿CallExpression
1525¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":56,"column":25},"end":{"line":56,"column":57},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1526¿Identifier¿¿1643¿generate_output_1¿¿¿{"start":{"line":56,"column":25},"end":{"line":56,"column":42},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1527¿Identifier¿¿1643¿generateOutput¿¿¿{"start":{"line":56,"column":43},"end":{"line":56,"column":57},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1528¿Identifier¿¿1643¿html¿¿¿{"start":{"line":56,"column":58},"end":{"line":56,"column":62},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1529¿Identifier¿¿1643¿relativePath¿¿¿{"start":{"line":56,"column":64},"end":{"line":56,"column":76},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1530¿Identifier¿¿1643¿config¿¿¿{"start":{"line":56,"column":78},"end":{"line":56,"column":84},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1531¿VariableDeclarator¿¿1643¿v166¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":15},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1532¿UnaryExpression¿!¿1643¿¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":15},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿UnaryExpression
1533¿Identifier¿¿1643¿output¿¿¿{"start":{"line":57,"column":9},"end":{"line":57,"column":15},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1534¿IfStatement¿¿1643¿¿¿¿{"start":{"line":57,"column":4},"end":{"line":62,"column":5},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿IfStatement
1535¿Identifier¿¿1643¿v166¿¿¿¿¿Identifier
1536¿VariableDeclarator¿¿1643¿v167¿¿¿{"start":{"line":58,"column":12},"end":{"line":58,"column":27},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1537¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":58,"column":12},"end":{"line":58,"column":27},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1538¿Identifier¿¿1643¿config¿¿¿{"start":{"line":58,"column":12},"end":{"line":58,"column":18},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1539¿Identifier¿¿1643¿devtools¿¿¿{"start":{"line":58,"column":19},"end":{"line":58,"column":27},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1540¿IfStatement¿¿1643¿¿¿¿{"start":{"line":58,"column":8},"end":{"line":60,"column":9},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿IfStatement
1541¿Identifier¿¿1643¿v167¿¿¿¿¿Identifier
1542¿VariableDeclarator¿¿1643¿v168¿¿¿{"start":{"line":59,"column":18},"end":{"line":59,"column":68},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1543¿NewExpression¿¿1643¿¿¿¿{"start":{"line":59,"column":18},"end":{"line":59,"column":68},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿NewExpression
1544¿Identifier¿¿1643¿Error¿¿¿{"start":{"line":59,"column":22},"end":{"line":59,"column":27},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1545¿Literal¿string¿1643¿¿'No file is generated with --devtools.'¿¿{"start":{"line":59,"column":28},"end":{"line":59,"column":67},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Literal
1546¿ThrowStatement¿¿1643¿¿¿¿{"start":{"line":59,"column":12},"end":{"line":59,"column":69},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿ThrowStatement
1547¿Identifier¿¿1643¿v168¿¿¿¿¿Identifier
1548¿BlockStatement¿¿1643¿¿¿¿{"start":{"line":58,"column":29},"end":{"line":60,"column":9},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿BlockStatement
1549¿VariableDeclarator¿¿1643¿v169¿¿¿{"start":{"line":61,"column":44},"end":{"line":61,"column":58},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1550¿MemberExpression¿¿1643¿¿¿¿{"start":{"line":61,"column":44},"end":{"line":61,"column":58},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿MemberExpression
1551¿Identifier¿¿1643¿config¿¿¿{"start":{"line":61,"column":44},"end":{"line":61,"column":50},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1552¿Identifier¿¿1643¿as_html¿¿¿{"start":{"line":61,"column":51},"end":{"line":61,"column":58},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1553¿VariableDeclarator¿¿1643¿v170¿¿¿{"start":{"line":61,"column":44},"end":{"line":61,"column":75},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1554¿IfStatement¿¿1643¿¿¿¿{"start":{"line":61,"column":44},"end":{"line":61,"column":75},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿IfStatement
1555¿Identifier¿¿1643¿v169¿¿¿¿¿Identifier
1556¿ExpressionStatement¿¿1643¿¿¿¿{"start":{"line":61,"column":44},"end":{"line":61,"column":75},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿ExpressionStatement
1557¿AssignmentExpression¿=¿1643¿¿¿¿{"start":{"line":61,"column":44},"end":{"line":61,"column":75},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿AssignmentExpression
1558¿Identifier¿¿1643¿v170¿¿¿¿¿Identifier
1559¿Literal¿string¿1643¿¿'HTML'¿¿{"start":{"line":61,"column":61},"end":{"line":61,"column":67},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Literal
1560¿BlockStatement¿¿1643¿¿¿¿¿¿BlockStatement
1561¿ExpressionStatement¿¿1643¿¿¿¿{"start":{"line":61,"column":44},"end":{"line":61,"column":75},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿ExpressionStatement
1562¿AssignmentExpression¿=¿1643¿¿¿¿{"start":{"line":61,"column":44},"end":{"line":61,"column":75},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿AssignmentExpression
1563¿Identifier¿¿1643¿v170¿¿¿¿¿Identifier
1564¿Literal¿string¿1643¿¿'PDF'¿¿{"start":{"line":61,"column":70},"end":{"line":61,"column":75},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Literal
1565¿BlockStatement¿¿1643¿¿¿¿¿¿BlockStatement
1566¿VariableDeclarator¿¿1643¿v171¿¿¿{"start":{"line":61,"column":14},"end":{"line":61,"column":79},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿VariableDeclarator
1567¿NewExpression¿¿1643¿¿¿¿{"start":{"line":61,"column":14},"end":{"line":61,"column":79},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿NewExpression
1568¿Identifier¿¿1643¿Error¿¿¿{"start":{"line":61,"column":18},"end":{"line":61,"column":23},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿Identifier
1569¿TemplateLiteral¿¿1643¿¿¿¿{"start":{"line":61,"column":24},"end":{"line":61,"column":78},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿TemplateLiteral
1570¿Identifier¿¿1643¿v170¿¿¿¿¿Identifier
1571¿ThrowStatement¿¿1643¿¿¿¿{"start":{"line":61,"column":8},"end":{"line":61,"column":80},"fname":"/datasets/vulcan-dataset/CWE-94/GHSA-x949-7cm6-fm6p/src/md-to-pdf.js"}¿¿ThrowStatement
1572¿Identifier¿¿1643¿v171¿¿¿¿¿Identifier
