Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
3175¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":270,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Program
3308¿VariableDeclarator¿¿5412¿v307¿¿¿{"start":{"line":7,"column":76},"end":{"line":7,"column":88},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
3309¿MemberExpression¿¿5412¿¿¿¿{"start":{"line":7,"column":76},"end":{"line":7,"column":88},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿MemberExpression
3310¿Identifier¿¿5412¿result¿¿¿{"start":{"line":7,"column":76},"end":{"line":7,"column":82},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3311¿Identifier¿¿5412¿value¿¿¿{"start":{"line":7,"column":83},"end":{"line":7,"column":88},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3312¿VariableDeclarator¿¿5412¿v308¿¿¿{"start":{"line":7,"column":70},"end":{"line":7,"column":89},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
3313¿CallExpression¿¿5412¿¿¿¿{"start":{"line":7,"column":70},"end":{"line":7,"column":89},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿CallExpression
3314¿Identifier¿¿5412¿adopt¿¿¿{"start":{"line":7,"column":70},"end":{"line":7,"column":75},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3315¿Identifier¿¿5412¿v307¿¿¿¿¿Identifier
3316¿VariableDeclarator¿¿5412¿v309¿¿¿{"start":{"line":7,"column":70},"end":{"line":7,"column":115},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
3317¿CallExpression¿¿5412¿¿¿¿{"start":{"line":7,"column":70},"end":{"line":7,"column":115},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿CallExpression
3318¿MemberExpression¿¿5412¿¿¿¿{"start":{"line":7,"column":70},"end":{"line":7,"column":94},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿MemberExpression
3319¿Identifier¿¿5412¿v308¿¿¿¿¿Identifier
3320¿Identifier¿¿5412¿then¿¿¿{"start":{"line":7,"column":90},"end":{"line":7,"column":94},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3321¿Identifier¿¿5412¿fulfilled¿¿¿{"start":{"line":7,"column":95},"end":{"line":7,"column":104},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3322¿Identifier¿¿5412¿rejected¿¿¿{"start":{"line":7,"column":106},"end":{"line":7,"column":114},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3323¿VariableDeclarator¿¿5412¿v310¿¿¿{"start":{"line":7,"column":32},"end":{"line":7,"column":115},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
3324¿IfStatement¿¿5412¿¿¿¿{"start":{"line":7,"column":32},"end":{"line":7,"column":115},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿IfStatement
3325¿Identifier¿¿5412¿v304¿¿¿¿¿Identifier
3326¿ExpressionStatement¿¿5412¿¿¿¿{"start":{"line":7,"column":32},"end":{"line":7,"column":115},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿ExpressionStatement
3327¿AssignmentExpression¿=¿5412¿¿¿¿{"start":{"line":7,"column":32},"end":{"line":7,"column":115},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿AssignmentExpression
3328¿Identifier¿¿5412¿v310¿¿¿¿¿Identifier
3329¿Identifier¿¿5412¿v306¿¿¿¿¿Identifier
3330¿BlockStatement¿¿5412¿¿¿¿¿¿BlockStatement
3331¿ExpressionStatement¿¿5412¿¿¿¿{"start":{"line":7,"column":32},"end":{"line":7,"column":115},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿ExpressionStatement
3332¿AssignmentExpression¿=¿5412¿¿¿¿{"start":{"line":7,"column":32},"end":{"line":7,"column":115},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿AssignmentExpression
3333¿Identifier¿¿5412¿v310¿¿¿¿¿Identifier
3334¿Identifier¿¿5412¿v309¿¿¿¿¿Identifier
3335¿BlockStatement¿¿5412¿¿¿¿¿¿BlockStatement
3336¿ExpressionStatement¿¿5412¿¿¿¿{"start":{"line":7,"column":32},"end":{"line":7,"column":116},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿ExpressionStatement
3337¿Identifier¿¿5412¿v310¿¿¿¿¿Identifier
3338¿BlockStatement¿¿5412¿¿¿¿{"start":{"line":7,"column":30},"end":{"line":7,"column":118},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿BlockStatement
3339¿VariableDeclarator¿¿5404¿v311¿¿¿{"start":{"line":8,"column":65},"end":{"line":8,"column":67},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
3340¿ArrayExpression¿¿5404¿¿¿¿{"start":{"line":8,"column":65},"end":{"line":8,"column":67},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿ArrayExpression
3341¿VariableDeclarator¿¿5404¿v312¿¿¿{"start":{"line":8,"column":51},"end":{"line":8,"column":67},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
3342¿LogicalExpression¿||¿5404¿¿¿¿{"start":{"line":8,"column":51},"end":{"line":8,"column":67},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿LogicalExpression
3343¿Identifier¿¿5404¿_arguments¿¿¿{"start":{"line":8,"column":51},"end":{"line":8,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3344¿Identifier¿¿5404¿v311¿¿¿¿¿Identifier
3345¿VariableDeclarator¿¿5404¿v313¿¿¿{"start":{"line":8,"column":13},"end":{"line":8,"column":76},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
3346¿CallExpression¿¿5404¿¿¿¿{"start":{"line":8,"column":13},"end":{"line":8,"column":76},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿CallExpression
3347¿MemberExpression¿¿5404¿¿¿¿{"start":{"line":8,"column":13},"end":{"line":8,"column":74},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿MemberExpression
3348¿AssignmentExpression¿=¿5404¿¿¿¿{"start":{"line":8,"column":14},"end":{"line":8,"column":68},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿AssignmentExpression
3349¿Identifier¿¿5404¿generator¿¿¿{"start":{"line":8,"column":14},"end":{"line":8,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3350¿CallExpression¿¿5404¿¿¿¿{"start":{"line":8,"column":26},"end":{"line":8,"column":68},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿CallExpression
3351¿MemberExpression¿¿5404¿¿¿¿{"start":{"line":8,"column":26},"end":{"line":8,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿MemberExpression
3352¿Identifier¿¿5404¿generator¿¿¿{"start":{"line":8,"column":26},"end":{"line":8,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3353¿Identifier¿¿5404¿apply¿¿¿{"start":{"line":8,"column":36},"end":{"line":8,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3354¿Identifier¿¿5404¿thisArg¿¿¿{"start":{"line":8,"column":42},"end":{"line":8,"column":49},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3355¿Identifier¿¿5404¿v312¿¿¿¿¿Identifier
3356¿Identifier¿¿5404¿next¿¿¿{"start":{"line":8,"column":70},"end":{"line":8,"column":74},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3357¿VariableDeclarator¿¿5404¿v314¿¿¿{"start":{"line":8,"column":8},"end":{"line":8,"column":77},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
3358¿CallExpression¿¿5404¿¿¿¿{"start":{"line":8,"column":8},"end":{"line":8,"column":77},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿CallExpression
3359¿Identifier¿¿5404¿step¿¿¿{"start":{"line":8,"column":8},"end":{"line":8,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3360¿Identifier¿¿5404¿v313¿¿¿¿¿Identifier
3361¿ExpressionStatement¿¿5404¿¿¿¿{"start":{"line":8,"column":8},"end":{"line":8,"column":78},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿ExpressionStatement
3362¿Identifier¿¿5404¿v314¿¿¿¿¿Identifier
3363¿BlockStatement¿¿5404¿¿¿¿{"start":{"line":4,"column":63},"end":{"line":9,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿BlockStatement
3364¿VariableDeclarator¿¿5397¿v316¿¿¿{"start":{"line":4,"column":11},"end":{"line":9,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
3365¿NewExpression¿¿5397¿¿¿¿{"start":{"line":4,"column":11},"end":{"line":9,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿NewExpression
3366¿Identifier¿¿5397¿v297¿¿¿¿¿Identifier
3367¿Identifier¿¿5397¿v315¿¿¿¿¿Identifier
3368¿ReturnStatement¿¿5397¿¿¿¿{"start":{"line":4,"column":4},"end":{"line":9,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿ReturnStatement
3369¿Identifier¿¿5397¿v316¿¿¿¿¿Identifier
3370¿BlockStatement¿¿5397¿¿¿¿{"start":{"line":2,"column":89},"end":{"line":10,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿BlockStatement
3371¿VariableDeclarator¿¿5395¿__awaiter¿¿¿{"start":{"line":2,"column":4},"end":{"line":10,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
3372¿LogicalExpression¿||¿5395¿¿¿¿{"start":{"line":2,"column":16},"end":{"line":10,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿LogicalExpression
3373¿Identifier¿¿5395¿v291¿¿¿¿¿Identifier
3374¿Identifier¿¿5395¿v317¿¿¿¿¿Identifier
3375¿VariableDeclarator¿¿5395¿v318¿¿¿{"start":{"line":11,"column":45},"end":{"line":11,"column":60},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
3376¿ObjectExpression¿¿5395¿¿¿¿{"start":{"line":11,"column":45},"end":{"line":11,"column":60},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿ObjectExpression
3377¿Property¿¿5395¿¿¿¿{"start":{"line":11,"column":47},"end":{"line":11,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Property
3378¿Identifier¿¿5395¿value¿¿¿{"start":{"line":11,"column":47},"end":{"line":11,"column":52},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3379¿Literal¿boolean¿5395¿¿true¿¿{"start":{"line":11,"column":54},"end":{"line":11,"column":58},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Literal
3380¿VariableDeclarator¿¿5395¿v319¿¿¿{"start":{"line":11,"column":0},"end":{"line":11,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
3381¿CallExpression¿¿5395¿¿¿¿{"start":{"line":11,"column":0},"end":{"line":11,"column":61},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿CallExpression
3382¿MemberExpression¿¿5395¿¿¿¿{"start":{"line":11,"column":0},"end":{"line":11,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿MemberExpression
3383¿Identifier¿¿5395¿Object¿¿¿{"start":{"line":11,"column":0},"end":{"line":11,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3384¿Identifier¿¿5395¿defineProperty¿¿¿{"start":{"line":11,"column":7},"end":{"line":11,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3385¿Identifier¿¿5395¿exports¿¿¿{"start":{"line":11,"column":22},"end":{"line":11,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3386¿Literal¿string¿5395¿¿'__esModule'¿¿{"start":{"line":11,"column":31},"end":{"line":11,"column":43},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Literal
3387¿Identifier¿¿5395¿v318¿¿¿¿¿Identifier
3388¿ExpressionStatement¿¿5395¿¿¿¿{"start":{"line":11,"column":0},"end":{"line":11,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿ExpressionStatement
3389¿Identifier¿¿5395¿v319¿¿¿¿¿Identifier
3390¿VariableDeclarator¿¿5395¿v320¿¿¿{"start":{"line":12,"column":14},"end":{"line":12,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
3391¿UnaryExpression¿void¿5395¿¿¿¿{"start":{"line":12,"column":14},"end":{"line":12,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿UnaryExpression
3392¿Literal¿number¿5395¿¿0¿¿{"start":{"line":12,"column":19},"end":{"line":12,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Literal
3393¿ExpressionStatement¿¿5395¿¿¿¿{"start":{"line":12,"column":0},"end":{"line":12,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿ExpressionStatement
3394¿AssignmentExpression¿=¿5395¿¿¿¿{"start":{"line":12,"column":0},"end":{"line":12,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿AssignmentExpression
3395¿MemberExpression¿¿5395¿¿¿¿{"start":{"line":12,"column":0},"end":{"line":12,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿MemberExpression
3396¿Identifier¿¿5395¿exports¿¿¿{"start":{"line":12,"column":0},"end":{"line":12,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3397¿Identifier¿¿5395¿Git¿¿¿{"start":{"line":12,"column":8},"end":{"line":12,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3398¿Identifier¿¿5395¿v320¿¿¿¿¿Identifier
3399¿VariableDeclarator¿¿5395¿events_1¿¿¿{"start":{"line":13,"column":6},"end":{"line":13,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
3400¿CallExpression¿¿5395¿¿¿¿{"start":{"line":13,"column":17},"end":{"line":13,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿CallExpression
3401¿Identifier¿¿5395¿require¿¿¿{"start":{"line":13,"column":17},"end":{"line":13,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3402¿Literal¿string¿5395¿¿'events'¿¿{"start":{"line":13,"column":25},"end":{"line":13,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Literal
3403¿VariableDeclarator¿¿5395¿child_process_1¿¿¿{"start":{"line":14,"column":6},"end":{"line":14,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
3404¿CallExpression¿¿5395¿¿¿¿{"start":{"line":14,"column":24},"end":{"line":14,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿CallExpression
3405¿Identifier¿¿5395¿require¿¿¿{"start":{"line":14,"column":24},"end":{"line":14,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3406¿Literal¿string¿5395¿¿'child_process'¿¿{"start":{"line":14,"column":32},"end":{"line":14,"column":47},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Literal
3407¿VariableDeclarator¿exported¿5395¿Git¿¿¿{"start":{"line":15,"column":0},"end":{"line":269,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
3408¿FunctionExpression¿¿5395¿Git¿¿¿{"start":{"line":16,"column":15},"end":{"line":21,"column":5},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿FunctionExpression
3409¿Identifier¿¿0¿options¿¿¿{"start":{"line":16,"column":16},"end":{"line":16,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3410¿VariableDeclarator¿¿5415¿v322¿¿¿{"start":{"line":17,"column":8},"end":{"line":17,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
3411¿CallExpression¿¿5415¿¿¿¿{"start":{"line":17,"column":8},"end":{"line":17,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿CallExpression
3412¿Super¿¿5415¿¿¿¿{"start":{"line":17,"column":8},"end":{"line":17,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Super
3413¿ExpressionStatement¿¿5415¿¿¿¿{"start":{"line":17,"column":8},"end":{"line":17,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿ExpressionStatement
3414¿Identifier¿¿5415¿v322¿¿¿¿¿Identifier
3415¿ExpressionStatement¿¿5415¿¿¿¿{"start":{"line":18,"column":8},"end":{"line":18,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿ExpressionStatement
3416¿AssignmentExpression¿=¿5415¿¿¿¿{"start":{"line":18,"column":8},"end":{"line":18,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿AssignmentExpression
3417¿MemberExpression¿¿5415¿¿¿¿{"start":{"line":18,"column":8},"end":{"line":18,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿MemberExpression
3418¿ThisExpression¿¿5415¿¿¿¿{"start":{"line":18,"column":8},"end":{"line":18,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿ThisExpression
3419¿Identifier¿¿5415¿dir¿¿¿{"start":{"line":18,"column":13},"end":{"line":18,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3420¿Literal¿string¿5415¿¿'.'¿¿{"start":{"line":18,"column":19},"end":{"line":18,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Literal
3421¿ExpressionStatement¿¿5415¿¿¿¿{"start":{"line":19,"column":8},"end":{"line":19,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿ExpressionStatement
3422¿AssignmentExpression¿=¿5415¿¿¿¿{"start":{"line":19,"column":8},"end":{"line":19,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿AssignmentExpression
3423¿MemberExpression¿¿5415¿¿¿¿{"start":{"line":19,"column":8},"end":{"line":19,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿MemberExpression
3424¿ThisExpression¿¿5415¿¿¿¿{"start":{"line":19,"column":8},"end":{"line":19,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿ThisExpression
3425¿Identifier¿¿5415¿options¿¿¿{"start":{"line":19,"column":13},"end":{"line":19,"column":20},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3426¿Identifier¿¿5415¿options¿¿¿{"start":{"line":19,"column":23},"end":{"line":19,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3427¿VariableDeclarator¿¿5415¿v323¿¿¿{"start":{"line":20,"column":20},"end":{"line":20,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
3428¿MemberExpression¿¿5415¿¿¿¿{"start":{"line":20,"column":20},"end":{"line":20,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿MemberExpression
3429¿ThisExpression¿¿5415¿¿¿¿{"start":{"line":20,"column":20},"end":{"line":20,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿ThisExpression
3430¿Identifier¿¿5415¿options¿¿¿{"start":{"line":20,"column":25},"end":{"line":20,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3431¿VariableDeclarator¿¿5415¿v324¿¿¿{"start":{"line":20,"column":20},"end":{"line":20,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
3432¿MemberExpression¿¿5415¿¿¿¿{"start":{"line":20,"column":20},"end":{"line":20,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿MemberExpression
3433¿Identifier¿¿5415¿v323¿¿¿¿¿Identifier
3434¿Identifier¿¿5415¿dir¿¿¿{"start":{"line":20,"column":33},"end":{"line":20,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿Identifier
3435¿VariableDeclarator¿¿5415¿v325¿¿¿{"start":{"line":20,"column":8},"end":{"line":20,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-qffw-8wg7-h665/src/index.js"}¿¿VariableDeclarator
