Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1123¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":180,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Program
1698¿Identifier¿¿1977¿on¿¿¿{"start":{"line":120,"column":13},"end":{"line":120,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1699¿Literal¿string¿1977¿¿'data'¿¿{"start":{"line":120,"column":16},"end":{"line":120,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Literal
1700¿Identifier¿¿1977¿v186¿¿¿¿¿Identifier
1701¿ExpressionStatement¿¿1977¿¿¿¿{"start":{"line":120,"column":6},"end":{"line":124,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿ExpressionStatement
1702¿Identifier¿¿1977¿v187¿¿¿¿¿Identifier
1703¿VariableDeclarator¿¿1977¿v189¿¿¿{"start":{"line":127,"column":23},"end":{"line":131,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1704¿FunctionExpression¿¿1977¿anon¿¿¿{"start":{"line":127,"column":23},"end":{"line":131,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿FunctionExpression
1705¿VariableDeclarator¿¿1983¿v188¿¿¿{"start":{"line":130,"column":8},"end":{"line":130,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1706¿CallExpression¿¿1983¿¿¿¿{"start":{"line":130,"column":8},"end":{"line":130,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿CallExpression
1707¿MemberExpression¿¿1983¿¿¿¿{"start":{"line":130,"column":8},"end":{"line":130,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1708¿Identifier¿¿1983¿res¿¿¿{"start":{"line":130,"column":8},"end":{"line":130,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1709¿Identifier¿¿1983¿end¿¿¿{"start":{"line":130,"column":12},"end":{"line":130,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1710¿Literal¿string¿1983¿¿''¿¿{"start":{"line":130,"column":16},"end":{"line":130,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Literal
1711¿ExpressionStatement¿¿1983¿¿¿¿{"start":{"line":130,"column":8},"end":{"line":130,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿ExpressionStatement
1712¿Identifier¿¿1983¿v188¿¿¿¿¿Identifier
1713¿BlockStatement¿¿1983¿¿¿¿{"start":{"line":128,"column":6},"end":{"line":131,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿BlockStatement
1714¿VariableDeclarator¿¿1977¿v190¿¿¿{"start":{"line":127,"column":6},"end":{"line":131,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1715¿CallExpression¿¿1977¿¿¿¿{"start":{"line":127,"column":6},"end":{"line":131,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿CallExpression
1716¿MemberExpression¿¿1977¿¿¿¿{"start":{"line":127,"column":6},"end":{"line":127,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1717¿Identifier¿¿1977¿reader¿¿¿{"start":{"line":127,"column":6},"end":{"line":127,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1718¿Identifier¿¿1977¿on¿¿¿{"start":{"line":127,"column":13},"end":{"line":127,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1719¿Literal¿string¿1977¿¿'end'¿¿{"start":{"line":127,"column":16},"end":{"line":127,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Literal
1720¿Identifier¿¿1977¿v189¿¿¿¿¿Identifier
1721¿ExpressionStatement¿¿1977¿¿¿¿{"start":{"line":127,"column":6},"end":{"line":131,"column":9},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿ExpressionStatement
1722¿Identifier¿¿1977¿v190¿¿¿¿¿Identifier
1723¿VariableDeclarator¿¿1977¿v192¿¿¿{"start":{"line":134,"column":25},"end":{"line":138,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1724¿FunctionExpression¿¿1977¿anon¿¿¿{"start":{"line":134,"column":25},"end":{"line":138,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿FunctionExpression
1725¿Identifier¿¿0¿error¿¿¿{"start":{"line":134,"column":34},"end":{"line":134,"column":39},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1726¿VariableDeclarator¿¿1985¿v191¿¿¿{"start":{"line":137,"column":15},"end":{"line":137,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1727¿CallExpression¿¿1985¿¿¿¿{"start":{"line":137,"column":15},"end":{"line":137,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿CallExpression
1728¿Identifier¿¿1985¿error_page¿¿¿{"start":{"line":137,"column":15},"end":{"line":137,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1729¿Identifier¿¿1985¿res¿¿¿{"start":{"line":137,"column":26},"end":{"line":137,"column":29},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1730¿Literal¿number¿1985¿¿500¿¿{"start":{"line":137,"column":31},"end":{"line":137,"column":34},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Literal
1731¿Literal¿string¿1985¿¿'Something went wrong...'¿¿{"start":{"line":137,"column":36},"end":{"line":137,"column":61},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Literal
1732¿ReturnStatement¿¿1985¿¿¿¿{"start":{"line":137,"column":8},"end":{"line":137,"column":63},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿ReturnStatement
1733¿Identifier¿¿1985¿v191¿¿¿¿¿Identifier
1734¿BlockStatement¿¿1985¿¿¿¿{"start":{"line":135,"column":6},"end":{"line":138,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿BlockStatement
1735¿VariableDeclarator¿¿1977¿v193¿¿¿{"start":{"line":134,"column":6},"end":{"line":138,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1736¿CallExpression¿¿1977¿¿¿¿{"start":{"line":134,"column":6},"end":{"line":138,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿CallExpression
1737¿MemberExpression¿¿1977¿¿¿¿{"start":{"line":134,"column":6},"end":{"line":134,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1738¿Identifier¿¿1977¿reader¿¿¿{"start":{"line":134,"column":6},"end":{"line":134,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1739¿Identifier¿¿1977¿on¿¿¿{"start":{"line":134,"column":13},"end":{"line":134,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1740¿Literal¿string¿1977¿¿'error'¿¿{"start":{"line":134,"column":16},"end":{"line":134,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Literal
1741¿Identifier¿¿1977¿v192¿¿¿¿¿Identifier
1742¿ExpressionStatement¿¿1977¿¿¿¿{"start":{"line":134,"column":6},"end":{"line":138,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿ExpressionStatement
1743¿Identifier¿¿1977¿v193¿¿¿¿¿Identifier
1744¿BlockStatement¿¿1977¿¿¿¿{"start":{"line":104,"column":4},"end":{"line":139,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿BlockStatement
1745¿VariableDeclarator¿¿1970¿v195¿¿¿{"start":{"line":103,"column":11},"end":{"line":139,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1746¿CallExpression¿¿1970¿¿¿¿{"start":{"line":103,"column":11},"end":{"line":139,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿CallExpression
1747¿MemberExpression¿¿1970¿¿¿¿{"start":{"line":103,"column":11},"end":{"line":103,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1748¿Identifier¿¿1970¿v178¿¿¿¿¿Identifier
1749¿Identifier¿¿1970¿isFile¿¿¿{"start":{"line":103,"column":20},"end":{"line":103,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1750¿Identifier¿¿1970¿local_path¿¿¿{"start":{"line":103,"column":27},"end":{"line":103,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1751¿Identifier¿¿1970¿v194¿¿¿¿¿Identifier
1752¿ReturnStatement¿¿1970¿¿¿¿{"start":{"line":103,"column":4},"end":{"line":139,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿ReturnStatement
1753¿Identifier¿¿1970¿v195¿¿¿¿¿Identifier
1754¿BlockStatement¿¿1970¿¿¿¿{"start":{"line":53,"column":2},"end":{"line":140,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿BlockStatement
1755¿VariableDeclarator¿¿1966¿server¿¿¿{"start":{"line":52,"column":6},"end":{"line":140,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1756¿CallExpression¿¿1966¿¿¿¿{"start":{"line":52,"column":15},"end":{"line":140,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿CallExpression
1757¿MemberExpression¿¿1966¿¿¿¿{"start":{"line":52,"column":15},"end":{"line":52,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1758¿Identifier¿¿1966¿http¿¿¿{"start":{"line":52,"column":15},"end":{"line":52,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1759¿Identifier¿¿1966¿createServer¿¿¿{"start":{"line":52,"column":20},"end":{"line":52,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1760¿Identifier¿¿1966¿v196¿¿¿¿¿Identifier
1761¿VariableDeclarator¿¿1966¿v213¿¿¿{"start":{"line":143,"column":22},"end":{"line":159,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1762¿FunctionExpression¿¿1966¿anon¿¿¿{"start":{"line":143,"column":22},"end":{"line":159,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿FunctionExpression
1763¿VariableDeclarator¿¿1987¿v197¿¿¿{"start":{"line":146,"column":7},"end":{"line":146,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1764¿UnaryExpression¿typeof¿1987¿¿¿¿{"start":{"line":146,"column":7},"end":{"line":146,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿UnaryExpression
1765¿Identifier¿¿1987¿cb¿¿¿{"start":{"line":146,"column":14},"end":{"line":146,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1766¿VariableDeclarator¿¿1987¿v198¿¿¿{"start":{"line":146,"column":7},"end":{"line":146,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1767¿BinaryExpression¿===¿1987¿¿¿¿{"start":{"line":146,"column":7},"end":{"line":146,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿BinaryExpression
1768¿Identifier¿¿1987¿v197¿¿¿¿¿Identifier
1769¿Literal¿string¿1987¿¿'function'¿¿{"start":{"line":146,"column":21},"end":{"line":146,"column":31},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Literal
1770¿IfStatement¿¿1987¿¿¿¿{"start":{"line":146,"column":4},"end":{"line":158,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿IfStatement
1771¿Identifier¿¿1987¿v198¿¿¿¿¿Identifier
1772¿VariableDeclarator¿¿1987¿v199¿¿¿{"start":{"line":149,"column":6},"end":{"line":149,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1773¿CallExpression¿¿1987¿¿¿¿{"start":{"line":149,"column":6},"end":{"line":149,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿CallExpression
1774¿MemberExpression¿¿1987¿¿¿¿{"start":{"line":149,"column":6},"end":{"line":149,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1775¿Identifier¿¿1987¿cb¿¿¿{"start":{"line":149,"column":6},"end":{"line":149,"column":8},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1776¿Identifier¿¿1987¿call¿¿¿{"start":{"line":149,"column":9},"end":{"line":149,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1777¿Literal¿object¿1987¿¿null¿¿{"start":{"line":149,"column":14},"end":{"line":149,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Literal
1778¿ExpressionStatement¿¿1987¿¿¿¿{"start":{"line":149,"column":6},"end":{"line":149,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿ExpressionStatement
1779¿Identifier¿¿1987¿v199¿¿¿¿¿Identifier
1780¿BlockStatement¿¿1987¿¿¿¿{"start":{"line":147,"column":4},"end":{"line":150,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿BlockStatement
1781¿VariableDeclarator¿¿1987¿v200¿¿¿{"start":{"line":154,"column":6},"end":{"line":154,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1782¿CallExpression¿¿1987¿¿¿¿{"start":{"line":154,"column":6},"end":{"line":154,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿CallExpression
1783¿MemberExpression¿¿1987¿¿¿¿{"start":{"line":154,"column":6},"end":{"line":154,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1784¿Identifier¿¿1987¿console¿¿¿{"start":{"line":154,"column":6},"end":{"line":154,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1785¿Identifier¿¿1987¿log¿¿¿{"start":{"line":154,"column":14},"end":{"line":154,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1786¿Literal¿string¿1987¿¿''¿¿{"start":{"line":154,"column":18},"end":{"line":154,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Literal
1787¿ExpressionStatement¿¿1987¿¿¿¿{"start":{"line":154,"column":6},"end":{"line":154,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿ExpressionStatement
1788¿Identifier¿¿1987¿v200¿¿¿¿¿Identifier
1789¿VariableDeclarator¿¿1987¿v201¿¿¿{"start":{"line":155,"column":85},"end":{"line":155,"column":97},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1790¿MemberExpression¿¿1987¿¿¿¿{"start":{"line":155,"column":85},"end":{"line":155,"column":97},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1791¿Identifier¿¿1987¿options¿¿¿{"start":{"line":155,"column":85},"end":{"line":155,"column":92},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1792¿Identifier¿¿1987¿port¿¿¿{"start":{"line":155,"column":93},"end":{"line":155,"column":97},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1793¿VariableDeclarator¿¿1987¿v202¿¿¿{"start":{"line":155,"column":63},"end":{"line":155,"column":97},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1794¿BinaryExpression¿+¿1987¿¿¿¿{"start":{"line":155,"column":63},"end":{"line":155,"column":97},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿BinaryExpression
1795¿Literal¿string¿1987¿¿'http://localhost:'¿¿{"start":{"line":155,"column":63},"end":{"line":155,"column":82},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Literal
1796¿Identifier¿¿1987¿v201¿¿¿¿¿Identifier
1797¿VariableDeclarator¿¿1987¿v203¿¿¿{"start":{"line":155,"column":51},"end":{"line":155,"column":98},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1798¿CallExpression¿¿1987¿¿¿¿{"start":{"line":155,"column":51},"end":{"line":155,"column":98},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿CallExpression
1799¿MemberExpression¿¿1987¿¿¿¿{"start":{"line":155,"column":51},"end":{"line":155,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1800¿Identifier¿¿1987¿colors¿¿¿{"start":{"line":155,"column":51},"end":{"line":155,"column":57},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1801¿Identifier¿¿1987¿blue¿¿¿{"start":{"line":155,"column":58},"end":{"line":155,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1802¿Identifier¿¿1987¿v202¿¿¿¿¿Identifier
1803¿VariableDeclarator¿¿1987¿v204¿¿¿{"start":{"line":155,"column":18},"end":{"line":155,"column":98},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1804¿BinaryExpression¿+¿1987¿¿¿¿{"start":{"line":155,"column":18},"end":{"line":155,"column":98},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿BinaryExpression
1805¿Literal¿string¿1987¿¿'Static server listening on: '¿¿{"start":{"line":155,"column":18},"end":{"line":155,"column":48},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Literal
1806¿Identifier¿¿1987¿v203¿¿¿¿¿Identifier
1807¿VariableDeclarator¿¿1987¿v205¿¿¿{"start":{"line":155,"column":18},"end":{"line":155,"column":103},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1808¿BinaryExpression¿+¿1987¿¿¿¿{"start":{"line":155,"column":18},"end":{"line":155,"column":103},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿BinaryExpression
1809¿Identifier¿¿1987¿v204¿¿¿¿¿Identifier
1810¿Literal¿string¿1987¿¿''¿¿{"start":{"line":155,"column":101},"end":{"line":155,"column":103},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Literal
1811¿VariableDeclarator¿¿1987¿v206¿¿¿{"start":{"line":155,"column":6},"end":{"line":155,"column":104},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1812¿CallExpression¿¿1987¿¿¿¿{"start":{"line":155,"column":6},"end":{"line":155,"column":104},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿CallExpression
1813¿MemberExpression¿¿1987¿¿¿¿{"start":{"line":155,"column":6},"end":{"line":155,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1814¿Identifier¿¿1987¿console¿¿¿{"start":{"line":155,"column":6},"end":{"line":155,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1815¿Identifier¿¿1987¿log¿¿¿{"start":{"line":155,"column":14},"end":{"line":155,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1816¿Identifier¿¿1987¿v205¿¿¿¿¿Identifier
1817¿ExpressionStatement¿¿1987¿¿¿¿{"start":{"line":155,"column":6},"end":{"line":155,"column":105},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿ExpressionStatement
1818¿Identifier¿¿1987¿v206¿¿¿¿¿Identifier
1819¿VariableDeclarator¿¿1987¿v207¿¿¿{"start":{"line":156,"column":55},"end":{"line":156,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1820¿MemberExpression¿¿1987¿¿¿¿{"start":{"line":156,"column":55},"end":{"line":156,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1821¿Identifier¿¿1987¿options¿¿¿{"start":{"line":156,"column":55},"end":{"line":156,"column":62},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1822¿Identifier¿¿1987¿folder¿¿¿{"start":{"line":156,"column":63},"end":{"line":156,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1823¿VariableDeclarator¿¿1987¿v208¿¿¿{"start":{"line":156,"column":43},"end":{"line":156,"column":70},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1824¿CallExpression¿¿1987¿¿¿¿{"start":{"line":156,"column":43},"end":{"line":156,"column":70},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿CallExpression
1825¿MemberExpression¿¿1987¿¿¿¿{"start":{"line":156,"column":43},"end":{"line":156,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1826¿Identifier¿¿1987¿colors¿¿¿{"start":{"line":156,"column":43},"end":{"line":156,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1827¿Identifier¿¿1987¿blue¿¿¿{"start":{"line":156,"column":50},"end":{"line":156,"column":54},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1828¿Identifier¿¿1987¿v207¿¿¿¿¿Identifier
1829¿VariableDeclarator¿¿1987¿v209¿¿¿{"start":{"line":156,"column":18},"end":{"line":156,"column":70},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1830¿BinaryExpression¿+¿1987¿¿¿¿{"start":{"line":156,"column":18},"end":{"line":156,"column":70},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿BinaryExpression
1831¿Literal¿string¿1987¿¿'Reading files from: '¿¿{"start":{"line":156,"column":18},"end":{"line":156,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Literal
1832¿Identifier¿¿1987¿v208¿¿¿¿¿Identifier
1833¿VariableDeclarator¿¿1987¿v210¿¿¿{"start":{"line":156,"column":18},"end":{"line":156,"column":75},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1834¿BinaryExpression¿+¿1987¿¿¿¿{"start":{"line":156,"column":18},"end":{"line":156,"column":75},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿BinaryExpression
1835¿Identifier¿¿1987¿v209¿¿¿¿¿Identifier
1836¿Literal¿string¿1987¿¿''¿¿{"start":{"line":156,"column":73},"end":{"line":156,"column":75},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Literal
1837¿VariableDeclarator¿¿1987¿v211¿¿¿{"start":{"line":156,"column":6},"end":{"line":156,"column":76},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1838¿CallExpression¿¿1987¿¿¿¿{"start":{"line":156,"column":6},"end":{"line":156,"column":76},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿CallExpression
1839¿MemberExpression¿¿1987¿¿¿¿{"start":{"line":156,"column":6},"end":{"line":156,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿MemberExpression
1840¿Identifier¿¿1987¿console¿¿¿{"start":{"line":156,"column":6},"end":{"line":156,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1841¿Identifier¿¿1987¿log¿¿¿{"start":{"line":156,"column":14},"end":{"line":156,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿Identifier
1842¿Identifier¿¿1987¿v210¿¿¿¿¿Identifier
1843¿ExpressionStatement¿¿1987¿¿¿¿{"start":{"line":156,"column":6},"end":{"line":156,"column":77},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿ExpressionStatement
1844¿Identifier¿¿1987¿v211¿¿¿¿¿Identifier
1845¿VariableDeclarator¿¿1987¿v212¿¿¿{"start":{"line":157,"column":6},"end":{"line":157,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿VariableDeclarator
1846¿CallExpression¿¿1987¿¿¿¿{"start":{"line":157,"column":6},"end":{"line":157,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/stattic_0.2.3/src/index.js"}¿¿CallExpression
