Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2401¿Program¿¿-1¿¿¿¿{"start":{"line":13,"column":0},"end":{"line":324,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Program
2523¿Identifier¿¿4165¿userPluginBaseDir¿¿¿{"start":{"line":32,"column":16},"end":{"line":32,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2524¿ReturnStatement¿¿4165¿¿¿¿{"start":{"line":32,"column":2},"end":{"line":32,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿ReturnStatement
2525¿Identifier¿¿4165¿v270¿¿¿¿¿Identifier
2526¿BlockStatement¿¿4165¿¿¿¿{"start":{"line":31,"column":31},"end":{"line":33,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿BlockStatement
2527¿VariableDeclarator¿exported¿4163¿validatePlugin¿¿¿{"start":{"line":42,"column":0},"end":{"line":129,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2528¿FunctionExpression¿¿4163¿anon¿¿¿{"start":{"line":42,"column":0},"end":{"line":129,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿FunctionExpression
2529¿Identifier¿¿0¿pluginPath¿¿¿{"start":{"line":42,"column":24},"end":{"line":42,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2530¿VariableDeclarator¿¿4167¿v271¿¿¿{"start":{"line":43,"column":2},"end":{"line":43,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2531¿CallExpression¿¿4167¿¿¿¿{"start":{"line":43,"column":2},"end":{"line":43,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿CallExpression
2532¿Identifier¿¿4167¿d¿¿¿{"start":{"line":43,"column":2},"end":{"line":43,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2533¿Literal¿string¿4167¿¿'validating plugin path %s'¿¿{"start":{"line":43,"column":4},"end":{"line":43,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Literal
2534¿Identifier¿¿4167¿pluginPath¿¿¿{"start":{"line":43,"column":33},"end":{"line":43,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2535¿ExpressionStatement¿¿4167¿¿¿¿{"start":{"line":43,"column":2},"end":{"line":43,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿ExpressionStatement
2536¿Identifier¿¿4167¿v271¿¿¿¿¿Identifier
2537¿VariableDeclarator¿¿4167¿pluginInfo¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2538¿VariableDeclarator¿¿4167¿maybePlugin¿¿¿{"start":{"line":46,"column":6},"end":{"line":46,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2539¿TryStatement¿¿4167¿¿¿¿{"start":{"line":47,"column":2},"end":{"line":52,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿TryStatement
2540¿VariableDeclarator¿¿4167¿v272¿¿¿{"start":{"line":48,"column":25},"end":{"line":48,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2541¿CallExpression¿¿4167¿¿¿¿{"start":{"line":48,"column":25},"end":{"line":48,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿CallExpression
2542¿MemberExpression¿¿4167¿¿¿¿{"start":{"line":48,"column":25},"end":{"line":48,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿MemberExpression
2543¿Identifier¿¿4167¿path¿¿¿{"start":{"line":48,"column":25},"end":{"line":48,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2544¿Identifier¿¿4167¿join¿¿¿{"start":{"line":48,"column":30},"end":{"line":48,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2545¿Identifier¿¿4167¿pluginPath¿¿¿{"start":{"line":48,"column":35},"end":{"line":48,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2546¿Literal¿string¿4167¿¿'package.json'¿¿{"start":{"line":48,"column":47},"end":{"line":48,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Literal
2547¿ExpressionStatement¿¿4167¿¿¿¿{"start":{"line":48,"column":4},"end":{"line":48,"column":64},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿ExpressionStatement
2548¿AssignmentExpression¿=¿4167¿¿¿¿{"start":{"line":48,"column":4},"end":{"line":48,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿AssignmentExpression
2549¿Identifier¿¿4167¿pluginInfo¿¿¿{"start":{"line":48,"column":4},"end":{"line":48,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2550¿CallExpression¿¿4167¿¿¿¿{"start":{"line":48,"column":17},"end":{"line":48,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿CallExpression
2551¿Identifier¿¿4167¿require¿¿¿{"start":{"line":48,"column":17},"end":{"line":48,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2552¿Identifier¿¿4167¿v272¿¿¿¿¿Identifier
2553¿BlockStatement¿¿4167¿¿¿¿{"start":{"line":47,"column":6},"end":{"line":49,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿BlockStatement
2554¿CatchClause¿¿4167¿¿¿¿{"start":{"line":49,"column":4},"end":{"line":52,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿CatchClause
2555¿VariableDeclarator¿¿4167¿v273¿¿¿{"start":{"line":50,"column":44},"end":{"line":50,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2556¿MemberExpression¿¿4167¿¿¿¿{"start":{"line":50,"column":44},"end":{"line":50,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿MemberExpression
2557¿Identifier¿¿4167¿err¿¿¿{"start":{"line":50,"column":44},"end":{"line":50,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2558¿Identifier¿¿4167¿message¿¿¿{"start":{"line":50,"column":48},"end":{"line":50,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2559¿VariableDeclarator¿¿4167¿v274¿¿¿{"start":{"line":50,"column":4},"end":{"line":50,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2560¿CallExpression¿¿4167¿¿¿¿{"start":{"line":50,"column":4},"end":{"line":50,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿CallExpression
2561¿Identifier¿¿4167¿d¿¿¿{"start":{"line":50,"column":4},"end":{"line":50,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2562¿Literal¿string¿4167¿¿'unable to load plugin metadata: %s'¿¿{"start":{"line":50,"column":6},"end":{"line":50,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Literal
2563¿Identifier¿¿4167¿v273¿¿¿¿¿Identifier
2564¿ExpressionStatement¿¿4167¿¿¿¿{"start":{"line":50,"column":4},"end":{"line":50,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿ExpressionStatement
2565¿Identifier¿¿4167¿v274¿¿¿¿¿Identifier
2566¿ReturnStatement¿¿4167¿¿¿¿{"start":{"line":51,"column":4},"end":{"line":51,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿ReturnStatement
2567¿Literal¿boolean¿4167¿¿false¿¿{"start":{"line":51,"column":11},"end":{"line":51,"column":16},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Literal
2568¿BlockStatement¿¿4167¿¿¿¿{"start":{"line":49,"column":16},"end":{"line":52,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿BlockStatement
2569¿Identifier¿¿4167¿err¿¿¿{"start":{"line":49,"column":11},"end":{"line":49,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2570¿VariableDeclarator¿¿4167¿k¿¿¿{"start":{"line":54,"column":6},"end":{"line":54,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2571¿MemberExpression¿¿4167¿¿¿¿{"start":{"line":54,"column":10},"end":{"line":54,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿MemberExpression
2572¿Identifier¿¿4167¿pluginInfo¿¿¿{"start":{"line":54,"column":10},"end":{"line":54,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2573¿Identifier¿¿4167¿keywords¿¿¿{"start":{"line":54,"column":21},"end":{"line":54,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2574¿VariableDeclarator¿¿4167¿v275¿¿¿{"start":{"line":55,"column":6},"end":{"line":55,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2575¿UnaryExpression¿!¿4167¿¿¿¿{"start":{"line":55,"column":6},"end":{"line":55,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿UnaryExpression
2576¿Identifier¿¿4167¿k¿¿¿{"start":{"line":55,"column":7},"end":{"line":55,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2577¿VariableDeclarator¿¿4167¿v276¿¿¿{"start":{"line":56,"column":6},"end":{"line":56,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2578¿CallExpression¿¿4167¿¿¿¿{"start":{"line":56,"column":6},"end":{"line":56,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿CallExpression
2579¿MemberExpression¿¿4167¿¿¿¿{"start":{"line":56,"column":6},"end":{"line":56,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿MemberExpression
2580¿Identifier¿¿4167¿k¿¿¿{"start":{"line":56,"column":6},"end":{"line":56,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2581¿Identifier¿¿4167¿indexOf¿¿¿{"start":{"line":56,"column":8},"end":{"line":56,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2582¿Literal¿string¿4167¿¿'apic-toolkit-plugin'¿¿{"start":{"line":56,"column":16},"end":{"line":56,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Literal
2583¿VariableDeclarator¿¿4167¿v277¿¿¿{"start":{"line":56,"column":43},"end":{"line":56,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2584¿UnaryExpression¿-¿4167¿¿¿¿{"start":{"line":56,"column":43},"end":{"line":56,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿UnaryExpression
2585¿Literal¿number¿4167¿¿1¿¿{"start":{"line":56,"column":44},"end":{"line":56,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Literal
2586¿VariableDeclarator¿¿4167¿v278¿¿¿{"start":{"line":56,"column":6},"end":{"line":56,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2587¿BinaryExpression¿!==¿4167¿¿¿¿{"start":{"line":56,"column":6},"end":{"line":56,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿BinaryExpression
2588¿Identifier¿¿4167¿v276¿¿¿¿¿Identifier
2589¿Identifier¿¿4167¿v277¿¿¿¿¿Identifier
2590¿VariableDeclarator¿¿4167¿v279¿¿¿{"start":{"line":56,"column":50},"end":{"line":56,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2591¿MemberExpression¿¿4167¿¿¿¿{"start":{"line":56,"column":50},"end":{"line":56,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿MemberExpression
2592¿Identifier¿¿4167¿process¿¿¿{"start":{"line":56,"column":50},"end":{"line":56,"column":57},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2593¿Identifier¿¿4167¿env¿¿¿{"start":{"line":56,"column":58},"end":{"line":56,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2594¿VariableDeclarator¿¿4167¿v280¿¿¿{"start":{"line":56,"column":50},"end":{"line":56,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2595¿MemberExpression¿¿4167¿¿¿¿{"start":{"line":56,"column":50},"end":{"line":56,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿MemberExpression
2596¿Identifier¿¿4167¿v279¿¿¿¿¿Identifier
2597¿Identifier¿¿4167¿APIC_DEV¿¿¿{"start":{"line":56,"column":62},"end":{"line":56,"column":70},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2598¿VariableDeclarator¿¿4167¿v281¿¿¿{"start":{"line":56,"column":74},"end":{"line":56,"column":110},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2599¿CallExpression¿¿4167¿¿¿¿{"start":{"line":56,"column":74},"end":{"line":56,"column":110},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿CallExpression
2600¿MemberExpression¿¿4167¿¿¿¿{"start":{"line":56,"column":74},"end":{"line":56,"column":83},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿MemberExpression
2601¿Identifier¿¿4167¿k¿¿¿{"start":{"line":56,"column":74},"end":{"line":56,"column":75},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2602¿Identifier¿¿4167¿indexOf¿¿¿{"start":{"line":56,"column":76},"end":{"line":56,"column":83},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2603¿Literal¿string¿4167¿¿'apic-toolkit-dev-plugin'¿¿{"start":{"line":56,"column":84},"end":{"line":56,"column":109},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Literal
2604¿VariableDeclarator¿¿4167¿v282¿¿¿{"start":{"line":56,"column":115},"end":{"line":56,"column":117},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2605¿UnaryExpression¿-¿4167¿¿¿¿{"start":{"line":56,"column":115},"end":{"line":56,"column":117},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿UnaryExpression
2606¿Literal¿number¿4167¿¿1¿¿{"start":{"line":56,"column":116},"end":{"line":56,"column":117},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Literal
2607¿VariableDeclarator¿¿4167¿v283¿¿¿{"start":{"line":56,"column":74},"end":{"line":56,"column":117},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2608¿BinaryExpression¿!==¿4167¿¿¿¿{"start":{"line":56,"column":74},"end":{"line":56,"column":117},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿BinaryExpression
2609¿Identifier¿¿4167¿v281¿¿¿¿¿Identifier
2610¿Identifier¿¿4167¿v282¿¿¿¿¿Identifier
2611¿VariableDeclarator¿¿4167¿v284¿¿¿{"start":{"line":56,"column":50},"end":{"line":56,"column":117},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2612¿LogicalExpression¿&&¿4167¿¿¿¿{"start":{"line":56,"column":50},"end":{"line":56,"column":117},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿LogicalExpression
2613¿Identifier¿¿4167¿v280¿¿¿¿¿Identifier
2614¿Identifier¿¿4167¿v283¿¿¿¿¿Identifier
2615¿VariableDeclarator¿¿4167¿v285¿¿¿{"start":{"line":56,"column":6},"end":{"line":56,"column":118},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2616¿LogicalExpression¿||¿4167¿¿¿¿{"start":{"line":56,"column":6},"end":{"line":56,"column":118},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿LogicalExpression
2617¿Identifier¿¿4167¿v278¿¿¿¿¿Identifier
2618¿Identifier¿¿4167¿v284¿¿¿¿¿Identifier
2619¿VariableDeclarator¿¿4167¿v286¿¿¿{"start":{"line":56,"column":4},"end":{"line":56,"column":119},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2620¿UnaryExpression¿!¿4167¿¿¿¿{"start":{"line":56,"column":4},"end":{"line":56,"column":119},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿UnaryExpression
2621¿Identifier¿¿4167¿v285¿¿¿¿¿Identifier
2622¿VariableDeclarator¿¿4167¿v287¿¿¿{"start":{"line":55,"column":6},"end":{"line":56,"column":119},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2623¿LogicalExpression¿||¿4167¿¿¿¿{"start":{"line":55,"column":6},"end":{"line":56,"column":119},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿LogicalExpression
2624¿Identifier¿¿4167¿v275¿¿¿¿¿Identifier
2625¿Identifier¿¿4167¿v286¿¿¿¿¿Identifier
2626¿IfStatement¿¿4167¿¿¿¿{"start":{"line":55,"column":2},"end":{"line":60,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿IfStatement
2627¿Identifier¿¿4167¿v287¿¿¿¿¿Identifier
2628¿VariableDeclarator¿¿4167¿v288¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿VariableDeclarator
2629¿CallExpression¿¿4167¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿CallExpression
2630¿Identifier¿¿4167¿d¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Identifier
2631¿Literal¿string¿4167¿¿'invalid plugin: missing keyword'¿¿{"start":{"line":58,"column":6},"end":{"line":58,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/apiconnect-cli-plugins_6.0.2/src/plugin-loader.js"}¿¿Literal
