Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1131¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":156,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Program
1704¿Identifier¿¿1986¿elapsed¿¿¿{"start":{"line":123,"column":6},"end":{"line":123,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1705¿Identifier¿¿1986¿elapsed¿¿¿{"start":{"line":123,"column":15},"end":{"line":123,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1706¿VariableDeclarator¿¿1986¿v185¿¿¿{"start":{"line":120,"column":4},"end":{"line":124,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1707¿CallExpression¿¿1986¿¿¿¿{"start":{"line":120,"column":4},"end":{"line":124,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿CallExpression
1708¿MemberExpression¿¿1986¿¿¿¿{"start":{"line":120,"column":4},"end":{"line":120,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿MemberExpression
1709¿Identifier¿¿1986¿context¿¿¿{"start":{"line":120,"column":4},"end":{"line":120,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1710¿Identifier¿¿1986¿status¿¿¿{"start":{"line":120,"column":12},"end":{"line":120,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1711¿Literal¿string¿1986¿¿'command.done'¿¿{"start":{"line":120,"column":19},"end":{"line":120,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Literal
1712¿Identifier¿¿1986¿v184¿¿¿¿¿Identifier
1713¿ExpressionStatement¿¿1986¿¿¿¿{"start":{"line":120,"column":4},"end":{"line":124,"column":7},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿ExpressionStatement
1714¿Identifier¿¿1986¿v185¿¿¿¿¿Identifier
1715¿VariableDeclarator¿¿1986¿v186¿¿¿{"start":{"line":126,"column":9},"end":{"line":126,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1716¿IfStatement¿¿1986¿¿¿¿{"start":{"line":126,"column":9},"end":{"line":126,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿IfStatement
1717¿Identifier¿¿1986¿err¿¿¿{"start":{"line":126,"column":9},"end":{"line":126,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1718¿ExpressionStatement¿¿1986¿¿¿¿{"start":{"line":126,"column":9},"end":{"line":126,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿ExpressionStatement
1719¿AssignmentExpression¿=¿1986¿¿¿¿{"start":{"line":126,"column":9},"end":{"line":126,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿AssignmentExpression
1720¿Identifier¿¿1986¿v186¿¿¿¿¿Identifier
1721¿Literal¿number¿1986¿¿500¿¿{"start":{"line":126,"column":15},"end":{"line":126,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Literal
1722¿BlockStatement¿¿1986¿¿¿¿¿¿BlockStatement
1723¿ExpressionStatement¿¿1986¿¿¿¿{"start":{"line":126,"column":9},"end":{"line":126,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿ExpressionStatement
1724¿AssignmentExpression¿=¿1986¿¿¿¿{"start":{"line":126,"column":9},"end":{"line":126,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿AssignmentExpression
1725¿Identifier¿¿1986¿v186¿¿¿¿¿Identifier
1726¿Identifier¿¿1986¿exitCode¿¿¿{"start":{"line":126,"column":21},"end":{"line":126,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1727¿BlockStatement¿¿1986¿¿¿¿¿¿BlockStatement
1728¿VariableDeclarator¿¿1986¿v187¿¿¿{"start":{"line":126,"column":31},"end":{"line":126,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1729¿BinaryExpression¿+¿1986¿¿¿¿{"start":{"line":126,"column":31},"end":{"line":126,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿BinaryExpression
1730¿Identifier¿¿1986¿stdout¿¿¿{"start":{"line":126,"column":31},"end":{"line":126,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1731¿Identifier¿¿1986¿stderr¿¿¿{"start":{"line":126,"column":40},"end":{"line":126,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1732¿VariableDeclarator¿¿1986¿v188¿¿¿{"start":{"line":126,"column":4},"end":{"line":126,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1733¿CallExpression¿¿1986¿¿¿¿{"start":{"line":126,"column":4},"end":{"line":126,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿CallExpression
1734¿Identifier¿¿1986¿done¿¿¿{"start":{"line":126,"column":4},"end":{"line":126,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1735¿Identifier¿¿1986¿v186¿¿¿¿¿Identifier
1736¿Identifier¿¿1986¿v187¿¿¿¿¿Identifier
1737¿ExpressionStatement¿¿1986¿¿¿¿{"start":{"line":126,"column":4},"end":{"line":126,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿ExpressionStatement
1738¿Identifier¿¿1986¿v188¿¿¿¿¿Identifier
1739¿BlockStatement¿¿1986¿¿¿¿{"start":{"line":111,"column":46},"end":{"line":127,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿BlockStatement
1740¿VariableDeclarator¿¿1984¿v190¿¿¿{"start":{"line":101,"column":2},"end":{"line":127,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1741¿CallExpression¿¿1984¿¿¿¿{"start":{"line":101,"column":2},"end":{"line":127,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿CallExpression
1742¿MemberExpression¿¿1984¿¿¿¿{"start":{"line":101,"column":2},"end":{"line":101,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿MemberExpression
1743¿Identifier¿¿1984¿v168¿¿¿¿¿Identifier
1744¿Identifier¿¿1984¿run¿¿¿{"start":{"line":101,"column":18},"end":{"line":101,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1745¿Identifier¿¿1984¿v173¿¿¿¿¿Identifier
1746¿Identifier¿¿1984¿v189¿¿¿¿¿Identifier
1747¿ExpressionStatement¿¿1984¿¿¿¿{"start":{"line":101,"column":2},"end":{"line":127,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿ExpressionStatement
1748¿Identifier¿¿1984¿v190¿¿¿¿¿Identifier
1749¿BlockStatement¿¿1984¿¿¿¿{"start":{"line":96,"column":54},"end":{"line":128,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿BlockStatement
1750¿VariableDeclarator¿exported¿1961¿processBranches¿¿¿{"start":{"line":130,"column":0},"end":{"line":134,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1751¿FunctionExpression¿¿1961¿anon¿¿¿{"start":{"line":130,"column":0},"end":{"line":134,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿FunctionExpression
1752¿Identifier¿¿0¿data¿¿¿{"start":{"line":130,"column":25},"end":{"line":130,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1753¿Identifier¿¿0¿done¿¿¿{"start":{"line":130,"column":31},"end":{"line":130,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1754¿VariableDeclarator¿¿1990¿v191¿¿¿{"start":{"line":131,"column":13},"end":{"line":131,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1755¿CallExpression¿¿1990¿¿¿¿{"start":{"line":131,"column":13},"end":{"line":131,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿CallExpression
1756¿MemberExpression¿¿1990¿¿¿¿{"start":{"line":131,"column":13},"end":{"line":131,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿MemberExpression
1757¿Identifier¿¿1990¿data¿¿¿{"start":{"line":131,"column":13},"end":{"line":131,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1758¿Identifier¿¿1990¿trim¿¿¿{"start":{"line":131,"column":18},"end":{"line":131,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1759¿VariableDeclarator¿¿1990¿v192¿¿¿{"start":{"line":131,"column":13},"end":{"line":131,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1760¿CallExpression¿¿1990¿¿¿¿{"start":{"line":131,"column":13},"end":{"line":131,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿CallExpression
1761¿MemberExpression¿¿1990¿¿¿¿{"start":{"line":131,"column":13},"end":{"line":131,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿MemberExpression
1762¿Identifier¿¿1990¿v191¿¿¿¿¿Identifier
1763¿Identifier¿¿1990¿split¿¿¿{"start":{"line":131,"column":25},"end":{"line":131,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1764¿Literal¿object¿1990¿¿/\n+/¿¿{"start":{"line":131,"column":31},"end":{"line":131,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Literal
1765¿VariableDeclarator¿¿1990¿v199¿¿¿{"start":{"line":131,"column":42},"end":{"line":133,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1766¿FunctionExpression¿¿1990¿anon¿¿¿{"start":{"line":131,"column":42},"end":{"line":133,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿FunctionExpression
1767¿Identifier¿¿0¿line¿¿¿{"start":{"line":131,"column":52},"end":{"line":131,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1768¿VariableDeclarator¿¿1992¿v193¿¿¿{"start":{"line":132,"column":11},"end":{"line":132,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1769¿CallExpression¿¿1992¿¿¿¿{"start":{"line":132,"column":11},"end":{"line":132,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿CallExpression
1770¿MemberExpression¿¿1992¿¿¿¿{"start":{"line":132,"column":11},"end":{"line":132,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿MemberExpression
1771¿Identifier¿¿1992¿line¿¿¿{"start":{"line":132,"column":11},"end":{"line":132,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1772¿Identifier¿¿1992¿split¿¿¿{"start":{"line":132,"column":16},"end":{"line":132,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1773¿Literal¿object¿1992¿¿/\s+/¿¿{"start":{"line":132,"column":22},"end":{"line":132,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Literal
1774¿VariableDeclarator¿¿1992¿v194¿¿¿{"start":{"line":132,"column":11},"end":{"line":132,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1775¿MemberExpression¿computed¿1992¿¿¿¿{"start":{"line":132,"column":11},"end":{"line":132,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿MemberExpression
1776¿Identifier¿¿1992¿v193¿¿¿¿¿Identifier
1777¿Literal¿number¿1992¿¿1¿¿{"start":{"line":132,"column":29},"end":{"line":132,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Literal
1778¿VariableDeclarator¿¿1992¿v195¿¿¿{"start":{"line":132,"column":11},"end":{"line":132,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1779¿CallExpression¿¿1992¿¿¿¿{"start":{"line":132,"column":11},"end":{"line":132,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿CallExpression
1780¿MemberExpression¿¿1992¿¿¿¿{"start":{"line":132,"column":11},"end":{"line":132,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿MemberExpression
1781¿Identifier¿¿1992¿v194¿¿¿¿¿Identifier
1782¿Identifier¿¿1992¿split¿¿¿{"start":{"line":132,"column":32},"end":{"line":132,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1783¿Literal¿string¿1992¿¿'/'¿¿{"start":{"line":132,"column":38},"end":{"line":132,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Literal
1784¿VariableDeclarator¿¿1992¿v196¿¿¿{"start":{"line":132,"column":49},"end":{"line":132,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1785¿UnaryExpression¿-¿1992¿¿¿¿{"start":{"line":132,"column":49},"end":{"line":132,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿UnaryExpression
1786¿Literal¿number¿1992¿¿1¿¿{"start":{"line":132,"column":50},"end":{"line":132,"column":51},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Literal
1787¿VariableDeclarator¿¿1992¿v197¿¿¿{"start":{"line":132,"column":11},"end":{"line":132,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1788¿CallExpression¿¿1992¿¿¿¿{"start":{"line":132,"column":11},"end":{"line":132,"column":52},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿CallExpression
1789¿MemberExpression¿¿1992¿¿¿¿{"start":{"line":132,"column":11},"end":{"line":132,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿MemberExpression
1790¿Identifier¿¿1992¿v195¿¿¿¿¿Identifier
1791¿Identifier¿¿1992¿slice¿¿¿{"start":{"line":132,"column":43},"end":{"line":132,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1792¿Identifier¿¿1992¿v196¿¿¿¿¿Identifier
1793¿VariableDeclarator¿¿1992¿v198¿¿¿{"start":{"line":132,"column":11},"end":{"line":132,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1794¿MemberExpression¿computed¿1992¿¿¿¿{"start":{"line":132,"column":11},"end":{"line":132,"column":55},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿MemberExpression
1795¿Identifier¿¿1992¿v197¿¿¿¿¿Identifier
1796¿Literal¿number¿1992¿¿0¿¿{"start":{"line":132,"column":53},"end":{"line":132,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Literal
1797¿ReturnStatement¿¿1992¿¿¿¿{"start":{"line":132,"column":4},"end":{"line":132,"column":56},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿ReturnStatement
1798¿Identifier¿¿1992¿v198¿¿¿¿¿Identifier
1799¿BlockStatement¿¿1992¿¿¿¿{"start":{"line":131,"column":58},"end":{"line":133,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿BlockStatement
1800¿VariableDeclarator¿¿1990¿v200¿¿¿{"start":{"line":131,"column":13},"end":{"line":133,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1801¿CallExpression¿¿1990¿¿¿¿{"start":{"line":131,"column":13},"end":{"line":133,"column":4},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿CallExpression
1802¿MemberExpression¿¿1990¿¿¿¿{"start":{"line":131,"column":13},"end":{"line":131,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿MemberExpression
1803¿Identifier¿¿1990¿v192¿¿¿¿¿Identifier
1804¿Identifier¿¿1990¿map¿¿¿{"start":{"line":131,"column":38},"end":{"line":131,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1805¿Identifier¿¿1990¿v199¿¿¿¿¿Identifier
1806¿VariableDeclarator¿¿1990¿v201¿¿¿{"start":{"line":131,"column":2},"end":{"line":133,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1807¿CallExpression¿¿1990¿¿¿¿{"start":{"line":131,"column":2},"end":{"line":133,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿CallExpression
1808¿Identifier¿¿1990¿done¿¿¿{"start":{"line":131,"column":2},"end":{"line":131,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1809¿Literal¿object¿1990¿¿null¿¿{"start":{"line":131,"column":7},"end":{"line":131,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Literal
1810¿Identifier¿¿1990¿v200¿¿¿¿¿Identifier
1811¿ExpressionStatement¿¿1990¿¿¿¿{"start":{"line":131,"column":2},"end":{"line":133,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿ExpressionStatement
1812¿Identifier¿¿1990¿v201¿¿¿¿¿Identifier
1813¿BlockStatement¿¿1990¿¿¿¿{"start":{"line":130,"column":37},"end":{"line":134,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿BlockStatement
1814¿VariableDeclarator¿exported¿1961¿getBranches¿¿¿{"start":{"line":136,"column":0},"end":{"line":156,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1815¿FunctionExpression¿¿1961¿anon¿¿¿{"start":{"line":136,"column":0},"end":{"line":156,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿FunctionExpression
1816¿Identifier¿¿0¿config¿¿¿{"start":{"line":136,"column":21},"end":{"line":136,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1817¿Identifier¿¿0¿privkey¿¿¿{"start":{"line":136,"column":29},"end":{"line":136,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1818¿Identifier¿¿0¿done¿¿¿{"start":{"line":136,"column":38},"end":{"line":136,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1819¿VariableDeclarator¿¿1994¿v202¿¿¿{"start":{"line":137,"column":6},"end":{"line":137,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1820¿MemberExpression¿¿1994¿¿¿¿{"start":{"line":137,"column":6},"end":{"line":137,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿MemberExpression
1821¿Identifier¿¿1994¿config¿¿¿{"start":{"line":137,"column":6},"end":{"line":137,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1822¿Identifier¿¿1994¿auth¿¿¿{"start":{"line":137,"column":13},"end":{"line":137,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1823¿VariableDeclarator¿¿1994¿v203¿¿¿{"start":{"line":137,"column":6},"end":{"line":137,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1824¿MemberExpression¿¿1994¿¿¿¿{"start":{"line":137,"column":6},"end":{"line":137,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿MemberExpression
1825¿Identifier¿¿1994¿v202¿¿¿¿¿Identifier
1826¿Identifier¿¿1994¿type¿¿¿{"start":{"line":137,"column":18},"end":{"line":137,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1827¿VariableDeclarator¿¿1994¿v204¿¿¿{"start":{"line":137,"column":6},"end":{"line":137,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1828¿BinaryExpression¿===¿1994¿¿¿¿{"start":{"line":137,"column":6},"end":{"line":137,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿BinaryExpression
1829¿Identifier¿¿1994¿v203¿¿¿¿¿Identifier
1830¿Literal¿string¿1994¿¿'ssh'¿¿{"start":{"line":137,"column":27},"end":{"line":137,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Literal
1831¿IfStatement¿¿1994¿¿¿¿{"start":{"line":137,"column":2},"end":{"line":155,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿IfStatement
1832¿Identifier¿¿1994¿v204¿¿¿¿¿Identifier
1833¿VariableDeclarator¿¿1994¿v205¿¿¿{"start":{"line":138,"column":4},"end":{"line":138,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1834¿CallExpression¿¿1994¿¿¿¿{"start":{"line":138,"column":4},"end":{"line":138,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿CallExpression
1835¿Identifier¿¿1994¿gitane¿¿¿{"start":{"line":138,"column":4},"end":{"line":138,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1836¿VariableDeclarator¿¿1994¿v206¿¿¿{"start":{"line":139,"column":31},"end":{"line":139,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1837¿CallExpression¿¿1994¿¿¿¿{"start":{"line":139,"column":31},"end":{"line":139,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿CallExpression
1838¿Identifier¿¿1994¿gitUrl¿¿¿{"start":{"line":139,"column":31},"end":{"line":139,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1839¿Identifier¿¿1994¿config¿¿¿{"start":{"line":139,"column":38},"end":{"line":139,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1840¿VariableDeclarator¿¿1994¿v207¿¿¿{"start":{"line":139,"column":31},"end":{"line":139,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1841¿MemberExpression¿computed¿1994¿¿¿¿{"start":{"line":139,"column":31},"end":{"line":139,"column":48},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿MemberExpression
1842¿Identifier¿¿1994¿v206¿¿¿¿¿Identifier
1843¿Literal¿number¿1994¿¿0¿¿{"start":{"line":139,"column":46},"end":{"line":139,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Literal
1844¿VariableDeclarator¿¿1994¿v208¿¿¿{"start":{"line":141,"column":15},"end":{"line":141,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1845¿MemberExpression¿¿1994¿¿¿¿{"start":{"line":141,"column":15},"end":{"line":141,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿MemberExpression
1846¿Identifier¿¿1994¿config¿¿¿{"start":{"line":141,"column":15},"end":{"line":141,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1847¿Identifier¿¿1994¿auth¿¿¿{"start":{"line":141,"column":22},"end":{"line":141,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1848¿VariableDeclarator¿¿1994¿v209¿¿¿{"start":{"line":141,"column":15},"end":{"line":141,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
1849¿MemberExpression¿¿1994¿¿¿¿{"start":{"line":141,"column":15},"end":{"line":141,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿MemberExpression
1850¿Identifier¿¿1994¿v208¿¿¿¿¿Identifier
1851¿Identifier¿¿1994¿privkey¿¿¿{"start":{"line":141,"column":27},"end":{"line":141,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿Identifier
1852¿VariableDeclarator¿¿1994¿v210¿¿¿{"start":{"line":141,"column":15},"end":{"line":141,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/strider-git_1.0.3/src/index.js"}¿¿VariableDeclarator
