Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
915¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":71,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Program
1456¿Identifier¿¿1614¿join¿¿¿{"start":{"line":59,"column":29},"end":{"line":59,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1457¿Literal¿string¿1614¿¿' '¿¿{"start":{"line":59,"column":34},"end":{"line":59,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Literal
1458¿VariableDeclarator¿¿1614¿v174¿¿¿{"start":{"line":59,"column":13},"end":{"line":59,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1459¿TemplateLiteral¿¿1614¿¿¿¿{"start":{"line":59,"column":13},"end":{"line":59,"column":40},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿TemplateLiteral
1460¿Identifier¿¿1614¿v173¿¿¿¿¿Identifier
1461¿VariableDeclarator¿¿1614¿v175¿¿¿{"start":{"line":59,"column":4},"end":{"line":59,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1462¿CallExpression¿¿1614¿¿¿¿{"start":{"line":59,"column":4},"end":{"line":59,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿CallExpression
1463¿Identifier¿¿1614¿execSync¿¿¿{"start":{"line":59,"column":4},"end":{"line":59,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1464¿Identifier¿¿1614¿v174¿¿¿¿¿Identifier
1465¿ExpressionStatement¿¿1614¿¿¿¿{"start":{"line":59,"column":4},"end":{"line":59,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿ExpressionStatement
1466¿Identifier¿¿1614¿v175¿¿¿¿¿Identifier
1467¿VariableDeclarator¿¿1614¿v176¿¿¿{"start":{"line":60,"column":21},"end":{"line":60,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1468¿CallExpression¿¿1614¿¿¿¿{"start":{"line":60,"column":21},"end":{"line":60,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿CallExpression
1469¿MemberExpression¿¿1614¿¿¿¿{"start":{"line":60,"column":21},"end":{"line":60,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1470¿Identifier¿¿1614¿pids¿¿¿{"start":{"line":60,"column":21},"end":{"line":60,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1471¿Identifier¿¿1614¿join¿¿¿{"start":{"line":60,"column":26},"end":{"line":60,"column":30},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1472¿Literal¿string¿1614¿¿' '¿¿{"start":{"line":60,"column":31},"end":{"line":60,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Literal
1473¿VariableDeclarator¿¿1614¿v177¿¿¿{"start":{"line":60,"column":11},"end":{"line":60,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1474¿TemplateLiteral¿¿1614¿¿¿¿{"start":{"line":60,"column":11},"end":{"line":60,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿TemplateLiteral
1475¿Identifier¿¿1614¿v176¿¿¿¿¿Identifier
1476¿ReturnStatement¿¿1614¿¿¿¿{"start":{"line":60,"column":4},"end":{"line":60,"column":38},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿ReturnStatement
1477¿Identifier¿¿1614¿v177¿¿¿¿¿Identifier
1478¿BlockStatement¿¿1614¿¿¿¿{"start":{"line":57,"column":16},"end":{"line":61,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿BlockStatement
1479¿VariableDeclarator¿exported¿1589¿v181¿¿¿{"start":{"line":63,"column":6},"end":{"line":65,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1480¿FunctionExpression¿¿1589¿anon¿¿¿{"start":{"line":63,"column":6},"end":{"line":65,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿FunctionExpression
1481¿Identifier¿¿0¿pid¿¿¿{"start":{"line":63,"column":7},"end":{"line":63,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1482¿VariableDeclarator¿¿1618¿v179¿¿¿{"start":{"line":64,"column":17},"end":{"line":64,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1483¿CallExpression¿¿1618¿¿¿¿{"start":{"line":64,"column":17},"end":{"line":64,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿CallExpression
1484¿MemberExpression¿¿1618¿¿¿¿{"start":{"line":64,"column":17},"end":{"line":64,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1485¿ThisExpression¿¿1618¿¿¿¿{"start":{"line":64,"column":17},"end":{"line":64,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿ThisExpression
1486¿Identifier¿¿1618¿_txtProcessTree¿¿¿{"start":{"line":64,"column":22},"end":{"line":64,"column":37},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1487¿Identifier¿¿1618¿pid¿¿¿{"start":{"line":64,"column":38},"end":{"line":64,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1488¿VariableDeclarator¿¿1618¿v180¿¿¿{"start":{"line":64,"column":4},"end":{"line":64,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1489¿CallExpression¿¿1618¿¿¿¿{"start":{"line":64,"column":4},"end":{"line":64,"column":44},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿CallExpression
1490¿MemberExpression¿¿1618¿¿¿¿{"start":{"line":64,"column":4},"end":{"line":64,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1491¿Identifier¿¿1618¿console¿¿¿{"start":{"line":64,"column":4},"end":{"line":64,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1492¿Identifier¿¿1618¿log¿¿¿{"start":{"line":64,"column":12},"end":{"line":64,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1493¿Identifier¿¿1618¿v179¿¿¿¿¿Identifier
1494¿ExpressionStatement¿¿1618¿¿¿¿{"start":{"line":64,"column":4},"end":{"line":64,"column":45},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿ExpressionStatement
1495¿Identifier¿¿1618¿v180¿¿¿¿¿Identifier
1496¿BlockStatement¿¿1618¿¿¿¿{"start":{"line":63,"column":12},"end":{"line":65,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿BlockStatement
1497¿VariableDeclarator¿¿1589¿PsTree¿¿¿{"start":{"line":11,"column":4},"end":{"line":66,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1498¿ObjectExpression¿¿1589¿¿¿¿¿¿ObjectExpression
1499¿ExpressionStatement¿¿1589¿¿¿¿{"start":{"line":11,"column":4},"end":{"line":66,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿ExpressionStatement
1500¿AssignmentExpression¿=¿1589¿¿¿¿{"start":{"line":11,"column":4},"end":{"line":66,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿AssignmentExpression
1501¿MemberExpression¿¿1589¿¿¿¿{"start":{"line":11,"column":4},"end":{"line":66,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1502¿Identifier¿¿1589¿PsTree¿¿¿{"start":{"line":11,"column":4},"end":{"line":11,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1503¿Identifier¿¿1589¿_buildProcessTree¿¿¿{"start":{"line":14,"column":2},"end":{"line":14,"column":19},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1504¿Identifier¿¿1589¿v125¿¿¿¿¿Identifier
1505¿ExpressionStatement¿¿1589¿¿¿¿{"start":{"line":11,"column":4},"end":{"line":66,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿ExpressionStatement
1506¿AssignmentExpression¿=¿1589¿¿¿¿{"start":{"line":11,"column":4},"end":{"line":66,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿AssignmentExpression
1507¿MemberExpression¿¿1589¿¿¿¿{"start":{"line":11,"column":4},"end":{"line":66,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1508¿Identifier¿¿1589¿PsTree¿¿¿{"start":{"line":11,"column":4},"end":{"line":11,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1509¿Identifier¿¿1589¿_txtProcessTree¿¿¿{"start":{"line":27,"column":2},"end":{"line":27,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1510¿Identifier¿¿1589¿v143¿¿¿¿¿Identifier
1511¿ExpressionStatement¿¿1589¿¿¿¿{"start":{"line":11,"column":4},"end":{"line":66,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿ExpressionStatement
1512¿AssignmentExpression¿=¿1589¿¿¿¿{"start":{"line":11,"column":4},"end":{"line":66,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿AssignmentExpression
1513¿MemberExpression¿¿1589¿¿¿¿{"start":{"line":11,"column":4},"end":{"line":66,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1514¿Identifier¿¿1589¿PsTree¿¿¿{"start":{"line":11,"column":4},"end":{"line":11,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1515¿Identifier¿¿1589¿getPids¿¿¿{"start":{"line":36,"column":2},"end":{"line":36,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1516¿Identifier¿¿1589¿v159¿¿¿¿¿Identifier
1517¿ExpressionStatement¿¿1589¿¿¿¿{"start":{"line":11,"column":4},"end":{"line":66,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿ExpressionStatement
1518¿AssignmentExpression¿=¿1589¿¿¿¿{"start":{"line":11,"column":4},"end":{"line":66,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿AssignmentExpression
1519¿MemberExpression¿¿1589¿¿¿¿{"start":{"line":11,"column":4},"end":{"line":66,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1520¿Identifier¿¿1589¿PsTree¿¿¿{"start":{"line":11,"column":4},"end":{"line":11,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1521¿Identifier¿¿1589¿getProcessTree¿¿¿{"start":{"line":44,"column":2},"end":{"line":44,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1522¿Identifier¿¿1589¿v168¿¿¿¿¿Identifier
1523¿ExpressionStatement¿¿1589¿¿¿¿{"start":{"line":11,"column":4},"end":{"line":66,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿ExpressionStatement
1524¿AssignmentExpression¿=¿1589¿¿¿¿{"start":{"line":11,"column":4},"end":{"line":66,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿AssignmentExpression
1525¿MemberExpression¿¿1589¿¿¿¿{"start":{"line":11,"column":4},"end":{"line":66,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1526¿Identifier¿¿1589¿PsTree¿¿¿{"start":{"line":11,"column":4},"end":{"line":11,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1527¿Identifier¿¿1589¿treeKill¿¿¿{"start":{"line":57,"column":2},"end":{"line":57,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1528¿Identifier¿¿1589¿v178¿¿¿¿¿Identifier
1529¿ExpressionStatement¿¿1589¿¿¿¿{"start":{"line":11,"column":4},"end":{"line":66,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿ExpressionStatement
1530¿AssignmentExpression¿=¿1589¿¿¿¿{"start":{"line":11,"column":4},"end":{"line":66,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿AssignmentExpression
1531¿MemberExpression¿¿1589¿¿¿¿{"start":{"line":11,"column":4},"end":{"line":66,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1532¿Identifier¿¿1589¿PsTree¿¿¿{"start":{"line":11,"column":4},"end":{"line":11,"column":10},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1533¿Identifier¿¿1589¿show¿¿¿{"start":{"line":63,"column":2},"end":{"line":63,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1534¿Identifier¿¿1589¿v181¿¿¿¿¿Identifier
1535¿VariableDeclarator¿¿1589¿v182¿¿¿{"start":{"line":68,"column":4},"end":{"line":68,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1536¿MemberExpression¿¿1589¿¿¿¿{"start":{"line":68,"column":4},"end":{"line":68,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1537¿Identifier¿¿1589¿require¿¿¿{"start":{"line":68,"column":4},"end":{"line":68,"column":11},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1538¿Identifier¿¿1589¿main¿¿¿{"start":{"line":68,"column":12},"end":{"line":68,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1539¿VariableDeclarator¿¿1589¿v183¿¿¿{"start":{"line":68,"column":4},"end":{"line":68,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1540¿BinaryExpression¿===¿1589¿¿¿¿{"start":{"line":68,"column":4},"end":{"line":68,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿BinaryExpression
1541¿Identifier¿¿1589¿v182¿¿¿¿¿Identifier
1542¿Identifier¿¿1589¿module¿¿¿{"start":{"line":68,"column":21},"end":{"line":68,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1543¿IfStatement¿¿1589¿¿¿¿{"start":{"line":68,"column":0},"end":{"line":70,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿IfStatement
1544¿Identifier¿¿1589¿v183¿¿¿¿¿Identifier
1545¿VariableDeclarator¿¿1589¿v184¿¿¿{"start":{"line":69,"column":12},"end":{"line":69,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1546¿CallExpression¿¿1589¿¿¿¿{"start":{"line":69,"column":12},"end":{"line":69,"column":32},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿CallExpression
1547¿MemberExpression¿¿1589¿¿¿¿{"start":{"line":69,"column":12},"end":{"line":69,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1548¿Identifier¿¿1589¿PsTree¿¿¿{"start":{"line":69,"column":12},"end":{"line":69,"column":18},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1549¿Identifier¿¿1589¿show¿¿¿{"start":{"line":69,"column":19},"end":{"line":69,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1550¿Identifier¿¿1589¿mainPid¿¿¿{"start":{"line":69,"column":24},"end":{"line":69,"column":31},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1551¿VariableDeclarator¿¿1589¿v185¿¿¿{"start":{"line":69,"column":35},"end":{"line":69,"column":70},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1552¿CallExpression¿¿1589¿¿¿¿{"start":{"line":69,"column":35},"end":{"line":69,"column":70},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿CallExpression
1553¿MemberExpression¿¿1589¿¿¿¿{"start":{"line":69,"column":35},"end":{"line":69,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1554¿Identifier¿¿1589¿console¿¿¿{"start":{"line":69,"column":35},"end":{"line":69,"column":42},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1555¿Identifier¿¿1589¿error¿¿¿{"start":{"line":69,"column":43},"end":{"line":69,"column":48},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1556¿Literal¿string¿1589¿¿'invalid process id'¿¿{"start":{"line":69,"column":49},"end":{"line":69,"column":69},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Literal
1557¿VariableDeclarator¿¿1589¿v186¿¿¿{"start":{"line":69,"column":74},"end":{"line":69,"column":89},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1558¿CallExpression¿¿1589¿¿¿¿{"start":{"line":69,"column":74},"end":{"line":69,"column":89},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿CallExpression
1559¿MemberExpression¿¿1589¿¿¿¿{"start":{"line":69,"column":74},"end":{"line":69,"column":86},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1560¿Identifier¿¿1589¿process¿¿¿{"start":{"line":69,"column":74},"end":{"line":69,"column":81},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1561¿Identifier¿¿1589¿exit¿¿¿{"start":{"line":69,"column":82},"end":{"line":69,"column":86},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1562¿Literal¿number¿1589¿¿1¿¿{"start":{"line":69,"column":87},"end":{"line":69,"column":88},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Literal
1563¿VariableDeclarator¿¿1589¿v187¿¿¿{"start":{"line":69,"column":35},"end":{"line":69,"column":89},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1564¿LogicalExpression¿&&¿1589¿¿¿¿{"start":{"line":69,"column":35},"end":{"line":69,"column":89},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿LogicalExpression
1565¿Identifier¿¿1589¿v185¿¿¿¿¿Identifier
1566¿Identifier¿¿1589¿v186¿¿¿¿¿Identifier
1567¿VariableDeclarator¿¿1589¿v188¿¿¿{"start":{"line":69,"column":2},"end":{"line":69,"column":89},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿VariableDeclarator
1568¿IfStatement¿¿1589¿¿¿¿{"start":{"line":69,"column":2},"end":{"line":69,"column":89},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿IfStatement
1569¿Identifier¿¿1589¿mainPid¿¿¿{"start":{"line":69,"column":2},"end":{"line":69,"column":9},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1570¿ExpressionStatement¿¿1589¿¿¿¿{"start":{"line":69,"column":2},"end":{"line":69,"column":89},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿ExpressionStatement
1571¿AssignmentExpression¿=¿1589¿¿¿¿{"start":{"line":69,"column":2},"end":{"line":69,"column":89},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿AssignmentExpression
1572¿Identifier¿¿1589¿v188¿¿¿¿¿Identifier
1573¿Identifier¿¿1589¿v184¿¿¿¿¿Identifier
1574¿BlockStatement¿¿1589¿¿¿¿¿¿BlockStatement
1575¿ExpressionStatement¿¿1589¿¿¿¿{"start":{"line":69,"column":2},"end":{"line":69,"column":89},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿ExpressionStatement
1576¿AssignmentExpression¿=¿1589¿¿¿¿{"start":{"line":69,"column":2},"end":{"line":69,"column":89},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿AssignmentExpression
1577¿Identifier¿¿1589¿v188¿¿¿¿¿Identifier
1578¿Identifier¿¿1589¿v187¿¿¿¿¿Identifier
1579¿BlockStatement¿¿1589¿¿¿¿¿¿BlockStatement
1580¿ExpressionStatement¿¿1589¿¿¿¿{"start":{"line":69,"column":2},"end":{"line":69,"column":90},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿ExpressionStatement
1581¿Identifier¿¿1589¿v188¿¿¿¿¿Identifier
1582¿BlockStatement¿¿1589¿¿¿¿{"start":{"line":68,"column":29},"end":{"line":70,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿BlockStatement
1583¿ExpressionStatement¿¿1589¿¿¿¿{"start":{"line":71,"column":0},"end":{"line":71,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿ExpressionStatement
1584¿AssignmentExpression¿=¿1589¿¿¿¿{"start":{"line":71,"column":0},"end":{"line":71,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿AssignmentExpression
1585¿MemberExpression¿¿1589¿¿¿¿{"start":{"line":71,"column":0},"end":{"line":71,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿MemberExpression
1586¿Identifier¿¿1589¿module¿¿¿{"start":{"line":71,"column":0},"end":{"line":71,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1587¿Identifier¿¿1589¿exports¿¿¿{"start":{"line":71,"column":7},"end":{"line":71,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1588¿Identifier¿¿1589¿PsTree¿¿¿{"start":{"line":71,"column":17},"end":{"line":71,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/GHSA-cv76-rv4h-4mqc/src/index.js"}¿¿Identifier
1589¿CFG_F_START¿¿1589¿__main__¿¿¿¿¿CFG_F_START
1590¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1591¿CFG_F_START¿¿1591¿943_Process¿¿¿¿¿CFG_F_START
1592¿CFG_F_END¿¿0¿943_Process¿¿¿¿¿CFG_F_END
1593¿CFG_F_START¿¿1593¿981_anon¿¿¿¿¿CFG_F_START
1594¿CFG_F_END¿¿0¿981_anon¿¿¿¿¿CFG_F_END
1595¿CFG_F_START¿¿1595¿1026_anon¿¿¿¿¿CFG_F_START
1596¿CFG_F_END¿¿0¿1026_anon¿¿¿¿¿CFG_F_END
1597¿CFG_F_START¿¿1597¿1038_anon¿¿¿¿¿CFG_F_START
1598¿CFG_F_END¿¿0¿1038_anon¿¿¿¿¿CFG_F_END
