Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2329¿Program¿¿-1¿¿¿¿{"start":{"line":10,"column":0},"end":{"line":300,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Program
2455¿Identifier¿¿4114¿contentTypes¿¿¿{"start":{"line":18,"column":4},"end":{"line":18,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2456¿Literal¿string¿4114¿¿'.eot'¿¿{"start":{"line":39,"column":4},"end":{"line":39,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
2457¿Literal¿string¿4114¿¿'application/vnd.ms-fontobject'¿¿{"start":{"line":39,"column":14},"end":{"line":39,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
2458¿ExpressionStatement¿¿4114¿¿¿¿{"start":{"line":18,"column":4},"end":{"line":45,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿ExpressionStatement
2459¿AssignmentExpression¿=¿4114¿¿¿¿{"start":{"line":18,"column":4},"end":{"line":45,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿AssignmentExpression
2460¿MemberExpression¿computed¿4114¿¿¿¿{"start":{"line":18,"column":4},"end":{"line":45,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿MemberExpression
2461¿Identifier¿¿4114¿contentTypes¿¿¿{"start":{"line":18,"column":4},"end":{"line":18,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2462¿Literal¿string¿4114¿¿'.woff'¿¿{"start":{"line":40,"column":4},"end":{"line":40,"column":11},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
2463¿Literal¿string¿4114¿¿'application/font-woff'¿¿{"start":{"line":40,"column":14},"end":{"line":40,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
2464¿ExpressionStatement¿¿4114¿¿¿¿{"start":{"line":18,"column":4},"end":{"line":45,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿ExpressionStatement
2465¿AssignmentExpression¿=¿4114¿¿¿¿{"start":{"line":18,"column":4},"end":{"line":45,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿AssignmentExpression
2466¿MemberExpression¿computed¿4114¿¿¿¿{"start":{"line":18,"column":4},"end":{"line":45,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿MemberExpression
2467¿Identifier¿¿4114¿contentTypes¿¿¿{"start":{"line":18,"column":4},"end":{"line":18,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2468¿Literal¿string¿4114¿¿'.ttf'¿¿{"start":{"line":41,"column":4},"end":{"line":41,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
2469¿Literal¿string¿4114¿¿'font/ttf'¿¿{"start":{"line":41,"column":14},"end":{"line":41,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
2470¿ExpressionStatement¿¿4114¿¿¿¿{"start":{"line":18,"column":4},"end":{"line":45,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿ExpressionStatement
2471¿AssignmentExpression¿=¿4114¿¿¿¿{"start":{"line":18,"column":4},"end":{"line":45,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿AssignmentExpression
2472¿MemberExpression¿computed¿4114¿¿¿¿{"start":{"line":18,"column":4},"end":{"line":45,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿MemberExpression
2473¿Identifier¿¿4114¿contentTypes¿¿¿{"start":{"line":18,"column":4},"end":{"line":18,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2474¿Literal¿string¿4114¿¿'*'¿¿{"start":{"line":44,"column":4},"end":{"line":44,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
2475¿Literal¿string¿4114¿¿'application/octet-stream'¿¿{"start":{"line":44,"column":14},"end":{"line":44,"column":40},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
2476¿VariableDeclarator¿¿4114¿http¿¿¿{"start":{"line":47,"column":4},"end":{"line":47,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
2477¿CallExpression¿¿4114¿¿¿¿{"start":{"line":47,"column":11},"end":{"line":47,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿CallExpression
2478¿Identifier¿¿4114¿require¿¿¿{"start":{"line":47,"column":11},"end":{"line":47,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2479¿Literal¿string¿4114¿¿'http'¿¿{"start":{"line":47,"column":19},"end":{"line":47,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
2480¿VariableDeclarator¿¿4114¿fs¿¿¿{"start":{"line":48,"column":4},"end":{"line":48,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
2481¿CallExpression¿¿4114¿¿¿¿{"start":{"line":48,"column":9},"end":{"line":48,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿CallExpression
2482¿Identifier¿¿4114¿require¿¿¿{"start":{"line":48,"column":9},"end":{"line":48,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2483¿Literal¿string¿4114¿¿'fs'¿¿{"start":{"line":48,"column":17},"end":{"line":48,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
2484¿VariableDeclarator¿¿4114¿path¿¿¿{"start":{"line":49,"column":4},"end":{"line":49,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
2485¿CallExpression¿¿4114¿¿¿¿{"start":{"line":49,"column":11},"end":{"line":49,"column":26},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿CallExpression
2486¿Identifier¿¿4114¿require¿¿¿{"start":{"line":49,"column":11},"end":{"line":49,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2487¿Literal¿string¿4114¿¿'path'¿¿{"start":{"line":49,"column":19},"end":{"line":49,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
2488¿VariableDeclarator¿¿4114¿url¿¿¿{"start":{"line":50,"column":4},"end":{"line":50,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
2489¿CallExpression¿¿4114¿¿¿¿{"start":{"line":50,"column":10},"end":{"line":50,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿CallExpression
2490¿Identifier¿¿4114¿require¿¿¿{"start":{"line":50,"column":10},"end":{"line":50,"column":17},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2491¿Literal¿string¿4114¿¿'url'¿¿{"start":{"line":50,"column":18},"end":{"line":50,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
2492¿VariableDeclarator¿¿4114¿v244¿¿¿{"start":{"line":51,"column":12},"end":{"line":51,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
2493¿CallExpression¿¿4114¿¿¿¿{"start":{"line":51,"column":12},"end":{"line":51,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿CallExpression
2494¿Identifier¿¿4114¿require¿¿¿{"start":{"line":51,"column":12},"end":{"line":51,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2495¿Literal¿string¿4114¿¿'child_process'¿¿{"start":{"line":51,"column":20},"end":{"line":51,"column":35},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
2496¿VariableDeclarator¿¿4114¿spawn¿¿¿{"start":{"line":51,"column":4},"end":{"line":51,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
2497¿MemberExpression¿¿4114¿¿¿¿{"start":{"line":51,"column":12},"end":{"line":51,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿MemberExpression
2498¿Identifier¿¿4114¿v244¿¿¿¿¿Identifier
2499¿Identifier¿¿4114¿spawn¿¿¿{"start":{"line":51,"column":37},"end":{"line":51,"column":42},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2500¿VariableDeclarator¿¿4114¿i¿¿¿{"start":{"line":53,"column":9},"end":{"line":53,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
2501¿Literal¿number¿4114¿¿2¿¿{"start":{"line":53,"column":11},"end":{"line":53,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
2502¿VariableDeclarator¿¿4114¿v245¿¿¿{"start":{"line":53,"column":18},"end":{"line":53,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
2503¿MemberExpression¿¿4114¿¿¿¿{"start":{"line":53,"column":18},"end":{"line":53,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿MemberExpression
2504¿Identifier¿¿4114¿process¿¿¿{"start":{"line":53,"column":18},"end":{"line":53,"column":25},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2505¿Identifier¿¿4114¿argv¿¿¿{"start":{"line":53,"column":26},"end":{"line":53,"column":30},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2506¿VariableDeclarator¿¿4114¿arg¿¿¿{"start":{"line":53,"column":14},"end":{"line":53,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
2507¿MemberExpression¿computed¿4114¿¿¿¿{"start":{"line":53,"column":18},"end":{"line":53,"column":33},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿MemberExpression
2508¿Identifier¿¿4114¿v245¿¿¿¿¿Identifier
2509¿Identifier¿¿4114¿i¿¿¿{"start":{"line":53,"column":31},"end":{"line":53,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2510¿VariableDeclarator¿¿4114¿v246¿¿¿{"start":{"line":53,"column":37},"end":{"line":53,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
2511¿MemberExpression¿¿4114¿¿¿¿{"start":{"line":53,"column":37},"end":{"line":53,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿MemberExpression
2512¿Identifier¿¿4114¿process¿¿¿{"start":{"line":53,"column":37},"end":{"line":53,"column":44},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2513¿Identifier¿¿4114¿argv¿¿¿{"start":{"line":53,"column":45},"end":{"line":53,"column":49},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2514¿VariableDeclarator¿¿4114¿v247¿¿¿{"start":{"line":53,"column":37},"end":{"line":53,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
2515¿MemberExpression¿¿4114¿¿¿¿{"start":{"line":53,"column":37},"end":{"line":53,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿MemberExpression
2516¿Identifier¿¿4114¿v246¿¿¿¿¿Identifier
2517¿Identifier¿¿4114¿length¿¿¿{"start":{"line":53,"column":50},"end":{"line":53,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2518¿VariableDeclarator¿¿4114¿v248¿¿¿{"start":{"line":53,"column":35},"end":{"line":53,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
2519¿BinaryExpression¿<¿4114¿¿¿¿{"start":{"line":53,"column":35},"end":{"line":53,"column":56},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿BinaryExpression
2520¿Identifier¿¿4114¿i¿¿¿{"start":{"line":53,"column":35},"end":{"line":53,"column":36},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2521¿Identifier¿¿4114¿v247¿¿¿¿¿Identifier
2522¿WhileStatement¿¿4114¿¿¿¿{"start":{"line":53,"column":0},"end":{"line":84,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿WhileStatement
2523¿Identifier¿¿4114¿v248¿¿¿¿¿Identifier
2524¿VariableDeclarator¿¿4114¿v251¿¿¿{"start":{"line":54,"column":8},"end":{"line":54,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
2525¿CallExpression¿¿4114¿¿¿¿{"start":{"line":54,"column":8},"end":{"line":54,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿CallExpression
2526¿MemberExpression¿¿4114¿¿¿¿{"start":{"line":54,"column":8},"end":{"line":54,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿MemberExpression
2527¿Literal¿object¿4114¿¿/^--help$/¿¿{"start":{"line":54,"column":8},"end":{"line":54,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
2528¿Identifier¿¿4114¿test¿¿¿{"start":{"line":54,"column":19},"end":{"line":54,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2529¿Identifier¿¿4114¿arg¿¿¿{"start":{"line":54,"column":24},"end":{"line":54,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2530¿IfStatement¿¿4114¿¿¿¿{"start":{"line":54,"column":4},"end":{"line":83,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿IfStatement
2531¿Identifier¿¿4114¿v251¿¿¿¿¿Identifier
2532¿VariableDeclarator¿¿4114¿v252¿¿¿{"start":{"line":56,"column":12},"end":{"line":57,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
2533¿BinaryExpression¿+¿4114¿¿¿¿{"start":{"line":56,"column":12},"end":{"line":57,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿BinaryExpression
2534¿Literal¿string¿4114¿¿'\nUSAGE\n=====\n\n'¿¿{"start":{"line":56,"column":12},"end":{"line":56,"column":32},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
2535¿Literal¿string¿4114¿¿'--help      View this information\n'¿¿{"start":{"line":57,"column":13},"end":{"line":57,"column":50},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
2536¿VariableDeclarator¿¿4114¿v253¿¿¿{"start":{"line":56,"column":12},"end":{"line":58,"column":92},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
2537¿BinaryExpression¿+¿4114¿¿¿¿{"start":{"line":56,"column":12},"end":{"line":58,"column":92},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿BinaryExpression
2538¿Identifier¿¿4114¿v252¿¿¿¿¿Identifier
2539¿Literal¿string¿4114¿¿'--path=abc  Set path of file server root directory (default is current dir)\n'¿¿{"start":{"line":58,"column":13},"end":{"line":58,"column":92},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
2540¿VariableDeclarator¿¿4114¿v254¿¿¿{"start":{"line":56,"column":12},"end":{"line":59,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
2541¿BinaryExpression¿+¿4114¿¿¿¿{"start":{"line":56,"column":12},"end":{"line":59,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿BinaryExpression
2542¿Identifier¿¿4114¿v253¿¿¿¿¿Identifier
2543¿Literal¿string¿4114¿¿'--host=abc  Hostname of http-server (default is ''¿¿{"start":{"line":59,"column":13},"end":{"line":59,"column":64},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
2544¿VariableDeclarator¿¿4114¿v255¿¿¿{"start":{"line":56,"column":12},"end":{"line":59,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
2545¿BinaryExpression¿+¿4114¿¿¿¿{"start":{"line":56,"column":12},"end":{"line":59,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿BinaryExpression
2546¿Identifier¿¿4114¿v254¿¿¿¿¿Identifier
2547¿Identifier¿¿4114¿host¿¿¿{"start":{"line":59,"column":65},"end":{"line":59,"column":69},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Identifier
2548¿VariableDeclarator¿¿4114¿v256¿¿¿{"start":{"line":56,"column":12},"end":{"line":59,"column":98},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿VariableDeclarator
2549¿BinaryExpression¿+¿4114¿¿¿¿{"start":{"line":56,"column":12},"end":{"line":59,"column":98},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿BinaryExpression
2550¿Identifier¿¿4114¿v255¿¿¿¿¿Identifier
2551¿Literal¿string¿4114¿¿''), use '*' for any host\n'¿¿{"start":{"line":59,"column":70},"end":{"line":59,"column":98},"fname":"/datasets/secbench-dataset/CWE-22/http-file-server_0.2.6/src/http-file-server.js"}¿¿Literal
