Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
4326¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":379,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Program
4461¿Identifier¿¿0¿prefixes¿¿¿{"start":{"line":24,"column":21},"end":{"line":24,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4462¿Identifier¿¿0¿id¿¿¿{"start":{"line":24,"column":31},"end":{"line":24,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4463¿VariableDeclarator¿¿7595¿v424¿¿¿{"start":{"line":25,"column":8},"end":{"line":25,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
4464¿MemberExpression¿computed¿7595¿¿¿¿{"start":{"line":25,"column":8},"end":{"line":25,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿MemberExpression
4465¿Identifier¿¿7595¿id¿¿¿{"start":{"line":25,"column":8},"end":{"line":25,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4466¿Literal¿number¿7595¿¿0¿¿{"start":{"line":25,"column":11},"end":{"line":25,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Literal
4467¿VariableDeclarator¿¿7595¿v425¿¿¿{"start":{"line":25,"column":8},"end":{"line":25,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
4468¿BinaryExpression¿===¿7595¿¿¿¿{"start":{"line":25,"column":8},"end":{"line":25,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿BinaryExpression
4469¿Identifier¿¿7595¿v424¿¿¿¿¿Identifier
4470¿Literal¿string¿7595¿¿'<'¿¿{"start":{"line":25,"column":18},"end":{"line":25,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Literal
4471¿VariableDeclarator¿¿7595¿v426¿¿¿{"start":{"line":25,"column":28},"end":{"line":25,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
4472¿MemberExpression¿¿7595¿¿¿¿{"start":{"line":25,"column":28},"end":{"line":25,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿MemberExpression
4473¿Identifier¿¿7595¿id¿¿¿{"start":{"line":25,"column":28},"end":{"line":25,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4474¿Identifier¿¿7595¿length¿¿¿{"start":{"line":25,"column":31},"end":{"line":25,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4475¿VariableDeclarator¿¿7595¿v427¿¿¿{"start":{"line":25,"column":28},"end":{"line":25,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
4476¿BinaryExpression¿-¿7595¿¿¿¿{"start":{"line":25,"column":28},"end":{"line":25,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿BinaryExpression
4477¿Identifier¿¿7595¿v426¿¿¿¿¿Identifier
4478¿Literal¿number¿7595¿¿1¿¿{"start":{"line":25,"column":40},"end":{"line":25,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Literal
4479¿VariableDeclarator¿¿7595¿v428¿¿¿{"start":{"line":25,"column":25},"end":{"line":25,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
4480¿MemberExpression¿computed¿7595¿¿¿¿{"start":{"line":25,"column":25},"end":{"line":25,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿MemberExpression
4481¿Identifier¿¿7595¿id¿¿¿{"start":{"line":25,"column":25},"end":{"line":25,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4482¿Identifier¿¿7595¿v427¿¿¿¿¿Identifier
4483¿VariableDeclarator¿¿7595¿v429¿¿¿{"start":{"line":25,"column":25},"end":{"line":25,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
4484¿BinaryExpression¿===¿7595¿¿¿¿{"start":{"line":25,"column":25},"end":{"line":25,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿BinaryExpression
4485¿Identifier¿¿7595¿v428¿¿¿¿¿Identifier
4486¿Literal¿string¿7595¿¿'>'¿¿{"start":{"line":25,"column":47},"end":{"line":25,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Literal
4487¿VariableDeclarator¿¿7595¿v430¿¿¿{"start":{"line":25,"column":8},"end":{"line":25,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
4488¿LogicalExpression¿&&¿7595¿¿¿¿{"start":{"line":25,"column":8},"end":{"line":25,"column":50},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿LogicalExpression
4489¿Identifier¿¿7595¿v425¿¿¿¿¿Identifier
4490¿Identifier¿¿7595¿v429¿¿¿¿¿Identifier
4491¿IfStatement¿¿7595¿¿¿¿{"start":{"line":25,"column":4},"end":{"line":27,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿IfStatement
4492¿Identifier¿¿7595¿v430¿¿¿¿¿Identifier
4493¿VariableDeclarator¿¿7595¿v431¿¿¿{"start":{"line":26,"column":31},"end":{"line":26,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
4494¿MemberExpression¿¿7595¿¿¿¿{"start":{"line":26,"column":31},"end":{"line":26,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿MemberExpression
4495¿Identifier¿¿7595¿id¿¿¿{"start":{"line":26,"column":31},"end":{"line":26,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4496¿Identifier¿¿7595¿length¿¿¿{"start":{"line":26,"column":34},"end":{"line":26,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4497¿VariableDeclarator¿¿7595¿v432¿¿¿{"start":{"line":26,"column":31},"end":{"line":26,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
4498¿BinaryExpression¿-¿7595¿¿¿¿{"start":{"line":26,"column":31},"end":{"line":26,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿BinaryExpression
4499¿Identifier¿¿7595¿v431¿¿¿¿¿Identifier
4500¿Literal¿number¿7595¿¿1¿¿{"start":{"line":26,"column":43},"end":{"line":26,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Literal
4501¿VariableDeclarator¿¿7595¿v433¿¿¿{"start":{"line":26,"column":15},"end":{"line":26,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
4502¿CallExpression¿¿7595¿¿¿¿{"start":{"line":26,"column":15},"end":{"line":26,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿CallExpression
4503¿MemberExpression¿¿7595¿¿¿¿{"start":{"line":26,"column":15},"end":{"line":26,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿MemberExpression
4504¿Identifier¿¿7595¿id¿¿¿{"start":{"line":26,"column":15},"end":{"line":26,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4505¿Identifier¿¿7595¿substring¿¿¿{"start":{"line":26,"column":18},"end":{"line":26,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4506¿Literal¿number¿7595¿¿1¿¿{"start":{"line":26,"column":28},"end":{"line":26,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Literal
4507¿Identifier¿¿7595¿v432¿¿¿¿¿Identifier
4508¿ReturnStatement¿¿7595¿¿¿¿{"start":{"line":26,"column":8},"end":{"line":26,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿ReturnStatement
4509¿Identifier¿¿7595¿v433¿¿¿¿¿Identifier
4510¿BlockStatement¿¿7595¿¿¿¿{"start":{"line":25,"column":52},"end":{"line":27,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿BlockStatement
4511¿VariableDeclarator¿¿7595¿v434¿¿¿{"start":{"line":28,"column":8},"end":{"line":28,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
4512¿CallExpression¿¿7595¿¿¿¿{"start":{"line":28,"column":8},"end":{"line":28,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿CallExpression
4513¿MemberExpression¿¿7595¿¿¿¿{"start":{"line":28,"column":8},"end":{"line":28,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿MemberExpression
4514¿Identifier¿¿7595¿id¿¿¿{"start":{"line":28,"column":8},"end":{"line":28,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4515¿Identifier¿¿7595¿indexOf¿¿¿{"start":{"line":28,"column":11},"end":{"line":28,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4516¿Literal¿string¿7595¿¿':'¿¿{"start":{"line":28,"column":19},"end":{"line":28,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Literal
4517¿VariableDeclarator¿¿7595¿v435¿¿¿{"start":{"line":28,"column":28},"end":{"line":28,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
4518¿UnaryExpression¿-¿7595¿¿¿¿{"start":{"line":28,"column":28},"end":{"line":28,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿UnaryExpression
4519¿Literal¿number¿7595¿¿1¿¿{"start":{"line":28,"column":29},"end":{"line":28,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Literal
4520¿VariableDeclarator¿¿7595¿v436¿¿¿{"start":{"line":28,"column":8},"end":{"line":28,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
4521¿BinaryExpression¿!==¿7595¿¿¿¿{"start":{"line":28,"column":8},"end":{"line":28,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿BinaryExpression
4522¿Identifier¿¿7595¿v434¿¿¿¿¿Identifier
4523¿Identifier¿¿7595¿v435¿¿¿¿¿Identifier
4524¿IfStatement¿¿7595¿¿¿¿{"start":{"line":28,"column":4},"end":{"line":36,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿IfStatement
4525¿Identifier¿¿7595¿v436¿¿¿¿¿Identifier
4526¿VariableDeclarator¿¿7595¿match¿¿¿{"start":{"line":29,"column":14},"end":{"line":29,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
4527¿CallExpression¿¿7595¿¿¿¿{"start":{"line":29,"column":22},"end":{"line":29,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿CallExpression
4528¿MemberExpression¿¿7595¿¿¿¿{"start":{"line":29,"column":22},"end":{"line":29,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿MemberExpression
4529¿Identifier¿¿7595¿RE_QFN¿¿¿{"start":{"line":29,"column":22},"end":{"line":29,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4530¿Identifier¿¿7595¿exec¿¿¿{"start":{"line":29,"column":29},"end":{"line":29,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4531¿Identifier¿¿7595¿id¿¿¿{"start":{"line":29,"column":34},"end":{"line":29,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4532¿IfStatement¿¿7595¿¿¿¿{"start":{"line":30,"column":8},"end":{"line":35,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿IfStatement
4533¿Identifier¿¿7595¿match¿¿¿{"start":{"line":30,"column":12},"end":{"line":30,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4534¿VariableDeclarator¿¿7595¿v437¿¿¿{"start":{"line":31,"column":36},"end":{"line":31,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
4535¿MemberExpression¿computed¿7595¿¿¿¿{"start":{"line":31,"column":36},"end":{"line":31,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿MemberExpression
4536¿Identifier¿¿7595¿match¿¿¿{"start":{"line":31,"column":36},"end":{"line":31,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4537¿Literal¿number¿7595¿¿1¿¿{"start":{"line":31,"column":42},"end":{"line":31,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Literal
4538¿VariableDeclarator¿¿7595¿prefix¿¿¿{"start":{"line":31,"column":18},"end":{"line":31,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
4539¿MemberExpression¿computed¿7595¿¿¿¿{"start":{"line":31,"column":27},"end":{"line":31,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿MemberExpression
4540¿Identifier¿¿7595¿prefixes¿¿¿{"start":{"line":31,"column":27},"end":{"line":31,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4541¿Identifier¿¿7595¿v437¿¿¿¿¿Identifier
4542¿VariableDeclarator¿¿7595¿v438¿¿¿{"start":{"line":33,"column":27},"end":{"line":33,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
4543¿MemberExpression¿computed¿7595¿¿¿¿{"start":{"line":33,"column":27},"end":{"line":33,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿MemberExpression
4544¿Identifier¿¿7595¿match¿¿¿{"start":{"line":33,"column":27},"end":{"line":33,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4545¿Literal¿number¿7595¿¿2¿¿{"start":{"line":33,"column":33},"end":{"line":33,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Literal
4546¿VariableDeclarator¿¿7595¿v439¿¿¿{"start":{"line":33,"column":18},"end":{"line":33,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
4547¿BinaryExpression¿+¿7595¿¿¿¿{"start":{"line":33,"column":18},"end":{"line":33,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿BinaryExpression
4548¿Identifier¿¿7595¿prefix¿¿¿{"start":{"line":33,"column":18},"end":{"line":33,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4549¿Identifier¿¿7595¿v438¿¿¿¿¿Identifier
4550¿VariableDeclarator¿¿7595¿v440¿¿¿{"start":{"line":34,"column":37},"end":{"line":34,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
4551¿TemplateLiteral¿¿7595¿¿¿¿{"start":{"line":34,"column":37},"end":{"line":34,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿TemplateLiteral
4552¿Identifier¿¿7595¿id¿¿¿{"start":{"line":34,"column":56},"end":{"line":34,"column":58},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4553¿VariableDeclarator¿¿7595¿v441¿¿¿{"start":{"line":34,"column":18},"end":{"line":34,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
4554¿CallExpression¿¿7595¿¿¿¿{"start":{"line":34,"column":18},"end":{"line":34,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿CallExpression
4555¿MemberExpression¿¿7595¿¿¿¿{"start":{"line":34,"column":18},"end":{"line":34,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿MemberExpression
4556¿Identifier¿¿7595¿errors¿¿¿{"start":{"line":34,"column":18},"end":{"line":34,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4557¿Identifier¿¿7595¿illegalArgs¿¿¿{"start":{"line":34,"column":25},"end":{"line":34,"column":36},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4558¿Identifier¿¿7595¿v440¿¿¿¿¿Identifier
4559¿VariableDeclarator¿¿7595¿v442¿¿¿{"start":{"line":32,"column":19},"end":{"line":34,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
4560¿IfStatement¿¿7595¿¿¿¿{"start":{"line":32,"column":19},"end":{"line":34,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿IfStatement
4561¿Identifier¿¿7595¿prefix¿¿¿{"start":{"line":32,"column":19},"end":{"line":32,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4562¿ExpressionStatement¿¿7595¿¿¿¿{"start":{"line":32,"column":19},"end":{"line":34,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿ExpressionStatement
4563¿AssignmentExpression¿=¿7595¿¿¿¿{"start":{"line":32,"column":19},"end":{"line":34,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿AssignmentExpression
4564¿Identifier¿¿7595¿v442¿¿¿¿¿Identifier
4565¿Identifier¿¿7595¿v439¿¿¿¿¿Identifier
4566¿BlockStatement¿¿7595¿¿¿¿¿¿BlockStatement
4567¿ExpressionStatement¿¿7595¿¿¿¿{"start":{"line":32,"column":19},"end":{"line":34,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿ExpressionStatement
4568¿AssignmentExpression¿=¿7595¿¿¿¿{"start":{"line":32,"column":19},"end":{"line":34,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿AssignmentExpression
4569¿Identifier¿¿7595¿v442¿¿¿¿¿Identifier
4570¿Identifier¿¿7595¿v441¿¿¿¿¿Identifier
4571¿BlockStatement¿¿7595¿¿¿¿¿¿BlockStatement
4572¿ReturnStatement¿¿7595¿¿¿¿{"start":{"line":32,"column":12},"end":{"line":34,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿ReturnStatement
4573¿Identifier¿¿7595¿v442¿¿¿¿¿Identifier
4574¿BlockStatement¿¿7595¿¿¿¿{"start":{"line":30,"column":19},"end":{"line":35,"column":9},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿BlockStatement
4575¿BlockStatement¿¿7595¿¿¿¿{"start":{"line":28,"column":32},"end":{"line":36,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿BlockStatement
4576¿ReturnStatement¿¿7595¿¿¿¿{"start":{"line":37,"column":4},"end":{"line":37,"column":14},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿ReturnStatement
4577¿Identifier¿¿7595¿id¿¿¿{"start":{"line":37,"column":11},"end":{"line":37,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4578¿BlockStatement¿¿7595¿¿¿¿{"start":{"line":24,"column":38},"end":{"line":38,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿BlockStatement
4579¿VariableDeclarator¿¿7585¿defPrefixer¿¿¿{"start":{"line":39,"column":6},"end":{"line":48,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
4580¿ArrowFunctionExpression¿¿7585¿¿¿¿{"start":{"line":39,"column":20},"end":{"line":48,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿ArrowFunctionExpression
4581¿Identifier¿¿0¿prefixes¿¿¿{"start":{"line":39,"column":21},"end":{"line":39,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4582¿VariableDeclarator¿¿7601¿uriToID¿¿¿{"start":{"line":40,"column":10},"end":{"line":40,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿VariableDeclarator
4583¿NewExpression¿¿7601¿¿¿¿{"start":{"line":40,"column":20},"end":{"line":40,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿NewExpression
4584¿MemberExpression¿¿7601¿¿¿¿{"start":{"line":40,"column":24},"end":{"line":40,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿MemberExpression
4585¿Identifier¿¿7601¿associative¿¿¿{"start":{"line":40,"column":24},"end":{"line":40,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
4586¿Identifier¿¿7601¿TrieMap¿¿¿{"start":{"line":40,"column":36},"end":{"line":40,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/thi.ng-egf_0.3.0/src/index.js"}¿¿Identifier
