Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
15326¿Program¿¿-1¿¿¿¿{"start":{"line":9,"column":0},"end":{"line":1714,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Program
15464¿Identifier¿¿27462¿lineNumber¿¿¿{"start":{"line":53,"column":34},"end":{"line":53,"column":44},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
15465¿VariableDeclarator¿¿27462¿v1902¿¿¿{"start":{"line":55,"column":8},"end":{"line":55,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
15466¿CallExpression¿¿27462¿¿¿¿{"start":{"line":55,"column":8},"end":{"line":55,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿CallExpression
15467¿Super¿¿27462¿¿¿¿{"start":{"line":55,"column":8},"end":{"line":55,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Super
15468¿SpreadElement¿¿27462¿¿¿¿{"start":{"line":55,"column":14},"end":{"line":55,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿SpreadElement
15469¿ExpressionStatement¿¿27462¿¿¿¿{"start":{"line":55,"column":8},"end":{"line":55,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ExpressionStatement
15470¿Identifier¿¿27462¿v1902¿¿¿¿¿Identifier
15471¿VariableDeclarator¿¿27462¿v1903¿¿¿{"start":{"line":56,"column":12},"end":{"line":56,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
15472¿MemberExpression¿¿27462¿¿¿¿{"start":{"line":56,"column":12},"end":{"line":56,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
15473¿Identifier¿¿27462¿Error¿¿¿{"start":{"line":56,"column":12},"end":{"line":56,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
15474¿Identifier¿¿27462¿captureStackTrace¿¿¿{"start":{"line":56,"column":18},"end":{"line":56,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
15475¿IfStatement¿¿27462¿¿¿¿{"start":{"line":56,"column":8},"end":{"line":56,"column":82},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿IfStatement
15476¿Identifier¿¿27462¿v1903¿¿¿¿¿Identifier
15477¿VariableDeclarator¿¿27462¿v1904¿¿¿{"start":{"line":56,"column":37},"end":{"line":56,"column":81},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
15478¿CallExpression¿¿27462¿¿¿¿{"start":{"line":56,"column":37},"end":{"line":56,"column":81},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿CallExpression
15479¿MemberExpression¿¿27462¿¿¿¿{"start":{"line":56,"column":37},"end":{"line":56,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
15480¿Identifier¿¿27462¿Error¿¿¿{"start":{"line":56,"column":37},"end":{"line":56,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
15481¿Identifier¿¿27462¿captureStackTrace¿¿¿{"start":{"line":56,"column":43},"end":{"line":56,"column":60},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
15482¿ThisExpression¿¿27462¿¿¿¿{"start":{"line":56,"column":61},"end":{"line":56,"column":65},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ThisExpression
15483¿Identifier¿¿27462¿NodeClamError¿¿¿{"start":{"line":56,"column":67},"end":{"line":56,"column":80},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
15484¿ExpressionStatement¿¿27462¿¿¿¿{"start":{"line":56,"column":37},"end":{"line":56,"column":82},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ExpressionStatement
15485¿Identifier¿¿27462¿v1904¿¿¿¿¿Identifier
15486¿BlockStatement¿¿27462¿¿¿¿¿¿BlockStatement
15487¿ExpressionStatement¿¿27462¿¿¿¿{"start":{"line":59,"column":8},"end":{"line":59,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ExpressionStatement
15488¿AssignmentExpression¿=¿27462¿¿¿¿{"start":{"line":59,"column":8},"end":{"line":59,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿AssignmentExpression
15489¿MemberExpression¿¿27462¿¿¿¿{"start":{"line":59,"column":8},"end":{"line":59,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
15490¿ThisExpression¿¿27462¿¿¿¿{"start":{"line":59,"column":8},"end":{"line":59,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ThisExpression
15491¿Identifier¿¿27462¿data¿¿¿{"start":{"line":59,"column":13},"end":{"line":59,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
15492¿Identifier¿¿27462¿data¿¿¿{"start":{"line":59,"column":20},"end":{"line":59,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
15493¿ExpressionStatement¿¿27462¿¿¿¿{"start":{"line":60,"column":8},"end":{"line":60,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ExpressionStatement
15494¿AssignmentExpression¿=¿27462¿¿¿¿{"start":{"line":60,"column":8},"end":{"line":60,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿AssignmentExpression
15495¿MemberExpression¿¿27462¿¿¿¿{"start":{"line":60,"column":8},"end":{"line":60,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
15496¿ThisExpression¿¿27462¿¿¿¿{"start":{"line":60,"column":8},"end":{"line":60,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ThisExpression
15497¿Identifier¿¿27462¿date¿¿¿{"start":{"line":60,"column":13},"end":{"line":60,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
15498¿NewExpression¿¿27462¿¿¿¿{"start":{"line":60,"column":20},"end":{"line":60,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿NewExpression
15499¿Identifier¿¿27462¿Date¿¿¿{"start":{"line":60,"column":24},"end":{"line":60,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
15500¿BlockStatement¿¿27462¿¿¿¿{"start":{"line":45,"column":36},"end":{"line":61,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿BlockStatement
15501¿ExpressionStatement¿¿27460¿¿¿¿{"start":{"line":44,"column":0},"end":{"line":62,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ExpressionStatement
15502¿AssignmentExpression¿=¿27460¿¿¿¿{"start":{"line":44,"column":0},"end":{"line":62,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿AssignmentExpression
15503¿MemberExpression¿computed¿27460¿¿¿¿{"start":{"line":44,"column":0},"end":{"line":62,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
15504¿Identifier¿¿27460¿NodeClamError¿¿¿{"start":{"line":44,"column":6},"end":{"line":44,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
15505¿Literal¿string¿27460¿¿is_class¿¿¿¿Literal
15506¿Literal¿boolean¿27460¿¿true¿¿¿¿Literal
15507¿VariableDeclarator¿exported¿27460¿NodeClam¿¿¿{"start":{"line":69,"column":0},"end":{"line":1711,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
15508¿FunctionExpression¿¿27460¿NodeClam¿¿¿{"start":{"line":70,"column":15},"end":{"line":106,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿FunctionExpression
15509¿ExpressionStatement¿¿27466¿¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ExpressionStatement
15510¿AssignmentExpression¿=¿27466¿¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿AssignmentExpression
15511¿MemberExpression¿¿27466¿¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
15512¿ThisExpression¿¿27466¿¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ThisExpression
15513¿Identifier¿¿27466¿initialized¿¿¿{"start":{"line":71,"column":13},"end":{"line":71,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
15514¿Literal¿boolean¿27466¿¿false¿¿{"start":{"line":71,"column":27},"end":{"line":71,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Literal
15515¿ExpressionStatement¿¿27466¿¿¿¿{"start":{"line":72,"column":8},"end":{"line":72,"column":39},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ExpressionStatement
15516¿AssignmentExpression¿=¿27466¿¿¿¿{"start":{"line":72,"column":8},"end":{"line":72,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿AssignmentExpression
15517¿MemberExpression¿¿27466¿¿¿¿{"start":{"line":72,"column":8},"end":{"line":72,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
15518¿ThisExpression¿¿27466¿¿¿¿{"start":{"line":72,"column":8},"end":{"line":72,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ThisExpression
15519¿Identifier¿¿27466¿debug_label¿¿¿{"start":{"line":72,"column":13},"end":{"line":72,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
15520¿Literal¿string¿27466¿¿'node-clam'¿¿{"start":{"line":72,"column":27},"end":{"line":72,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Literal
15521¿ExpressionStatement¿¿27466¿¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ExpressionStatement
15522¿AssignmentExpression¿=¿27466¿¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿AssignmentExpression
15523¿MemberExpression¿¿27466¿¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
15524¿ThisExpression¿¿27466¿¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ThisExpression
15525¿Identifier¿¿27466¿default_scanner¿¿¿{"start":{"line":73,"column":13},"end":{"line":73,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
15526¿Literal¿string¿27466¿¿'clamdscan'¿¿{"start":{"line":73,"column":31},"end":{"line":73,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Literal
15527¿VariableDeclarator¿¿27466¿v1905¿¿¿{"start":{"line":83,"column":22},"end":{"line":88,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
15528¿ObjectExpression¿¿27466¿¿¿¿¿¿ObjectExpression
15529¿ExpressionStatement¿¿27466¿¿¿¿{"start":{"line":83,"column":22},"end":{"line":88,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ExpressionStatement
15530¿AssignmentExpression¿=¿27466¿¿¿¿{"start":{"line":83,"column":22},"end":{"line":88,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿AssignmentExpression
15531¿MemberExpression¿¿27466¿¿¿¿{"start":{"line":83,"column":22},"end":{"line":88,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
15532¿Identifier¿¿27466¿v1905¿¿¿¿¿Identifier
15533¿Identifier¿¿27466¿path¿¿¿{"start":{"line":84,"column":16},"end":{"line":84,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
15534¿Literal¿string¿27466¿¿'/usr/bin/clamscan'¿¿{"start":{"line":84,"column":22},"end":{"line":84,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Literal
15535¿ExpressionStatement¿¿27466¿¿¿¿{"start":{"line":83,"column":22},"end":{"line":88,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ExpressionStatement
15536¿AssignmentExpression¿=¿27466¿¿¿¿{"start":{"line":83,"column":22},"end":{"line":88,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿AssignmentExpression
15537¿MemberExpression¿¿27466¿¿¿¿{"start":{"line":83,"column":22},"end":{"line":88,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
15538¿Identifier¿¿27466¿v1905¿¿¿¿¿Identifier
15539¿Identifier¿¿27466¿scan_archives¿¿¿{"start":{"line":85,"column":16},"end":{"line":85,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
15540¿Literal¿boolean¿27466¿¿true¿¿{"start":{"line":85,"column":31},"end":{"line":85,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Literal
15541¿ExpressionStatement¿¿27466¿¿¿¿{"start":{"line":83,"column":22},"end":{"line":88,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ExpressionStatement
15542¿AssignmentExpression¿=¿27466¿¿¿¿{"start":{"line":83,"column":22},"end":{"line":88,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿AssignmentExpression
15543¿MemberExpression¿¿27466¿¿¿¿{"start":{"line":83,"column":22},"end":{"line":88,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
15544¿Identifier¿¿27466¿v1905¿¿¿¿¿Identifier
15545¿Identifier¿¿27466¿db¿¿¿{"start":{"line":86,"column":16},"end":{"line":86,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
15546¿Literal¿object¿27466¿¿null¿¿{"start":{"line":86,"column":20},"end":{"line":86,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Literal
15547¿ExpressionStatement¿¿27466¿¿¿¿{"start":{"line":83,"column":22},"end":{"line":88,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ExpressionStatement
15548¿AssignmentExpression¿=¿27466¿¿¿¿{"start":{"line":83,"column":22},"end":{"line":88,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿AssignmentExpression
15549¿MemberExpression¿¿27466¿¿¿¿{"start":{"line":83,"column":22},"end":{"line":88,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
15550¿Identifier¿¿27466¿v1905¿¿¿¿¿Identifier
15551¿Identifier¿¿27466¿active¿¿¿{"start":{"line":87,"column":16},"end":{"line":87,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
15552¿Literal¿boolean¿27466¿¿true¿¿{"start":{"line":87,"column":24},"end":{"line":87,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Literal
15553¿VariableDeclarator¿¿27466¿v1906¿¿¿{"start":{"line":89,"column":23},"end":{"line":101,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿VariableDeclarator
15554¿ObjectExpression¿¿27466¿¿¿¿¿¿ObjectExpression
15555¿ExpressionStatement¿¿27466¿¿¿¿{"start":{"line":89,"column":23},"end":{"line":101,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ExpressionStatement
15556¿AssignmentExpression¿=¿27466¿¿¿¿{"start":{"line":89,"column":23},"end":{"line":101,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿AssignmentExpression
15557¿MemberExpression¿¿27466¿¿¿¿{"start":{"line":89,"column":23},"end":{"line":101,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
15558¿Identifier¿¿27466¿v1906¿¿¿¿¿Identifier
15559¿Identifier¿¿27466¿socket¿¿¿{"start":{"line":90,"column":16},"end":{"line":90,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
15560¿Literal¿boolean¿27466¿¿false¿¿{"start":{"line":90,"column":24},"end":{"line":90,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Literal
15561¿ExpressionStatement¿¿27466¿¿¿¿{"start":{"line":89,"column":23},"end":{"line":101,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ExpressionStatement
15562¿AssignmentExpression¿=¿27466¿¿¿¿{"start":{"line":89,"column":23},"end":{"line":101,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿AssignmentExpression
15563¿MemberExpression¿¿27466¿¿¿¿{"start":{"line":89,"column":23},"end":{"line":101,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
15564¿Identifier¿¿27466¿v1906¿¿¿¿¿Identifier
15565¿Identifier¿¿27466¿host¿¿¿{"start":{"line":91,"column":16},"end":{"line":91,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
15566¿Literal¿boolean¿27466¿¿false¿¿{"start":{"line":91,"column":22},"end":{"line":91,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Literal
15567¿ExpressionStatement¿¿27466¿¿¿¿{"start":{"line":89,"column":23},"end":{"line":101,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ExpressionStatement
15568¿AssignmentExpression¿=¿27466¿¿¿¿{"start":{"line":89,"column":23},"end":{"line":101,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿AssignmentExpression
15569¿MemberExpression¿¿27466¿¿¿¿{"start":{"line":89,"column":23},"end":{"line":101,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
15570¿Identifier¿¿27466¿v1906¿¿¿¿¿Identifier
15571¿Identifier¿¿27466¿port¿¿¿{"start":{"line":92,"column":16},"end":{"line":92,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
15572¿Literal¿boolean¿27466¿¿false¿¿{"start":{"line":92,"column":22},"end":{"line":92,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Literal
15573¿ExpressionStatement¿¿27466¿¿¿¿{"start":{"line":89,"column":23},"end":{"line":101,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿ExpressionStatement
15574¿AssignmentExpression¿=¿27466¿¿¿¿{"start":{"line":89,"column":23},"end":{"line":101,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿AssignmentExpression
15575¿MemberExpression¿¿27466¿¿¿¿{"start":{"line":89,"column":23},"end":{"line":101,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿MemberExpression
15576¿Identifier¿¿27466¿v1906¿¿¿¿¿Identifier
15577¿Identifier¿¿27466¿timeout¿¿¿{"start":{"line":93,"column":16},"end":{"line":93,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/clamscan_1.2.0/src/index.js"}¿¿Identifier
