Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
3297¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":642,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Program
3433¿ReturnStatement¿¿5649¿¿¿¿{"start":{"line":31,"column":36},"end":{"line":31,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ReturnStatement
3434¿Identifier¿¿5649¿arg¿¿¿{"start":{"line":31,"column":43},"end":{"line":31,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3435¿BlockStatement¿¿5649¿¿¿¿¿¿BlockStatement
3436¿VariableDeclarator¿¿5649¿v300¿¿¿{"start":{"line":33,"column":15},"end":{"line":33,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
3437¿CallExpression¿¿5649¿¿¿¿{"start":{"line":33,"column":15},"end":{"line":33,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿CallExpression
3438¿MemberExpression¿¿5649¿¿¿¿{"start":{"line":33,"column":15},"end":{"line":33,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿MemberExpression
3439¿Identifier¿¿5649¿arg¿¿¿{"start":{"line":33,"column":15},"end":{"line":33,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3440¿Identifier¿¿5649¿replace¿¿¿{"start":{"line":33,"column":19},"end":{"line":33,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3441¿Literal¿object¿5649¿¿/\\/g¿¿{"start":{"line":33,"column":27},"end":{"line":33,"column":32},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Literal
3442¿Literal¿string¿5649¿¿'\\\\'¿¿{"start":{"line":33,"column":34},"end":{"line":33,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Literal
3443¿VariableDeclarator¿¿5649¿v301¿¿¿{"start":{"line":33,"column":15},"end":{"line":33,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
3444¿CallExpression¿¿5649¿¿¿¿{"start":{"line":33,"column":15},"end":{"line":33,"column":62},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿CallExpression
3445¿MemberExpression¿¿5649¿¿¿¿{"start":{"line":33,"column":15},"end":{"line":33,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿MemberExpression
3446¿Identifier¿¿5649¿v300¿¿¿¿¿Identifier
3447¿Identifier¿¿5649¿replace¿¿¿{"start":{"line":33,"column":42},"end":{"line":33,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3448¿Literal¿object¿5649¿¿/'/g¿¿{"start":{"line":33,"column":50},"end":{"line":33,"column":54},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Literal
3449¿Literal¿string¿5649¿¿'\\''¿¿{"start":{"line":33,"column":56},"end":{"line":33,"column":61},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Literal
3450¿ReturnStatement¿¿5649¿¿¿¿{"start":{"line":33,"column":8},"end":{"line":33,"column":63},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ReturnStatement
3451¿Identifier¿¿5649¿v301¿¿¿¿¿Identifier
3452¿BlockStatement¿¿5649¿¿¿¿{"start":{"line":30,"column":31},"end":{"line":34,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿BlockStatement
3453¿ExpressionStatement¿¿5643¿¿¿¿{"start":{"line":30,"column":4},"end":{"line":34,"column":6},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ExpressionStatement
3454¿AssignmentExpression¿=¿5643¿¿¿¿{"start":{"line":30,"column":4},"end":{"line":34,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿AssignmentExpression
3455¿Identifier¿¿5643¿escapeArg¿¿¿{"start":{"line":30,"column":4},"end":{"line":30,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3456¿Identifier¿¿5643¿v302¿¿¿¿¿Identifier
3457¿BlockStatement¿¿5643¿¿¿¿{"start":{"line":27,"column":7},"end":{"line":35,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿BlockStatement
3458¿VariableDeclarator¿¿5643¿VBoxManage¿¿¿{"start":{"line":38,"column":4},"end":{"line":38,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
3459¿ObjectExpression¿¿5643¿¿¿¿¿¿ObjectExpression
3460¿VariableDeclarator¿exported¿5643¿v335¿¿¿{"start":{"line":46,"column":0},"end":{"line":88,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
3461¿FunctionExpression¿¿5643¿anon¿¿¿{"start":{"line":46,"column":20},"end":{"line":88,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿FunctionExpression
3462¿Identifier¿¿0¿command¿¿¿{"start":{"line":46,"column":30},"end":{"line":46,"column":37},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3463¿Identifier¿¿0¿options¿¿¿{"start":{"line":46,"column":39},"end":{"line":46,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3464¿VariableDeclarator¿¿5653¿v303¿¿¿{"start":{"line":48,"column":25},"end":{"line":48,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
3465¿ArrayExpression¿¿5653¿¿¿¿{"start":{"line":48,"column":25},"end":{"line":48,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ArrayExpression
3466¿ExpressionStatement¿¿5653¿¿¿¿{"start":{"line":48,"column":4},"end":{"line":48,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ExpressionStatement
3467¿AssignmentExpression¿=¿5653¿¿¿¿{"start":{"line":48,"column":4},"end":{"line":48,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿AssignmentExpression
3468¿Identifier¿¿5653¿command¿¿¿{"start":{"line":48,"column":4},"end":{"line":48,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3469¿LogicalExpression¿||¿5653¿¿¿¿{"start":{"line":48,"column":14},"end":{"line":48,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿LogicalExpression
3470¿Identifier¿¿5653¿command¿¿¿{"start":{"line":48,"column":14},"end":{"line":48,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3471¿Identifier¿¿5653¿v303¿¿¿¿¿Identifier
3472¿VariableDeclarator¿¿5653¿v304¿¿¿{"start":{"line":49,"column":10},"end":{"line":49,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
3473¿BinaryExpression¿instanceof¿5653¿¿¿¿{"start":{"line":49,"column":10},"end":{"line":49,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿BinaryExpression
3474¿Identifier¿¿5653¿command¿¿¿{"start":{"line":49,"column":10},"end":{"line":49,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3475¿Identifier¿¿5653¿Array¿¿¿{"start":{"line":49,"column":29},"end":{"line":49,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3476¿VariableDeclarator¿¿5653¿v305¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
3477¿UnaryExpression¿!¿5653¿¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿UnaryExpression
3478¿Identifier¿¿5653¿v304¿¿¿¿¿Identifier
3479¿IfStatement¿¿5653¿¿¿¿{"start":{"line":49,"column":4},"end":{"line":51,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿IfStatement
3480¿Identifier¿¿5653¿v305¿¿¿¿¿Identifier
3481¿ExpressionStatement¿¿5653¿¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ExpressionStatement
3482¿AssignmentExpression¿=¿5653¿¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿AssignmentExpression
3483¿Identifier¿¿5653¿command¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3484¿ArrayExpression¿¿5653¿¿¿¿{"start":{"line":50,"column":18},"end":{"line":50,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ArrayExpression
3485¿Identifier¿¿5653¿command¿¿¿{"start":{"line":50,"column":19},"end":{"line":50,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3486¿BlockStatement¿¿5653¿¿¿¿{"start":{"line":49,"column":37},"end":{"line":51,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿BlockStatement
3487¿VariableDeclarator¿¿5653¿v306¿¿¿{"start":{"line":53,"column":25},"end":{"line":53,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
3488¿ObjectExpression¿¿5653¿¿¿¿{"start":{"line":53,"column":25},"end":{"line":53,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ObjectExpression
3489¿ExpressionStatement¿¿5653¿¿¿¿{"start":{"line":53,"column":4},"end":{"line":53,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ExpressionStatement
3490¿AssignmentExpression¿=¿5653¿¿¿¿{"start":{"line":53,"column":4},"end":{"line":53,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿AssignmentExpression
3491¿Identifier¿¿5653¿options¿¿¿{"start":{"line":53,"column":4},"end":{"line":53,"column":11},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3492¿LogicalExpression¿||¿5653¿¿¿¿{"start":{"line":53,"column":14},"end":{"line":53,"column":27},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿LogicalExpression
3493¿Identifier¿¿5653¿options¿¿¿{"start":{"line":53,"column":14},"end":{"line":53,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3494¿Identifier¿¿5653¿v306¿¿¿¿¿Identifier
3495¿VariableDeclarator¿¿5653¿i¿¿¿{"start":{"line":55,"column":13},"end":{"line":55,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
3496¿Literal¿number¿5653¿¿0¿¿{"start":{"line":55,"column":17},"end":{"line":55,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Literal
3497¿VariableDeclarator¿¿5653¿v307¿¿¿{"start":{"line":55,"column":24},"end":{"line":55,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
3498¿MemberExpression¿¿5653¿¿¿¿{"start":{"line":55,"column":24},"end":{"line":55,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿MemberExpression
3499¿Identifier¿¿5653¿command¿¿¿{"start":{"line":55,"column":24},"end":{"line":55,"column":31},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3500¿Identifier¿¿5653¿length¿¿¿{"start":{"line":55,"column":32},"end":{"line":55,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3501¿VariableDeclarator¿¿5653¿v308¿¿¿{"start":{"line":55,"column":20},"end":{"line":55,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
3502¿BinaryExpression¿<¿5653¿¿¿¿{"start":{"line":55,"column":20},"end":{"line":55,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿BinaryExpression
3503¿Identifier¿¿5653¿i¿¿¿{"start":{"line":55,"column":20},"end":{"line":55,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3504¿Identifier¿¿5653¿v307¿¿¿¿¿Identifier
3505¿WhileStatement¿¿5653¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":57,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿WhileStatement
3506¿Identifier¿¿5653¿v308¿¿¿¿¿Identifier
3507¿VariableDeclarator¿¿5653¿v310¿¿¿{"start":{"line":56,"column":31},"end":{"line":56,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
3508¿MemberExpression¿computed¿5653¿¿¿¿{"start":{"line":56,"column":31},"end":{"line":56,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿MemberExpression
3509¿Identifier¿¿5653¿command¿¿¿{"start":{"line":56,"column":31},"end":{"line":56,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3510¿Identifier¿¿5653¿i¿¿¿{"start":{"line":56,"column":39},"end":{"line":56,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3511¿VariableDeclarator¿¿5653¿v311¿¿¿{"start":{"line":56,"column":8},"end":{"line":56,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
3512¿CallExpression¿¿5653¿¿¿¿{"start":{"line":56,"column":21},"end":{"line":56,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿CallExpression
3513¿Identifier¿¿5653¿escapeArg¿¿¿{"start":{"line":56,"column":21},"end":{"line":56,"column":30},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3514¿Identifier¿¿5653¿v310¿¿¿¿¿Identifier
3515¿ExpressionStatement¿¿5653¿¿¿¿{"start":{"line":56,"column":8},"end":{"line":56,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ExpressionStatement
3516¿AssignmentExpression¿=¿5653¿¿¿¿{"start":{"line":56,"column":8},"end":{"line":56,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿AssignmentExpression
3517¿MemberExpression¿computed¿5653¿¿¿¿{"start":{"line":56,"column":8},"end":{"line":56,"column":18},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿MemberExpression
3518¿Identifier¿¿5653¿command¿¿¿{"start":{"line":56,"column":8},"end":{"line":56,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3519¿Identifier¿¿5653¿i¿¿¿{"start":{"line":56,"column":16},"end":{"line":56,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3520¿Identifier¿¿5653¿v311¿¿¿¿¿Identifier
3521¿VariableDeclarator¿¿5653¿v309¿¿¿{"start":{"line":55,"column":40},"end":{"line":55,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
3522¿UpdateExpression¿¿5653¿¿¿¿{"start":{"line":55,"column":40},"end":{"line":55,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿UpdateExpression
3523¿Identifier¿¿5653¿i¿¿¿{"start":{"line":55,"column":40},"end":{"line":55,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3524¿ExpressionStatement¿¿5653¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":57,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿ExpressionStatement
3525¿AssignmentExpression¿=¿5653¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":57,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿AssignmentExpression
3526¿Identifier¿¿5653¿v308¿¿¿{"start":{"line":55,"column":4},"end":{"line":57,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3527¿BinaryExpression¿<¿5653¿¿¿¿{"start":{"line":55,"column":20},"end":{"line":55,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿BinaryExpression
3528¿Identifier¿¿5653¿i¿¿¿{"start":{"line":55,"column":20},"end":{"line":55,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3529¿Identifier¿¿5653¿v307¿¿¿¿¿Identifier
3530¿BlockStatement¿¿5653¿¿¿¿¿¿BlockStatement
3531¿VariableDeclarator¿¿5653¿v312¿¿¿{"start":{"line":59,"column":4},"end":{"line":59,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
3532¿CallExpression¿¿5653¿¿¿¿{"start":{"line":59,"column":4},"end":{"line":59,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿CallExpression
3533¿MemberExpression¿¿5653¿¿¿¿{"start":{"line":59,"column":4},"end":{"line":59,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿MemberExpression
3534¿Identifier¿¿5653¿Object¿¿¿{"start":{"line":59,"column":4},"end":{"line":59,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3535¿Identifier¿¿5653¿keys¿¿¿{"start":{"line":59,"column":11},"end":{"line":59,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3536¿Identifier¿¿5653¿options¿¿¿{"start":{"line":59,"column":16},"end":{"line":59,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3537¿VariableDeclarator¿¿5653¿v318¿¿¿{"start":{"line":59,"column":33},"end":{"line":68,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
3538¿FunctionExpression¿¿5653¿anon¿¿¿{"start":{"line":59,"column":33},"end":{"line":68,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿FunctionExpression
3539¿Identifier¿¿0¿option¿¿¿{"start":{"line":59,"column":43},"end":{"line":59,"column":49},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3540¿VariableDeclarator¿¿5657¿v313¿¿¿{"start":{"line":61,"column":21},"end":{"line":61,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
3541¿BinaryExpression¿+¿5657¿¿¿¿{"start":{"line":61,"column":21},"end":{"line":61,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿BinaryExpression
3542¿Literal¿string¿5657¿¿'--'¿¿{"start":{"line":61,"column":21},"end":{"line":61,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Literal
3543¿Identifier¿¿5657¿option¿¿¿{"start":{"line":61,"column":28},"end":{"line":61,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3544¿VariableDeclarator¿¿5657¿v314¿¿¿{"start":{"line":61,"column":8},"end":{"line":61,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿VariableDeclarator
3545¿CallExpression¿¿5657¿¿¿¿{"start":{"line":61,"column":8},"end":{"line":61,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿CallExpression
3546¿MemberExpression¿¿5657¿¿¿¿{"start":{"line":61,"column":8},"end":{"line":61,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿MemberExpression
3547¿Identifier¿¿5657¿command¿¿¿{"start":{"line":61,"column":8},"end":{"line":61,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
3548¿Identifier¿¿5657¿push¿¿¿{"start":{"line":61,"column":16},"end":{"line":61,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/vboxmanage.js_1.0.6/src/index.js"}¿¿Identifier
