Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1036¿Program¿¿-1¿¿¿¿{"start":{"line":4,"column":0},"end":{"line":147,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Program
1613¿MemberExpression¿computed¿1828¿¿¿¿{"start":{"line":116,"column":11},"end":{"line":116,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿MemberExpression
1614¿Identifier¿¿1828¿parts¿¿¿{"start":{"line":116,"column":11},"end":{"line":116,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1615¿Identifier¿¿1828¿idx¿¿¿{"start":{"line":116,"column":17},"end":{"line":116,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1616¿IfStatement¿¿1828¿¿¿¿{"start":{"line":118,"column":4},"end":{"line":127,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿IfStatement
1617¿Identifier¿¿1828¿part¿¿¿{"start":{"line":118,"column":8},"end":{"line":118,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1618¿VariableDeclarator¿¿1828¿v166¿¿¿{"start":{"line":119,"column":10},"end":{"line":119,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1619¿CallExpression¿¿1828¿¿¿¿{"start":{"line":119,"column":10},"end":{"line":119,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿CallExpression
1620¿Identifier¿¿1828¿shouldBeQuoted¿¿¿{"start":{"line":119,"column":10},"end":{"line":119,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1621¿Identifier¿¿1828¿part¿¿¿{"start":{"line":119,"column":25},"end":{"line":119,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1622¿IfStatement¿¿1828¿¿¿¿{"start":{"line":119,"column":6},"end":{"line":121,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿IfStatement
1623¿Identifier¿¿1828¿v166¿¿¿¿¿Identifier
1624¿VariableDeclarator¿¿1828¿v167¿¿¿{"start":{"line":120,"column":15},"end":{"line":120,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1625¿BinaryExpression¿+¿1828¿¿¿¿{"start":{"line":120,"column":15},"end":{"line":120,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿BinaryExpression
1626¿Literal¿string¿1828¿¿'''¿¿{"start":{"line":120,"column":15},"end":{"line":120,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Literal
1627¿Identifier¿¿1828¿part¿¿¿{"start":{"line":120,"column":21},"end":{"line":120,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1628¿ExpressionStatement¿¿1828¿¿¿¿{"start":{"line":120,"column":8},"end":{"line":120,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿ExpressionStatement
1629¿AssignmentExpression¿=¿1828¿¿¿¿{"start":{"line":120,"column":8},"end":{"line":120,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿AssignmentExpression
1630¿Identifier¿¿1828¿part¿¿¿{"start":{"line":120,"column":8},"end":{"line":120,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1631¿BinaryExpression¿+¿1828¿¿¿¿{"start":{"line":120,"column":15},"end":{"line":120,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿BinaryExpression
1632¿Identifier¿¿1828¿v167¿¿¿¿¿Identifier
1633¿Literal¿string¿1828¿¿'''¿¿{"start":{"line":120,"column":28},"end":{"line":120,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Literal
1634¿BlockStatement¿¿1828¿¿¿¿{"start":{"line":119,"column":32},"end":{"line":121,"column":7},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿BlockStatement
1635¿ExpressionStatement¿¿1828¿¿¿¿{"start":{"line":123,"column":6},"end":{"line":123,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿ExpressionStatement
1636¿AssignmentExpression¿=¿1828¿¿¿¿{"start":{"line":123,"column":6},"end":{"line":123,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿AssignmentExpression
1637¿Identifier¿¿1828¿isBracket¿¿¿{"start":{"line":123,"column":6},"end":{"line":123,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1638¿CallExpression¿¿1828¿¿¿¿{"start":{"line":123,"column":18},"end":{"line":123,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿CallExpression
1639¿Identifier¿¿1828¿isQuoted¿¿¿{"start":{"line":123,"column":18},"end":{"line":123,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1640¿Identifier¿¿1828¿part¿¿¿{"start":{"line":123,"column":27},"end":{"line":123,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1641¿VariableDeclarator¿¿1828¿v168¿¿¿{"start":{"line":124,"column":16},"end":{"line":124,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1642¿UnaryExpression¿!¿1828¿¿¿¿{"start":{"line":124,"column":16},"end":{"line":124,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿UnaryExpression
1643¿Identifier¿¿1828¿isBracket¿¿¿{"start":{"line":124,"column":17},"end":{"line":124,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1644¿VariableDeclarator¿¿1828¿v169¿¿¿{"start":{"line":124,"column":30},"end":{"line":124,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1645¿CallExpression¿¿1828¿¿¿¿{"start":{"line":124,"column":30},"end":{"line":124,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿CallExpression
1646¿MemberExpression¿¿1828¿¿¿¿{"start":{"line":124,"column":30},"end":{"line":124,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿MemberExpression
1647¿Literal¿object¿1828¿¿/^\d+$/¿¿{"start":{"line":124,"column":30},"end":{"line":124,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Literal
1648¿Identifier¿¿1828¿test¿¿¿{"start":{"line":124,"column":38},"end":{"line":124,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1649¿Identifier¿¿1828¿part¿¿¿{"start":{"line":124,"column":43},"end":{"line":124,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1650¿ExpressionStatement¿¿1828¿¿¿¿{"start":{"line":124,"column":6},"end":{"line":124,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿ExpressionStatement
1651¿AssignmentExpression¿=¿1828¿¿¿¿{"start":{"line":124,"column":6},"end":{"line":124,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿AssignmentExpression
1652¿Identifier¿¿1828¿isArray¿¿¿{"start":{"line":124,"column":6},"end":{"line":124,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1653¿LogicalExpression¿&&¿1828¿¿¿¿{"start":{"line":124,"column":16},"end":{"line":124,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿LogicalExpression
1654¿Identifier¿¿1828¿v168¿¿¿¿¿Identifier
1655¿Identifier¿¿1828¿v169¿¿¿¿¿Identifier
1656¿VariableDeclarator¿¿1828¿v170¿¿¿{"start":{"line":126,"column":6},"end":{"line":126,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1657¿CallExpression¿¿1828¿¿¿¿{"start":{"line":126,"column":6},"end":{"line":126,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿CallExpression
1658¿MemberExpression¿¿1828¿¿¿¿{"start":{"line":126,"column":6},"end":{"line":126,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿MemberExpression
1659¿Identifier¿¿1828¿iter¿¿¿{"start":{"line":126,"column":6},"end":{"line":126,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1660¿Identifier¿¿1828¿call¿¿¿{"start":{"line":126,"column":11},"end":{"line":126,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1661¿Identifier¿¿1828¿thisArg¿¿¿{"start":{"line":126,"column":16},"end":{"line":126,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1662¿Identifier¿¿1828¿part¿¿¿{"start":{"line":126,"column":25},"end":{"line":126,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1663¿Identifier¿¿1828¿isBracket¿¿¿{"start":{"line":126,"column":31},"end":{"line":126,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1664¿Identifier¿¿1828¿isArray¿¿¿{"start":{"line":126,"column":42},"end":{"line":126,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1665¿Identifier¿¿1828¿idx¿¿¿{"start":{"line":126,"column":51},"end":{"line":126,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1666¿Identifier¿¿1828¿parts¿¿¿{"start":{"line":126,"column":56},"end":{"line":126,"column":61},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1667¿ExpressionStatement¿¿1828¿¿¿¿{"start":{"line":126,"column":6},"end":{"line":126,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿ExpressionStatement
1668¿Identifier¿¿1828¿v170¿¿¿¿¿Identifier
1669¿BlockStatement¿¿1828¿¿¿¿{"start":{"line":118,"column":14},"end":{"line":127,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿BlockStatement
1670¿VariableDeclarator¿¿1828¿v165¿¿¿{"start":{"line":115,"column":27},"end":{"line":115,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1671¿UpdateExpression¿¿1828¿¿¿¿{"start":{"line":115,"column":27},"end":{"line":115,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿UpdateExpression
1672¿Identifier¿¿1828¿idx¿¿¿{"start":{"line":115,"column":27},"end":{"line":115,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1673¿ExpressionStatement¿¿1828¿¿¿¿{"start":{"line":115,"column":2},"end":{"line":128,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿ExpressionStatement
1674¿AssignmentExpression¿=¿1828¿¿¿¿{"start":{"line":115,"column":2},"end":{"line":128,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿AssignmentExpression
1675¿Identifier¿¿1828¿v164¿¿¿{"start":{"line":115,"column":2},"end":{"line":128,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1676¿BinaryExpression¿<¿1828¿¿¿¿{"start":{"line":115,"column":16},"end":{"line":115,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿BinaryExpression
1677¿Identifier¿¿1828¿idx¿¿¿{"start":{"line":115,"column":16},"end":{"line":115,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1678¿Identifier¿¿1828¿len¿¿¿{"start":{"line":115,"column":22},"end":{"line":115,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1679¿BlockStatement¿¿1828¿¿¿¿¿¿BlockStatement
1680¿BlockStatement¿¿1828¿¿¿¿{"start":{"line":108,"column":39},"end":{"line":129,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿BlockStatement
1681¿VariableDeclarator¿¿1791¿isQuoted¿¿¿{"start":{"line":131,"column":0},"end":{"line":135,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1682¿FunctionExpression¿¿1791¿anon¿¿¿{"start":{"line":131,"column":0},"end":{"line":135,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿FunctionExpression
1683¿Identifier¿¿0¿str¿¿¿{"start":{"line":131,"column":18},"end":{"line":131,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1684¿VariableDeclarator¿¿1833¿v171¿¿¿{"start":{"line":133,"column":4},"end":{"line":133,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1685¿UnaryExpression¿typeof¿1833¿¿¿¿{"start":{"line":133,"column":4},"end":{"line":133,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿UnaryExpression
1686¿Identifier¿¿1833¿str¿¿¿{"start":{"line":133,"column":11},"end":{"line":133,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1687¿VariableDeclarator¿¿1833¿v172¿¿¿{"start":{"line":133,"column":4},"end":{"line":133,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1688¿BinaryExpression¿===¿1833¿¿¿¿{"start":{"line":133,"column":4},"end":{"line":133,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿BinaryExpression
1689¿Identifier¿¿1833¿v171¿¿¿¿¿Identifier
1690¿Literal¿string¿1833¿¿'string'¿¿{"start":{"line":133,"column":19},"end":{"line":133,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Literal
1691¿VariableDeclarator¿¿1833¿v173¿¿¿{"start":{"line":133,"column":4},"end":{"line":133,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1692¿LogicalExpression¿&&¿1833¿¿¿¿{"start":{"line":133,"column":4},"end":{"line":133,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿LogicalExpression
1693¿Identifier¿¿1833¿v172¿¿¿¿¿Identifier
1694¿Identifier¿¿1833¿str¿¿¿{"start":{"line":133,"column":31},"end":{"line":133,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1695¿VariableDeclarator¿¿1833¿v174¿¿¿{"start":{"line":133,"column":38},"end":{"line":133,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1696¿ArrayExpression¿¿1833¿¿¿¿{"start":{"line":133,"column":38},"end":{"line":133,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿ArrayExpression
1697¿Literal¿string¿1833¿¿'''¿¿{"start":{"line":133,"column":39},"end":{"line":133,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Literal
1698¿Literal¿string¿1833¿¿'''¿¿{"start":{"line":133,"column":44},"end":{"line":133,"column":47},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Literal
1699¿VariableDeclarator¿¿1833¿v175¿¿¿{"start":{"line":133,"column":57},"end":{"line":133,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1700¿CallExpression¿¿1833¿¿¿¿{"start":{"line":133,"column":57},"end":{"line":133,"column":70},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿CallExpression
1701¿MemberExpression¿¿1833¿¿¿¿{"start":{"line":133,"column":57},"end":{"line":133,"column":67},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿MemberExpression
1702¿Identifier¿¿1833¿str¿¿¿{"start":{"line":133,"column":57},"end":{"line":133,"column":60},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1703¿Identifier¿¿1833¿charAt¿¿¿{"start":{"line":133,"column":61},"end":{"line":133,"column":67},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1704¿Literal¿number¿1833¿¿0¿¿{"start":{"line":133,"column":68},"end":{"line":133,"column":69},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Literal
1705¿VariableDeclarator¿¿1833¿v176¿¿¿{"start":{"line":133,"column":38},"end":{"line":133,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1706¿CallExpression¿¿1833¿¿¿¿{"start":{"line":133,"column":38},"end":{"line":133,"column":71},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿CallExpression
1707¿MemberExpression¿¿1833¿¿¿¿{"start":{"line":133,"column":38},"end":{"line":133,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿MemberExpression
1708¿Identifier¿¿1833¿v174¿¿¿¿¿Identifier
1709¿Identifier¿¿1833¿indexOf¿¿¿{"start":{"line":133,"column":49},"end":{"line":133,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1710¿Identifier¿¿1833¿v175¿¿¿¿¿Identifier
1711¿VariableDeclarator¿¿1833¿v177¿¿¿{"start":{"line":133,"column":76},"end":{"line":133,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1712¿UnaryExpression¿-¿1833¿¿¿¿{"start":{"line":133,"column":76},"end":{"line":133,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿UnaryExpression
1713¿Literal¿number¿1833¿¿1¿¿{"start":{"line":133,"column":77},"end":{"line":133,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Literal
1714¿VariableDeclarator¿¿1833¿v178¿¿¿{"start":{"line":133,"column":38},"end":{"line":133,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1715¿BinaryExpression¿!==¿1833¿¿¿¿{"start":{"line":133,"column":38},"end":{"line":133,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿BinaryExpression
1716¿Identifier¿¿1833¿v176¿¿¿¿¿Identifier
1717¿Identifier¿¿1833¿v177¿¿¿¿¿Identifier
1718¿VariableDeclarator¿¿1833¿v179¿¿¿{"start":{"line":133,"column":4},"end":{"line":133,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1719¿LogicalExpression¿&&¿1833¿¿¿¿{"start":{"line":133,"column":4},"end":{"line":133,"column":78},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿LogicalExpression
1720¿Identifier¿¿1833¿v173¿¿¿¿¿Identifier
1721¿Identifier¿¿1833¿v178¿¿¿¿¿Identifier
1722¿ReturnStatement¿¿1833¿¿¿¿{"start":{"line":132,"column":2},"end":{"line":134,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿ReturnStatement
1723¿Identifier¿¿1833¿v179¿¿¿¿¿Identifier
1724¿BlockStatement¿¿1833¿¿¿¿{"start":{"line":131,"column":23},"end":{"line":135,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿BlockStatement
1725¿VariableDeclarator¿¿1791¿hasLeadingNumber¿¿¿{"start":{"line":137,"column":0},"end":{"line":139,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1726¿FunctionExpression¿¿1791¿anon¿¿¿{"start":{"line":137,"column":0},"end":{"line":139,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿FunctionExpression
1727¿Identifier¿¿0¿part¿¿¿{"start":{"line":137,"column":26},"end":{"line":137,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1728¿VariableDeclarator¿¿1835¿v180¿¿¿{"start":{"line":138,"column":9},"end":{"line":138,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1729¿CallExpression¿¿1835¿¿¿¿{"start":{"line":138,"column":9},"end":{"line":138,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿CallExpression
1730¿MemberExpression¿¿1835¿¿¿¿{"start":{"line":138,"column":9},"end":{"line":138,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿MemberExpression
1731¿Identifier¿¿1835¿part¿¿¿{"start":{"line":138,"column":9},"end":{"line":138,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1732¿Identifier¿¿1835¿match¿¿¿{"start":{"line":138,"column":14},"end":{"line":138,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1733¿Identifier¿¿1835¿LEAD_DIGIT_REGEX¿¿¿{"start":{"line":138,"column":20},"end":{"line":138,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1734¿VariableDeclarator¿¿1835¿v181¿¿¿{"start":{"line":138,"column":42},"end":{"line":138,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1735¿CallExpression¿¿1835¿¿¿¿{"start":{"line":138,"column":42},"end":{"line":138,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿CallExpression
1736¿MemberExpression¿¿1835¿¿¿¿{"start":{"line":138,"column":42},"end":{"line":138,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿MemberExpression
1737¿Identifier¿¿1835¿part¿¿¿{"start":{"line":138,"column":42},"end":{"line":138,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1738¿Identifier¿¿1835¿match¿¿¿{"start":{"line":138,"column":47},"end":{"line":138,"column":52},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1739¿Identifier¿¿1835¿DIGIT_REGEX¿¿¿{"start":{"line":138,"column":53},"end":{"line":138,"column":64},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1740¿VariableDeclarator¿¿1835¿v182¿¿¿{"start":{"line":138,"column":41},"end":{"line":138,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1741¿UnaryExpression¿!¿1835¿¿¿¿{"start":{"line":138,"column":41},"end":{"line":138,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿UnaryExpression
1742¿Identifier¿¿1835¿v181¿¿¿¿¿Identifier
1743¿VariableDeclarator¿¿1835¿v183¿¿¿{"start":{"line":138,"column":9},"end":{"line":138,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1744¿LogicalExpression¿&&¿1835¿¿¿¿{"start":{"line":138,"column":9},"end":{"line":138,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿LogicalExpression
1745¿Identifier¿¿1835¿v180¿¿¿¿¿Identifier
1746¿Identifier¿¿1835¿v182¿¿¿¿¿Identifier
1747¿ReturnStatement¿¿1835¿¿¿¿{"start":{"line":138,"column":2},"end":{"line":138,"column":65},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿ReturnStatement
1748¿Identifier¿¿1835¿v183¿¿¿¿¿Identifier
1749¿BlockStatement¿¿1835¿¿¿¿{"start":{"line":137,"column":32},"end":{"line":139,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿BlockStatement
1750¿VariableDeclarator¿¿1791¿hasSpecialChars¿¿¿{"start":{"line":141,"column":0},"end":{"line":143,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1751¿FunctionExpression¿¿1791¿anon¿¿¿{"start":{"line":141,"column":0},"end":{"line":143,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿FunctionExpression
1752¿Identifier¿¿0¿part¿¿¿{"start":{"line":141,"column":25},"end":{"line":141,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿Identifier
1753¿VariableDeclarator¿¿1837¿v184¿¿¿{"start":{"line":142,"column":9},"end":{"line":142,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿VariableDeclarator
1754¿CallExpression¿¿1837¿¿¿¿{"start":{"line":142,"column":9},"end":{"line":142,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/property-expr_2.0.2/src/index.js"}¿¿CallExpression
