Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2614¿Program¿¿-1¿¿¿¿{"start":{"line":10,"column":0},"end":{"line":583,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Program
2747¿ReturnStatement¿¿4595¿¿¿¿{"start":{"line":78,"column":8},"end":{"line":80,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ReturnStatement
2748¿Identifier¿¿4595¿v242¿¿¿¿¿Identifier
2749¿BlockStatement¿¿4595¿¿¿¿{"start":{"line":66,"column":33},"end":{"line":81,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BlockStatement
2750¿ExpressionStatement¿¿4593¿¿¿¿{"start":{"line":66,"column":4},"end":{"line":81,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ExpressionStatement
2751¿AssignmentExpression¿=¿4593¿¿¿¿{"start":{"line":66,"column":4},"end":{"line":81,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿AssignmentExpression
2752¿Identifier¿¿4593¿splitLines¿¿¿{"start":{"line":66,"column":4},"end":{"line":66,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2753¿Identifier¿¿4593¿v243¿¿¿¿¿Identifier
2754¿IfStatement¿¿4593¿¿¿¿{"start":{"line":82,"column":4},"end":{"line":93,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿IfStatement
2755¿Identifier¿¿4593¿async¿¿¿{"start":{"line":82,"column":8},"end":{"line":82,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2756¿VariableDeclarator¿¿4593¿v247¿¿¿{"start":{"line":83,"column":26},"end":{"line":89,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
2757¿FunctionExpression¿¿4593¿fileReadCb¿¿¿{"start":{"line":83,"column":26},"end":{"line":89,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿FunctionExpression
2758¿Identifier¿¿0¿err¿¿¿{"start":{"line":83,"column":46},"end":{"line":83,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2759¿Identifier¿¿0¿data¿¿¿{"start":{"line":83,"column":51},"end":{"line":83,"column":55},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2760¿IfStatement¿¿4602¿¿¿¿{"start":{"line":84,"column":12},"end":{"line":88,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿IfStatement
2761¿Identifier¿¿4602¿err¿¿¿{"start":{"line":84,"column":16},"end":{"line":84,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2762¿VariableDeclarator¿¿4602¿v244¿¿¿{"start":{"line":85,"column":16},"end":{"line":85,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
2763¿CallExpression¿¿4602¿¿¿¿{"start":{"line":85,"column":16},"end":{"line":85,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿CallExpression
2764¿Identifier¿¿4602¿cb¿¿¿{"start":{"line":85,"column":16},"end":{"line":85,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2765¿Identifier¿¿4602¿err¿¿¿{"start":{"line":85,"column":19},"end":{"line":85,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2766¿Literal¿object¿4602¿¿null¿¿{"start":{"line":85,"column":24},"end":{"line":85,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Literal
2767¿ExpressionStatement¿¿4602¿¿¿¿{"start":{"line":85,"column":16},"end":{"line":85,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ExpressionStatement
2768¿Identifier¿¿4602¿v244¿¿¿¿¿Identifier
2769¿BlockStatement¿¿4602¿¿¿¿{"start":{"line":84,"column":21},"end":{"line":86,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BlockStatement
2770¿VariableDeclarator¿¿4602¿v245¿¿¿{"start":{"line":87,"column":25},"end":{"line":87,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
2771¿CallExpression¿¿4602¿¿¿¿{"start":{"line":87,"column":25},"end":{"line":87,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿CallExpression
2772¿Identifier¿¿4602¿splitLines¿¿¿{"start":{"line":87,"column":25},"end":{"line":87,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2773¿Identifier¿¿4602¿data¿¿¿{"start":{"line":87,"column":36},"end":{"line":87,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2774¿VariableDeclarator¿¿4602¿v246¿¿¿{"start":{"line":87,"column":16},"end":{"line":87,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
2775¿CallExpression¿¿4602¿¿¿¿{"start":{"line":87,"column":16},"end":{"line":87,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿CallExpression
2776¿Identifier¿¿4602¿cb¿¿¿{"start":{"line":87,"column":16},"end":{"line":87,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2777¿Literal¿object¿4602¿¿null¿¿{"start":{"line":87,"column":19},"end":{"line":87,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Literal
2778¿Identifier¿¿4602¿v245¿¿¿¿¿Identifier
2779¿ExpressionStatement¿¿4602¿¿¿¿{"start":{"line":87,"column":16},"end":{"line":87,"column":43},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ExpressionStatement
2780¿Identifier¿¿4602¿v246¿¿¿¿¿Identifier
2781¿BlockStatement¿¿4602¿¿¿¿{"start":{"line":86,"column":19},"end":{"line":88,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BlockStatement
2782¿BlockStatement¿¿4602¿¿¿¿{"start":{"line":83,"column":57},"end":{"line":89,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BlockStatement
2783¿VariableDeclarator¿¿4593¿v248¿¿¿{"start":{"line":83,"column":8},"end":{"line":89,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
2784¿CallExpression¿¿4593¿¿¿¿{"start":{"line":83,"column":8},"end":{"line":89,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿CallExpression
2785¿MemberExpression¿¿4593¿¿¿¿{"start":{"line":83,"column":8},"end":{"line":83,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
2786¿Identifier¿¿4593¿fs¿¿¿{"start":{"line":83,"column":8},"end":{"line":83,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2787¿Identifier¿¿4593¿readFile¿¿¿{"start":{"line":83,"column":11},"end":{"line":83,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2788¿Identifier¿¿4593¿file¿¿¿{"start":{"line":83,"column":20},"end":{"line":83,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2789¿Identifier¿¿4593¿v247¿¿¿¿¿Identifier
2790¿ExpressionStatement¿¿4593¿¿¿¿{"start":{"line":83,"column":8},"end":{"line":89,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ExpressionStatement
2791¿Identifier¿¿4593¿v248¿¿¿¿¿Identifier
2792¿BlockStatement¿¿4593¿¿¿¿{"start":{"line":82,"column":15},"end":{"line":90,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BlockStatement
2793¿ExpressionStatement¿¿4593¿¿¿¿{"start":{"line":91,"column":8},"end":{"line":91,"column":37},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ExpressionStatement
2794¿AssignmentExpression¿=¿4593¿¿¿¿{"start":{"line":91,"column":8},"end":{"line":91,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿AssignmentExpression
2795¿Identifier¿¿4593¿data¿¿¿{"start":{"line":91,"column":8},"end":{"line":91,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2796¿CallExpression¿¿4593¿¿¿¿{"start":{"line":91,"column":15},"end":{"line":91,"column":36},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿CallExpression
2797¿MemberExpression¿¿4593¿¿¿¿{"start":{"line":91,"column":15},"end":{"line":91,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
2798¿Identifier¿¿4593¿fs¿¿¿{"start":{"line":91,"column":15},"end":{"line":91,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2799¿Identifier¿¿4593¿readFileSync¿¿¿{"start":{"line":91,"column":18},"end":{"line":91,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2800¿Identifier¿¿4593¿file¿¿¿{"start":{"line":91,"column":31},"end":{"line":91,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2801¿VariableDeclarator¿¿4593¿v249¿¿¿{"start":{"line":92,"column":15},"end":{"line":92,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
2802¿CallExpression¿¿4593¿¿¿¿{"start":{"line":92,"column":15},"end":{"line":92,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿CallExpression
2803¿Identifier¿¿4593¿splitLines¿¿¿{"start":{"line":92,"column":15},"end":{"line":92,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2804¿Identifier¿¿4593¿data¿¿¿{"start":{"line":92,"column":26},"end":{"line":92,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2805¿ReturnStatement¿¿4593¿¿¿¿{"start":{"line":92,"column":8},"end":{"line":92,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿ReturnStatement
2806¿Identifier¿¿4593¿v249¿¿¿¿¿Identifier
2807¿BlockStatement¿¿4593¿¿¿¿{"start":{"line":90,"column":11},"end":{"line":93,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BlockStatement
2808¿BlockStatement¿¿4593¿¿¿¿{"start":{"line":64,"column":35},"end":{"line":94,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BlockStatement
2809¿VariableDeclarator¿¿4591¿fixQuoted¿¿¿{"start":{"line":107,"column":0},"end":{"line":115,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
2810¿FunctionExpression¿¿4591¿anon¿¿¿{"start":{"line":107,"column":0},"end":{"line":115,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿FunctionExpression
2811¿Identifier¿¿0¿str¿¿¿{"start":{"line":107,"column":19},"end":{"line":107,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2812¿VariableDeclarator¿¿4606¿v250¿¿¿{"start":{"line":109,"column":9},"end":{"line":109,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
2813¿MemberExpression¿computed¿4606¿¿¿¿{"start":{"line":109,"column":9},"end":{"line":109,"column":15},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
2814¿Identifier¿¿4606¿str¿¿¿{"start":{"line":109,"column":9},"end":{"line":109,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2815¿Literal¿number¿4606¿¿0¿¿{"start":{"line":109,"column":13},"end":{"line":109,"column":14},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Literal
2816¿VariableDeclarator¿¿4606¿v251¿¿¿{"start":{"line":109,"column":9},"end":{"line":109,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
2817¿BinaryExpression¿===¿4606¿¿¿¿{"start":{"line":109,"column":9},"end":{"line":109,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BinaryExpression
2818¿Identifier¿¿4606¿v250¿¿¿¿¿Identifier
2819¿Literal¿string¿4606¿¿'''¿¿{"start":{"line":109,"column":20},"end":{"line":109,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Literal
2820¿VariableDeclarator¿¿4606¿v252¿¿¿{"start":{"line":109,"column":31},"end":{"line":109,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
2821¿MemberExpression¿¿4606¿¿¿¿{"start":{"line":109,"column":31},"end":{"line":109,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
2822¿Identifier¿¿4606¿str¿¿¿{"start":{"line":109,"column":31},"end":{"line":109,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2823¿Identifier¿¿4606¿length¿¿¿{"start":{"line":109,"column":35},"end":{"line":109,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2824¿VariableDeclarator¿¿4606¿v253¿¿¿{"start":{"line":109,"column":31},"end":{"line":109,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
2825¿BinaryExpression¿-¿4606¿¿¿¿{"start":{"line":109,"column":31},"end":{"line":109,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BinaryExpression
2826¿Identifier¿¿4606¿v252¿¿¿¿¿Identifier
2827¿Literal¿number¿4606¿¿1¿¿{"start":{"line":109,"column":44},"end":{"line":109,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Literal
2828¿VariableDeclarator¿¿4606¿v254¿¿¿{"start":{"line":109,"column":27},"end":{"line":109,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
2829¿MemberExpression¿computed¿4606¿¿¿¿{"start":{"line":109,"column":27},"end":{"line":109,"column":46},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
2830¿Identifier¿¿4606¿str¿¿¿{"start":{"line":109,"column":27},"end":{"line":109,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2831¿Identifier¿¿4606¿v253¿¿¿¿¿Identifier
2832¿VariableDeclarator¿¿4606¿v255¿¿¿{"start":{"line":109,"column":27},"end":{"line":109,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
2833¿BinaryExpression¿===¿4606¿¿¿¿{"start":{"line":109,"column":27},"end":{"line":109,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BinaryExpression
2834¿Identifier¿¿4606¿v254¿¿¿¿¿Identifier
2835¿Literal¿string¿4606¿¿'''¿¿{"start":{"line":109,"column":51},"end":{"line":109,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Literal
2836¿VariableDeclarator¿¿4606¿v256¿¿¿{"start":{"line":109,"column":9},"end":{"line":109,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
2837¿LogicalExpression¿&&¿4606¿¿¿¿{"start":{"line":109,"column":9},"end":{"line":109,"column":54},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿LogicalExpression
2838¿Identifier¿¿4606¿v251¿¿¿¿¿Identifier
2839¿Identifier¿¿4606¿v255¿¿¿¿¿Identifier
2840¿VariableDeclarator¿¿4606¿v257¿¿¿{"start":{"line":110,"column":13},"end":{"line":110,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
2841¿MemberExpression¿computed¿4606¿¿¿¿{"start":{"line":110,"column":13},"end":{"line":110,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
2842¿Identifier¿¿4606¿str¿¿¿{"start":{"line":110,"column":13},"end":{"line":110,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2843¿Literal¿number¿4606¿¿0¿¿{"start":{"line":110,"column":17},"end":{"line":110,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Literal
2844¿VariableDeclarator¿¿4606¿v258¿¿¿{"start":{"line":110,"column":13},"end":{"line":110,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
2845¿BinaryExpression¿===¿4606¿¿¿¿{"start":{"line":110,"column":13},"end":{"line":110,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BinaryExpression
2846¿Identifier¿¿4606¿v257¿¿¿¿¿Identifier
2847¿Literal¿string¿4606¿¿'''¿¿{"start":{"line":110,"column":24},"end":{"line":110,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Literal
2848¿VariableDeclarator¿¿4606¿v259¿¿¿{"start":{"line":110,"column":35},"end":{"line":110,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
2849¿MemberExpression¿¿4606¿¿¿¿{"start":{"line":110,"column":35},"end":{"line":110,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿MemberExpression
2850¿Identifier¿¿4606¿str¿¿¿{"start":{"line":110,"column":35},"end":{"line":110,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2851¿Identifier¿¿4606¿length¿¿¿{"start":{"line":110,"column":39},"end":{"line":110,"column":45},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Identifier
2852¿VariableDeclarator¿¿4606¿v260¿¿¿{"start":{"line":110,"column":35},"end":{"line":110,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
2853¿BinaryExpression¿-¿4606¿¿¿¿{"start":{"line":110,"column":35},"end":{"line":110,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿BinaryExpression
2854¿Identifier¿¿4606¿v259¿¿¿¿¿Identifier
2855¿Literal¿number¿4606¿¿1¿¿{"start":{"line":110,"column":48},"end":{"line":110,"column":49},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿Literal
2856¿VariableDeclarator¿¿4606¿v261¿¿¿{"start":{"line":110,"column":31},"end":{"line":110,"column":50},"fname":"/datasets/secbench-dataset/CWE-471/inireader_1.0.0/src/inireadercore.js"}¿¿VariableDeclarator
