Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
4342¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":419,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Program
4487¿Identifier¿¿7574¿potentialError¿¿¿{"start":{"line":30,"column":7},"end":{"line":30,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4488¿NewExpression¿¿7574¿¿¿¿{"start":{"line":30,"column":24},"end":{"line":30,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿NewExpression
4489¿Identifier¿¿7574¿Error¿¿¿{"start":{"line":30,"column":28},"end":{"line":30,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4490¿VariableDeclarator¿¿7574¿v470¿¿¿{"start":{"line":31,"column":2},"end":{"line":33,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
4491¿FunctionExpression¿¿7574¿anon¿¿¿{"start":{"line":31,"column":15},"end":{"line":33,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿FunctionExpression
4492¿VariableDeclarator¿¿7576¿v469¿¿¿{"start":{"line":32,"column":4},"end":{"line":32,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
4493¿CallExpression¿¿7576¿¿¿¿{"start":{"line":32,"column":4},"end":{"line":32,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿CallExpression
4494¿MemberExpression¿¿7576¿¿¿¿{"start":{"line":32,"column":4},"end":{"line":32,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
4495¿Identifier¿¿7576¿git¿¿¿{"start":{"line":32,"column":4},"end":{"line":32,"column":7},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4496¿Identifier¿¿7576¿queueTask¿¿¿{"start":{"line":32,"column":8},"end":{"line":32,"column":17},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4497¿Identifier¿¿7576¿self¿¿¿{"start":{"line":32,"column":18},"end":{"line":32,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4498¿ExpressionStatement¿¿7576¿¿¿¿{"start":{"line":32,"column":4},"end":{"line":32,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿ExpressionStatement
4499¿Identifier¿¿7576¿v469¿¿¿¿¿Identifier
4500¿BlockStatement¿¿7576¿¿¿¿{"start":{"line":31,"column":26},"end":{"line":33,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿BlockStatement
4501¿ExpressionStatement¿¿7574¿¿¿¿{"start":{"line":31,"column":2},"end":{"line":33,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿ExpressionStatement
4502¿AssignmentExpression¿=¿7574¿¿¿¿{"start":{"line":31,"column":2},"end":{"line":33,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿AssignmentExpression
4503¿MemberExpression¿¿7574¿¿¿¿{"start":{"line":31,"column":2},"end":{"line":31,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
4504¿ThisExpression¿¿7574¿¿¿¿{"start":{"line":31,"column":2},"end":{"line":31,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿ThisExpression
4505¿Identifier¿¿7574¿start¿¿¿{"start":{"line":31,"column":7},"end":{"line":31,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4506¿Identifier¿¿7574¿v470¿¿¿¿¿Identifier
4507¿BlockStatement¿¿7574¿¿¿¿{"start":{"line":24,"column":51},"end":{"line":34,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿BlockStatement
4508¿VariableDeclarator¿¿7570¿v471¿¿¿{"start":{"line":35,"column":0},"end":{"line":35,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
4509¿CallExpression¿¿7570¿¿¿¿{"start":{"line":35,"column":0},"end":{"line":35,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿CallExpression
4510¿Identifier¿¿7570¿inherits¿¿¿{"start":{"line":35,"column":0},"end":{"line":35,"column":8},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4511¿Identifier¿¿7570¿GitExecutionTask¿¿¿{"start":{"line":35,"column":9},"end":{"line":35,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4512¿Identifier¿¿7570¿GitTask¿¿¿{"start":{"line":35,"column":27},"end":{"line":35,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4513¿ExpressionStatement¿¿7570¿¿¿¿{"start":{"line":35,"column":0},"end":{"line":35,"column":36},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿ExpressionStatement
4514¿Identifier¿¿7570¿v471¿¿¿¿¿Identifier
4515¿VariableDeclarator¿¿7570¿v472¿¿¿{"start":{"line":36,"column":0},"end":{"line":36,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
4516¿MemberExpression¿¿7570¿¿¿¿{"start":{"line":36,"column":0},"end":{"line":36,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
4517¿Identifier¿¿7570¿GitExecutionTask¿¿¿{"start":{"line":36,"column":0},"end":{"line":36,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4518¿Identifier¿¿7570¿prototype¿¿¿{"start":{"line":36,"column":17},"end":{"line":36,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4519¿VariableDeclarator¿¿7570¿v473¿¿¿{"start":{"line":36,"column":0},"end":{"line":40,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
4520¿FunctionExpression¿¿7570¿anon¿¿¿{"start":{"line":36,"column":36},"end":{"line":40,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿FunctionExpression
4521¿Identifier¿¿0¿parser¿¿¿{"start":{"line":36,"column":45},"end":{"line":36,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4522¿Identifier¿¿0¿parseArgs¿¿¿{"start":{"line":36,"column":53},"end":{"line":36,"column":62},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4523¿ExpressionStatement¿¿7578¿¿¿¿{"start":{"line":37,"column":2},"end":{"line":37,"column":24},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿ExpressionStatement
4524¿AssignmentExpression¿=¿7578¿¿¿¿{"start":{"line":37,"column":2},"end":{"line":37,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿AssignmentExpression
4525¿MemberExpression¿¿7578¿¿¿¿{"start":{"line":37,"column":2},"end":{"line":37,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
4526¿ThisExpression¿¿7578¿¿¿¿{"start":{"line":37,"column":2},"end":{"line":37,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿ThisExpression
4527¿Identifier¿¿7578¿_parser¿¿¿{"start":{"line":37,"column":7},"end":{"line":37,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4528¿Identifier¿¿7578¿parser¿¿¿{"start":{"line":37,"column":17},"end":{"line":37,"column":23},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4529¿ExpressionStatement¿¿7578¿¿¿¿{"start":{"line":38,"column":2},"end":{"line":38,"column":29},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿ExpressionStatement
4530¿AssignmentExpression¿=¿7578¿¿¿¿{"start":{"line":38,"column":2},"end":{"line":38,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿AssignmentExpression
4531¿MemberExpression¿¿7578¿¿¿¿{"start":{"line":38,"column":2},"end":{"line":38,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
4532¿ThisExpression¿¿7578¿¿¿¿{"start":{"line":38,"column":2},"end":{"line":38,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿ThisExpression
4533¿Identifier¿¿7578¿parseArgs¿¿¿{"start":{"line":38,"column":7},"end":{"line":38,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4534¿Identifier¿¿7578¿parseArgs¿¿¿{"start":{"line":38,"column":19},"end":{"line":38,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4535¿ReturnStatement¿¿7578¿¿¿¿{"start":{"line":39,"column":2},"end":{"line":39,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿ReturnStatement
4536¿ThisExpression¿¿7578¿¿¿¿{"start":{"line":39,"column":9},"end":{"line":39,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿ThisExpression
4537¿BlockStatement¿¿7578¿¿¿¿{"start":{"line":36,"column":64},"end":{"line":40,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿BlockStatement
4538¿ExpressionStatement¿¿7570¿¿¿¿{"start":{"line":36,"column":0},"end":{"line":40,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿ExpressionStatement
4539¿AssignmentExpression¿=¿7570¿¿¿¿{"start":{"line":36,"column":0},"end":{"line":40,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿AssignmentExpression
4540¿MemberExpression¿¿7570¿¿¿¿{"start":{"line":36,"column":0},"end":{"line":36,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
4541¿Identifier¿¿7570¿v472¿¿¿¿¿Identifier
4542¿Identifier¿¿7570¿parser¿¿¿{"start":{"line":36,"column":27},"end":{"line":36,"column":33},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4543¿Identifier¿¿7570¿v473¿¿¿¿¿Identifier
4544¿VariableDeclarator¿¿7570¿v474¿¿¿{"start":{"line":41,"column":0},"end":{"line":41,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
4545¿MemberExpression¿¿7570¿¿¿¿{"start":{"line":41,"column":0},"end":{"line":41,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
4546¿Identifier¿¿7570¿GitExecutionTask¿¿¿{"start":{"line":41,"column":0},"end":{"line":41,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4547¿Identifier¿¿7570¿prototype¿¿¿{"start":{"line":41,"column":17},"end":{"line":41,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4548¿VariableDeclarator¿¿7570¿v475¿¿¿{"start":{"line":41,"column":0},"end":{"line":44,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
4549¿FunctionExpression¿¿7570¿anon¿¿¿{"start":{"line":41,"column":38},"end":{"line":44,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿FunctionExpression
4550¿Identifier¿¿0¿encoding¿¿¿{"start":{"line":41,"column":47},"end":{"line":41,"column":55},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4551¿ExpressionStatement¿¿7580¿¿¿¿{"start":{"line":42,"column":2},"end":{"line":42,"column":28},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿ExpressionStatement
4552¿AssignmentExpression¿=¿7580¿¿¿¿{"start":{"line":42,"column":2},"end":{"line":42,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿AssignmentExpression
4553¿MemberExpression¿¿7580¿¿¿¿{"start":{"line":42,"column":2},"end":{"line":42,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
4554¿ThisExpression¿¿7580¿¿¿¿{"start":{"line":42,"column":2},"end":{"line":42,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿ThisExpression
4555¿Identifier¿¿7580¿_encoding¿¿¿{"start":{"line":42,"column":7},"end":{"line":42,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4556¿Identifier¿¿7580¿encoding¿¿¿{"start":{"line":42,"column":19},"end":{"line":42,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4557¿ReturnStatement¿¿7580¿¿¿¿{"start":{"line":43,"column":2},"end":{"line":43,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿ReturnStatement
4558¿ThisExpression¿¿7580¿¿¿¿{"start":{"line":43,"column":9},"end":{"line":43,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿ThisExpression
4559¿BlockStatement¿¿7580¿¿¿¿{"start":{"line":41,"column":57},"end":{"line":44,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿BlockStatement
4560¿ExpressionStatement¿¿7570¿¿¿¿{"start":{"line":41,"column":0},"end":{"line":44,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿ExpressionStatement
4561¿AssignmentExpression¿=¿7570¿¿¿¿{"start":{"line":41,"column":0},"end":{"line":44,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿AssignmentExpression
4562¿MemberExpression¿¿7570¿¿¿¿{"start":{"line":41,"column":0},"end":{"line":41,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
4563¿Identifier¿¿7570¿v474¿¿¿¿¿Identifier
4564¿Identifier¿¿7570¿encoding¿¿¿{"start":{"line":41,"column":27},"end":{"line":41,"column":35},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4565¿Identifier¿¿7570¿v475¿¿¿¿¿Identifier
4566¿VariableDeclarator¿¿7570¿v476¿¿¿{"start":{"line":45,"column":0},"end":{"line":45,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
4567¿MemberExpression¿¿7570¿¿¿¿{"start":{"line":45,"column":0},"end":{"line":45,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
4568¿Identifier¿¿7570¿GitExecutionTask¿¿¿{"start":{"line":45,"column":0},"end":{"line":45,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4569¿Identifier¿¿7570¿prototype¿¿¿{"start":{"line":45,"column":17},"end":{"line":45,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4570¿VariableDeclarator¿¿7570¿v477¿¿¿{"start":{"line":45,"column":0},"end":{"line":48,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
4571¿FunctionExpression¿¿7570¿anon¿¿¿{"start":{"line":45,"column":37},"end":{"line":48,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿FunctionExpression
4572¿Identifier¿¿0¿timeout¿¿¿{"start":{"line":45,"column":46},"end":{"line":45,"column":53},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4573¿ExpressionStatement¿¿7582¿¿¿¿{"start":{"line":46,"column":2},"end":{"line":46,"column":26},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿ExpressionStatement
4574¿AssignmentExpression¿=¿7582¿¿¿¿{"start":{"line":46,"column":2},"end":{"line":46,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿AssignmentExpression
4575¿MemberExpression¿¿7582¿¿¿¿{"start":{"line":46,"column":2},"end":{"line":46,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
4576¿ThisExpression¿¿7582¿¿¿¿{"start":{"line":46,"column":2},"end":{"line":46,"column":6},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿ThisExpression
4577¿Identifier¿¿7582¿_timeout¿¿¿{"start":{"line":46,"column":7},"end":{"line":46,"column":15},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4578¿Identifier¿¿7582¿timeout¿¿¿{"start":{"line":46,"column":18},"end":{"line":46,"column":25},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4579¿ReturnStatement¿¿7582¿¿¿¿{"start":{"line":47,"column":2},"end":{"line":47,"column":14},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿ReturnStatement
4580¿ThisExpression¿¿7582¿¿¿¿{"start":{"line":47,"column":9},"end":{"line":47,"column":13},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿ThisExpression
4581¿BlockStatement¿¿7582¿¿¿¿{"start":{"line":45,"column":55},"end":{"line":48,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿BlockStatement
4582¿ExpressionStatement¿¿7570¿¿¿¿{"start":{"line":45,"column":0},"end":{"line":48,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿ExpressionStatement
4583¿AssignmentExpression¿=¿7570¿¿¿¿{"start":{"line":45,"column":0},"end":{"line":48,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿AssignmentExpression
4584¿MemberExpression¿¿7570¿¿¿¿{"start":{"line":45,"column":0},"end":{"line":45,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
4585¿Identifier¿¿7570¿v476¿¿¿¿¿Identifier
4586¿Identifier¿¿7570¿timeout¿¿¿{"start":{"line":45,"column":27},"end":{"line":45,"column":34},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4587¿Identifier¿¿7570¿v477¿¿¿¿¿Identifier
4588¿ExpressionStatement¿¿7570¿¿¿¿{"start":{"line":51,"column":0},"end":{"line":51,"column":22},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿ExpressionStatement
4589¿AssignmentExpression¿=¿7570¿¿¿¿{"start":{"line":51,"column":0},"end":{"line":51,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿AssignmentExpression
4590¿MemberExpression¿¿7570¿¿¿¿{"start":{"line":51,"column":0},"end":{"line":51,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
4591¿Identifier¿¿7570¿git¿¿¿{"start":{"line":51,"column":0},"end":{"line":51,"column":3},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4592¿Identifier¿¿7570¿runningTasks¿¿¿{"start":{"line":51,"column":4},"end":{"line":51,"column":16},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4593¿ArrayExpression¿¿7570¿¿¿¿{"start":{"line":51,"column":19},"end":{"line":51,"column":21},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿ArrayExpression
4594¿VariableDeclarator¿¿7570¿v604¿¿¿{"start":{"line":53,"column":27},"end":{"line":123,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
4595¿FunctionExpression¿¿7570¿anon¿¿¿{"start":{"line":53,"column":27},"end":{"line":123,"column":1},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿FunctionExpression
4596¿Identifier¿¿0¿task¿¿¿{"start":{"line":53,"column":37},"end":{"line":53,"column":41},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4597¿Identifier¿¿0¿callback¿¿¿{"start":{"line":53,"column":43},"end":{"line":53,"column":51},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4598¿VariableDeclarator¿¿7584¿v478¿¿¿{"start":{"line":54,"column":6},"end":{"line":54,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
4599¿MemberExpression¿¿7584¿¿¿¿{"start":{"line":54,"column":6},"end":{"line":54,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
4600¿Identifier¿¿7584¿config¿¿¿{"start":{"line":54,"column":6},"end":{"line":54,"column":12},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4601¿Identifier¿¿7584¿logGitCommands¿¿¿{"start":{"line":54,"column":13},"end":{"line":54,"column":27},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4602¿IfStatement¿¿7584¿¿¿¿{"start":{"line":54,"column":2},"end":{"line":54,"column":98},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿IfStatement
4603¿Identifier¿¿7584¿v478¿¿¿¿¿Identifier
4604¿VariableDeclarator¿¿7584¿v479¿¿¿{"start":{"line":54,"column":62},"end":{"line":54,"column":75},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
4605¿MemberExpression¿¿7584¿¿¿¿{"start":{"line":54,"column":62},"end":{"line":54,"column":75},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿MemberExpression
4606¿Identifier¿¿7584¿task¿¿¿{"start":{"line":54,"column":62},"end":{"line":54,"column":66},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4607¿Identifier¿¿7584¿repoPath¿¿¿{"start":{"line":54,"column":67},"end":{"line":54,"column":75},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿Identifier
4608¿VariableDeclarator¿¿7584¿v480¿¿¿{"start":{"line":54,"column":42},"end":{"line":54,"column":75},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿VariableDeclarator
4609¿BinaryExpression¿+¿7584¿¿¿¿{"start":{"line":54,"column":42},"end":{"line":54,"column":75},"fname":"/datasets/vulcan-dataset/CWE-78/40/src/git.js"}¿¿BinaryExpression
