Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1117¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":121,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Program
1728¿Identifier¿¿1944¿keys¿¿¿{"start":{"line":99,"column":9},"end":{"line":99,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1729¿Identifier¿¿1944¿b¿¿¿{"start":{"line":99,"column":14},"end":{"line":99,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1730¿VariableDeclarator¿¿1944¿v172¿¿¿{"start":{"line":99,"column":25},"end":{"line":101,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1731¿FunctionExpression¿¿1944¿anon¿¿¿{"start":{"line":99,"column":25},"end":{"line":101,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿FunctionExpression
1732¿Identifier¿¿0¿p¿¿¿{"start":{"line":99,"column":34},"end":{"line":99,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1733¿VariableDeclarator¿¿1946¿v169¿¿¿{"start":{"line":100,"column":7},"end":{"line":100,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1734¿CallExpression¿¿1946¿¿¿¿{"start":{"line":100,"column":7},"end":{"line":100,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿CallExpression
1735¿MemberExpression¿¿1946¿¿¿¿{"start":{"line":100,"column":7},"end":{"line":100,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1736¿Identifier¿¿1946¿a¿¿¿{"start":{"line":100,"column":7},"end":{"line":100,"column":8},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1737¿Identifier¿¿1946¿hasOwnProperty¿¿¿{"start":{"line":100,"column":9},"end":{"line":100,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1738¿Identifier¿¿1946¿p¿¿¿{"start":{"line":100,"column":24},"end":{"line":100,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1739¿VariableDeclarator¿¿1946¿v170¿¿¿{"start":{"line":100,"column":6},"end":{"line":100,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1740¿UnaryExpression¿!¿1946¿¿¿¿{"start":{"line":100,"column":6},"end":{"line":100,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿UnaryExpression
1741¿Identifier¿¿1946¿v169¿¿¿¿¿Identifier
1742¿IfStatement¿¿1946¿¿¿¿{"start":{"line":100,"column":3},"end":{"line":100,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿IfStatement
1743¿Identifier¿¿1946¿v170¿¿¿¿¿Identifier
1744¿VariableDeclarator¿¿1946¿v171¿¿¿{"start":{"line":100,"column":28},"end":{"line":100,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1745¿MemberExpression¿computed¿1946¿¿¿¿{"start":{"line":100,"column":35},"end":{"line":100,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1746¿Identifier¿¿1946¿b¿¿¿{"start":{"line":100,"column":35},"end":{"line":100,"column":36},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1747¿Identifier¿¿1946¿p¿¿¿{"start":{"line":100,"column":37},"end":{"line":100,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1748¿ExpressionStatement¿¿1946¿¿¿¿{"start":{"line":100,"column":28},"end":{"line":100,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿ExpressionStatement
1749¿AssignmentExpression¿=¿1946¿¿¿¿{"start":{"line":100,"column":28},"end":{"line":100,"column":39},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿AssignmentExpression
1750¿MemberExpression¿computed¿1946¿¿¿¿{"start":{"line":100,"column":28},"end":{"line":100,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1751¿Identifier¿¿1946¿a¿¿¿{"start":{"line":100,"column":28},"end":{"line":100,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1752¿Identifier¿¿1946¿p¿¿¿{"start":{"line":100,"column":30},"end":{"line":100,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1753¿Identifier¿¿1946¿v171¿¿¿¿¿Identifier
1754¿BlockStatement¿¿1946¿¿¿¿¿¿BlockStatement
1755¿BlockStatement¿¿1946¿¿¿¿{"start":{"line":99,"column":37},"end":{"line":101,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿BlockStatement
1756¿VariableDeclarator¿¿1944¿v173¿¿¿{"start":{"line":99,"column":2},"end":{"line":101,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1757¿CallExpression¿¿1944¿¿¿¿{"start":{"line":99,"column":2},"end":{"line":101,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿CallExpression
1758¿MemberExpression¿¿1944¿¿¿¿{"start":{"line":99,"column":2},"end":{"line":99,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1759¿Identifier¿¿1944¿v168¿¿¿¿¿Identifier
1760¿Identifier¿¿1944¿forEach¿¿¿{"start":{"line":99,"column":17},"end":{"line":99,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1761¿Identifier¿¿1944¿v172¿¿¿¿¿Identifier
1762¿ExpressionStatement¿¿1944¿¿¿¿{"start":{"line":99,"column":2},"end":{"line":101,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿ExpressionStatement
1763¿Identifier¿¿1944¿v173¿¿¿¿¿Identifier
1764¿BlockStatement¿¿1944¿¿¿¿{"start":{"line":98,"column":46},"end":{"line":102,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿BlockStatement
1765¿VariableDeclarator¿¿1942¿v175¿¿¿{"start":{"line":98,"column":1},"end":{"line":102,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1766¿CallExpression¿¿1942¿¿¿¿{"start":{"line":98,"column":1},"end":{"line":102,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿CallExpression
1767¿MemberExpression¿¿1942¿¿¿¿{"start":{"line":98,"column":1},"end":{"line":98,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1768¿Identifier¿¿1942¿v167¿¿¿¿¿Identifier
1769¿Identifier¿¿1942¿forEach¿¿¿{"start":{"line":98,"column":26},"end":{"line":98,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1770¿Identifier¿¿1942¿v174¿¿¿¿¿Identifier
1771¿ExpressionStatement¿¿1942¿¿¿¿{"start":{"line":98,"column":1},"end":{"line":102,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿ExpressionStatement
1772¿Identifier¿¿1942¿v175¿¿¿¿¿Identifier
1773¿ReturnStatement¿¿1942¿¿¿¿{"start":{"line":103,"column":1},"end":{"line":103,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿ReturnStatement
1774¿Identifier¿¿1942¿a¿¿¿{"start":{"line":103,"column":8},"end":{"line":103,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1775¿BlockStatement¿¿1942¿¿¿¿{"start":{"line":97,"column":36},"end":{"line":104,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿BlockStatement
1776¿VariableDeclarator¿exported¿1893¿deepMerge¿¿¿{"start":{"line":106,"column":0},"end":{"line":121,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1777¿FunctionExpression¿¿1893¿anon¿¿¿{"start":{"line":106,"column":0},"end":{"line":121,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿FunctionExpression
1778¿Identifier¿¿0¿a¿¿¿{"start":{"line":106,"column":19},"end":{"line":106,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1779¿Identifier¿¿0¿b¿¿¿{"start":{"line":106,"column":22},"end":{"line":106,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1780¿VariableDeclarator¿¿1949¿v176¿¿¿{"start":{"line":107,"column":1},"end":{"line":107,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1781¿CallExpression¿¿1949¿¿¿¿{"start":{"line":107,"column":1},"end":{"line":107,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿CallExpression
1782¿MemberExpression¿¿1949¿¿¿¿{"start":{"line":107,"column":1},"end":{"line":107,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1783¿Identifier¿¿1949¿slice¿¿¿{"start":{"line":107,"column":1},"end":{"line":107,"column":6},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1784¿Identifier¿¿1949¿call¿¿¿{"start":{"line":107,"column":7},"end":{"line":107,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1785¿Identifier¿¿1949¿arguments¿¿¿{"start":{"line":107,"column":12},"end":{"line":107,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1786¿Literal¿number¿1949¿¿1¿¿{"start":{"line":107,"column":23},"end":{"line":107,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Literal
1787¿VariableDeclarator¿¿1949¿v187¿¿¿{"start":{"line":107,"column":34},"end":{"line":119,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1788¿FunctionExpression¿¿1949¿anon¿¿¿{"start":{"line":107,"column":34},"end":{"line":119,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿FunctionExpression
1789¿Identifier¿¿0¿b¿¿¿{"start":{"line":107,"column":43},"end":{"line":107,"column":44},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1790¿VariableDeclarator¿¿1951¿ap¿¿¿{"start":{"line":108,"column":6},"end":{"line":108,"column":8},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1791¿VariableDeclarator¿¿1951¿bp¿¿¿{"start":{"line":108,"column":10},"end":{"line":108,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1792¿VariableDeclarator¿¿1951¿ta¿¿¿{"start":{"line":108,"column":14},"end":{"line":108,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1793¿VariableDeclarator¿¿1951¿tb¿¿¿{"start":{"line":108,"column":18},"end":{"line":108,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1794¿VariableDeclarator¿¿1951¿v177¿¿¿{"start":{"line":109,"column":2},"end":{"line":109,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1795¿CallExpression¿¿1951¿¿¿¿{"start":{"line":109,"column":2},"end":{"line":109,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿CallExpression
1796¿MemberExpression¿¿1951¿¿¿¿{"start":{"line":109,"column":2},"end":{"line":109,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1797¿Identifier¿¿1951¿Object¿¿¿{"start":{"line":109,"column":2},"end":{"line":109,"column":8},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1798¿Identifier¿¿1951¿keys¿¿¿{"start":{"line":109,"column":9},"end":{"line":109,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1799¿Identifier¿¿1951¿b¿¿¿{"start":{"line":109,"column":14},"end":{"line":109,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1800¿VariableDeclarator¿¿1951¿v185¿¿¿{"start":{"line":109,"column":25},"end":{"line":118,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1801¿FunctionExpression¿¿1951¿anon¿¿¿{"start":{"line":109,"column":25},"end":{"line":118,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿FunctionExpression
1802¿Identifier¿¿0¿p¿¿¿{"start":{"line":109,"column":34},"end":{"line":109,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1803¿ExpressionStatement¿¿1953¿¿¿¿{"start":{"line":110,"column":3},"end":{"line":110,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿ExpressionStatement
1804¿AssignmentExpression¿=¿1953¿¿¿¿{"start":{"line":110,"column":3},"end":{"line":110,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿AssignmentExpression
1805¿Identifier¿¿1953¿ap¿¿¿{"start":{"line":110,"column":3},"end":{"line":110,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1806¿MemberExpression¿computed¿1953¿¿¿¿{"start":{"line":110,"column":8},"end":{"line":110,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1807¿Identifier¿¿1953¿a¿¿¿{"start":{"line":110,"column":8},"end":{"line":110,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1808¿Identifier¿¿1953¿p¿¿¿{"start":{"line":110,"column":10},"end":{"line":110,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1809¿ExpressionStatement¿¿1953¿¿¿¿{"start":{"line":111,"column":3},"end":{"line":111,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿ExpressionStatement
1810¿AssignmentExpression¿=¿1953¿¿¿¿{"start":{"line":111,"column":3},"end":{"line":111,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿AssignmentExpression
1811¿Identifier¿¿1953¿bp¿¿¿{"start":{"line":111,"column":3},"end":{"line":111,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1812¿MemberExpression¿computed¿1953¿¿¿¿{"start":{"line":111,"column":8},"end":{"line":111,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1813¿Identifier¿¿1953¿b¿¿¿{"start":{"line":111,"column":8},"end":{"line":111,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1814¿Identifier¿¿1953¿p¿¿¿{"start":{"line":111,"column":10},"end":{"line":111,"column":11},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1815¿ExpressionStatement¿¿1953¿¿¿¿{"start":{"line":112,"column":3},"end":{"line":112,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿ExpressionStatement
1816¿AssignmentExpression¿=¿1953¿¿¿¿{"start":{"line":112,"column":3},"end":{"line":112,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿AssignmentExpression
1817¿Identifier¿¿1953¿ta¿¿¿{"start":{"line":112,"column":3},"end":{"line":112,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1818¿CallExpression¿¿1953¿¿¿¿{"start":{"line":112,"column":8},"end":{"line":112,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿CallExpression
1819¿Identifier¿¿1953¿typeOf¿¿¿{"start":{"line":112,"column":8},"end":{"line":112,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1820¿Identifier¿¿1953¿ap¿¿¿{"start":{"line":112,"column":15},"end":{"line":112,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1821¿ExpressionStatement¿¿1953¿¿¿¿{"start":{"line":113,"column":3},"end":{"line":113,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿ExpressionStatement
1822¿AssignmentExpression¿=¿1953¿¿¿¿{"start":{"line":113,"column":3},"end":{"line":113,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿AssignmentExpression
1823¿Identifier¿¿1953¿tb¿¿¿{"start":{"line":113,"column":3},"end":{"line":113,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1824¿CallExpression¿¿1953¿¿¿¿{"start":{"line":113,"column":8},"end":{"line":113,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿CallExpression
1825¿Identifier¿¿1953¿typeOf¿¿¿{"start":{"line":113,"column":8},"end":{"line":113,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1826¿Identifier¿¿1953¿bp¿¿¿{"start":{"line":113,"column":15},"end":{"line":113,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1827¿VariableDeclarator¿¿1953¿v178¿¿¿{"start":{"line":114,"column":6},"end":{"line":114,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1828¿BinaryExpression¿===¿1953¿¿¿¿{"start":{"line":114,"column":6},"end":{"line":114,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿BinaryExpression
1829¿Identifier¿¿1953¿tb¿¿¿{"start":{"line":114,"column":6},"end":{"line":114,"column":8},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1830¿Literal¿string¿1953¿¿'object'¿¿{"start":{"line":114,"column":13},"end":{"line":114,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Literal
1831¿VariableDeclarator¿¿1953¿v179¿¿¿{"start":{"line":114,"column":25},"end":{"line":114,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1832¿BinaryExpression¿===¿1953¿¿¿¿{"start":{"line":114,"column":25},"end":{"line":114,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿BinaryExpression
1833¿Identifier¿¿1953¿ta¿¿¿{"start":{"line":114,"column":25},"end":{"line":114,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1834¿Literal¿string¿1953¿¿'object'¿¿{"start":{"line":114,"column":32},"end":{"line":114,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Literal
1835¿VariableDeclarator¿¿1953¿v180¿¿¿{"start":{"line":114,"column":6},"end":{"line":114,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1836¿LogicalExpression¿&&¿1953¿¿¿¿{"start":{"line":114,"column":6},"end":{"line":114,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿LogicalExpression
1837¿Identifier¿¿1953¿v178¿¿¿¿¿Identifier
1838¿Identifier¿¿1953¿v179¿¿¿¿¿Identifier
1839¿IfStatement¿¿1953¿¿¿¿{"start":{"line":114,"column":3},"end":{"line":117,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿IfStatement
1840¿Identifier¿¿1953¿v180¿¿¿¿¿Identifier
1841¿VariableDeclarator¿¿1953¿v181¿¿¿{"start":{"line":115,"column":4},"end":{"line":115,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1842¿CallExpression¿¿1953¿¿¿¿{"start":{"line":115,"column":4},"end":{"line":115,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿CallExpression
1843¿Identifier¿¿1953¿deepMerge¿¿¿{"start":{"line":115,"column":4},"end":{"line":115,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1844¿Identifier¿¿1953¿ap¿¿¿{"start":{"line":115,"column":14},"end":{"line":115,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1845¿Identifier¿¿1953¿bp¿¿¿{"start":{"line":115,"column":18},"end":{"line":115,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1846¿ExpressionStatement¿¿1953¿¿¿¿{"start":{"line":115,"column":4},"end":{"line":115,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿ExpressionStatement
1847¿Identifier¿¿1953¿v181¿¿¿¿¿Identifier
1848¿BlockStatement¿¿1953¿¿¿¿¿¿BlockStatement
1849¿VariableDeclarator¿¿1953¿v182¿¿¿{"start":{"line":116,"column":12},"end":{"line":116,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1850¿CallExpression¿¿1953¿¿¿¿{"start":{"line":116,"column":12},"end":{"line":116,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿CallExpression
1851¿MemberExpression¿¿1953¿¿¿¿{"start":{"line":116,"column":12},"end":{"line":116,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1852¿Identifier¿¿1953¿a¿¿¿{"start":{"line":116,"column":12},"end":{"line":116,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1853¿Identifier¿¿1953¿hasOwnProperty¿¿¿{"start":{"line":116,"column":14},"end":{"line":116,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1854¿Identifier¿¿1953¿p¿¿¿{"start":{"line":116,"column":29},"end":{"line":116,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1855¿VariableDeclarator¿¿1953¿v183¿¿¿{"start":{"line":116,"column":11},"end":{"line":116,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1856¿UnaryExpression¿!¿1953¿¿¿¿{"start":{"line":116,"column":11},"end":{"line":116,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿UnaryExpression
1857¿Identifier¿¿1953¿v182¿¿¿¿¿Identifier
1858¿IfStatement¿¿1953¿¿¿¿{"start":{"line":116,"column":8},"end":{"line":117,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿IfStatement
1859¿Identifier¿¿1953¿v183¿¿¿¿¿Identifier
1860¿VariableDeclarator¿¿1953¿v184¿¿¿{"start":{"line":117,"column":4},"end":{"line":117,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1861¿CallExpression¿¿1953¿¿¿¿{"start":{"line":117,"column":11},"end":{"line":117,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿CallExpression
1862¿Identifier¿¿1953¿deepClone¿¿¿{"start":{"line":117,"column":11},"end":{"line":117,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1863¿Identifier¿¿1953¿bp¿¿¿{"start":{"line":117,"column":21},"end":{"line":117,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1864¿ExpressionStatement¿¿1953¿¿¿¿{"start":{"line":117,"column":4},"end":{"line":117,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿ExpressionStatement
1865¿AssignmentExpression¿=¿1953¿¿¿¿{"start":{"line":117,"column":4},"end":{"line":117,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿AssignmentExpression
1866¿MemberExpression¿computed¿1953¿¿¿¿{"start":{"line":117,"column":4},"end":{"line":117,"column":8},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1867¿Identifier¿¿1953¿a¿¿¿{"start":{"line":117,"column":4},"end":{"line":117,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1868¿Identifier¿¿1953¿p¿¿¿{"start":{"line":117,"column":6},"end":{"line":117,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1869¿Identifier¿¿1953¿v184¿¿¿¿¿Identifier
1870¿BlockStatement¿¿1953¿¿¿¿¿¿BlockStatement
1871¿BlockStatement¿¿1953¿¿¿¿¿¿BlockStatement
1872¿BlockStatement¿¿1953¿¿¿¿{"start":{"line":109,"column":37},"end":{"line":118,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿BlockStatement
1873¿VariableDeclarator¿¿1951¿v186¿¿¿{"start":{"line":109,"column":2},"end":{"line":118,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿VariableDeclarator
1874¿CallExpression¿¿1951¿¿¿¿{"start":{"line":109,"column":2},"end":{"line":118,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿CallExpression
1875¿MemberExpression¿¿1951¿¿¿¿{"start":{"line":109,"column":2},"end":{"line":109,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿MemberExpression
1876¿Identifier¿¿1951¿v177¿¿¿¿¿Identifier
1877¿Identifier¿¿1951¿forEach¿¿¿{"start":{"line":109,"column":17},"end":{"line":109,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿Identifier
1878¿Identifier¿¿1951¿v185¿¿¿¿¿Identifier
1879¿ExpressionStatement¿¿1951¿¿¿¿{"start":{"line":109,"column":2},"end":{"line":118,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/611/src/deap.js"}¿¿ExpressionStatement
1880¿Identifier¿¿1951¿v186¿¿¿¿¿Identifier
