Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
684¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":93,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/jsonpointer_4.0.0/src/jsonpointer.js"}¿¿Program
1274¿PDG_OBJECT¿¿0¿1199.part-o181¿¿¿¿¿PDG_OBJECT
1275¿PDG_OBJECT¿¿0¿1199.hasNextPart-o182¿¿¿¿¿PDG_OBJECT
1276¿PDG_OBJECT¿¿0¿1199.pointer.length-o183¿¿¿¿¿PDG_OBJECT
1277¿PDG_OBJECT¿¿0¿1199.v63-o184¿¿¿¿¿PDG_OBJECT
1278¿PDG_OBJECT¿¿0¿1199.pointer.*-o185¿¿¿¿¿PDG_OBJECT
1279¿PDG_CALL¿¿1199¿1199.CALL->untilde-o186¿¿¿¿¿PDG_CALL
1280¿PDG_OBJECT¿¿0¿1199.part-o187¿¿¿¿¿PDG_OBJECT
1281¿PDG_OBJECT¿¿0¿1199.hasNextPart-o188¿¿¿¿¿PDG_OBJECT
1282¿PDG_OBJECT¿¿0¿1199.obj.*-o189¿¿¿¿¿PDG_OBJECT
1283¿PDG_OBJECT¿¿0¿1199.v68-o190¿¿¿¿¿PDG_OBJECT
1284¿PDG_CALL¿¿1199¿1199.CALL->Array.isArray-o191¿¿¿¿¿PDG_CALL
1285¿PDG_OBJECT¿¿0¿1199.v69-o192¿¿¿¿¿PDG_OBJECT
1286¿PDG_OBJECT¿¿0¿1199.v70-o193¿¿¿¿¿PDG_OBJECT
1287¿PDG_OBJECT¿¿0¿1199.v71-o194¿¿¿¿¿PDG_OBJECT
1288¿PDG_OBJECT¿¿0¿1199.obj.length-o195¿¿¿¿¿PDG_OBJECT
1289¿PDG_OBJECT¿¿0¿1199.v73-o196¿¿¿¿¿PDG_OBJECT
1290¿PDG_OBJECT¿¿0¿1199.v75-o197¿¿¿¿¿PDG_OBJECT
1291¿PDG_OBJECT¿¿0¿1199.v76-o198¿¿¿¿¿PDG_OBJECT
1292¿PDG_OBJECT¿¿0¿1199.v78-o199¿¿¿¿¿PDG_OBJECT
1293¿PDG_OBJECT¿¿0¿1199.obj-o200¿¿¿¿¿PDG_OBJECT
1294¿PDG_OBJECT¿¿0¿1199.obj.*-o201¿¿¿¿¿PDG_OBJECT
1295¿PDG_OBJECT¿¿0¿1199.v80-o202¿¿¿¿¿PDG_OBJECT
1296¿PDG_OBJECT¿¿0¿1199.obj-o203¿¿¿¿¿PDG_OBJECT
1297¿PDG_OBJECT¿¿0¿1199.obj.*-o204¿¿¿¿¿PDG_OBJECT
1298¿PDG_OBJECT¿¿0¿1199.v63-o205¿¿¿¿¿PDG_OBJECT
1299¿PDG_OBJECT¿¿0¿1199.obj.*-o206¿¿¿¿¿PDG_OBJECT
1300¿PDG_OBJECT¿¿0¿1199.v82-o207¿¿¿¿¿PDG_OBJECT
1301¿PDG_OBJECT¿¿0¿1199.obj-o208¿¿¿¿¿PDG_OBJECT
1302¿PDG_OBJECT¿¿0¿1199.obj.*-o209¿¿¿¿¿PDG_OBJECT
1303¿PDG_RETURN¿¿0¿1199.RET_OBJ-o210¿¿¿¿¿PDG_RETURN
1304¿PDG_OBJECT¿¿0¿1208.v86-o211¿¿¿¿¿PDG_OBJECT
1305¿PDG_CALL¿¿1208¿1208.CALL->pointer.split-o212¿¿¿¿¿PDG_CALL
1306¿PDG_OBJECT¿¿0¿1208.pointer-o213¿¿¿¿¿PDG_OBJECT
1307¿PDG_OBJECT¿¿0¿1208.pointer.0-o214¿¿¿¿¿PDG_OBJECT
1308¿PDG_OBJECT¿¿0¿1208.v88-o215¿¿¿¿¿PDG_OBJECT
1309¿PDG_RETURN¿¿0¿1208.RET_OBJ-o216¿¿¿¿¿PDG_RETURN
1310¿PDG_CALL¿¿1208¿1208.CALL->Error-o217¿¿¿¿¿PDG_CALL
1311¿PDG_OBJECT¿¿0¿1208.v89-o218¿¿¿¿¿PDG_OBJECT
1312¿PDG_CALL¿¿1208¿1208.CALL->Array.isArray-o219¿¿¿¿¿PDG_CALL
1313¿PDG_OBJECT¿¿0¿1208.v90-o220¿¿¿¿¿PDG_OBJECT
1314¿PDG_RETURN¿¿0¿1208.RET_OBJ-o221¿¿¿¿¿PDG_RETURN
1315¿PDG_CALL¿¿1208¿1208.CALL->Error-o222¿¿¿¿¿PDG_CALL
1316¿PDG_OBJECT¿¿0¿1208.v91-o223¿¿¿¿¿PDG_OBJECT
1317¿PDG_OBJECT¿¿0¿1213.v93-o224¿¿¿¿¿PDG_OBJECT
1318¿PDG_CALL¿¿1213¿1213.CALL->Error-o225¿¿¿¿¿PDG_CALL
1319¿PDG_OBJECT¿¿0¿1213.v94-o226¿¿¿¿¿PDG_OBJECT
1320¿PDG_CALL¿¿1213¿1213.CALL->compilePointer-o227¿¿¿¿¿PDG_CALL
1321¿PDG_OBJECT¿¿0¿1213.pointer-o228¿¿¿¿¿PDG_OBJECT
1322¿PDG_OBJECT¿¿0¿1213.pointer.length-o229¿¿¿¿¿PDG_OBJECT
1323¿PDG_OBJECT¿¿0¿1213.v95-o230¿¿¿¿¿PDG_OBJECT
1324¿PDG_RETURN¿¿0¿1213.RET_OBJ-o231¿¿¿¿¿PDG_RETURN
1325¿PDG_OBJECT¿¿0¿1213.v96-o232¿¿¿¿¿PDG_OBJECT
1326¿PDG_OBJECT¿¿0¿1213.pointer.*-o233¿¿¿¿¿PDG_OBJECT
1327¿PDG_CALL¿¿1213¿1213.CALL->untilde-o234¿¿¿¿¿PDG_CALL
1328¿PDG_OBJECT¿¿0¿1213.v99-o235¿¿¿¿¿PDG_OBJECT
1329¿PDG_OBJECT¿¿0¿1213.obj.*-o236¿¿¿¿¿PDG_OBJECT
1330¿PDG_OBJECT¿¿0¿1213.v100-o237¿¿¿¿¿PDG_OBJECT
1331¿PDG_RETURN¿¿0¿1213.RET_OBJ-o238¿¿¿¿¿PDG_RETURN
1332¿PDG_OBJECT¿¿0¿1213.v102-o239¿¿¿¿¿PDG_OBJECT
1333¿PDG_RETURN¿¿0¿1213.RET_OBJ-o240¿¿¿¿¿PDG_RETURN
1334¿PDG_OBJECT¿¿0¿1213.v96-o241¿¿¿¿¿PDG_OBJECT
1335¿PDG_OBJECT¿¿0¿1220.v104-o242¿¿¿¿¿PDG_OBJECT
1336¿PDG_CALL¿¿1220¿1220.CALL->Error-o243¿¿¿¿¿PDG_CALL
1337¿PDG_OBJECT¿¿0¿1220.v105-o244¿¿¿¿¿PDG_OBJECT
1338¿PDG_CALL¿¿1220¿1220.CALL->compilePointer-o245¿¿¿¿¿PDG_CALL
1339¿PDG_OBJECT¿¿0¿1220.pointer-o246¿¿¿¿¿PDG_OBJECT
1340¿PDG_OBJECT¿¿0¿1220.pointer.length-o247¿¿¿¿¿PDG_OBJECT
1341¿PDG_OBJECT¿¿0¿1220.v107-o248¿¿¿¿¿PDG_OBJECT
1342¿PDG_CALL¿¿1220¿1220.CALL->Error-o249¿¿¿¿¿PDG_CALL
1343¿PDG_OBJECT¿¿0¿1220.v108-o250¿¿¿¿¿PDG_OBJECT
1344¿PDG_CALL¿¿1220¿1220.CALL->setter-o251¿¿¿¿¿PDG_CALL
1345¿PDG_OBJECT¿¿0¿1220.v109-o252¿¿¿¿¿PDG_OBJECT
1346¿PDG_RETURN¿¿0¿1220.RET_OBJ-o253¿¿¿¿¿PDG_RETURN
1347¿PDG_CALL¿¿1224¿1224.CALL->compilePointer-o254¿¿¿¿¿PDG_CALL
1348¿PDG_OBJECT¿¿0¿1224.compiled-o255¿¿¿¿¿PDG_OBJECT
1349¿PDG_OBJECT¿¿0¿1226.this-o256¿¿¿¿¿PDG_OBJECT
1350¿PDG_OBJECT¿¿0¿1226.object-o257¿¿¿¿¿PDG_OBJECT
1351¿PDG_OBJECT¿¿0¿1224.v111-o258¿¿¿¿¿PDG_OBJECT
1352¿PDG_OBJECT¿¿0¿1228.this-o259¿¿¿¿¿PDG_OBJECT
1353¿PDG_OBJECT¿¿0¿1228.object-o260¿¿¿¿¿PDG_OBJECT
1354¿PDG_OBJECT¿¿0¿1228.value-o261¿¿¿¿¿PDG_OBJECT
1355¿PDG_OBJECT¿¿0¿1224.v113-o262¿¿¿¿¿PDG_OBJECT
1356¿PDG_OBJECT¿¿0¿1224.v114-o263¿¿¿¿¿PDG_OBJECT
1357¿PDG_OBJECT¿¿0¿1224.v114-o264¿¿¿¿¿PDG_OBJECT
1358¿PDG_OBJECT¿¿0¿1224.v114.get-o265¿¿¿¿¿PDG_OBJECT
1359¿PDG_OBJECT¿¿0¿1224.v114-o266¿¿¿¿¿PDG_OBJECT
1360¿PDG_OBJECT¿¿0¿1224.v114.set-o267¿¿¿¿¿PDG_OBJECT
1361¿PDG_RETURN¿¿0¿1224.RET_OBJ-o268¿¿¿¿¿PDG_RETURN
1362¿PDG_CALL¿¿1226¿1226.CALL->get-o269¿¿¿¿¿PDG_CALL
1363¿PDG_OBJECT¿¿0¿1226.v110-o270¿¿¿¿¿PDG_OBJECT
1364¿PDG_RETURN¿¿0¿1226.RET_OBJ-o271¿¿¿¿¿PDG_RETURN
1365¿PDG_CALL¿¿1228¿1228.CALL->set-o272¿¿¿¿¿PDG_CALL
1366¿PDG_OBJECT¿¿0¿1228.v112-o273¿¿¿¿¿PDG_OBJECT
1367¿PDG_RETURN¿¿0¿1228.RET_OBJ-o274¿¿¿¿¿PDG_RETURN
