Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2314¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":349,"column":1},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Program
2450¿Identifier¿¿4046¿forEach¿¿¿{"start":{"line":28,"column":10},"end":{"line":28,"column":17},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2451¿Identifier¿¿4046¿v223¿¿¿¿¿Identifier
2452¿Identifier¿¿4046¿v228¿¿¿¿¿Identifier
2453¿ExpressionStatement¿¿4046¿¿¿¿{"start":{"line":28,"column":8},"end":{"line":32,"column":11},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿ExpressionStatement
2454¿Identifier¿¿4046¿v229¿¿¿¿¿Identifier
2455¿VariableDeclarator¿¿4046¿plugins¿¿¿{"start":{"line":34,"column":12},"end":{"line":34,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
2456¿ArrayExpression¿¿4046¿¿¿¿{"start":{"line":34,"column":22},"end":{"line":34,"column":24},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿ArrayExpression
2457¿VariableDeclarator¿¿4046¿v230¿¿¿{"start":{"line":36,"column":8},"end":{"line":36,"column":26},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
2458¿MemberExpression¿¿4046¿¿¿¿{"start":{"line":36,"column":8},"end":{"line":36,"column":26},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿MemberExpression
2459¿Identifier¿¿4046¿configData¿¿¿{"start":{"line":36,"column":8},"end":{"line":36,"column":18},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2460¿Identifier¿¿4046¿plugins¿¿¿{"start":{"line":36,"column":19},"end":{"line":36,"column":26},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2461¿VariableDeclarator¿¿4046¿v243¿¿¿{"start":{"line":36,"column":35},"end":{"line":48,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
2462¿FunctionExpression¿¿4046¿anon¿¿¿{"start":{"line":36,"column":35},"end":{"line":48,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿FunctionExpression
2463¿Identifier¿¿0¿pluginName¿¿¿{"start":{"line":36,"column":44},"end":{"line":36,"column":54},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2464¿VariableDeclarator¿¿4051¿pluginPath¿¿¿{"start":{"line":37,"column":16},"end":{"line":37,"column":26},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
2465¿VariableDeclarator¿¿4051¿v231¿¿¿{"start":{"line":38,"column":15},"end":{"line":38,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
2466¿MemberExpression¿¿4051¿¿¿¿{"start":{"line":38,"column":15},"end":{"line":38,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿MemberExpression
2467¿Identifier¿¿4051¿options¿¿¿{"start":{"line":38,"column":15},"end":{"line":38,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2468¿Identifier¿¿4051¿plugins¿¿¿{"start":{"line":38,"column":23},"end":{"line":38,"column":30},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2469¿IfStatement¿¿4051¿¿¿¿{"start":{"line":38,"column":12},"end":{"line":40,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿IfStatement
2470¿Identifier¿¿4051¿v231¿¿¿¿¿Identifier
2471¿VariableDeclarator¿¿4051¿v232¿¿¿{"start":{"line":39,"column":29},"end":{"line":39,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
2472¿MemberExpression¿¿4051¿¿¿¿{"start":{"line":39,"column":29},"end":{"line":39,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿MemberExpression
2473¿Identifier¿¿4051¿options¿¿¿{"start":{"line":39,"column":29},"end":{"line":39,"column":36},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2474¿Identifier¿¿4051¿plugins¿¿¿{"start":{"line":39,"column":37},"end":{"line":39,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2475¿ExpressionStatement¿¿4051¿¿¿¿{"start":{"line":39,"column":16},"end":{"line":39,"column":57},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿ExpressionStatement
2476¿AssignmentExpression¿=¿4051¿¿¿¿{"start":{"line":39,"column":16},"end":{"line":39,"column":56},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿AssignmentExpression
2477¿Identifier¿¿4051¿pluginPath¿¿¿{"start":{"line":39,"column":16},"end":{"line":39,"column":26},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2478¿MemberExpression¿computed¿4051¿¿¿¿{"start":{"line":39,"column":29},"end":{"line":39,"column":56},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿MemberExpression
2479¿Identifier¿¿4051¿v232¿¿¿¿¿Identifier
2480¿Identifier¿¿4051¿pluginName¿¿¿{"start":{"line":39,"column":45},"end":{"line":39,"column":55},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2481¿BlockStatement¿¿4051¿¿¿¿{"start":{"line":38,"column":31},"end":{"line":40,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿BlockStatement
2482¿VariableDeclarator¿¿4051¿v233¿¿¿{"start":{"line":41,"column":63},"end":{"line":41,"column":102},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
2483¿BinaryExpression¿+¿4051¿¿¿¿{"start":{"line":41,"column":63},"end":{"line":41,"column":102},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿BinaryExpression
2484¿Literal¿string¿4051¿¿'../../asset/seajs/plugin-'¿¿{"start":{"line":41,"column":63},"end":{"line":41,"column":90},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Literal
2485¿Identifier¿¿4051¿pluginName¿¿¿{"start":{"line":41,"column":92},"end":{"line":41,"column":102},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2486¿VariableDeclarator¿¿4051¿v234¿¿¿{"start":{"line":41,"column":63},"end":{"line":41,"column":110},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
2487¿BinaryExpression¿+¿4051¿¿¿¿{"start":{"line":41,"column":63},"end":{"line":41,"column":110},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿BinaryExpression
2488¿Identifier¿¿4051¿v233¿¿¿¿¿Identifier
2489¿Literal¿string¿4051¿¿'.js'¿¿{"start":{"line":41,"column":105},"end":{"line":41,"column":110},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Literal
2490¿VariableDeclarator¿¿4051¿v235¿¿¿{"start":{"line":41,"column":39},"end":{"line":41,"column":111},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
2491¿CallExpression¿¿4051¿¿¿¿{"start":{"line":41,"column":39},"end":{"line":41,"column":111},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿CallExpression
2492¿MemberExpression¿¿4051¿¿¿¿{"start":{"line":41,"column":39},"end":{"line":41,"column":51},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿MemberExpression
2493¿Identifier¿¿4051¿path¿¿¿{"start":{"line":41,"column":39},"end":{"line":41,"column":43},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2494¿Identifier¿¿4051¿resolve¿¿¿{"start":{"line":41,"column":44},"end":{"line":41,"column":51},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2495¿Identifier¿¿4051¿__dirname¿¿¿{"start":{"line":41,"column":52},"end":{"line":41,"column":61},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2496¿Identifier¿¿4051¿v234¿¿¿¿¿Identifier
2497¿ExpressionStatement¿¿4051¿¿¿¿{"start":{"line":41,"column":12},"end":{"line":41,"column":112},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿ExpressionStatement
2498¿AssignmentExpression¿=¿4051¿¿¿¿{"start":{"line":41,"column":12},"end":{"line":41,"column":111},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿AssignmentExpression
2499¿Identifier¿¿4051¿pluginPath¿¿¿{"start":{"line":41,"column":12},"end":{"line":41,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2500¿LogicalExpression¿||¿4051¿¿¿¿{"start":{"line":41,"column":25},"end":{"line":41,"column":111},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿LogicalExpression
2501¿Identifier¿¿4051¿pluginPath¿¿¿{"start":{"line":41,"column":25},"end":{"line":41,"column":35},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2502¿Identifier¿¿4051¿v235¿¿¿¿¿Identifier
2503¿VariableDeclarator¿¿4051¿v236¿¿¿{"start":{"line":42,"column":15},"end":{"line":42,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
2504¿CallExpression¿¿4051¿¿¿¿{"start":{"line":42,"column":15},"end":{"line":42,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿CallExpression
2505¿MemberExpression¿¿4051¿¿¿¿{"start":{"line":42,"column":15},"end":{"line":42,"column":26},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿MemberExpression
2506¿Identifier¿¿4051¿file¿¿¿{"start":{"line":42,"column":15},"end":{"line":42,"column":19},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2507¿Identifier¿¿4051¿exists¿¿¿{"start":{"line":42,"column":20},"end":{"line":42,"column":26},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2508¿Identifier¿¿4051¿pluginPath¿¿¿{"start":{"line":42,"column":27},"end":{"line":42,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2509¿IfStatement¿¿4051¿¿¿¿{"start":{"line":42,"column":12},"end":{"line":47,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿IfStatement
2510¿Identifier¿¿4051¿v236¿¿¿¿¿Identifier
2511¿VariableDeclarator¿¿4051¿v237¿¿¿{"start":{"line":43,"column":29},"end":{"line":43,"column":54},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
2512¿BinaryExpression¿+¿4051¿¿¿¿{"start":{"line":43,"column":29},"end":{"line":43,"column":54},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿BinaryExpression
2513¿Literal¿string¿4051¿¿'// plugin-'¿¿{"start":{"line":43,"column":29},"end":{"line":43,"column":41},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Literal
2514¿Identifier¿¿4051¿pluginName¿¿¿{"start":{"line":43,"column":44},"end":{"line":43,"column":54},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2515¿VariableDeclarator¿¿4051¿v238¿¿¿{"start":{"line":43,"column":16},"end":{"line":43,"column":55},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
2516¿CallExpression¿¿4051¿¿¿¿{"start":{"line":43,"column":16},"end":{"line":43,"column":55},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿CallExpression
2517¿MemberExpression¿¿4051¿¿¿¿{"start":{"line":43,"column":16},"end":{"line":43,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿MemberExpression
2518¿Identifier¿¿4051¿plugins¿¿¿{"start":{"line":43,"column":16},"end":{"line":43,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2519¿Identifier¿¿4051¿push¿¿¿{"start":{"line":43,"column":24},"end":{"line":43,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2520¿Identifier¿¿4051¿v237¿¿¿¿¿Identifier
2521¿ExpressionStatement¿¿4051¿¿¿¿{"start":{"line":43,"column":16},"end":{"line":43,"column":56},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿ExpressionStatement
2522¿Identifier¿¿4051¿v238¿¿¿¿¿Identifier
2523¿VariableDeclarator¿¿4051¿v239¿¿¿{"start":{"line":44,"column":29},"end":{"line":44,"column":50},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
2524¿CallExpression¿¿4051¿¿¿¿{"start":{"line":44,"column":29},"end":{"line":44,"column":50},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿CallExpression
2525¿MemberExpression¿¿4051¿¿¿¿{"start":{"line":44,"column":29},"end":{"line":44,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿MemberExpression
2526¿Identifier¿¿4051¿file¿¿¿{"start":{"line":44,"column":29},"end":{"line":44,"column":33},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2527¿Identifier¿¿4051¿read¿¿¿{"start":{"line":44,"column":34},"end":{"line":44,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2528¿Identifier¿¿4051¿pluginPath¿¿¿{"start":{"line":44,"column":39},"end":{"line":44,"column":49},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2529¿VariableDeclarator¿¿4051¿v240¿¿¿{"start":{"line":44,"column":16},"end":{"line":44,"column":51},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
2530¿CallExpression¿¿4051¿¿¿¿{"start":{"line":44,"column":16},"end":{"line":44,"column":51},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿CallExpression
2531¿MemberExpression¿¿4051¿¿¿¿{"start":{"line":44,"column":16},"end":{"line":44,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿MemberExpression
2532¿Identifier¿¿4051¿plugins¿¿¿{"start":{"line":44,"column":16},"end":{"line":44,"column":23},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2533¿Identifier¿¿4051¿push¿¿¿{"start":{"line":44,"column":24},"end":{"line":44,"column":28},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2534¿Identifier¿¿4051¿v239¿¿¿¿¿Identifier
2535¿ExpressionStatement¿¿4051¿¿¿¿{"start":{"line":44,"column":16},"end":{"line":44,"column":52},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿ExpressionStatement
2536¿Identifier¿¿4051¿v240¿¿¿¿¿Identifier
2537¿BlockStatement¿¿4051¿¿¿¿{"start":{"line":42,"column":39},"end":{"line":45,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿BlockStatement
2538¿VariableDeclarator¿¿4051¿v241¿¿¿{"start":{"line":46,"column":28},"end":{"line":46,"column":63},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
2539¿BinaryExpression¿+¿4051¿¿¿¿{"start":{"line":46,"column":28},"end":{"line":46,"column":63},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿BinaryExpression
2540¿Identifier¿¿4051¿pluginName¿¿¿{"start":{"line":46,"column":28},"end":{"line":46,"column":38},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2541¿Literal¿string¿4051¿¿' plugin not found...'¿¿{"start":{"line":46,"column":41},"end":{"line":46,"column":63},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Literal
2542¿VariableDeclarator¿¿4051¿v242¿¿¿{"start":{"line":46,"column":16},"end":{"line":46,"column":64},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
2543¿CallExpression¿¿4051¿¿¿¿{"start":{"line":46,"column":16},"end":{"line":46,"column":64},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿CallExpression
2544¿MemberExpression¿¿4051¿¿¿¿{"start":{"line":46,"column":16},"end":{"line":46,"column":27},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿MemberExpression
2545¿Identifier¿¿4051¿logger¿¿¿{"start":{"line":46,"column":16},"end":{"line":46,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2546¿Identifier¿¿4051¿warn¿¿¿{"start":{"line":46,"column":23},"end":{"line":46,"column":27},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2547¿Identifier¿¿4051¿v241¿¿¿¿¿Identifier
2548¿ExpressionStatement¿¿4051¿¿¿¿{"start":{"line":46,"column":16},"end":{"line":46,"column":65},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿ExpressionStatement
2549¿Identifier¿¿4051¿v242¿¿¿¿¿Identifier
2550¿BlockStatement¿¿4051¿¿¿¿{"start":{"line":45,"column":17},"end":{"line":47,"column":13},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿BlockStatement
2551¿BlockStatement¿¿4051¿¿¿¿{"start":{"line":36,"column":55},"end":{"line":48,"column":9},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿BlockStatement
2552¿VariableDeclarator¿¿4046¿v244¿¿¿{"start":{"line":36,"column":8},"end":{"line":48,"column":10},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
2553¿CallExpression¿¿4046¿¿¿¿{"start":{"line":36,"column":8},"end":{"line":48,"column":10},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿CallExpression
2554¿MemberExpression¿¿4046¿¿¿¿{"start":{"line":36,"column":8},"end":{"line":36,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿MemberExpression
2555¿Identifier¿¿4046¿v230¿¿¿¿¿Identifier
2556¿Identifier¿¿4046¿forEach¿¿¿{"start":{"line":36,"column":27},"end":{"line":36,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2557¿Identifier¿¿4046¿v243¿¿¿¿¿Identifier
2558¿ExpressionStatement¿¿4046¿¿¿¿{"start":{"line":36,"column":8},"end":{"line":48,"column":11},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿ExpressionStatement
2559¿Identifier¿¿4046¿v244¿¿¿¿¿Identifier
2560¿ExpressionStatement¿¿4046¿¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":44},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿ExpressionStatement
2561¿AssignmentExpression¿=¿4046¿¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":43},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿AssignmentExpression
2562¿Identifier¿¿4046¿pluginContents¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":22},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2563¿CallExpression¿¿4046¿¿¿¿{"start":{"line":50,"column":25},"end":{"line":50,"column":43},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿CallExpression
2564¿MemberExpression¿¿4046¿¿¿¿{"start":{"line":50,"column":25},"end":{"line":50,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿MemberExpression
2565¿Identifier¿¿4046¿plugins¿¿¿{"start":{"line":50,"column":25},"end":{"line":50,"column":32},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2566¿Identifier¿¿4046¿join¿¿¿{"start":{"line":50,"column":33},"end":{"line":50,"column":37},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2567¿Literal¿string¿4046¿¿'\n'¿¿{"start":{"line":50,"column":38},"end":{"line":50,"column":42},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Literal
2568¿VariableDeclarator¿¿4046¿v245¿¿¿{"start":{"line":53,"column":8},"end":{"line":53,"column":40},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿VariableDeclarator
2569¿MemberExpression¿¿4046¿¿¿¿{"start":{"line":53,"column":24},"end":{"line":53,"column":40},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿MemberExpression
2570¿Identifier¿¿4046¿configData¿¿¿{"start":{"line":53,"column":24},"end":{"line":53,"column":34},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2571¿Identifier¿¿4046¿alias¿¿¿{"start":{"line":53,"column":35},"end":{"line":53,"column":40},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿Identifier
2572¿ExpressionStatement¿¿4046¿¿¿¿{"start":{"line":53,"column":8},"end":{"line":53,"column":41},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿ExpressionStatement
2573¿AssignmentExpression¿=¿4046¿¿¿¿{"start":{"line":53,"column":8},"end":{"line":53,"column":40},"fname":"/datasets/secbench-dataset/CWE-94/modjs_0.4.0/src/sea.js"}¿¿AssignmentExpression
