Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
688¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":132,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/tiny-conf_1.1.0/src/tiny-conf.js"}¿¿Program
1266¿PDG_OBJECT¿¿0¿1203.v120.clear-o171¿¿¿¿¿PDG_OBJECT
1267¿PDG_OBJECT¿¿0¿1203.v120-o172¿¿¿¿¿PDG_OBJECT
1268¿PDG_OBJECT¿¿0¿1203.v120.print-o173¿¿¿¿¿PDG_OBJECT
1269¿PDG_OBJECT¿¿0¿1203.v120-o174¿¿¿¿¿PDG_OBJECT
1270¿PDG_OBJECT¿¿0¿1203.v120.save-o175¿¿¿¿¿PDG_OBJECT
1271¿PDG_OBJECT¿¿0¿1203.Store-o176¿¿¿¿¿PDG_OBJECT
1272¿PDG_OBJECT¿¿0¿1203.Store.prototype-o177¿¿¿¿¿PDG_OBJECT
1273¿PDG_OBJECT¿¿0¿1205.v62-o178¿¿¿¿¿PDG_OBJECT
1274¿PDG_RETURN¿¿0¿1205.RET_OBJ-o179¿¿¿¿¿PDG_RETURN
1275¿PDG_CALL¿¿1205¿1205.CALL->key.split-o180¿¿¿¿¿PDG_CALL
1276¿PDG_OBJECT¿¿0¿1205.v63-o181¿¿¿¿¿PDG_OBJECT
1277¿PDG_RETURN¿¿0¿1205.RET_OBJ-o182¿¿¿¿¿PDG_RETURN
1278¿PDG_OBJECT¿¿0¿1208.v64-o183¿¿¿¿¿PDG_OBJECT
1279¿PDG_OBJECT¿¿0¿1208.this-o184¿¿¿¿¿PDG_OBJECT
1280¿PDG_OBJECT¿¿0¿1208.this.store-o185¿¿¿¿¿PDG_OBJECT
1281¿PDG_OBJECT¿¿0¿1210.this.store-o186¿¿¿¿¿PDG_OBJECT
1282¿PDG_CALL¿¿1210¿1210.CALL->getPath-o187¿¿¿¿¿PDG_CALL
1283¿PDG_OBJECT¿¿0¿1210.path-o188¿¿¿¿¿PDG_OBJECT
1284¿PDG_OBJECT¿¿0¿1210.path.length-o189¿¿¿¿¿PDG_OBJECT
1285¿PDG_OBJECT¿¿0¿1210.v66-o190¿¿¿¿¿PDG_OBJECT
1286¿PDG_CALL¿¿1210¿1210.CALL->path.shift-o191¿¿¿¿¿PDG_CALL
1287¿PDG_OBJECT¿¿0¿1210.key-o192¿¿¿¿¿PDG_OBJECT
1288¿PDG_CALL¿¿1210¿1210.CALL->target.hasOwnProperty-o193¿¿¿¿¿PDG_CALL
1289¿PDG_OBJECT¿¿0¿1210.v67-o194¿¿¿¿¿PDG_OBJECT
1290¿PDG_OBJECT¿¿0¿1210.v68-o195¿¿¿¿¿PDG_OBJECT
1291¿PDG_OBJECT¿¿0¿1210.target.*-o196¿¿¿¿¿PDG_OBJECT
1292¿PDG_RETURN¿¿0¿1210.RET_OBJ-o197¿¿¿¿¿PDG_RETURN
1293¿PDG_OBJECT¿¿0¿1210.v66-o198¿¿¿¿¿PDG_OBJECT
1294¿PDG_RETURN¿¿0¿1210.RET_OBJ-o199¿¿¿¿¿PDG_RETURN
1295¿PDG_OBJECT¿¿0¿1214.v70-o200¿¿¿¿¿PDG_OBJECT
1296¿PDG_CALL¿¿1214¿1214.CALL->getPath-o201¿¿¿¿¿PDG_CALL
1297¿PDG_OBJECT¿¿0¿1214.path-o202¿¿¿¿¿PDG_OBJECT
1298¿PDG_OBJECT¿¿0¿1214.path.length-o203¿¿¿¿¿PDG_OBJECT
1299¿PDG_OBJECT¿¿0¿1214.v72-o204¿¿¿¿¿PDG_OBJECT
1300¿PDG_OBJECT¿¿0¿1214.v75-o205¿¿¿¿¿PDG_OBJECT
1301¿PDG_RETURN¿¿0¿1214.RET_OBJ-o206¿¿¿¿¿PDG_RETURN
1302¿PDG_OBJECT¿¿0¿1214.this-o207¿¿¿¿¿PDG_OBJECT
1303¿PDG_OBJECT¿¿0¿1214.this.store-o208¿¿¿¿¿PDG_OBJECT
1304¿PDG_RETURN¿¿0¿1214.RET_OBJ-o209¿¿¿¿¿PDG_RETURN
1305¿PDG_OBJECT¿¿0¿1214.this.store-o210¿¿¿¿¿PDG_OBJECT
1306¿PDG_OBJECT¿¿0¿1214.v78-o211¿¿¿¿¿PDG_OBJECT
1307¿PDG_CALL¿¿1214¿1214.CALL->path.shift-o212¿¿¿¿¿PDG_CALL
1308¿PDG_OBJECT¿¿0¿1214.key-o213¿¿¿¿¿PDG_OBJECT
1309¿PDG_OBJECT¿¿0¿1214.target.*-o214¿¿¿¿¿PDG_OBJECT
1310¿PDG_OBJECT¿¿0¿1214.v83-o215¿¿¿¿¿PDG_OBJECT
1311¿PDG_OBJECT¿¿0¿1214.v85-o216¿¿¿¿¿PDG_OBJECT
1312¿PDG_OBJECT¿¿0¿1214.target-o217¿¿¿¿¿PDG_OBJECT
1313¿PDG_OBJECT¿¿0¿1214.target.*-o218¿¿¿¿¿PDG_OBJECT
1314¿PDG_OBJECT¿¿0¿1214.v78-o219¿¿¿¿¿PDG_OBJECT
1315¿PDG_CALL¿¿1214¿1214.CALL->path.shift-o220¿¿¿¿¿PDG_CALL
1316¿PDG_OBJECT¿¿0¿1214.key-o221¿¿¿¿¿PDG_OBJECT
1317¿PDG_OBJECT¿¿0¿1214.target-o222¿¿¿¿¿PDG_OBJECT
1318¿PDG_OBJECT¿¿0¿1214.target.*-o223¿¿¿¿¿PDG_OBJECT
1319¿PDG_RETURN¿¿0¿1214.RET_OBJ-o224¿¿¿¿¿PDG_RETURN
1320¿PDG_OBJECT¿¿0¿1221.v88-o225¿¿¿¿¿PDG_OBJECT
1321¿PDG_CALL¿¿1221¿1221.CALL->Array.isArray-o226¿¿¿¿¿PDG_CALL
1322¿PDG_OBJECT¿¿0¿1221.v89-o227¿¿¿¿¿PDG_OBJECT
1323¿PDG_OBJECT¿¿0¿1221.v91-o228¿¿¿¿¿PDG_OBJECT
1324¿PDG_CALL¿¿1221¿1221.CALL->this.set-o229¿¿¿¿¿PDG_CALL
1325¿PDG_OBJECT¿¿0¿1221.v93-o230¿¿¿¿¿PDG_OBJECT
1326¿PDG_RETURN¿¿0¿1221.RET_OBJ-o231¿¿¿¿¿PDG_RETURN
1327¿PDG_OBJECT¿¿0¿1221.this.store-o232¿¿¿¿¿PDG_OBJECT
1328¿PDG_CALL¿¿1221¿1221.CALL->getPath-o233¿¿¿¿¿PDG_CALL
1329¿PDG_OBJECT¿¿0¿1221.path-o234¿¿¿¿¿PDG_OBJECT
1330¿PDG_OBJECT¿¿0¿1221.path.length-o235¿¿¿¿¿PDG_OBJECT
1331¿PDG_OBJECT¿¿0¿1221.v95-o236¿¿¿¿¿PDG_OBJECT
1332¿PDG_CALL¿¿1221¿1221.CALL->path.shift-o237¿¿¿¿¿PDG_CALL
1333¿PDG_OBJECT¿¿0¿1221.key-o238¿¿¿¿¿PDG_OBJECT
1334¿PDG_OBJECT¿¿0¿1221.target.*-o239¿¿¿¿¿PDG_OBJECT
1335¿PDG_OBJECT¿¿0¿1221.v98-o240¿¿¿¿¿PDG_OBJECT
1336¿PDG_OBJECT¿¿0¿1221.target-o241¿¿¿¿¿PDG_OBJECT
1337¿PDG_OBJECT¿¿0¿1221.target.*-o242¿¿¿¿¿PDG_OBJECT
1338¿PDG_OBJECT¿¿0¿1221.v95-o243¿¿¿¿¿PDG_OBJECT
1339¿PDG_CALL¿¿1221¿1221.CALL->path.shift-o244¿¿¿¿¿PDG_CALL
1340¿PDG_OBJECT¿¿0¿1221.key-o245¿¿¿¿¿PDG_OBJECT
1341¿PDG_OBJECT¿¿0¿1221.target.*-o246¿¿¿¿¿PDG_OBJECT
1342¿PDG_OBJECT¿¿0¿1221.v101-o247¿¿¿¿¿PDG_OBJECT
1343¿PDG_CALL¿¿1221¿1221.CALL->Array.isArray-o248¿¿¿¿¿PDG_CALL
1344¿PDG_OBJECT¿¿0¿1221.v103-o249¿¿¿¿¿PDG_OBJECT
1345¿PDG_OBJECT¿¿0¿1221.target-o250¿¿¿¿¿PDG_OBJECT
1346¿PDG_OBJECT¿¿0¿1221.target.*-o251¿¿¿¿¿PDG_OBJECT
1347¿PDG_RETURN¿¿0¿1221.RET_OBJ-o252¿¿¿¿¿PDG_RETURN
1348¿PDG_CALL¿¿1221¿1221.CALL->Object.keys-o253¿¿¿¿¿PDG_CALL
1349¿PDG_OBJECT¿¿0¿1221.v105-o254¿¿¿¿¿PDG_OBJECT
1350¿PDG_OBJECT¿¿0¿1227.this-o255¿¿¿¿¿PDG_OBJECT
1351¿PDG_OBJECT¿¿0¿1227.nested-o256¿¿¿¿¿PDG_OBJECT
1352¿PDG_OBJECT¿¿0¿1221.v110-o257¿¿¿¿¿PDG_OBJECT
1353¿PDG_CALL¿¿1221¿1221.CALL->v105.every-o258¿¿¿¿¿PDG_CALL
1354¿PDG_OBJECT¿¿0¿1221.v111-o259¿¿¿¿¿PDG_OBJECT
1355¿PDG_RETURN¿¿0¿1221.RET_OBJ-o260¿¿¿¿¿PDG_RETURN
1356¿PDG_OBJECT¿¿0¿1227.nested-o261¿¿¿¿¿PDG_OBJECT
1357¿PDG_OBJECT¿¿0¿1227.nested-o262¿¿¿¿¿PDG_OBJECT
1358¿PDG_OBJECT¿¿0¿1227.v106-o263¿¿¿¿¿PDG_OBJECT
1359¿PDG_OBJECT¿¿0¿1227.v106.0-o264¿¿¿¿¿PDG_OBJECT
1360¿PDG_OBJECT¿¿0¿1227.v106.1-o265¿¿¿¿¿PDG_OBJECT
1361¿PDG_CALL¿¿1227¿1227.CALL->v106.join-o266¿¿¿¿¿PDG_CALL
1362¿PDG_OBJECT¿¿0¿1227.v107-o267¿¿¿¿¿PDG_OBJECT
1363¿PDG_OBJECT¿¿0¿1227.val.*-o268¿¿¿¿¿PDG_OBJECT
1364¿PDG_CALL¿¿1227¿1227.CALL->self.merge-o269¿¿¿¿¿PDG_CALL
1365¿PDG_OBJECT¿¿0¿1227.v109-o270¿¿¿¿¿PDG_OBJECT
1366¿PDG_RETURN¿¿0¿1227.RET_OBJ-o271¿¿¿¿¿PDG_RETURN
1367¿PDG_OBJECT¿¿0¿1229.v113-o272¿¿¿¿¿PDG_OBJECT
1368¿PDG_OBJECT¿¿0¿1229.this-o273¿¿¿¿¿PDG_OBJECT
1369¿PDG_OBJECT¿¿0¿1229.this.store-o274¿¿¿¿¿PDG_OBJECT
1370¿PDG_OBJECT¿¿0¿1231.this.store-o275¿¿¿¿¿PDG_OBJECT
1371¿PDG_CALL¿¿1231¿1231.CALL->console.dir-o276¿¿¿¿¿PDG_CALL
1372¿PDG_OBJECT¿¿0¿1231.v116-o277¿¿¿¿¿PDG_OBJECT
1373¿PDG_CALL¿¿1233¿1233.CALL->Promise.resolve-o278¿¿¿¿¿PDG_CALL
1374¿PDG_OBJECT¿¿0¿1233.v118-o279¿¿¿¿¿PDG_OBJECT
1375¿PDG_RETURN¿¿0¿1233.RET_OBJ-o280¿¿¿¿¿PDG_RETURN
