Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
5133¿Program¿¿-1¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":769,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Program
5275¿Identifier¿¿8995¿x¿¿¿{"start":{"line":57,"column":30},"end":{"line":57,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
5276¿VariableDeclarator¿¿8995¿v558¿¿¿{"start":{"line":57,"column":4},"end":{"line":57,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
5277¿CallExpression¿¿8995¿¿¿¿{"start":{"line":57,"column":4},"end":{"line":57,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿CallExpression
5278¿Identifier¿¿8995¿assert¿¿¿{"start":{"line":57,"column":4},"end":{"line":57,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
5279¿Identifier¿¿8995¿v557¿¿¿¿¿Identifier
5280¿Literal¿string¿8995¿¿'must be a valid pipe'¿¿{"start":{"line":57,"column":34},"end":{"line":57,"column":56},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Literal
5281¿ExpressionStatement¿¿8995¿¿¿¿{"start":{"line":57,"column":4},"end":{"line":57,"column":57},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿ExpressionStatement
5282¿Identifier¿¿8995¿v558¿¿¿¿¿Identifier
5283¿BlockStatement¿¿8995¿¿¿¿{"start":{"line":56,"column":34},"end":{"line":58,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿BlockStatement
5284¿VariableDeclarator¿¿8978¿v564¿¿¿{"start":{"line":59,"column":30},"end":{"line":63,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
5285¿FunctionExpression¿¿8978¿anon¿¿¿{"start":{"line":59,"column":30},"end":{"line":63,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿FunctionExpression
5286¿Identifier¿¿0¿x¿¿¿{"start":{"line":59,"column":39},"end":{"line":59,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
5287¿VariableDeclarator¿¿8997¿v560¿¿¿{"start":{"line":60,"column":9},"end":{"line":60,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
5288¿CallExpression¿¿8997¿¿¿¿{"start":{"line":60,"column":9},"end":{"line":60,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿CallExpression
5289¿Identifier¿¿8997¿isWindowsNamedPipe¿¿¿{"start":{"line":60,"column":9},"end":{"line":60,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
5290¿Identifier¿¿8997¿x¿¿¿{"start":{"line":60,"column":28},"end":{"line":60,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
5291¿VariableDeclarator¿¿8997¿v561¿¿¿{"start":{"line":60,"column":8},"end":{"line":60,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
5292¿UnaryExpression¿!¿8997¿¿¿¿{"start":{"line":60,"column":8},"end":{"line":60,"column":30},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿UnaryExpression
5293¿Identifier¿¿8997¿v560¿¿¿¿¿Identifier
5294¿IfStatement¿¿8997¿¿¿¿{"start":{"line":60,"column":4},"end":{"line":62,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿IfStatement
5295¿Identifier¿¿8997¿v561¿¿¿¿¿Identifier
5296¿VariableDeclarator¿¿8997¿v562¿¿¿{"start":{"line":61,"column":13},"end":{"line":61,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
5297¿CallExpression¿¿8997¿¿¿¿{"start":{"line":61,"column":13},"end":{"line":61,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿CallExpression
5298¿Identifier¿¿8997¿isPort¿¿¿{"start":{"line":61,"column":13},"end":{"line":61,"column":19},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
5299¿Identifier¿¿8997¿x¿¿¿{"start":{"line":61,"column":20},"end":{"line":61,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
5300¿VariableDeclarator¿¿8997¿v563¿¿¿{"start":{"line":61,"column":6},"end":{"line":61,"column":90},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
5301¿CallExpression¿¿8997¿¿¿¿{"start":{"line":61,"column":6},"end":{"line":61,"column":90},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿CallExpression
5302¿Identifier¿¿8997¿assert¿¿¿{"start":{"line":61,"column":6},"end":{"line":61,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
5303¿Identifier¿¿8997¿v562¿¿¿¿¿Identifier
5304¿Literal¿string¿8997¿¿'must be a windows named pipe or a number within range 0 - 65535'¿¿{"start":{"line":61,"column":24},"end":{"line":61,"column":89},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Literal
5305¿ExpressionStatement¿¿8997¿¿¿¿{"start":{"line":61,"column":6},"end":{"line":61,"column":90},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿ExpressionStatement
5306¿Identifier¿¿8997¿v563¿¿¿¿¿Identifier
5307¿BlockStatement¿¿8997¿¿¿¿{"start":{"line":60,"column":32},"end":{"line":62,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿BlockStatement
5308¿BlockStatement¿¿8997¿¿¿¿{"start":{"line":59,"column":42},"end":{"line":63,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿BlockStatement
5309¿VariableDeclarator¿¿8978¿types¿¿¿{"start":{"line":45,"column":6},"end":{"line":64,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
5310¿ObjectExpression¿¿8978¿¿¿¿¿¿ObjectExpression
5311¿ExpressionStatement¿¿8978¿¿¿¿{"start":{"line":45,"column":6},"end":{"line":64,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿ExpressionStatement
5312¿AssignmentExpression¿=¿8978¿¿¿¿{"start":{"line":45,"column":6},"end":{"line":64,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿AssignmentExpression
5313¿MemberExpression¿computed¿8978¿¿¿¿{"start":{"line":45,"column":6},"end":{"line":64,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
5314¿Identifier¿¿8978¿types¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
5315¿Literal¿string¿8978¿¿'*'¿¿{"start":{"line":46,"column":2},"end":{"line":46,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Literal
5316¿Identifier¿¿8978¿v545¿¿¿¿¿Identifier
5317¿ExpressionStatement¿¿8978¿¿¿¿{"start":{"line":45,"column":6},"end":{"line":64,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿ExpressionStatement
5318¿AssignmentExpression¿=¿8978¿¿¿¿{"start":{"line":45,"column":6},"end":{"line":64,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿AssignmentExpression
5319¿MemberExpression¿¿8978¿¿¿¿{"start":{"line":45,"column":6},"end":{"line":64,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
5320¿Identifier¿¿8978¿types¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
5321¿Identifier¿¿8978¿int¿¿¿{"start":{"line":47,"column":2},"end":{"line":47,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
5322¿Identifier¿¿8978¿v548¿¿¿¿¿Identifier
5323¿ExpressionStatement¿¿8978¿¿¿¿{"start":{"line":45,"column":6},"end":{"line":64,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿ExpressionStatement
5324¿AssignmentExpression¿=¿8978¿¿¿¿{"start":{"line":45,"column":6},"end":{"line":64,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿AssignmentExpression
5325¿MemberExpression¿¿8978¿¿¿¿{"start":{"line":45,"column":6},"end":{"line":64,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
5326¿Identifier¿¿8978¿types¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
5327¿Identifier¿¿8978¿nat¿¿¿{"start":{"line":50,"column":2},"end":{"line":50,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
5328¿Identifier¿¿8978¿v553¿¿¿¿¿Identifier
5329¿ExpressionStatement¿¿8978¿¿¿¿{"start":{"line":45,"column":6},"end":{"line":64,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿ExpressionStatement
5330¿AssignmentExpression¿=¿8978¿¿¿¿{"start":{"line":45,"column":6},"end":{"line":64,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿AssignmentExpression
5331¿MemberExpression¿¿8978¿¿¿¿{"start":{"line":45,"column":6},"end":{"line":64,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
5332¿Identifier¿¿8978¿types¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
5333¿Identifier¿¿8978¿port¿¿¿{"start":{"line":53,"column":2},"end":{"line":53,"column":6},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
5334¿Identifier¿¿8978¿v556¿¿¿¿¿Identifier
5335¿ExpressionStatement¿¿8978¿¿¿¿{"start":{"line":45,"column":6},"end":{"line":64,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿ExpressionStatement
5336¿AssignmentExpression¿=¿8978¿¿¿¿{"start":{"line":45,"column":6},"end":{"line":64,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿AssignmentExpression
5337¿MemberExpression¿¿8978¿¿¿¿{"start":{"line":45,"column":6},"end":{"line":64,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
5338¿Identifier¿¿8978¿types¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
5339¿Identifier¿¿8978¿windows_named_pipe¿¿¿{"start":{"line":56,"column":2},"end":{"line":56,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
5340¿Identifier¿¿8978¿v559¿¿¿¿¿Identifier
5341¿ExpressionStatement¿¿8978¿¿¿¿{"start":{"line":45,"column":6},"end":{"line":64,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿ExpressionStatement
5342¿AssignmentExpression¿=¿8978¿¿¿¿{"start":{"line":45,"column":6},"end":{"line":64,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿AssignmentExpression
5343¿MemberExpression¿¿8978¿¿¿¿{"start":{"line":45,"column":6},"end":{"line":64,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
5344¿Identifier¿¿8978¿types¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
5345¿Identifier¿¿8978¿port_or_windows_named_pipe¿¿¿{"start":{"line":59,"column":2},"end":{"line":59,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
5346¿Identifier¿¿8978¿v564¿¿¿¿¿Identifier
5347¿VariableDeclarator¿¿8978¿v565¿¿¿{"start":{"line":66,"column":0},"end":{"line":66,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
5348¿MemberExpression¿¿8978¿¿¿¿{"start":{"line":66,"column":16},"end":{"line":66,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
5349¿Identifier¿¿8978¿types¿¿¿{"start":{"line":66,"column":16},"end":{"line":66,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
5350¿Identifier¿¿8978¿int¿¿¿{"start":{"line":66,"column":22},"end":{"line":66,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
5351¿ExpressionStatement¿¿8978¿¿¿¿{"start":{"line":66,"column":0},"end":{"line":66,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿ExpressionStatement
5352¿AssignmentExpression¿=¿8978¿¿¿¿{"start":{"line":66,"column":0},"end":{"line":66,"column":25},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿AssignmentExpression
5353¿MemberExpression¿¿8978¿¿¿¿{"start":{"line":66,"column":0},"end":{"line":66,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
5354¿Identifier¿¿8978¿types¿¿¿{"start":{"line":66,"column":0},"end":{"line":66,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
5355¿Identifier¿¿8978¿integer¿¿¿{"start":{"line":66,"column":6},"end":{"line":66,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
5356¿Identifier¿¿8978¿v565¿¿¿¿¿Identifier
5357¿VariableDeclarator¿¿8978¿converters¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
5358¿NewExpression¿¿8978¿¿¿¿{"start":{"line":68,"column":19},"end":{"line":68,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿NewExpression
5359¿Identifier¿¿8978¿Map¿¿¿{"start":{"line":68,"column":23},"end":{"line":68,"column":26},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
5360¿VariableDeclarator¿¿8978¿v566¿¿¿{"start":{"line":70,"column":31},"end":{"line":70,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
5361¿MemberExpression¿¿8978¿¿¿¿{"start":{"line":70,"column":31},"end":{"line":70,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
5362¿Identifier¿¿8978¿JSON¿¿¿{"start":{"line":70,"column":31},"end":{"line":70,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
5363¿Identifier¿¿8978¿parse¿¿¿{"start":{"line":70,"column":36},"end":{"line":70,"column":41},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
5364¿VariableDeclarator¿¿8978¿parsers_registry¿¿¿{"start":{"line":70,"column":6},"end":{"line":70,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
5365¿ObjectExpression¿¿8978¿¿¿¿¿¿ObjectExpression
5366¿ExpressionStatement¿¿8978¿¿¿¿{"start":{"line":70,"column":6},"end":{"line":70,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿ExpressionStatement
5367¿AssignmentExpression¿=¿8978¿¿¿¿{"start":{"line":70,"column":6},"end":{"line":70,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿AssignmentExpression
5368¿MemberExpression¿computed¿8978¿¿¿¿{"start":{"line":70,"column":6},"end":{"line":70,"column":42},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
5369¿Identifier¿¿8978¿parsers_registry¿¿¿{"start":{"line":70,"column":6},"end":{"line":70,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
5370¿Literal¿string¿8978¿¿'*'¿¿{"start":{"line":70,"column":26},"end":{"line":70,"column":29},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Literal
5371¿Identifier¿¿8978¿v566¿¿¿¿¿Identifier
5372¿VariableDeclarator¿¿8978¿ALLOWED_OPTION_STRICT¿¿¿{"start":{"line":72,"column":6},"end":{"line":72,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
5373¿Literal¿string¿8978¿¿'strict'¿¿{"start":{"line":72,"column":30},"end":{"line":72,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Literal
5374¿VariableDeclarator¿¿8978¿ALLOWED_OPTION_WARN¿¿¿{"start":{"line":73,"column":6},"end":{"line":73,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
5375¿Literal¿string¿8978¿¿'warn'¿¿{"start":{"line":73,"column":28},"end":{"line":73,"column":34},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Literal
5376¿VariableDeclarator¿¿8978¿flatten¿¿¿{"start":{"line":75,"column":0},"end":{"line":118,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
5377¿FunctionExpression¿¿8978¿anon¿¿¿{"start":{"line":75,"column":0},"end":{"line":118,"column":1},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿FunctionExpression
5378¿Identifier¿¿0¿obj¿¿¿{"start":{"line":75,"column":17},"end":{"line":75,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
5379¿Identifier¿¿0¿useProperties¿¿¿{"start":{"line":75,"column":22},"end":{"line":75,"column":35},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
5380¿VariableDeclarator¿¿9000¿stack¿¿¿{"start":{"line":76,"column":8},"end":{"line":76,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
5381¿CallExpression¿¿9000¿¿¿¿{"start":{"line":76,"column":16},"end":{"line":76,"column":32},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿CallExpression
5382¿MemberExpression¿¿9000¿¿¿¿{"start":{"line":76,"column":16},"end":{"line":76,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
5383¿Identifier¿¿9000¿Object¿¿¿{"start":{"line":76,"column":16},"end":{"line":76,"column":22},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
5384¿Identifier¿¿9000¿keys¿¿¿{"start":{"line":76,"column":23},"end":{"line":76,"column":27},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
5385¿Identifier¿¿9000¿obj¿¿¿{"start":{"line":76,"column":28},"end":{"line":76,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿Identifier
5386¿VariableDeclarator¿¿9000¿key¿¿¿{"start":{"line":77,"column":6},"end":{"line":77,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
5387¿VariableDeclarator¿¿9000¿entries¿¿¿{"start":{"line":79,"column":8},"end":{"line":79,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
5388¿ArrayExpression¿¿9000¿¿¿¿{"start":{"line":79,"column":18},"end":{"line":79,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿ArrayExpression
5389¿VariableDeclarator¿¿9000¿v567¿¿¿{"start":{"line":81,"column":9},"end":{"line":81,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿VariableDeclarator
5390¿MemberExpression¿¿9000¿¿¿¿{"start":{"line":81,"column":9},"end":{"line":81,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/convict_6.0.0/src/main.js"}¿¿MemberExpression
