Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
913¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":149,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Program
1485¿Literal¿number¿1598¿¿0¿¿{"start":{"line":127,"column":39},"end":{"line":127,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Literal
1486¿IfStatement¿¿1598¿¿¿¿{"start":{"line":127,"column":4},"end":{"line":129,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿IfStatement
1487¿Identifier¿¿1598¿v157¿¿¿¿¿Identifier
1488¿ReturnStatement¿¿1598¿¿¿¿{"start":{"line":128,"column":6},"end":{"line":128,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿ReturnStatement
1489¿BlockStatement¿¿1598¿¿¿¿{"start":{"line":127,"column":42},"end":{"line":129,"column":5},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿BlockStatement
1490¿VariableDeclarator¿¿1598¿v158¿¿¿{"start":{"line":132,"column":15},"end":{"line":132,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1491¿MemberExpression¿computed¿1598¿¿¿¿{"start":{"line":132,"column":15},"end":{"line":132,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1492¿Identifier¿¿1598¿data¿¿¿{"start":{"line":132,"column":15},"end":{"line":132,"column":19},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1493¿Literal¿number¿1598¿¿0¿¿{"start":{"line":132,"column":20},"end":{"line":132,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Literal
1494¿VariableDeclarator¿¿1598¿v159¿¿¿{"start":{"line":132,"column":15},"end":{"line":132,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1495¿CallExpression¿¿1598¿¿¿¿{"start":{"line":132,"column":15},"end":{"line":132,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1496¿MemberExpression¿¿1598¿¿¿¿{"start":{"line":132,"column":15},"end":{"line":132,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1497¿Identifier¿¿1598¿v158¿¿¿¿¿Identifier
1498¿Identifier¿¿1598¿split¿¿¿{"start":{"line":132,"column":23},"end":{"line":132,"column":28},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1499¿Literal¿string¿1598¿¿'\n'¿¿{"start":{"line":132,"column":29},"end":{"line":132,"column":33},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Literal
1500¿VariableDeclarator¿¿1598¿v160¿¿¿{"start":{"line":132,"column":15},"end":{"line":132,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1501¿CallExpression¿¿1598¿¿¿¿{"start":{"line":132,"column":15},"end":{"line":132,"column":43},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1502¿MemberExpression¿¿1598¿¿¿¿{"start":{"line":132,"column":15},"end":{"line":132,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1503¿Identifier¿¿1598¿v159¿¿¿¿¿Identifier
1504¿Identifier¿¿1598¿slice¿¿¿{"start":{"line":132,"column":35},"end":{"line":132,"column":40},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1505¿Literal¿number¿1598¿¿1¿¿{"start":{"line":132,"column":41},"end":{"line":132,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Literal
1506¿VariableDeclarator¿¿1598¿rows¿¿¿{"start":{"line":132,"column":8},"end":{"line":132,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1507¿MemberExpression¿computed¿1598¿¿¿¿{"start":{"line":132,"column":15},"end":{"line":132,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1508¿Identifier¿¿1598¿v160¿¿¿¿¿Identifier
1509¿Literal¿number¿1598¿¿0¿¿{"start":{"line":132,"column":44},"end":{"line":132,"column":45},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Literal
1510¿VariableDeclarator¿¿1598¿v161¿¿¿{"start":{"line":133,"column":11},"end":{"line":133,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1511¿CallExpression¿¿1598¿¿¿¿{"start":{"line":133,"column":11},"end":{"line":133,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1512¿Identifier¿¿1598¿parseLinux¿¿¿{"start":{"line":133,"column":11},"end":{"line":133,"column":21},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1513¿Identifier¿¿1598¿rows¿¿¿{"start":{"line":133,"column":22},"end":{"line":133,"column":26},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1514¿Identifier¿¿1598¿servers¿¿¿{"start":{"line":133,"column":28},"end":{"line":133,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1515¿Literal¿boolean¿1598¿¿true¿¿{"start":{"line":133,"column":37},"end":{"line":133,"column":41},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Literal
1516¿ReturnStatement¿¿1598¿¿¿¿{"start":{"line":133,"column":4},"end":{"line":133,"column":42},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿ReturnStatement
1517¿Identifier¿¿1598¿v161¿¿¿¿¿Identifier
1518¿BlockStatement¿¿1598¿¿¿¿{"start":{"line":125,"column":42},"end":{"line":134,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿BlockStatement
1519¿VariableDeclarator¿¿1598¿v162¿¿¿{"start":{"line":134,"column":13},"end":{"line":134,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1520¿MemberExpression¿¿1598¿¿¿¿{"start":{"line":134,"column":13},"end":{"line":134,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1521¿Identifier¿¿1598¿process¿¿¿{"start":{"line":134,"column":13},"end":{"line":134,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1522¿Identifier¿¿1598¿platform¿¿¿{"start":{"line":134,"column":21},"end":{"line":134,"column":29},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1523¿VariableDeclarator¿¿1598¿v163¿¿¿{"start":{"line":134,"column":13},"end":{"line":134,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1524¿CallExpression¿¿1598¿¿¿¿{"start":{"line":134,"column":13},"end":{"line":134,"column":47},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1525¿MemberExpression¿¿1598¿¿¿¿{"start":{"line":134,"column":13},"end":{"line":134,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1526¿Identifier¿¿1598¿v162¿¿¿¿¿Identifier
1527¿Identifier¿¿1598¿includes¿¿¿{"start":{"line":134,"column":30},"end":{"line":134,"column":38},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1528¿Literal¿string¿1598¿¿'win32'¿¿{"start":{"line":134,"column":39},"end":{"line":134,"column":46},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Literal
1529¿IfStatement¿¿1598¿¿¿¿{"start":{"line":134,"column":9},"end":{"line":136,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿IfStatement
1530¿Identifier¿¿1598¿v163¿¿¿¿¿Identifier
1531¿ReturnStatement¿¿1598¿¿¿¿{"start":{"line":135,"column":4},"end":{"line":135,"column":10},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿ReturnStatement
1532¿BlockStatement¿¿1598¿¿¿¿{"start":{"line":134,"column":49},"end":{"line":136,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿BlockStatement
1533¿BlockStatement¿¿1598¿¿¿¿¿¿BlockStatement
1534¿VariableDeclarator¿¿1598¿v164¿¿¿{"start":{"line":138,"column":18},"end":{"line":138,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1535¿MemberExpression¿computed¿1598¿¿¿¿{"start":{"line":138,"column":18},"end":{"line":138,"column":25},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1536¿Identifier¿¿1598¿data¿¿¿{"start":{"line":138,"column":18},"end":{"line":138,"column":22},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1537¿Literal¿number¿1598¿¿0¿¿{"start":{"line":138,"column":23},"end":{"line":138,"column":24},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Literal
1538¿VariableDeclarator¿¿1598¿v165¿¿¿{"start":{"line":138,"column":9},"end":{"line":138,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1539¿CallExpression¿¿1598¿¿¿¿{"start":{"line":138,"column":9},"end":{"line":138,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿CallExpression
1540¿Identifier¿¿1598¿parseRow¿¿¿{"start":{"line":138,"column":9},"end":{"line":138,"column":17},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1541¿Identifier¿¿1598¿v164¿¿¿¿¿Identifier
1542¿Identifier¿¿1598¿servers¿¿¿{"start":{"line":138,"column":27},"end":{"line":138,"column":34},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1543¿ReturnStatement¿¿1598¿¿¿¿{"start":{"line":138,"column":2},"end":{"line":138,"column":35},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿ReturnStatement
1544¿Identifier¿¿1598¿v165¿¿¿¿¿Identifier
1545¿BlockStatement¿¿1598¿¿¿¿{"start":{"line":120,"column":25},"end":{"line":139,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿BlockStatement
1546¿VariableDeclarator¿¿1564¿unlock¿¿¿{"start":{"line":144,"column":0},"end":{"line":149,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1547¿FunctionExpression¿¿1564¿anon¿¿¿{"start":{"line":144,"column":0},"end":{"line":149,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿FunctionExpression
1548¿Identifier¿¿0¿key¿¿¿{"start":{"line":144,"column":17},"end":{"line":144,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1549¿VariableDeclarator¿¿1604¿v166¿¿¿{"start":{"line":145,"column":9},"end":{"line":148,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿VariableDeclarator
1550¿FunctionExpression¿¿1604¿anon¿¿¿{"start":{"line":145,"column":9},"end":{"line":148,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿FunctionExpression
1551¿Identifier¿¿0¿data¿¿¿{"start":{"line":145,"column":19},"end":{"line":145,"column":23},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1552¿ExpressionStatement¿¿1606¿¿¿¿{"start":{"line":146,"column":4},"end":{"line":146,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿ExpressionStatement
1553¿AssignmentExpression¿=¿1606¿¿¿¿{"start":{"line":146,"column":4},"end":{"line":146,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿AssignmentExpression
1554¿MemberExpression¿computed¿1606¿¿¿¿{"start":{"line":146,"column":4},"end":{"line":146,"column":13},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿MemberExpression
1555¿Identifier¿¿1606¿lock¿¿¿{"start":{"line":146,"column":4},"end":{"line":146,"column":8},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1556¿Identifier¿¿1606¿key¿¿¿{"start":{"line":146,"column":9},"end":{"line":146,"column":12},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1557¿Literal¿object¿1606¿¿null¿¿{"start":{"line":146,"column":16},"end":{"line":146,"column":20},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Literal
1558¿ReturnStatement¿¿1606¿¿¿¿{"start":{"line":147,"column":4},"end":{"line":147,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿ReturnStatement
1559¿Identifier¿¿1606¿data¿¿¿{"start":{"line":147,"column":11},"end":{"line":147,"column":15},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿Identifier
1560¿BlockStatement¿¿1606¿¿¿¿{"start":{"line":145,"column":25},"end":{"line":148,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿BlockStatement
1561¿ReturnStatement¿¿1604¿¿¿¿{"start":{"line":145,"column":2},"end":{"line":148,"column":3},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿ReturnStatement
1562¿Identifier¿¿1604¿v166¿¿¿¿¿Identifier
1563¿BlockStatement¿¿1604¿¿¿¿{"start":{"line":144,"column":22},"end":{"line":149,"column":1},"fname":"/datasets/secbench-dataset/CWE-78/local-devices_2.0.0/src/index.js"}¿¿BlockStatement
1564¿CFG_F_START¿¿1564¿__main__¿¿¿¿¿CFG_F_START
1565¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1566¿CFG_F_START¿¿1566¿948_anon¿¿¿¿¿CFG_F_START
1567¿CFG_F_END¿¿0¿948_anon¿¿¿¿¿CFG_F_END
1568¿CFG_IF_END¿¿0¿978¿¿¿¿¿CFG_IF_END
1569¿CFG_F_START¿¿1569¿1022_anon¿¿¿¿¿CFG_F_START
1570¿CFG_F_END¿¿0¿1022_anon¿¿¿¿¿CFG_F_END
1571¿CFG_WHILE_END¿¿0¿¿¿¿¿¿CFG_WHILE_END
1572¿CFG_IF_END¿¿0¿1070¿¿¿¿¿CFG_IF_END
1573¿CFG_WHILE_END¿¿0¿¿¿¿¿¿CFG_WHILE_END
1574¿FOR_END¿¿0¿¿¿¿¿¿FOR_END
1575¿CFG_F_START¿¿1575¿1153_anon¿¿¿¿¿CFG_F_START
1576¿CFG_F_END¿¿0¿1153_anon¿¿¿¿¿CFG_F_END
1577¿CFG_F_START¿¿1577¿1170_anon¿¿¿¿¿CFG_F_START
1578¿CFG_F_END¿¿0¿1170_anon¿¿¿¿¿CFG_F_END
1579¿CFG_F_START¿¿1579¿1173_anon¿¿¿¿¿CFG_F_START
1580¿CFG_F_END¿¿0¿1173_anon¿¿¿¿¿CFG_F_END
1581¿CFG_F_START¿¿1581¿1209_anon¿¿¿¿¿CFG_F_START
1582¿CFG_F_END¿¿0¿1209_anon¿¿¿¿¿CFG_F_END
1583¿CFG_F_START¿¿1583¿1233_anon¿¿¿¿¿CFG_F_START
1584¿CFG_F_END¿¿0¿1233_anon¿¿¿¿¿CFG_F_END
1585¿CFG_F_START¿¿1585¿1250_anon¿¿¿¿¿CFG_F_START
1586¿CFG_F_END¿¿0¿1250_anon¿¿¿¿¿CFG_F_END
1587¿CFG_IF_END¿¿0¿1266¿¿¿¿¿CFG_IF_END
1588¿CFG_F_START¿¿1588¿1296_anon¿¿¿¿¿CFG_F_START
1589¿CFG_F_END¿¿0¿1296_anon¿¿¿¿¿CFG_F_END
1590¿CFG_F_START¿¿1590¿1350_anon¿¿¿¿¿CFG_F_START
1591¿CFG_F_END¿¿0¿1350_anon¿¿¿¿¿CFG_F_END
1592¿CFG_IF_END¿¿0¿1331¿¿¿¿¿CFG_IF_END
1593¿CFG_IF_END¿¿0¿1283¿¿¿¿¿CFG_IF_END
1594¿CFG_F_START¿¿1594¿1392_anon¿¿¿¿¿CFG_F_START
1595¿CFG_F_END¿¿0¿1392_anon¿¿¿¿¿CFG_F_END
1596¿CFG_F_START¿¿1596¿1418_anon¿¿¿¿¿CFG_F_START
1597¿CFG_F_END¿¿0¿1418_anon¿¿¿¿¿CFG_F_END
1598¿CFG_F_START¿¿1598¿1440_anon¿¿¿¿¿CFG_F_START
1599¿CFG_F_END¿¿0¿1440_anon¿¿¿¿¿CFG_F_END
1600¿CFG_IF_END¿¿0¿1456¿¿¿¿¿CFG_IF_END
1601¿CFG_IF_END¿¿0¿1486¿¿¿¿¿CFG_IF_END
1602¿CFG_IF_END¿¿0¿1529¿¿¿¿¿CFG_IF_END
1603¿CFG_IF_END¿¿0¿1470¿¿¿¿¿CFG_IF_END
1604¿CFG_F_START¿¿1604¿1547_anon¿¿¿¿¿CFG_F_START
1605¿CFG_F_END¿¿0¿1547_anon¿¿¿¿¿CFG_F_END
1606¿CFG_F_START¿¿1606¿1550_anon¿¿¿¿¿CFG_F_START
1607¿CFG_F_END¿¿0¿1550_anon¿¿¿¿¿CFG_F_END
1608¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1609¿PDG_CALL¿¿1564¿1564.CALL->require-o209¿¿¿¿¿PDG_CALL
1610¿PDG_OBJECT¿¿0¿1564.ip-o210¿¿¿¿¿PDG_OBJECT
1611¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1612¿PDG_CALL¿¿1564¿1564.CALL->require-o211¿¿¿¿¿PDG_CALL
1613¿PDG_OBJECT¿¿0¿1564.os-o212¿¿¿¿¿PDG_OBJECT
1614¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1615¿PDG_CALL¿¿1564¿1564.CALL->require-o213¿¿¿¿¿PDG_CALL
1616¿PDG_OBJECT¿¿0¿1564.net-o214¿¿¿¿¿PDG_OBJECT
1617¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1618¿PDG_CALL¿¿1564¿1564.CALL->require-o215¿¿¿¿¿PDG_CALL
1619¿PDG_OBJECT¿¿0¿1564.cp-o216¿¿¿¿¿PDG_OBJECT
1620¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1621¿PDG_CALL¿¿1564¿1564.CALL->require-o217¿¿¿¿¿PDG_CALL
1622¿PDG_OBJECT¿¿0¿1564.parseLinux-o218¿¿¿¿¿PDG_OBJECT
1623¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1624¿PDG_CALL¿¿1564¿1564.CALL->require-o219¿¿¿¿¿PDG_CALL
1625¿PDG_OBJECT¿¿0¿1564.parseWin32-o220¿¿¿¿¿PDG_OBJECT
1626¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1627¿PDG_CALL¿¿1564¿1564.CALL->require-o221¿¿¿¿¿PDG_CALL
1628¿PDG_OBJECT¿¿0¿1564.parseRow-o222¿¿¿¿¿PDG_OBJECT
1629¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1630¿PDG_CALL¿¿1564¿1564.CALL->getServers-o223¿¿¿¿¿PDG_CALL
1631¿PDG_OBJECT¿¿0¿1564.servers-o224¿¿¿¿¿PDG_OBJECT
1632¿PDG_OBJECT¿¿0¿1564.lock-o225¿¿¿¿¿PDG_OBJECT
1633¿PDG_OBJECT¿¿0¿1566.this-o226¿¿¿¿¿PDG_OBJECT
1634¿PDG_OBJECT¿¿0¿1566.address-o227¿¿¿¿¿PDG_OBJECT
1635¿PDG_OBJECT¿¿0¿1564.findLocalDevices-o228¿¿¿¿¿PDG_OBJECT
1636¿PDG_OBJECT¿¿0¿1564.module-o229¿¿¿¿¿PDG_OBJECT
1637¿PDG_OBJECT¿¿0¿1564.module.exports-o230¿¿¿¿¿PDG_OBJECT
1638¿PDG_OBJECT¿¿0¿1569.this-o231¿¿¿¿¿PDG_OBJECT
1639¿PDG_OBJECT¿¿0¿1564.getServers-o232¿¿¿¿¿PDG_OBJECT
1640¿PDG_OBJECT¿¿0¿1575.this-o233¿¿¿¿¿PDG_OBJECT
1641¿PDG_OBJECT¿¿0¿1564.pingServers-o234¿¿¿¿¿PDG_OBJECT
1642¿PDG_OBJECT¿¿0¿1577.this-o235¿¿¿¿¿PDG_OBJECT
1643¿PDG_OBJECT¿¿0¿1577.address-o236¿¿¿¿¿PDG_OBJECT
1644¿PDG_OBJECT¿¿0¿1564.pingServer-o237¿¿¿¿¿PDG_OBJECT
1645¿PDG_OBJECT¿¿0¿1583.this-o238¿¿¿¿¿PDG_OBJECT
1646¿PDG_OBJECT¿¿0¿1564.arpAll-o239¿¿¿¿¿PDG_OBJECT
1647¿PDG_OBJECT¿¿0¿1585.this-o240¿¿¿¿¿PDG_OBJECT
1648¿PDG_OBJECT¿¿0¿1585.data-o241¿¿¿¿¿PDG_OBJECT
1649¿PDG_OBJECT¿¿0¿1564.parseAll-o242¿¿¿¿¿PDG_OBJECT
1650¿PDG_OBJECT¿¿0¿1596.this-o243¿¿¿¿¿PDG_OBJECT
1651¿PDG_OBJECT¿¿0¿1596.address-o244¿¿¿¿¿PDG_OBJECT
1652¿PDG_OBJECT¿¿0¿1564.arpOne-o245¿¿¿¿¿PDG_OBJECT
1653¿PDG_OBJECT¿¿0¿1598.this-o246¿¿¿¿¿PDG_OBJECT
1654¿PDG_OBJECT¿¿0¿1598.data-o247¿¿¿¿¿PDG_OBJECT
1655¿PDG_OBJECT¿¿0¿1564.parseOne-o248¿¿¿¿¿PDG_OBJECT
1656¿PDG_OBJECT¿¿0¿1604.this-o249¿¿¿¿¿PDG_OBJECT
1657¿PDG_OBJECT¿¿0¿1604.key-o250¿¿¿¿¿PDG_OBJECT
1658¿PDG_OBJECT¿¿0¿1564.unlock-o251¿¿¿¿¿PDG_OBJECT
1659¿PDG_CALL¿¿1566¿1566.CALL->String-o252¿¿¿¿¿PDG_CALL
1660¿PDG_OBJECT¿¿0¿1566.key-o253¿¿¿¿¿PDG_OBJECT
1661¿PDG_OBJECT¿¿0¿1566.lock.*-o254¿¿¿¿¿PDG_OBJECT
1662¿PDG_CALL¿¿1566¿1566.CALL->pingServer-o255¿¿¿¿¿PDG_CALL
1663¿PDG_OBJECT¿¿0¿1566.v85-o256¿¿¿¿¿PDG_OBJECT
1664¿PDG_CALL¿¿1566¿1566.CALL->v85.then-o257¿¿¿¿¿PDG_CALL
1665¿PDG_OBJECT¿¿0¿1566.v86-o258¿¿¿¿¿PDG_OBJECT
1666¿PDG_CALL¿¿1566¿1566.CALL->pingServers-o259¿¿¿¿¿PDG_CALL
1667¿PDG_OBJECT¿¿0¿1566.v87-o260¿¿¿¿¿PDG_OBJECT
1668¿PDG_CALL¿¿1566¿1566.CALL->v87.then-o261¿¿¿¿¿PDG_CALL
1669¿PDG_OBJECT¿¿0¿1566.v88-o262¿¿¿¿¿PDG_OBJECT
1670¿PDG_OBJECT¿¿0¿1566.v89-o263¿¿¿¿¿PDG_OBJECT
1671¿PDG_CALL¿¿1566¿1566.CALL->unlock-o264¿¿¿¿¿PDG_CALL
1672¿PDG_OBJECT¿¿0¿1566.v90-o265¿¿¿¿¿PDG_OBJECT
1673¿PDG_CALL¿¿1566¿1566.CALL->v89.then-o266¿¿¿¿¿PDG_CALL
1674¿PDG_OBJECT¿¿0¿1566.v91-o267¿¿¿¿¿PDG_OBJECT
1675¿PDG_OBJECT¿¿0¿1566.lock-o268¿¿¿¿¿PDG_OBJECT
1676¿PDG_OBJECT¿¿0¿1566.lock.*-o269¿¿¿¿¿PDG_OBJECT
1677¿PDG_RETURN¿¿0¿1566.RET_OBJ-o270¿¿¿¿¿PDG_RETURN
1678¿PDG_CALL¿¿1569¿1569.CALL->os.networkInterfaces-o271¿¿¿¿¿PDG_CALL
1679¿PDG_OBJECT¿¿0¿1569.interfaces-o272¿¿¿¿¿PDG_OBJECT
1680¿PDG_OBJECT¿¿0¿1569.result-o273¿¿¿¿¿PDG_OBJECT
1681¿PDG_OBJECT¿¿0¿1569.key-o274¿¿¿¿¿PDG_OBJECT
1682¿PDG_OBJECT¿¿0¿1569.key-o275¿¿¿¿¿PDG_OBJECT
1683¿PDG_OBJECT¿¿0¿1569.interfaces.*-o276¿¿¿¿¿PDG_OBJECT
1684¿PDG_OBJECT¿¿0¿1569.addresses.length-o277¿¿¿¿¿PDG_OBJECT
1685¿PDG_OBJECT¿¿0¿1569.addresses.*-o278¿¿¿¿¿PDG_OBJECT
1686¿PDG_OBJECT¿¿0¿1569.address.family-o279¿¿¿¿¿PDG_OBJECT
1687¿PDG_OBJECT¿¿0¿1569.v95-o280¿¿¿¿¿PDG_OBJECT
1688¿PDG_OBJECT¿¿0¿1569.address.internal-o281¿¿¿¿¿PDG_OBJECT
1689¿PDG_OBJECT¿¿0¿1569.v98-o282¿¿¿¿¿PDG_OBJECT
1690¿PDG_OBJECT¿¿0¿1569.address.address-o283¿¿¿¿¿PDG_OBJECT
1691¿PDG_OBJECT¿¿0¿1569.address.netmask-o284¿¿¿¿¿PDG_OBJECT
1692¿PDG_CALL¿¿1569¿1569.CALL->ip.subnet-o285¿¿¿¿¿PDG_CALL
1693¿PDG_OBJECT¿¿0¿1569.subnet-o286¿¿¿¿¿PDG_OBJECT
1694¿PDG_OBJECT¿¿0¿1569.subnet.firstAddress-o287¿¿¿¿¿PDG_OBJECT
1695¿PDG_CALL¿¿1569¿1569.CALL->ip.toLong-o288¿¿¿¿¿PDG_CALL
1696¿PDG_OBJECT¿¿0¿1569.current-o289¿¿¿¿¿PDG_OBJECT
1697¿PDG_OBJECT¿¿0¿1569.subnet.lastAddress-o290¿¿¿¿¿PDG_OBJECT
1698¿PDG_CALL¿¿1569¿1569.CALL->ip.toLong-o291¿¿¿¿¿PDG_CALL
1699¿PDG_OBJECT¿¿0¿1569.v103-o292¿¿¿¿¿PDG_OBJECT
