Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
778¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":162,"column":2},"fname":"/datasets/secbench-dataset/CWE-78/theme-core_0.2.5/src/utils.js"}¿¿Program
1374¿PDG_OBJECT¿¿0¿1322.yaml-o189¿¿¿¿¿PDG_OBJECT
1375¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1376¿PDG_CALL¿¿1322¿1322.CALL->require-o190¿¿¿¿¿PDG_CALL
1377¿PDG_OBJECT¿¿0¿1322.fs-o191¿¿¿¿¿PDG_OBJECT
1378¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1379¿PDG_OBJECT¿¿0¿1324.this-o192¿¿¿¿¿PDG_OBJECT
1380¿PDG_OBJECT¿¿0¿1324.cmd-o193¿¿¿¿¿PDG_OBJECT
1381¿PDG_OBJECT¿¿0¿1324.exitOnError-o194¿¿¿¿¿PDG_OBJECT
1382¿PDG_OBJECT¿¿0¿1324.cb-o195¿¿¿¿¿PDG_OBJECT
1383¿PDG_OBJECT¿¿0¿1322.sh-o196¿¿¿¿¿PDG_OBJECT
1384¿PDG_OBJECT¿¿0¿1336.this-o197¿¿¿¿¿PDG_OBJECT
1385¿PDG_OBJECT¿¿0¿1336.arrayOfArrays-o198¿¿¿¿¿PDG_OBJECT
1386¿PDG_OBJECT¿¿0¿1322.flattenArray-o199¿¿¿¿¿PDG_OBJECT
1387¿PDG_OBJECT¿¿0¿1338.this-o200¿¿¿¿¿PDG_OBJECT
1388¿PDG_OBJECT¿¿0¿1338.item-o201¿¿¿¿¿PDG_OBJECT
1389¿PDG_OBJECT¿¿0¿1322.uniqueArray-o202¿¿¿¿¿PDG_OBJECT
1390¿PDG_OBJECT¿¿0¿1342.this-o203¿¿¿¿¿PDG_OBJECT
1391¿PDG_OBJECT¿¿0¿1342.message-o204¿¿¿¿¿PDG_OBJECT
1392¿PDG_OBJECT¿¿0¿1322.error-o205¿¿¿¿¿PDG_OBJECT
1393¿PDG_OBJECT¿¿0¿1344.this-o206¿¿¿¿¿PDG_OBJECT
1394¿PDG_OBJECT¿¿0¿1344.object-o207¿¿¿¿¿PDG_OBJECT
1395¿PDG_OBJECT¿¿0¿1322.toYaml-o208¿¿¿¿¿PDG_OBJECT
1396¿PDG_OBJECT¿¿0¿1346.this-o209¿¿¿¿¿PDG_OBJECT
1397¿PDG_OBJECT¿¿0¿1346.string-o210¿¿¿¿¿PDG_OBJECT
1398¿PDG_OBJECT¿¿0¿1322.fromYaml-o211¿¿¿¿¿PDG_OBJECT
1399¿PDG_OBJECT¿¿0¿1348.this-o212¿¿¿¿¿PDG_OBJECT
1400¿PDG_OBJECT¿¿0¿1348.file-o213¿¿¿¿¿PDG_OBJECT
1401¿PDG_OBJECT¿¿0¿1348.cb-o214¿¿¿¿¿PDG_OBJECT
1402¿PDG_OBJECT¿¿0¿1322.readYamlFile-o215¿¿¿¿¿PDG_OBJECT
1403¿PDG_OBJECT¿¿0¿1353.this-o216¿¿¿¿¿PDG_OBJECT
1404¿PDG_OBJECT¿¿0¿1353.file-o217¿¿¿¿¿PDG_OBJECT
1405¿PDG_OBJECT¿¿0¿1322.readYamlFileSync-o218¿¿¿¿¿PDG_OBJECT
1406¿PDG_OBJECT¿¿0¿1355.this-o219¿¿¿¿¿PDG_OBJECT
1407¿PDG_OBJECT¿¿0¿1355.file-o220¿¿¿¿¿PDG_OBJECT
1408¿PDG_OBJECT¿¿0¿1355.data-o221¿¿¿¿¿PDG_OBJECT
1409¿PDG_OBJECT¿¿0¿1355.cb-o222¿¿¿¿¿PDG_OBJECT
1410¿PDG_OBJECT¿¿0¿1322.writeYamlFile-o223¿¿¿¿¿PDG_OBJECT
1411¿PDG_OBJECT¿¿0¿1360.this-o224¿¿¿¿¿PDG_OBJECT
1412¿PDG_OBJECT¿¿0¿1360.file-o225¿¿¿¿¿PDG_OBJECT
1413¿PDG_OBJECT¿¿0¿1360.data-o226¿¿¿¿¿PDG_OBJECT
1414¿PDG_OBJECT¿¿0¿1322.writeYamlFileSync-o227¿¿¿¿¿PDG_OBJECT
1415¿PDG_OBJECT¿¿0¿1322.v118-o228¿¿¿¿¿PDG_OBJECT
1416¿PDG_OBJECT¿¿0¿1322.v118-o229¿¿¿¿¿PDG_OBJECT
1417¿PDG_OBJECT¿¿0¿1322.v118.sh-o230¿¿¿¿¿PDG_OBJECT
1418¿PDG_OBJECT¿¿0¿1322.v118-o231¿¿¿¿¿PDG_OBJECT
1419¿PDG_OBJECT¿¿0¿1322.v118.flattenArray-o232¿¿¿¿¿PDG_OBJECT
1420¿PDG_OBJECT¿¿0¿1322.v118-o233¿¿¿¿¿PDG_OBJECT
1421¿PDG_OBJECT¿¿0¿1322.v118.uniqueArray-o234¿¿¿¿¿PDG_OBJECT
1422¿PDG_OBJECT¿¿0¿1322.v118-o235¿¿¿¿¿PDG_OBJECT
1423¿PDG_OBJECT¿¿0¿1322.v118.error-o236¿¿¿¿¿PDG_OBJECT
1424¿PDG_OBJECT¿¿0¿1322.v118-o237¿¿¿¿¿PDG_OBJECT
1425¿PDG_OBJECT¿¿0¿1322.v118.merge-o238¿¿¿¿¿PDG_OBJECT
1426¿PDG_OBJECT¿¿0¿1322.v118-o239¿¿¿¿¿PDG_OBJECT
1427¿PDG_OBJECT¿¿0¿1322.v118.fromYaml-o240¿¿¿¿¿PDG_OBJECT
1428¿PDG_OBJECT¿¿0¿1322.v118-o241¿¿¿¿¿PDG_OBJECT
1429¿PDG_OBJECT¿¿0¿1322.v118.toYaml-o242¿¿¿¿¿PDG_OBJECT
1430¿PDG_OBJECT¿¿0¿1322.v118-o243¿¿¿¿¿PDG_OBJECT
1431¿PDG_OBJECT¿¿0¿1322.v118.readYamlFile-o244¿¿¿¿¿PDG_OBJECT
1432¿PDG_OBJECT¿¿0¿1322.v118-o245¿¿¿¿¿PDG_OBJECT
1433¿PDG_OBJECT¿¿0¿1322.v118.readYamlFileSync-o246¿¿¿¿¿PDG_OBJECT
1434¿PDG_OBJECT¿¿0¿1322.v118-o247¿¿¿¿¿PDG_OBJECT
1435¿PDG_OBJECT¿¿0¿1322.v118.writeYamlFile-o248¿¿¿¿¿PDG_OBJECT
1436¿PDG_OBJECT¿¿0¿1322.v118-o249¿¿¿¿¿PDG_OBJECT
1437¿PDG_OBJECT¿¿0¿1322.v118.writeYamlFileSync-o250¿¿¿¿¿PDG_OBJECT
1438¿PDG_OBJECT¿¿0¿1322.module-o251¿¿¿¿¿PDG_OBJECT
1439¿PDG_OBJECT¿¿0¿1322.module.exports-o252¿¿¿¿¿PDG_OBJECT
1440¿PDG_OBJECT¿¿0¿1324.v61-o253¿¿¿¿¿PDG_OBJECT
1441¿PDG_OBJECT¿¿0¿1324.v62-o254¿¿¿¿¿PDG_OBJECT
1442¿PDG_OBJECT¿¿0¿1324.v63-o255¿¿¿¿¿PDG_OBJECT
1443¿PDG_CALL¿¿1324¿1324.CALL->exec-o256¿¿¿¿¿PDG_CALL
1444¿PDG_OBJECT¿¿0¿1324.child-o257¿¿¿¿¿PDG_OBJECT
1445¿TAINT_SINK¿¿0¿exec¿¿¿¿¿TAINT_SINK
1446¿PDG_OBJECT¿¿0¿1324.child.stdout-o258¿¿¿¿¿PDG_OBJECT
1447¿PDG_OBJECT¿¿0¿1326.this-o259¿¿¿¿¿PDG_OBJECT
1448¿PDG_OBJECT¿¿0¿1326.data-o260¿¿¿¿¿PDG_OBJECT
1449¿PDG_OBJECT¿¿0¿1324.v67-o261¿¿¿¿¿PDG_OBJECT
1450¿PDG_CALL¿¿1324¿1324.CALL->v64.on-o262¿¿¿¿¿PDG_CALL
1451¿PDG_OBJECT¿¿0¿1324.v68-o263¿¿¿¿¿PDG_OBJECT
1452¿PDG_OBJECT¿¿0¿1324.child.stderr-o264¿¿¿¿¿PDG_OBJECT
1453¿PDG_OBJECT¿¿0¿1328.this-o265¿¿¿¿¿PDG_OBJECT
1454¿PDG_OBJECT¿¿0¿1328.data-o266¿¿¿¿¿PDG_OBJECT
1455¿PDG_OBJECT¿¿0¿1324.v72-o267¿¿¿¿¿PDG_OBJECT
1456¿PDG_CALL¿¿1324¿1324.CALL->v69.on-o268¿¿¿¿¿PDG_CALL
1457¿PDG_OBJECT¿¿0¿1324.v73-o269¿¿¿¿¿PDG_OBJECT
1458¿PDG_OBJECT¿¿0¿1330.this-o270¿¿¿¿¿PDG_OBJECT
1459¿PDG_OBJECT¿¿0¿1330.code-o271¿¿¿¿¿PDG_OBJECT
1460¿PDG_OBJECT¿¿0¿1324.v88-o272¿¿¿¿¿PDG_OBJECT
1461¿PDG_CALL¿¿1324¿1324.CALL->child.on-o273¿¿¿¿¿PDG_CALL
1462¿PDG_OBJECT¿¿0¿1324.v89-o274¿¿¿¿¿PDG_OBJECT
1463¿PDG_OBJECT¿¿0¿1326.process-o275¿¿¿¿¿PDG_OBJECT
1464¿PDG_OBJECT¿¿0¿1326.process.stdout-o276¿¿¿¿¿PDG_OBJECT
1465¿PDG_CALL¿¿1326¿1326.CALL->v65.write-o277¿¿¿¿¿PDG_CALL
1466¿PDG_OBJECT¿¿0¿1326.v66-o278¿¿¿¿¿PDG_OBJECT
1467¿TAINT_SINK¿¿0¿write¿¿¿¿¿TAINT_SINK
1468¿PDG_OBJECT¿¿0¿1328.process-o279¿¿¿¿¿PDG_OBJECT
1469¿PDG_OBJECT¿¿0¿1328.process.stdout-o280¿¿¿¿¿PDG_OBJECT
1470¿PDG_CALL¿¿1328¿1328.CALL->v70.write-o281¿¿¿¿¿PDG_CALL
1471¿PDG_OBJECT¿¿0¿1328.v71-o282¿¿¿¿¿PDG_OBJECT
1472¿TAINT_SINK¿¿0¿write¿¿¿¿¿TAINT_SINK
1473¿PDG_OBJECT¿¿0¿1330.v74-o283¿¿¿¿¿PDG_OBJECT
1474¿PDG_OBJECT¿¿0¿1330.v76-o284¿¿¿¿¿PDG_OBJECT
1475¿PDG_CALL¿¿1330¿1330.CALL->Error-o285¿¿¿¿¿PDG_CALL
1476¿PDG_OBJECT¿¿0¿1330.v77-o286¿¿¿¿¿PDG_OBJECT
1477¿PDG_CALL¿¿1330¿1330.CALL->cb-o287¿¿¿¿¿PDG_CALL
1478¿PDG_OBJECT¿¿0¿1330.v78-o288¿¿¿¿¿PDG_OBJECT
1479¿PDG_OBJECT¿¿0¿1330.process-o289¿¿¿¿¿PDG_OBJECT
1480¿PDG_OBJECT¿¿0¿1330.process.stdout-o290¿¿¿¿¿PDG_OBJECT
1481¿PDG_OBJECT¿¿0¿1330.v80-o291¿¿¿¿¿PDG_OBJECT
1482¿PDG_CALL¿¿1330¿1330.CALL->v79.write-o292¿¿¿¿¿PDG_CALL
1483¿PDG_OBJECT¿¿0¿1330.v81-o293¿¿¿¿¿PDG_OBJECT
1484¿TAINT_SINK¿¿0¿write¿¿¿¿¿TAINT_SINK
1485¿PDG_CALL¿¿1330¿1330.CALL->process.exit-o294¿¿¿¿¿PDG_CALL
1486¿PDG_OBJECT¿¿0¿1330.v82-o295¿¿¿¿¿PDG_OBJECT
1487¿PDG_OBJECT¿¿0¿1330.v83-o296¿¿¿¿¿PDG_OBJECT
1488¿PDG_CALL¿¿1330¿1330.CALL->notifier.notify-o297¿¿¿¿¿PDG_CALL
1489¿PDG_OBJECT¿¿0¿1330.v84-o298¿¿¿¿¿PDG_OBJECT
1490¿PDG_OBJECT¿¿0¿1330.v86-o299¿¿¿¿¿PDG_OBJECT
1491¿PDG_CALL¿¿1330¿1330.CALL->cb-o300¿¿¿¿¿PDG_CALL
1492¿PDG_OBJECT¿¿0¿1330.v87-o301¿¿¿¿¿PDG_OBJECT
1493¿PDG_OBJECT¿¿0¿1336.v90-o302¿¿¿¿¿PDG_OBJECT
1494¿PDG_OBJECT¿¿0¿1336.v90.concat-o303¿¿¿¿¿PDG_OBJECT
1495¿PDG_OBJECT¿¿0¿1336.v92-o304¿¿¿¿¿PDG_OBJECT
1496¿PDG_CALL¿¿1336¿1336.CALL->v91.apply-o305¿¿¿¿¿PDG_CALL
1497¿PDG_OBJECT¿¿0¿1336.v93-o306¿¿¿¿¿PDG_OBJECT
1498¿PDG_RETURN¿¿0¿1336.RET_OBJ-o307¿¿¿¿¿PDG_RETURN
1499¿PDG_OBJECT¿¿0¿1338.u-o308¿¿¿¿¿PDG_OBJECT
1500¿PDG_OBJECT¿¿0¿1338.newArray-o309¿¿¿¿¿PDG_OBJECT
1501¿PDG_OBJECT¿¿0¿1338.item.length-o310¿¿¿¿¿PDG_OBJECT
1502¿PDG_OBJECT¿¿0¿1338.v94-o311¿¿¿¿¿PDG_OBJECT
1503¿PDG_OBJECT¿¿0¿1338.v96-o312¿¿¿¿¿PDG_OBJECT
1504¿PDG_OBJECT¿¿0¿1338.v96.hasOwnProperty-o313¿¿¿¿¿PDG_OBJECT
1505¿PDG_OBJECT¿¿0¿1338.item.*-o314¿¿¿¿¿PDG_OBJECT
1506¿PDG_CALL¿¿1338¿1338.CALL->v97.call-o315¿¿¿¿¿PDG_CALL
1507¿PDG_OBJECT¿¿0¿1338.v99-o316¿¿¿¿¿PDG_OBJECT
1508¿PDG_CALL¿¿1338¿1338.CALL->newArray.push-o317¿¿¿¿¿PDG_CALL
1509¿PDG_OBJECT¿¿0¿1338.v102-o318¿¿¿¿¿PDG_OBJECT
1510¿PDG_OBJECT¿¿0¿1338.u-o319¿¿¿¿¿PDG_OBJECT
1511¿PDG_OBJECT¿¿0¿1338.u.*-o320¿¿¿¿¿PDG_OBJECT
1512¿PDG_OBJECT¿¿0¿1338.v94-o321¿¿¿¿¿PDG_OBJECT
1513¿PDG_RETURN¿¿0¿1338.RET_OBJ-o322¿¿¿¿¿PDG_RETURN
1514¿PDG_CALL¿¿1342¿1342.CALL->Error-o323¿¿¿¿¿PDG_CALL
1515¿PDG_OBJECT¿¿0¿1342.err-o324¿¿¿¿¿PDG_OBJECT
1516¿PDG_OBJECT¿¿0¿1342.err-o325¿¿¿¿¿PDG_OBJECT
1517¿PDG_OBJECT¿¿0¿1342.err.showStack-o326¿¿¿¿¿PDG_OBJECT
1518¿PDG_RETURN¿¿0¿1342.RET_OBJ-o327¿¿¿¿¿PDG_RETURN
1519¿PDG_CALL¿¿1344¿1344.CALL->yaml.safeDump-o328¿¿¿¿¿PDG_CALL
1520¿PDG_OBJECT¿¿0¿1344.v104-o329¿¿¿¿¿PDG_OBJECT
1521¿PDG_RETURN¿¿0¿1344.RET_OBJ-o330¿¿¿¿¿PDG_RETURN
1522¿PDG_CALL¿¿1346¿1346.CALL->yaml.safeLoad-o331¿¿¿¿¿PDG_CALL
1523¿PDG_OBJECT¿¿0¿1346.v105-o332¿¿¿¿¿PDG_OBJECT
1524¿PDG_RETURN¿¿0¿1346.RET_OBJ-o333¿¿¿¿¿PDG_RETURN
1525¿PDG_OBJECT¿¿0¿1350.this-o334¿¿¿¿¿PDG_OBJECT
1526¿PDG_OBJECT¿¿0¿1350.err-o335¿¿¿¿¿PDG_OBJECT
1527¿PDG_OBJECT¿¿0¿1350.data-o336¿¿¿¿¿PDG_OBJECT
1528¿PDG_OBJECT¿¿0¿1348.v108-o337¿¿¿¿¿PDG_OBJECT
1529¿PDG_CALL¿¿1348¿1348.CALL->fs.readFile-o338¿¿¿¿¿PDG_CALL
1530¿PDG_OBJECT¿¿0¿1348.v109-o339¿¿¿¿¿PDG_OBJECT
1531¿TAINT_SINK¿¿0¿readFile¿¿¿¿¿TAINT_SINK
1532¿PDG_CALL¿¿1350¿1350.CALL->yaml.safeLoad-o340¿¿¿¿¿PDG_CALL
1533¿PDG_OBJECT¿¿0¿1350.v106-o341¿¿¿¿¿PDG_OBJECT
1534¿PDG_CALL¿¿1350¿1350.CALL->cb-o342¿¿¿¿¿PDG_CALL
1535¿PDG_OBJECT¿¿0¿1350.v107-o343¿¿¿¿¿PDG_OBJECT
1536¿PDG_CALL¿¿1353¿1353.CALL->fs.readFileSync-o344¿¿¿¿¿PDG_CALL
1537¿PDG_OBJECT¿¿0¿1353.v110-o345¿¿¿¿¿PDG_OBJECT
1538¿TAINT_SINK¿¿0¿readFileSync¿¿¿¿¿TAINT_SINK
1539¿PDG_CALL¿¿1353¿1353.CALL->yaml.safeLoad-o346¿¿¿¿¿PDG_CALL
1540¿PDG_OBJECT¿¿0¿1353.v111-o347¿¿¿¿¿PDG_OBJECT
1541¿PDG_RETURN¿¿0¿1353.RET_OBJ-o348¿¿¿¿¿PDG_RETURN
1542¿PDG_CALL¿¿1355¿1355.CALL->yaml.safeDump-o349¿¿¿¿¿PDG_CALL
1543¿PDG_OBJECT¿¿0¿1355.v112-o350¿¿¿¿¿PDG_OBJECT
1544¿PDG_OBJECT¿¿0¿1357.this-o351¿¿¿¿¿PDG_OBJECT
1545¿PDG_OBJECT¿¿0¿1355.v114-o352¿¿¿¿¿PDG_OBJECT
1546¿PDG_CALL¿¿1355¿1355.CALL->fs.writeFile-o353¿¿¿¿¿PDG_CALL
1547¿PDG_OBJECT¿¿0¿1355.v115-o354¿¿¿¿¿PDG_OBJECT
1548¿TAINT_SINK¿¿0¿writeFile¿¿¿¿¿TAINT_SINK
1549¿PDG_CALL¿¿1357¿1357.CALL->cb-o355¿¿¿¿¿PDG_CALL
1550¿PDG_OBJECT¿¿0¿1357.v113-o356¿¿¿¿¿PDG_OBJECT
1551¿PDG_CALL¿¿1360¿1360.CALL->yaml.safeDump-o357¿¿¿¿¿PDG_CALL
1552¿PDG_OBJECT¿¿0¿1360.v116-o358¿¿¿¿¿PDG_OBJECT
1553¿PDG_CALL¿¿1360¿1360.CALL->fs.writeFileSync-o359¿¿¿¿¿PDG_CALL
1554¿PDG_OBJECT¿¿0¿1360.v117-o360¿¿¿¿¿PDG_OBJECT
1555¿TAINT_SINK¿¿0¿writeFileSync¿¿¿¿¿TAINT_SINK
