Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1085¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":209,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Program
1620¿Literal¿boolean¿1913¿¿false¿¿{"start":{"line":141,"column":78},"end":{"line":141,"column":83},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Literal
1621¿VariableDeclarator¿¿1913¿v155¿¿¿{"start":{"line":141,"column":4},"end":{"line":141,"column":86},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1622¿CallExpression¿¿1913¿¿¿¿{"start":{"line":141,"column":4},"end":{"line":141,"column":86},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿CallExpression
1623¿MemberExpression¿¿1913¿¿¿¿{"start":{"line":141,"column":4},"end":{"line":141,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1624¿Identifier¿¿1913¿Object¿¿¿{"start":{"line":141,"column":4},"end":{"line":141,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1625¿Identifier¿¿1913¿defineProperty¿¿¿{"start":{"line":141,"column":11},"end":{"line":141,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1626¿Identifier¿¿1913¿v153¿¿¿¿¿Identifier
1627¿Literal¿string¿1913¿¿'$type'¿¿{"start":{"line":141,"column":42},"end":{"line":141,"column":49},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Literal
1628¿Identifier¿¿1913¿v154¿¿¿¿¿Identifier
1629¿ExpressionStatement¿¿1913¿¿¿¿{"start":{"line":141,"column":4},"end":{"line":141,"column":87},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿ExpressionStatement
1630¿Identifier¿¿1913¿v155¿¿¿¿¿Identifier
1631¿ReturnStatement¿¿1913¿¿¿¿{"start":{"line":142,"column":4},"end":{"line":142,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿ReturnStatement
1632¿Identifier¿¿1913¿type¿¿¿{"start":{"line":142,"column":11},"end":{"line":142,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1633¿BlockStatement¿¿1913¿¿¿¿{"start":{"line":121,"column":58},"end":{"line":143,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿BlockStatement
1634¿ExpressionStatement¿¿1890¿¿¿¿{"start":{"line":121,"column":0},"end":{"line":143,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿ExpressionStatement
1635¿AssignmentExpression¿=¿1890¿¿¿¿{"start":{"line":121,"column":0},"end":{"line":143,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿AssignmentExpression
1636¿MemberExpression¿¿1890¿¿¿¿{"start":{"line":121,"column":0},"end":{"line":121,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1637¿Identifier¿¿1890¿util¿¿¿{"start":{"line":121,"column":0},"end":{"line":121,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1638¿Identifier¿¿1890¿decorateType¿¿¿{"start":{"line":121,"column":5},"end":{"line":121,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1639¿Identifier¿¿1890¿decorateType¿¿¿¿¿Identifier
1640¿VariableDeclarator¿¿1890¿decorateEnumIndex¿¿¿{"start":{"line":145,"column":4},"end":{"line":145,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1641¿Literal¿number¿1890¿¿0¿¿{"start":{"line":145,"column":24},"end":{"line":145,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Literal
1642¿VariableDeclarator¿exported¿1890¿decorateEnum¿¿¿{"start":{"line":152,"column":0},"end":{"line":166,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1643¿FunctionExpression¿¿1890¿anon¿¿¿{"start":{"line":152,"column":20},"end":{"line":166,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿FunctionExpression
1644¿Identifier¿¿0¿object¿¿¿{"start":{"line":152,"column":42},"end":{"line":152,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1645¿VariableDeclarator¿¿1918¿v156¿¿¿{"start":{"line":155,"column":8},"end":{"line":155,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1646¿MemberExpression¿¿1918¿¿¿¿{"start":{"line":155,"column":8},"end":{"line":155,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1647¿Identifier¿¿1918¿object¿¿¿{"start":{"line":155,"column":8},"end":{"line":155,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1648¿Identifier¿¿1918¿$type¿¿¿{"start":{"line":155,"column":15},"end":{"line":155,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1649¿IfStatement¿¿1918¿¿¿¿{"start":{"line":155,"column":4},"end":{"line":156,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿IfStatement
1650¿Identifier¿¿1918¿v156¿¿¿¿¿Identifier
1651¿VariableDeclarator¿¿1918¿v157¿¿¿{"start":{"line":156,"column":15},"end":{"line":156,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1652¿MemberExpression¿¿1918¿¿¿¿{"start":{"line":156,"column":15},"end":{"line":156,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1653¿Identifier¿¿1918¿object¿¿¿{"start":{"line":156,"column":15},"end":{"line":156,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1654¿Identifier¿¿1918¿$type¿¿¿{"start":{"line":156,"column":22},"end":{"line":156,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1655¿ReturnStatement¿¿1918¿¿¿¿{"start":{"line":156,"column":8},"end":{"line":156,"column":28},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿ReturnStatement
1656¿Identifier¿¿1918¿v157¿¿¿¿¿Identifier
1657¿BlockStatement¿¿1918¿¿¿¿¿¿BlockStatement
1658¿VariableDeclarator¿¿1918¿v158¿¿¿{"start":{"line":159,"column":8},"end":{"line":159,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1659¿UnaryExpression¿!¿1918¿¿¿¿{"start":{"line":159,"column":8},"end":{"line":159,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿UnaryExpression
1660¿Identifier¿¿1918¿Enum¿¿¿{"start":{"line":159,"column":9},"end":{"line":159,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1661¿IfStatement¿¿1918¿¿¿¿{"start":{"line":159,"column":4},"end":{"line":160,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿IfStatement
1662¿Identifier¿¿1918¿v158¿¿¿¿¿Identifier
1663¿ExpressionStatement¿¿1918¿¿¿¿{"start":{"line":160,"column":8},"end":{"line":160,"column":33},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿ExpressionStatement
1664¿AssignmentExpression¿=¿1918¿¿¿¿{"start":{"line":160,"column":8},"end":{"line":160,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿AssignmentExpression
1665¿Identifier¿¿1918¿Enum¿¿¿{"start":{"line":160,"column":8},"end":{"line":160,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1666¿CallExpression¿¿1918¿¿¿¿{"start":{"line":160,"column":15},"end":{"line":160,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿CallExpression
1667¿Identifier¿¿1918¿require¿¿¿{"start":{"line":160,"column":15},"end":{"line":160,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1668¿Literal¿string¿1918¿¿'./enum'¿¿{"start":{"line":160,"column":23},"end":{"line":160,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Literal
1669¿BlockStatement¿¿1918¿¿¿¿¿¿BlockStatement
1670¿VariableDeclarator¿¿1918¿v159¿¿¿{"start":{"line":162,"column":32},"end":{"line":162,"column":51},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1671¿UpdateExpression¿¿1918¿¿¿¿{"start":{"line":162,"column":32},"end":{"line":162,"column":51},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿UpdateExpression
1672¿Identifier¿¿1918¿decorateEnumIndex¿¿¿{"start":{"line":162,"column":32},"end":{"line":162,"column":49},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1673¿VariableDeclarator¿¿1918¿v160¿¿¿{"start":{"line":162,"column":23},"end":{"line":162,"column":51},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1674¿BinaryExpression¿+¿1918¿¿¿¿{"start":{"line":162,"column":23},"end":{"line":162,"column":51},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿BinaryExpression
1675¿Literal¿string¿1918¿¿'Enum'¿¿{"start":{"line":162,"column":23},"end":{"line":162,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Literal
1676¿Identifier¿¿1918¿v159¿¿¿¿¿Identifier
1677¿VariableDeclarator¿¿1918¿enm¿¿¿{"start":{"line":162,"column":8},"end":{"line":162,"column":60},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1678¿NewExpression¿¿1918¿¿¿¿{"start":{"line":162,"column":14},"end":{"line":162,"column":60},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿NewExpression
1679¿Identifier¿¿1918¿Enum¿¿¿{"start":{"line":162,"column":18},"end":{"line":162,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1680¿Identifier¿¿1918¿v160¿¿¿¿¿Identifier
1681¿Identifier¿¿1918¿object¿¿¿{"start":{"line":162,"column":53},"end":{"line":162,"column":59},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1682¿VariableDeclarator¿¿1918¿v161¿¿¿{"start":{"line":163,"column":4},"end":{"line":163,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1683¿MemberExpression¿¿1918¿¿¿¿{"start":{"line":163,"column":4},"end":{"line":163,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1684¿Identifier¿¿1918¿util¿¿¿{"start":{"line":163,"column":4},"end":{"line":163,"column":8},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1685¿Identifier¿¿1918¿decorateRoot¿¿¿{"start":{"line":163,"column":9},"end":{"line":163,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1686¿VariableDeclarator¿¿1918¿v162¿¿¿{"start":{"line":163,"column":4},"end":{"line":163,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1687¿CallExpression¿¿1918¿¿¿¿{"start":{"line":163,"column":4},"end":{"line":163,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿CallExpression
1688¿MemberExpression¿¿1918¿¿¿¿{"start":{"line":163,"column":4},"end":{"line":163,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1689¿Identifier¿¿1918¿v161¿¿¿¿¿Identifier
1690¿Identifier¿¿1918¿add¿¿¿{"start":{"line":163,"column":22},"end":{"line":163,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1691¿Identifier¿¿1918¿enm¿¿¿{"start":{"line":163,"column":26},"end":{"line":163,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1692¿ExpressionStatement¿¿1918¿¿¿¿{"start":{"line":163,"column":4},"end":{"line":163,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿ExpressionStatement
1693¿Identifier¿¿1918¿v162¿¿¿¿¿Identifier
1694¿VariableDeclarator¿¿1918¿v163¿¿¿{"start":{"line":164,"column":43},"end":{"line":164,"column":76},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1695¿ObjectExpression¿¿1918¿¿¿¿{"start":{"line":164,"column":43},"end":{"line":164,"column":76},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿ObjectExpression
1696¿Property¿¿1918¿¿¿¿{"start":{"line":164,"column":45},"end":{"line":164,"column":55},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Property
1697¿Identifier¿¿1918¿value¿¿¿{"start":{"line":164,"column":45},"end":{"line":164,"column":50},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1698¿Identifier¿¿1918¿enm¿¿¿{"start":{"line":164,"column":52},"end":{"line":164,"column":55},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1699¿Property¿¿1918¿¿¿¿{"start":{"line":164,"column":57},"end":{"line":164,"column":74},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Property
1700¿Identifier¿¿1918¿enumerable¿¿¿{"start":{"line":164,"column":57},"end":{"line":164,"column":67},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1701¿Literal¿boolean¿1918¿¿false¿¿{"start":{"line":164,"column":69},"end":{"line":164,"column":74},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Literal
1702¿VariableDeclarator¿¿1918¿v164¿¿¿{"start":{"line":164,"column":4},"end":{"line":164,"column":77},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1703¿CallExpression¿¿1918¿¿¿¿{"start":{"line":164,"column":4},"end":{"line":164,"column":77},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿CallExpression
1704¿MemberExpression¿¿1918¿¿¿¿{"start":{"line":164,"column":4},"end":{"line":164,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1705¿Identifier¿¿1918¿Object¿¿¿{"start":{"line":164,"column":4},"end":{"line":164,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1706¿Identifier¿¿1918¿defineProperty¿¿¿{"start":{"line":164,"column":11},"end":{"line":164,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1707¿Identifier¿¿1918¿object¿¿¿{"start":{"line":164,"column":26},"end":{"line":164,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1708¿Literal¿string¿1918¿¿'$type'¿¿{"start":{"line":164,"column":34},"end":{"line":164,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Literal
1709¿Identifier¿¿1918¿v163¿¿¿¿¿Identifier
1710¿ExpressionStatement¿¿1918¿¿¿¿{"start":{"line":164,"column":4},"end":{"line":164,"column":78},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿ExpressionStatement
1711¿Identifier¿¿1918¿v164¿¿¿¿¿Identifier
1712¿ReturnStatement¿¿1918¿¿¿¿{"start":{"line":165,"column":4},"end":{"line":165,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿ReturnStatement
1713¿Identifier¿¿1918¿enm¿¿¿{"start":{"line":165,"column":11},"end":{"line":165,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1714¿BlockStatement¿¿1918¿¿¿¿{"start":{"line":152,"column":50},"end":{"line":166,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿BlockStatement
1715¿ExpressionStatement¿¿1890¿¿¿¿{"start":{"line":152,"column":0},"end":{"line":166,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿ExpressionStatement
1716¿AssignmentExpression¿=¿1890¿¿¿¿{"start":{"line":152,"column":0},"end":{"line":166,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿AssignmentExpression
1717¿MemberExpression¿¿1890¿¿¿¿{"start":{"line":152,"column":0},"end":{"line":152,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1718¿Identifier¿¿1890¿util¿¿¿{"start":{"line":152,"column":0},"end":{"line":152,"column":4},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1719¿Identifier¿¿1890¿decorateEnum¿¿¿{"start":{"line":152,"column":5},"end":{"line":152,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1720¿Identifier¿¿1890¿decorateEnum¿¿¿¿¿Identifier
1721¿VariableDeclarator¿exported¿1890¿setProperty¿¿¿{"start":{"line":176,"column":0},"end":{"line":197,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1722¿FunctionExpression¿¿1890¿anon¿¿¿{"start":{"line":176,"column":19},"end":{"line":197,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿FunctionExpression
1723¿Identifier¿¿0¿dst¿¿¿{"start":{"line":176,"column":40},"end":{"line":176,"column":43},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1724¿Identifier¿¿0¿path¿¿¿{"start":{"line":176,"column":45},"end":{"line":176,"column":49},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1725¿Identifier¿¿0¿value¿¿¿{"start":{"line":176,"column":51},"end":{"line":176,"column":56},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1726¿VariableDeclarator¿¿1922¿setProp¿¿¿{"start":{"line":177,"column":4},"end":{"line":188,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1727¿FunctionExpression¿¿1922¿anon¿¿¿{"start":{"line":177,"column":4},"end":{"line":188,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿FunctionExpression
1728¿Identifier¿¿0¿dst¿¿¿{"start":{"line":177,"column":21},"end":{"line":177,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1729¿Identifier¿¿0¿path¿¿¿{"start":{"line":177,"column":26},"end":{"line":177,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1730¿Identifier¿¿0¿value¿¿¿{"start":{"line":177,"column":32},"end":{"line":177,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1731¿VariableDeclarator¿¿1924¿part¿¿¿{"start":{"line":178,"column":12},"end":{"line":178,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1732¿CallExpression¿¿1924¿¿¿¿{"start":{"line":178,"column":19},"end":{"line":178,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿CallExpression
1733¿MemberExpression¿¿1924¿¿¿¿{"start":{"line":178,"column":19},"end":{"line":178,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1734¿Identifier¿¿1924¿path¿¿¿{"start":{"line":178,"column":19},"end":{"line":178,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1735¿Identifier¿¿1924¿shift¿¿¿{"start":{"line":178,"column":24},"end":{"line":178,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1736¿VariableDeclarator¿¿1924¿v165¿¿¿{"start":{"line":179,"column":12},"end":{"line":179,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1737¿MemberExpression¿¿1924¿¿¿¿{"start":{"line":179,"column":12},"end":{"line":179,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1738¿Identifier¿¿1924¿path¿¿¿{"start":{"line":179,"column":12},"end":{"line":179,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1739¿Identifier¿¿1924¿length¿¿¿{"start":{"line":179,"column":17},"end":{"line":179,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1740¿VariableDeclarator¿¿1924¿v166¿¿¿{"start":{"line":179,"column":12},"end":{"line":179,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1741¿BinaryExpression¿>¿1924¿¿¿¿{"start":{"line":179,"column":12},"end":{"line":179,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿BinaryExpression
1742¿Identifier¿¿1924¿v165¿¿¿¿¿Identifier
1743¿Literal¿number¿1924¿¿0¿¿{"start":{"line":179,"column":26},"end":{"line":179,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Literal
1744¿IfStatement¿¿1924¿¿¿¿{"start":{"line":179,"column":8},"end":{"line":186,"column":9},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿IfStatement
1745¿Identifier¿¿1924¿v166¿¿¿¿¿Identifier
1746¿VariableDeclarator¿¿1924¿v167¿¿¿{"start":{"line":180,"column":32},"end":{"line":180,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1747¿MemberExpression¿computed¿1924¿¿¿¿{"start":{"line":180,"column":32},"end":{"line":180,"column":41},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿MemberExpression
1748¿Identifier¿¿1924¿dst¿¿¿{"start":{"line":180,"column":32},"end":{"line":180,"column":35},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1749¿Identifier¿¿1924¿part¿¿¿{"start":{"line":180,"column":36},"end":{"line":180,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿Identifier
1750¿VariableDeclarator¿¿1924¿v168¿¿¿{"start":{"line":180,"column":45},"end":{"line":180,"column":47},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1751¿ObjectExpression¿¿1924¿¿¿¿{"start":{"line":180,"column":45},"end":{"line":180,"column":47},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿ObjectExpression
1752¿VariableDeclarator¿¿1924¿v169¿¿¿{"start":{"line":180,"column":32},"end":{"line":180,"column":47},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿VariableDeclarator
1753¿LogicalExpression¿||¿1924¿¿¿¿{"start":{"line":180,"column":32},"end":{"line":180,"column":47},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-g954-5hwp-pp24/src/util.js"}¿¿LogicalExpression
