Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
900¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":124,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Program
1467¿Identifier¿¿1593¿port¿¿¿{"start":{"line":103,"column":8},"end":{"line":103,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1468¿Identifier¿¿1593¿v130¿¿¿¿¿Identifier
1469¿VariableDeclarator¿¿1593¿v131¿¿¿{"start":{"line":104,"column":3},"end":{"line":104,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1470¿MemberExpression¿¿1593¿¿¿¿{"start":{"line":104,"column":15},"end":{"line":104,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1471¿Identifier¿¿1593¿address¿¿¿{"start":{"line":104,"column":15},"end":{"line":104,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1472¿Identifier¿¿1593¿host¿¿¿{"start":{"line":104,"column":23},"end":{"line":104,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1473¿ExpressionStatement¿¿1593¿¿¿¿{"start":{"line":104,"column":3},"end":{"line":104,"column":28},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ExpressionStatement
1474¿AssignmentExpression¿=¿1593¿¿¿¿{"start":{"line":104,"column":3},"end":{"line":104,"column":27},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿AssignmentExpression
1475¿MemberExpression¿¿1593¿¿¿¿{"start":{"line":104,"column":3},"end":{"line":104,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1476¿Identifier¿¿1593¿self¿¿¿{"start":{"line":104,"column":3},"end":{"line":104,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1477¿Identifier¿¿1593¿host¿¿¿{"start":{"line":104,"column":8},"end":{"line":104,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1478¿Identifier¿¿1593¿v131¿¿¿¿¿Identifier
1479¿VariableDeclarator¿¿1593¿v132¿¿¿{"start":{"line":106,"column":3},"end":{"line":106,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1480¿CallExpression¿¿1593¿¿¿¿{"start":{"line":106,"column":3},"end":{"line":106,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿CallExpression
1481¿Identifier¿¿1593¿resolve¿¿¿{"start":{"line":106,"column":3},"end":{"line":106,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1482¿ExpressionStatement¿¿1593¿¿¿¿{"start":{"line":106,"column":3},"end":{"line":106,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ExpressionStatement
1483¿Identifier¿¿1593¿v132¿¿¿¿¿Identifier
1484¿VariableDeclarator¿¿1593¿v133¿¿¿{"start":{"line":108,"column":3},"end":{"line":108,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1485¿CallExpression¿¿1593¿¿¿¿{"start":{"line":108,"column":3},"end":{"line":108,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿CallExpression
1486¿MemberExpression¿¿1593¿¿¿¿{"start":{"line":108,"column":3},"end":{"line":108,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1487¿Identifier¿¿1593¿self¿¿¿{"start":{"line":108,"column":3},"end":{"line":108,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1488¿Identifier¿¿1593¿emit¿¿¿{"start":{"line":108,"column":8},"end":{"line":108,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1489¿Literal¿string¿1593¿¿'open'¿¿{"start":{"line":108,"column":13},"end":{"line":108,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Literal
1490¿ExpressionStatement¿¿1593¿¿¿¿{"start":{"line":108,"column":3},"end":{"line":108,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ExpressionStatement
1491¿Identifier¿¿1593¿v133¿¿¿¿¿Identifier
1492¿BlockStatement¿¿1593¿¿¿¿{"start":{"line":100,"column":71},"end":{"line":109,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿BlockStatement
1493¿VariableDeclarator¿¿1591¿v135¿¿¿{"start":{"line":100,"column":9},"end":{"line":109,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1494¿CallExpression¿¿1591¿¿¿¿{"start":{"line":100,"column":9},"end":{"line":109,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿CallExpression
1495¿MemberExpression¿¿1591¿¿¿¿{"start":{"line":100,"column":9},"end":{"line":100,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1496¿Identifier¿¿1591¿self¿¿¿{"start":{"line":100,"column":9},"end":{"line":100,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1497¿Identifier¿¿1591¿listen¿¿¿{"start":{"line":100,"column":14},"end":{"line":100,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1498¿Identifier¿¿1591¿v129¿¿¿¿¿Identifier
1499¿Identifier¿¿1591¿v134¿¿¿¿¿Identifier
1500¿ReturnStatement¿¿1591¿¿¿¿{"start":{"line":100,"column":2},"end":{"line":109,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ReturnStatement
1501¿Identifier¿¿1591¿v135¿¿¿¿¿Identifier
1502¿BlockStatement¿¿1591¿¿¿¿{"start":{"line":99,"column":47},"end":{"line":110,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿BlockStatement
1503¿VariableDeclarator¿¿1589¿v137¿¿¿{"start":{"line":99,"column":8},"end":{"line":110,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1504¿NewExpression¿¿1589¿¿¿¿{"start":{"line":99,"column":8},"end":{"line":110,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿NewExpression
1505¿Identifier¿¿1589¿Promise¿¿¿{"start":{"line":99,"column":12},"end":{"line":99,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1506¿Identifier¿¿1589¿v136¿¿¿¿¿Identifier
1507¿ReturnStatement¿¿1589¿¿¿¿{"start":{"line":99,"column":1},"end":{"line":110,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ReturnStatement
1508¿Identifier¿¿1589¿v137¿¿¿¿¿Identifier
1509¿BlockStatement¿¿1589¿¿¿¿{"start":{"line":97,"column":36},"end":{"line":111,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿BlockStatement
1510¿ExpressionStatement¿¿1572¿¿¿¿{"start":{"line":97,"column":0},"end":{"line":111,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ExpressionStatement
1511¿AssignmentExpression¿=¿1572¿¿¿¿{"start":{"line":97,"column":0},"end":{"line":111,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿AssignmentExpression
1512¿MemberExpression¿¿1572¿¿¿¿{"start":{"line":97,"column":0},"end":{"line":97,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1513¿Identifier¿¿1572¿v126¿¿¿¿¿Identifier
1514¿Identifier¿¿1572¿open¿¿¿{"start":{"line":97,"column":17},"end":{"line":97,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1515¿Identifier¿¿1572¿v138¿¿¿¿¿Identifier
1516¿VariableDeclarator¿¿1572¿v139¿¿¿{"start":{"line":113,"column":0},"end":{"line":113,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1517¿MemberExpression¿¿1572¿¿¿¿{"start":{"line":113,"column":0},"end":{"line":113,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1518¿Identifier¿¿1572¿Server¿¿¿{"start":{"line":113,"column":0},"end":{"line":113,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1519¿Identifier¿¿1572¿prototype¿¿¿{"start":{"line":113,"column":7},"end":{"line":113,"column":16},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1520¿VariableDeclarator¿¿1572¿v146¿¿¿{"start":{"line":113,"column":0},"end":{"line":122,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1521¿FunctionExpression¿¿1572¿anon¿¿¿{"start":{"line":113,"column":25},"end":{"line":122,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿FunctionExpression
1522¿VariableDeclarator¿¿1595¿self¿¿¿{"start":{"line":114,"column":7},"end":{"line":114,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1523¿ThisExpression¿¿1595¿¿¿¿{"start":{"line":114,"column":14},"end":{"line":114,"column":18},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ThisExpression
1524¿VariableDeclarator¿¿1595¿v144¿¿¿{"start":{"line":115,"column":20},"end":{"line":121,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1525¿FunctionExpression¿¿1595¿anon¿¿¿{"start":{"line":115,"column":20},"end":{"line":121,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿FunctionExpression
1526¿Identifier¿¿0¿resolve¿¿¿{"start":{"line":115,"column":30},"end":{"line":115,"column":37},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1527¿Identifier¿¿0¿reject¿¿¿{"start":{"line":115,"column":39},"end":{"line":115,"column":45},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1528¿VariableDeclarator¿¿1597¿v142¿¿¿{"start":{"line":116,"column":20},"end":{"line":120,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1529¿FunctionExpression¿¿1597¿anon¿¿¿{"start":{"line":116,"column":20},"end":{"line":120,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿FunctionExpression
1530¿VariableDeclarator¿¿1599¿v140¿¿¿{"start":{"line":117,"column":3},"end":{"line":117,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1531¿CallExpression¿¿1599¿¿¿¿{"start":{"line":117,"column":3},"end":{"line":117,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿CallExpression
1532¿Identifier¿¿1599¿resolve¿¿¿{"start":{"line":117,"column":3},"end":{"line":117,"column":10},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1533¿ExpressionStatement¿¿1599¿¿¿¿{"start":{"line":117,"column":3},"end":{"line":117,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ExpressionStatement
1534¿Identifier¿¿1599¿v140¿¿¿¿¿Identifier
1535¿VariableDeclarator¿¿1599¿v141¿¿¿{"start":{"line":119,"column":3},"end":{"line":119,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1536¿CallExpression¿¿1599¿¿¿¿{"start":{"line":119,"column":3},"end":{"line":119,"column":21},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿CallExpression
1537¿MemberExpression¿¿1599¿¿¿¿{"start":{"line":119,"column":3},"end":{"line":119,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1538¿Identifier¿¿1599¿self¿¿¿{"start":{"line":119,"column":3},"end":{"line":119,"column":7},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1539¿Identifier¿¿1599¿emit¿¿¿{"start":{"line":119,"column":8},"end":{"line":119,"column":12},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1540¿Literal¿string¿1599¿¿'close'¿¿{"start":{"line":119,"column":13},"end":{"line":119,"column":20},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Literal
1541¿ExpressionStatement¿¿1599¿¿¿¿{"start":{"line":119,"column":3},"end":{"line":119,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ExpressionStatement
1542¿Identifier¿¿1599¿v141¿¿¿¿¿Identifier
1543¿BlockStatement¿¿1599¿¿¿¿{"start":{"line":116,"column":32},"end":{"line":120,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿BlockStatement
1544¿VariableDeclarator¿¿1597¿v143¿¿¿{"start":{"line":116,"column":9},"end":{"line":120,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1545¿CallExpression¿¿1597¿¿¿¿{"start":{"line":116,"column":9},"end":{"line":120,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿CallExpression
1546¿MemberExpression¿¿1597¿¿¿¿{"start":{"line":116,"column":9},"end":{"line":116,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1547¿Identifier¿¿1597¿self¿¿¿{"start":{"line":116,"column":9},"end":{"line":116,"column":13},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1548¿Identifier¿¿1597¿close¿¿¿{"start":{"line":116,"column":14},"end":{"line":116,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1549¿Identifier¿¿1597¿v142¿¿¿¿¿Identifier
1550¿ReturnStatement¿¿1597¿¿¿¿{"start":{"line":116,"column":2},"end":{"line":120,"column":5},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ReturnStatement
1551¿Identifier¿¿1597¿v143¿¿¿¿¿Identifier
1552¿BlockStatement¿¿1597¿¿¿¿{"start":{"line":115,"column":47},"end":{"line":121,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿BlockStatement
1553¿VariableDeclarator¿¿1595¿v145¿¿¿{"start":{"line":115,"column":8},"end":{"line":121,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿VariableDeclarator
1554¿NewExpression¿¿1595¿¿¿¿{"start":{"line":115,"column":8},"end":{"line":121,"column":3},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿NewExpression
1555¿Identifier¿¿1595¿Promise¿¿¿{"start":{"line":115,"column":12},"end":{"line":115,"column":19},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1556¿Identifier¿¿1595¿v144¿¿¿¿¿Identifier
1557¿ReturnStatement¿¿1595¿¿¿¿{"start":{"line":115,"column":1},"end":{"line":121,"column":4},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ReturnStatement
1558¿Identifier¿¿1595¿v145¿¿¿¿¿Identifier
1559¿BlockStatement¿¿1595¿¿¿¿{"start":{"line":113,"column":37},"end":{"line":122,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿BlockStatement
1560¿ExpressionStatement¿¿1572¿¿¿¿{"start":{"line":113,"column":0},"end":{"line":122,"column":2},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ExpressionStatement
1561¿AssignmentExpression¿=¿1572¿¿¿¿{"start":{"line":113,"column":0},"end":{"line":122,"column":1},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿AssignmentExpression
1562¿MemberExpression¿¿1572¿¿¿¿{"start":{"line":113,"column":0},"end":{"line":113,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1563¿Identifier¿¿1572¿v139¿¿¿¿¿Identifier
1564¿Identifier¿¿1572¿close¿¿¿{"start":{"line":113,"column":17},"end":{"line":113,"column":22},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1565¿Identifier¿¿1572¿v146¿¿¿¿¿Identifier
1566¿ExpressionStatement¿¿1572¿¿¿¿{"start":{"line":124,"column":0},"end":{"line":124,"column":24},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿ExpressionStatement
1567¿AssignmentExpression¿=¿1572¿¿¿¿{"start":{"line":124,"column":0},"end":{"line":124,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿AssignmentExpression
1568¿MemberExpression¿¿1572¿¿¿¿{"start":{"line":124,"column":0},"end":{"line":124,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿MemberExpression
1569¿Identifier¿¿1572¿module¿¿¿{"start":{"line":124,"column":0},"end":{"line":124,"column":6},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1570¿Identifier¿¿1572¿exports¿¿¿{"start":{"line":124,"column":7},"end":{"line":124,"column":14},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1571¿Identifier¿¿1572¿Server¿¿¿{"start":{"line":124,"column":17},"end":{"line":124,"column":23},"fname":"/datasets/secbench-dataset/CWE-22/servey_2.2.0/src/index.js"}¿¿Identifier
1572¿CFG_F_START¿¿1572¿__main__¿¿¿¿¿CFG_F_START
1573¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1574¿CFG_F_START¿¿1574¿924_anon¿¿¿¿¿CFG_F_START
1575¿CFG_F_END¿¿0¿924_anon¿¿¿¿¿CFG_F_END
1576¿CFG_F_START¿¿1576¿1056_anon¿¿¿¿¿CFG_F_START
1577¿CFG_F_END¿¿0¿1056_anon¿¿¿¿¿CFG_F_END
1578¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
1579¿CFG_F_START¿¿1579¿1226_anon¿¿¿¿¿CFG_F_START
1580¿CFG_F_END¿¿0¿1226_anon¿¿¿¿¿CFG_F_END
1581¿CFG_F_START¿¿1581¿1253_anon¿¿¿¿¿CFG_F_START
1582¿CFG_F_END¿¿0¿1253_anon¿¿¿¿¿CFG_F_END
1583¿CFG_F_START¿¿1583¿1304_anon¿¿¿¿¿CFG_F_START
1584¿CFG_F_END¿¿0¿1304_anon¿¿¿¿¿CFG_F_END
1585¿CFG_F_START¿¿1585¿1331_anon¿¿¿¿¿CFG_F_START
1586¿CFG_F_END¿¿0¿1331_anon¿¿¿¿¿CFG_F_END
1587¿CFG_IF_END¿¿0¿1372¿¿¿¿¿CFG_IF_END
1588¿CFG_IF_END¿¿0¿1240¿¿¿¿¿CFG_IF_END
1589¿CFG_F_START¿¿1589¿1429_anon¿¿¿¿¿CFG_F_START
1590¿CFG_F_END¿¿0¿1429_anon¿¿¿¿¿CFG_F_END
1591¿CFG_F_START¿¿1591¿1433_anon¿¿¿¿¿CFG_F_START
1592¿CFG_F_END¿¿0¿1433_anon¿¿¿¿¿CFG_F_END
1593¿CFG_F_START¿¿1593¿1453_anon¿¿¿¿¿CFG_F_START
1594¿CFG_F_END¿¿0¿1453_anon¿¿¿¿¿CFG_F_END
1595¿CFG_F_START¿¿1595¿1521_anon¿¿¿¿¿CFG_F_START
1596¿CFG_F_END¿¿0¿1521_anon¿¿¿¿¿CFG_F_END
1597¿CFG_F_START¿¿1597¿1525_anon¿¿¿¿¿CFG_F_START
1598¿CFG_F_END¿¿0¿1525_anon¿¿¿¿¿CFG_F_END
1599¿CFG_F_START¿¿1599¿1529_anon¿¿¿¿¿CFG_F_START
1600¿CFG_F_END¿¿0¿1529_anon¿¿¿¿¿CFG_F_END
1601¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1602¿PDG_CALL¿¿1572¿1572.CALL->require-o193¿¿¿¿¿PDG_CALL
1603¿PDG_OBJECT¿¿0¿1572.Fs-o194¿¿¿¿¿PDG_OBJECT
1604¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1605¿PDG_CALL¿¿1572¿1572.CALL->require-o195¿¿¿¿¿PDG_CALL
1606¿PDG_OBJECT¿¿0¿1572.Path-o196¿¿¿¿¿PDG_OBJECT
1607¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1608¿PDG_CALL¿¿1572¿1572.CALL->require-o197¿¿¿¿¿PDG_CALL
1609¿PDG_OBJECT¿¿0¿1572.Util-o198¿¿¿¿¿PDG_OBJECT
1610¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1611¿PDG_CALL¿¿1572¿1572.CALL->require-o199¿¿¿¿¿PDG_CALL
1612¿PDG_OBJECT¿¿0¿1572.Utility-o200¿¿¿¿¿PDG_OBJECT
1613¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1614¿PDG_CALL¿¿1572¿1572.CALL->require-o201¿¿¿¿¿PDG_CALL
1615¿PDG_OBJECT¿¿0¿1572.PathStat-o202¿¿¿¿¿PDG_OBJECT
1616¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1617¿PDG_OBJECT¿¿0¿1574.this-o203¿¿¿¿¿PDG_OBJECT
1618¿PDG_OBJECT¿¿0¿1574.options-o204¿¿¿¿¿PDG_OBJECT
1619¿PDG_OBJECT¿¿0¿1572.Server-o205¿¿¿¿¿PDG_OBJECT
1620¿PDG_OBJECT¿¿0¿1572.Server.prototype-o206¿¿¿¿¿PDG_OBJECT
1621¿PDG_OBJECT¿¿0¿1576.this-o207¿¿¿¿¿PDG_OBJECT
1622¿PDG_OBJECT¿¿0¿1576.request-o208¿¿¿¿¿PDG_OBJECT
1623¿PDG_OBJECT¿¿0¿1576.response-o209¿¿¿¿¿PDG_OBJECT
1624¿PDG_OBJECT¿¿0¿1572.v101-o210¿¿¿¿¿PDG_OBJECT
1625¿PDG_OBJECT¿¿0¿1572.v86-o211¿¿¿¿¿PDG_OBJECT
1626¿PDG_OBJECT¿¿0¿1572.v86.setup-o212¿¿¿¿¿PDG_OBJECT
1627¿PDG_OBJECT¿¿0¿1579.this-o213¿¿¿¿¿PDG_OBJECT
1628¿PDG_OBJECT¿¿0¿1579.request-o214¿¿¿¿¿PDG_OBJECT
1629¿PDG_OBJECT¿¿0¿1579.response-o215¿¿¿¿¿PDG_OBJECT
1630¿PDG_OBJECT¿¿0¿1579.data-o216¿¿¿¿¿PDG_OBJECT
1631¿PDG_OBJECT¿¿0¿1572.v125-o217¿¿¿¿¿PDG_OBJECT
1632¿PDG_OBJECT¿¿0¿1572.v102-o218¿¿¿¿¿PDG_OBJECT
1633¿PDG_OBJECT¿¿0¿1572.v102.request-o219¿¿¿¿¿PDG_OBJECT
1634¿PDG_OBJECT¿¿0¿1589.this-o220¿¿¿¿¿PDG_OBJECT
1635¿PDG_OBJECT¿¿0¿1572.v138-o221¿¿¿¿¿PDG_OBJECT
1636¿PDG_OBJECT¿¿0¿1572.v126-o222¿¿¿¿¿PDG_OBJECT
1637¿PDG_OBJECT¿¿0¿1572.v126.open-o223¿¿¿¿¿PDG_OBJECT
1638¿PDG_OBJECT¿¿0¿1595.this-o224¿¿¿¿¿PDG_OBJECT
1639¿PDG_OBJECT¿¿0¿1572.v146-o225¿¿¿¿¿PDG_OBJECT
1640¿PDG_OBJECT¿¿0¿1572.v139-o226¿¿¿¿¿PDG_OBJECT
1641¿PDG_OBJECT¿¿0¿1572.v139.close-o227¿¿¿¿¿PDG_OBJECT
1642¿PDG_OBJECT¿¿0¿1572.module-o228¿¿¿¿¿PDG_OBJECT
1643¿PDG_OBJECT¿¿0¿1572.module.exports-o229¿¿¿¿¿PDG_OBJECT
1644¿PDG_OBJECT¿¿0¿1574.v74-o230¿¿¿¿¿PDG_OBJECT
1645¿PDG_OBJECT¿¿0¿1574.options.port-o231¿¿¿¿¿PDG_OBJECT
1646¿PDG_OBJECT¿¿0¿1574.this-o232¿¿¿¿¿PDG_OBJECT
1647¿PDG_OBJECT¿¿0¿1574.this.port-o233¿¿¿¿¿PDG_OBJECT
1648¿PDG_OBJECT¿¿0¿1574.options.spa-o234¿¿¿¿¿PDG_OBJECT
1649¿PDG_OBJECT¿¿0¿1574.this-o235¿¿¿¿¿PDG_OBJECT
1650¿PDG_OBJECT¿¿0¿1574.this.spa-o236¿¿¿¿¿PDG_OBJECT
1651¿PDG_OBJECT¿¿0¿1574.options.cors-o237¿¿¿¿¿PDG_OBJECT
1652¿PDG_OBJECT¿¿0¿1574.this-o238¿¿¿¿¿PDG_OBJECT
1653¿PDG_OBJECT¿¿0¿1574.this.cors-o239¿¿¿¿¿PDG_OBJECT
1654¿PDG_OBJECT¿¿0¿1574.options.cache-o240¿¿¿¿¿PDG_OBJECT
1655¿PDG_OBJECT¿¿0¿1574.this-o241¿¿¿¿¿PDG_OBJECT
1656¿PDG_OBJECT¿¿0¿1574.this.cache-o242¿¿¿¿¿PDG_OBJECT
1657¿PDG_OBJECT¿¿0¿1574.options.secure-o243¿¿¿¿¿PDG_OBJECT
1658¿PDG_OBJECT¿¿0¿1574.this-o244¿¿¿¿¿PDG_OBJECT
1659¿PDG_OBJECT¿¿0¿1574.this.secure-o245¿¿¿¿¿PDG_OBJECT
1660¿PDG_OBJECT¿¿0¿1574.options.host-o246¿¿¿¿¿PDG_OBJECT
1661¿PDG_OBJECT¿¿0¿1574.this-o247¿¿¿¿¿PDG_OBJECT
1662¿PDG_OBJECT¿¿0¿1574.this.host-o248¿¿¿¿¿PDG_OBJECT
