Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
6836¿Program¿¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":766,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Program
6992¿MemberExpression¿¿¿¿¿{"start":{"line":31,"column":11},"end":{"line":31,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
6993¿Identifier¿¿v801¿¿¿¿¿Identifier
6994¿Identifier¿¿apply¿¿¿{"start":{"line":31,"column":23},"end":{"line":31,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
6995¿Identifier¿¿util¿¿¿{"start":{"line":31,"column":29},"end":{"line":31,"column":33},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
6996¿Identifier¿¿v804¿¿¿¿¿Identifier
6997¿ReturnStatement¿¿¿¿¿{"start":{"line":31,"column":4},"end":{"line":31,"column":73},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ReturnStatement
6998¿Identifier¿¿v805¿¿¿¿¿Identifier
6999¿BlockStatement¿¿¿¿¿{"start":{"line":30,"column":37},"end":{"line":32,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿BlockStatement
7000¿VariableDeclarator¿¿__¿¿¿{"start":{"line":30,"column":6},"end":{"line":32,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿VariableDeclarator
7001¿LogicalExpression¿||¿¿¿¿{"start":{"line":30,"column":11},"end":{"line":32,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿LogicalExpression
7002¿Identifier¿¿v800¿¿¿¿¿Identifier
7003¿Identifier¿¿v806¿¿¿¿¿Identifier
7004¿VariableDeclarator¿¿error¿¿¿{"start":{"line":33,"column":6},"end":{"line":33,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿VariableDeclarator
7005¿Literal¿object¿¿null¿¿{"start":{"line":33,"column":14},"end":{"line":33,"column":18},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Literal
7006¿VariableDeclarator¿¿v807¿¿¿¿¿VariableDeclarator
7007¿ObjectExpression¿¿¿¿¿¿¿ObjectExpression
7008¿VariableDeclarator¿¿v808¿¿¿¿¿VariableDeclarator
7009¿ObjectExpression¿¿¿¿¿¿¿ObjectExpression
7010¿VariableDeclarator¿¿v809¿¿¿¿¿VariableDeclarator
7011¿ObjectExpression¿¿¿¿¿¿¿ObjectExpression
7012¿VariableDeclarator¿¿v810¿¿¿¿¿VariableDeclarator
7013¿ObjectExpression¿¿¿¿¿¿¿ObjectExpression
7014¿VariableDeclarator¿¿v811¿¿¿¿¿VariableDeclarator
7015¿ObjectExpression¿¿¿¿¿¿¿ObjectExpression
7016¿VariableDeclarator¿¿v812¿¿¿¿¿VariableDeclarator
7017¿ObjectExpression¿¿¿¿¿¿¿ObjectExpression
7018¿VariableDeclarator¿¿v813¿¿¿¿¿VariableDeclarator
7019¿ObjectExpression¿¿¿¿¿¿¿ObjectExpression
7020¿VariableDeclarator¿¿v814¿¿¿¿¿VariableDeclarator
7021¿ObjectExpression¿¿¿¿¿¿¿ObjectExpression
7022¿VariableDeclarator¿¿v815¿¿¿¿¿VariableDeclarator
7023¿ObjectExpression¿¿¿¿¿¿¿ObjectExpression
7024¿VariableDeclarator¿¿v816¿¿¿¿¿VariableDeclarator
7025¿ObjectExpression¿¿¿¿¿¿¿ObjectExpression
7026¿VariableDeclarator¿¿v817¿¿¿¿¿VariableDeclarator
7027¿ObjectExpression¿¿¿¿¿¿¿ObjectExpression
7028¿VariableDeclarator¿¿flags¿¿¿{"start":{"line":34,"column":6},"end":{"line":46,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿VariableDeclarator
7029¿ObjectExpression¿¿¿¿¿¿¿ObjectExpression
7030¿ExpressionStatement¿¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":46,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ExpressionStatement
7031¿AssignmentExpression¿=¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":46,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿AssignmentExpression
7032¿MemberExpression¿¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":46,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
7033¿Identifier¿¿flags¿¿¿{"start":{"line":34,"column":6},"end":{"line":34,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7034¿Identifier¿¿aliases¿¿¿{"start":{"line":35,"column":4},"end":{"line":35,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7035¿Identifier¿¿v807¿¿¿¿¿Identifier
7036¿ExpressionStatement¿¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":46,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ExpressionStatement
7037¿AssignmentExpression¿=¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":46,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿AssignmentExpression
7038¿MemberExpression¿¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":46,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
7039¿Identifier¿¿flags¿¿¿{"start":{"line":34,"column":6},"end":{"line":34,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7040¿Identifier¿¿arrays¿¿¿{"start":{"line":36,"column":4},"end":{"line":36,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7041¿Identifier¿¿v808¿¿¿¿¿Identifier
7042¿ExpressionStatement¿¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":46,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ExpressionStatement
7043¿AssignmentExpression¿=¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":46,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿AssignmentExpression
7044¿MemberExpression¿¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":46,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
7045¿Identifier¿¿flags¿¿¿{"start":{"line":34,"column":6},"end":{"line":34,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7046¿Identifier¿¿bools¿¿¿{"start":{"line":37,"column":4},"end":{"line":37,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7047¿Identifier¿¿v809¿¿¿¿¿Identifier
7048¿ExpressionStatement¿¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":46,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ExpressionStatement
7049¿AssignmentExpression¿=¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":46,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿AssignmentExpression
7050¿MemberExpression¿¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":46,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
7051¿Identifier¿¿flags¿¿¿{"start":{"line":34,"column":6},"end":{"line":34,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7052¿Identifier¿¿strings¿¿¿{"start":{"line":38,"column":4},"end":{"line":38,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7053¿Identifier¿¿v810¿¿¿¿¿Identifier
7054¿ExpressionStatement¿¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":46,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ExpressionStatement
7055¿AssignmentExpression¿=¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":46,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿AssignmentExpression
7056¿MemberExpression¿¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":46,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
7057¿Identifier¿¿flags¿¿¿{"start":{"line":34,"column":6},"end":{"line":34,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7058¿Identifier¿¿numbers¿¿¿{"start":{"line":39,"column":4},"end":{"line":39,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7059¿Identifier¿¿v811¿¿¿¿¿Identifier
7060¿ExpressionStatement¿¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":46,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ExpressionStatement
7061¿AssignmentExpression¿=¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":46,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿AssignmentExpression
7062¿MemberExpression¿¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":46,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
7063¿Identifier¿¿flags¿¿¿{"start":{"line":34,"column":6},"end":{"line":34,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7064¿Identifier¿¿counts¿¿¿{"start":{"line":40,"column":4},"end":{"line":40,"column":10},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7065¿Identifier¿¿v812¿¿¿¿¿Identifier
7066¿ExpressionStatement¿¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":46,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ExpressionStatement
7067¿AssignmentExpression¿=¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":46,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿AssignmentExpression
7068¿MemberExpression¿¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":46,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
7069¿Identifier¿¿flags¿¿¿{"start":{"line":34,"column":6},"end":{"line":34,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7070¿Identifier¿¿normalize¿¿¿{"start":{"line":41,"column":4},"end":{"line":41,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7071¿Identifier¿¿v813¿¿¿¿¿Identifier
7072¿ExpressionStatement¿¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":46,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ExpressionStatement
7073¿AssignmentExpression¿=¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":46,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿AssignmentExpression
7074¿MemberExpression¿¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":46,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
7075¿Identifier¿¿flags¿¿¿{"start":{"line":34,"column":6},"end":{"line":34,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7076¿Identifier¿¿configs¿¿¿{"start":{"line":42,"column":4},"end":{"line":42,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7077¿Identifier¿¿v814¿¿¿¿¿Identifier
7078¿ExpressionStatement¿¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":46,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ExpressionStatement
7079¿AssignmentExpression¿=¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":46,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿AssignmentExpression
7080¿MemberExpression¿¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":46,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
7081¿Identifier¿¿flags¿¿¿{"start":{"line":34,"column":6},"end":{"line":34,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7082¿Identifier¿¿defaulted¿¿¿{"start":{"line":43,"column":4},"end":{"line":43,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7083¿Identifier¿¿v815¿¿¿¿¿Identifier
7084¿ExpressionStatement¿¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":46,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ExpressionStatement
7085¿AssignmentExpression¿=¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":46,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿AssignmentExpression
7086¿MemberExpression¿¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":46,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
7087¿Identifier¿¿flags¿¿¿{"start":{"line":34,"column":6},"end":{"line":34,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7088¿Identifier¿¿nargs¿¿¿{"start":{"line":44,"column":4},"end":{"line":44,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7089¿Identifier¿¿v816¿¿¿¿¿Identifier
7090¿ExpressionStatement¿¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":46,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ExpressionStatement
7091¿AssignmentExpression¿=¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":46,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿AssignmentExpression
7092¿MemberExpression¿¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":46,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
7093¿Identifier¿¿flags¿¿¿{"start":{"line":34,"column":6},"end":{"line":34,"column":11},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7094¿Identifier¿¿coercions¿¿¿{"start":{"line":45,"column":4},"end":{"line":45,"column":13},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7095¿Identifier¿¿v817¿¿¿¿¿Identifier
7096¿VariableDeclarator¿¿negative¿¿¿{"start":{"line":47,"column":6},"end":{"line":47,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿VariableDeclarator
7097¿Literal¿object¿¿/^-[0-9]+(\.[0-9]+)?/¿¿{"start":{"line":47,"column":17},"end":{"line":47,"column":38},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Literal
7098¿VariableDeclarator¿¿v818¿¿¿¿¿VariableDeclarator
7099¿ArrayExpression¿¿¿¿¿{"start":{"line":49,"column":3},"end":{"line":49,"column":5},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ArrayExpression
7100¿VariableDeclarator¿¿v819¿¿¿¿¿VariableDeclarator
7101¿MemberExpression¿¿¿¿¿{"start":{"line":49,"column":13},"end":{"line":49,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
7102¿Identifier¿¿opts¿¿¿{"start":{"line":49,"column":13},"end":{"line":49,"column":17},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7103¿Identifier¿¿array¿¿¿{"start":{"line":49,"column":18},"end":{"line":49,"column":23},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7104¿VariableDeclarator¿¿v820¿¿¿¿¿VariableDeclarator
7105¿CallExpression¿¿¿¿¿{"start":{"line":49,"column":3},"end":{"line":49,"column":24},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿CallExpression
7106¿MemberExpression¿¿¿¿¿{"start":{"line":49,"column":3},"end":{"line":49,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
7107¿Identifier¿¿v818¿¿¿¿¿Identifier
7108¿Identifier¿¿concat¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":12},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7109¿Identifier¿¿v819¿¿¿¿¿Identifier
7110¿VariableDeclarator¿¿v821¿¿¿¿¿VariableDeclarator
7111¿CallExpression¿¿¿¿¿{"start":{"line":49,"column":3},"end":{"line":49,"column":40},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿CallExpression
7112¿MemberExpression¿¿¿¿¿{"start":{"line":49,"column":3},"end":{"line":49,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
7113¿Identifier¿¿v820¿¿¿¿¿Identifier
7114¿Identifier¿¿filter¿¿¿{"start":{"line":49,"column":25},"end":{"line":49,"column":31},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7115¿Identifier¿¿Boolean¿¿¿{"start":{"line":49,"column":32},"end":{"line":49,"column":39},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7116¿VariableDeclarator¿¿v823¿¿¿¿¿VariableDeclarator
7117¿FunctionExpression¿¿anon¿¿¿{"start":{"line":49,"column":49},"end":{"line":51,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿FunctionExpression
7118¿Identifier¿¿key¿¿¿{"start":{"line":49,"column":59},"end":{"line":49,"column":62},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7119¿VariableDeclarator¿¿v822¿¿¿¿¿VariableDeclarator
7120¿MemberExpression¿¿¿¿¿{"start":{"line":50,"column":4},"end":{"line":50,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
7121¿Identifier¿¿flags¿¿¿{"start":{"line":50,"column":4},"end":{"line":50,"column":9},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7122¿Identifier¿¿arrays¿¿¿{"start":{"line":50,"column":10},"end":{"line":50,"column":16},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7123¿ExpressionStatement¿¿¿¿¿{"start":{"line":50,"column":4},"end":{"line":50,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿ExpressionStatement
7124¿AssignmentExpression¿=¿¿¿¿{"start":{"line":50,"column":4},"end":{"line":50,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿AssignmentExpression
7125¿MemberExpression¿computed¿¿¿¿{"start":{"line":50,"column":4},"end":{"line":50,"column":21},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
7126¿Identifier¿¿v822¿¿¿¿¿Identifier
7127¿Identifier¿¿key¿¿¿{"start":{"line":50,"column":17},"end":{"line":50,"column":20},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Identifier
7128¿Literal¿boolean¿¿true¿¿{"start":{"line":50,"column":24},"end":{"line":50,"column":28},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿Literal
7129¿BlockStatement¿¿¿¿¿{"start":{"line":49,"column":64},"end":{"line":51,"column":3},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿BlockStatement
7130¿VariableDeclarator¿¿v824¿¿¿¿¿VariableDeclarator
7131¿CallExpression¿¿¿¿¿{"start":{"line":49,"column":3},"end":{"line":51,"column":4},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿CallExpression
7132¿MemberExpression¿¿¿¿¿{"start":{"line":49,"column":3},"end":{"line":49,"column":48},"fname":"/datasets/secbench-dataset/CWE-471/yargs-parser_6.0.0/src/index.js"}¿¿MemberExpression
