Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
732¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":139,"column":15},"fname":"/datasets/secbench-dataset/CWE-22/shit-server_1.0.0/src/index.js"}¿¿Program
1354¿PDG_OBJECT¿¿0¿1259.findPort-o214¿¿¿¿¿PDG_OBJECT
1355¿PDG_CALL¿¿1259¿1259.CALL->findPort-o215¿¿¿¿¿PDG_CALL
1356¿PDG_OBJECT¿¿0¿1259.v136-o216¿¿¿¿¿PDG_OBJECT
1357¿PDG_CALL¿¿1262¿1262.CALL->res.set-o217¿¿¿¿¿PDG_CALL
1358¿PDG_OBJECT¿¿0¿1262.v78-o218¿¿¿¿¿PDG_OBJECT
1359¿PDG_OBJECT¿¿0¿1264.this-o219¿¿¿¿¿PDG_OBJECT
1360¿PDG_OBJECT¿¿0¿1264.err-o220¿¿¿¿¿PDG_OBJECT
1361¿PDG_OBJECT¿¿0¿1264.stats-o221¿¿¿¿¿PDG_OBJECT
1362¿PDG_OBJECT¿¿0¿1262.v97-o222¿¿¿¿¿PDG_OBJECT
1363¿PDG_CALL¿¿1262¿1262.CALL->fs.stat-o223¿¿¿¿¿PDG_CALL
1364¿PDG_OBJECT¿¿0¿1262.v98-o224¿¿¿¿¿PDG_OBJECT
1365¿PDG_CALL¿¿1264¿1264.CALL->stats.isDirectory-o225¿¿¿¿¿PDG_CALL
1366¿PDG_OBJECT¿¿0¿1264.v80-o226¿¿¿¿¿PDG_OBJECT
1367¿PDG_OBJECT¿¿0¿1264.v81-o227¿¿¿¿¿PDG_OBJECT
1368¿PDG_OBJECT¿¿0¿1266.this-o228¿¿¿¿¿PDG_OBJECT
1369¿PDG_OBJECT¿¿0¿1266.err-o229¿¿¿¿¿PDG_OBJECT
1370¿PDG_OBJECT¿¿0¿1266.files-o230¿¿¿¿¿PDG_OBJECT
1371¿PDG_OBJECT¿¿0¿1264.v91-o231¿¿¿¿¿PDG_OBJECT
1372¿PDG_CALL¿¿1264¿1264.CALL->fs.readdir-o232¿¿¿¿¿PDG_CALL
1373¿PDG_OBJECT¿¿0¿1264.v92-o233¿¿¿¿¿PDG_OBJECT
1374¿PDG_CALL¿¿1264¿1264.CALL->res.status-o234¿¿¿¿¿PDG_CALL
1375¿PDG_OBJECT¿¿0¿1264.v93-o235¿¿¿¿¿PDG_OBJECT
1376¿PDG_CALL¿¿1264¿1264.CALL->path.resolve-o236¿¿¿¿¿PDG_CALL
1377¿PDG_OBJECT¿¿0¿1264.v94-o237¿¿¿¿¿PDG_OBJECT
1378¿PDG_OBJECT¿¿0¿1264.v95-o238¿¿¿¿¿PDG_OBJECT
1379¿PDG_CALL¿¿1264¿1264.CALL->res.send-o239¿¿¿¿¿PDG_CALL
1380¿PDG_OBJECT¿¿0¿1264.v96-o240¿¿¿¿¿PDG_OBJECT
1381¿PDG_CALL¿¿1266¿1266.CALL->res.status-o241¿¿¿¿¿PDG_CALL
1382¿PDG_OBJECT¿¿0¿1266.v82-o242¿¿¿¿¿PDG_OBJECT
1383¿PDG_OBJECT¿¿0¿1266.v83-o243¿¿¿¿¿PDG_OBJECT
1384¿PDG_CALL¿¿1266¿1266.CALL->res.send-o244¿¿¿¿¿PDG_CALL
1385¿PDG_OBJECT¿¿0¿1266.v84-o245¿¿¿¿¿PDG_OBJECT
1386¿PDG_OBJECT¿¿0¿1268.this-o246¿¿¿¿¿PDG_OBJECT
1387¿PDG_OBJECT¿¿0¿1268.f-o247¿¿¿¿¿PDG_OBJECT
1388¿PDG_OBJECT¿¿0¿1266.v86-o248¿¿¿¿¿PDG_OBJECT
1389¿PDG_CALL¿¿1266¿1266.CALL->files.map-o249¿¿¿¿¿PDG_CALL
1390¿PDG_OBJECT¿¿0¿1266.v87-o250¿¿¿¿¿PDG_OBJECT
1391¿PDG_CALL¿¿1266¿1266.CALL->v87.join-o251¿¿¿¿¿PDG_CALL
1392¿PDG_OBJECT¿¿0¿1266.v88-o252¿¿¿¿¿PDG_OBJECT
1393¿PDG_OBJECT¿¿0¿1266.v89-o253¿¿¿¿¿PDG_OBJECT
1394¿PDG_CALL¿¿1266¿1266.CALL->res.send-o254¿¿¿¿¿PDG_CALL
1395¿PDG_OBJECT¿¿0¿1266.v90-o255¿¿¿¿¿PDG_OBJECT
1396¿PDG_OBJECT¿¿0¿1268.v85-o256¿¿¿¿¿PDG_OBJECT
1397¿PDG_RETURN¿¿0¿1268.RET_OBJ-o257¿¿¿¿¿PDG_RETURN
1398¿PDG_OBJECT¿¿0¿1274.this-o258¿¿¿¿¿PDG_OBJECT
1399¿PDG_OBJECT¿¿0¿1274.err-o259¿¿¿¿¿PDG_OBJECT
1400¿PDG_OBJECT¿¿0¿1274.data-o260¿¿¿¿¿PDG_OBJECT
1401¿PDG_OBJECT¿¿0¿1272.v118-o261¿¿¿¿¿PDG_OBJECT
1402¿PDG_CALL¿¿1272¿1272.CALL->fs.readFile-o262¿¿¿¿¿PDG_CALL
1403¿PDG_OBJECT¿¿0¿1272.v119-o263¿¿¿¿¿PDG_OBJECT
1404¿TAINT_SINK¿¿0¿readFile¿¿¿¿¿TAINT_SINK
1405¿PDG_CALL¿¿1274¿1274.CALL->path.extname-o264¿¿¿¿¿PDG_CALL
1406¿PDG_OBJECT¿¿0¿1274.v99-o265¿¿¿¿¿PDG_OBJECT
1407¿PDG_OBJECT¿¿0¿1274.v100-o266¿¿¿¿¿PDG_OBJECT
1408¿PDG_OBJECT¿¿0¿1274.v101-o267¿¿¿¿¿PDG_OBJECT
1409¿PDG_CALL¿¿1274¿1274.CALL->path.join-o268¿¿¿¿¿PDG_CALL
1410¿PDG_OBJECT¿¿0¿1274.v102-o269¿¿¿¿¿PDG_OBJECT
1411¿PDG_OBJECT¿¿0¿1276.this-o270¿¿¿¿¿PDG_OBJECT
1412¿PDG_OBJECT¿¿0¿1276.err-o271¿¿¿¿¿PDG_OBJECT
1413¿PDG_OBJECT¿¿0¿1276.stats-o272¿¿¿¿¿PDG_OBJECT
1414¿PDG_OBJECT¿¿0¿1274.v109-o273¿¿¿¿¿PDG_OBJECT
1415¿PDG_CALL¿¿1274¿1274.CALL->fs.stat-o274¿¿¿¿¿PDG_CALL
1416¿PDG_OBJECT¿¿0¿1274.v110-o275¿¿¿¿¿PDG_OBJECT
1417¿PDG_CALL¿¿1274¿1274.CALL->showDirOrErr-o276¿¿¿¿¿PDG_CALL
1418¿PDG_OBJECT¿¿0¿1274.v111-o277¿¿¿¿¿PDG_OBJECT
1419¿PDG_CALL¿¿1274¿1274.CALL->path.extname-o278¿¿¿¿¿PDG_CALL
1420¿PDG_OBJECT¿¿0¿1274.v112-o279¿¿¿¿¿PDG_OBJECT
1421¿PDG_CALL¿¿1274¿1274.CALL->res.set-o280¿¿¿¿¿PDG_CALL
1422¿PDG_OBJECT¿¿0¿1274.v113-o281¿¿¿¿¿PDG_OBJECT
1423¿PDG_CALL¿¿1274¿1274.CALL->res.send-o282¿¿¿¿¿PDG_CALL
1424¿PDG_OBJECT¿¿0¿1274.v117-o283¿¿¿¿¿PDG_OBJECT
1425¿PDG_CALL¿¿1274¿1274.CALL->res.set-o284¿¿¿¿¿PDG_CALL
1426¿PDG_OBJECT¿¿0¿1274.v114-o285¿¿¿¿¿PDG_OBJECT
1427¿PDG_CALL¿¿1274¿1274.CALL->res.set-o286¿¿¿¿¿PDG_CALL
1428¿PDG_OBJECT¿¿0¿1274.v115-o287¿¿¿¿¿PDG_OBJECT
1429¿PDG_CALL¿¿1274¿1274.CALL->res.set-o288¿¿¿¿¿PDG_CALL
1430¿PDG_OBJECT¿¿0¿1274.v116-o289¿¿¿¿¿PDG_OBJECT
1431¿PDG_CALL¿¿1276¿1276.CALL->stats.isFile-o290¿¿¿¿¿PDG_CALL
1432¿PDG_OBJECT¿¿0¿1276.v104-o291¿¿¿¿¿PDG_OBJECT
1433¿PDG_OBJECT¿¿0¿1276.v105-o292¿¿¿¿¿PDG_OBJECT
1434¿PDG_CALL¿¿1276¿1276.CALL->path.join-o293¿¿¿¿¿PDG_CALL
1435¿PDG_OBJECT¿¿0¿1276.v106-o294¿¿¿¿¿PDG_OBJECT
1436¿PDG_CALL¿¿1276¿1276.CALL->processFile-o295¿¿¿¿¿PDG_CALL
1437¿PDG_OBJECT¿¿0¿1276.v107-o296¿¿¿¿¿PDG_OBJECT
1438¿PDG_CALL¿¿1276¿1276.CALL->showDirOrErr-o297¿¿¿¿¿PDG_CALL
1439¿PDG_OBJECT¿¿0¿1276.v108-o298¿¿¿¿¿PDG_OBJECT
1440¿PDG_OBJECT¿¿0¿1287.req.path-o299¿¿¿¿¿PDG_OBJECT
1441¿PDG_CALL¿¿1287¿1287.CALL->path.join-o300¿¿¿¿¿PDG_CALL
1442¿PDG_OBJECT¿¿0¿1287.fullPath-o301¿¿¿¿¿PDG_OBJECT
1443¿PDG_CALL¿¿1287¿1287.CALL->processFile-o302¿¿¿¿¿PDG_CALL
1444¿PDG_OBJECT¿¿0¿1287.v121-o303¿¿¿¿¿PDG_OBJECT
1445¿PDG_OBJECT¿¿0¿1289.server.port-o304¿¿¿¿¿PDG_OBJECT
1446¿PDG_OBJECT¿¿0¿1289.v125-o305¿¿¿¿¿PDG_OBJECT
1447¿PDG_CALL¿¿1289¿1289.CALL->console.log-o306¿¿¿¿¿PDG_CALL
1448¿PDG_OBJECT¿¿0¿1289.v126-o307¿¿¿¿¿PDG_OBJECT
1449¿PDG_OBJECT¿¿0¿1293.this-o308¿¿¿¿¿PDG_OBJECT
1450¿PDG_OBJECT¿¿0¿1293.err-o309¿¿¿¿¿PDG_OBJECT
1451¿PDG_OBJECT¿¿0¿1291.v133-o310¿¿¿¿¿PDG_OBJECT
1452¿PDG_CALL¿¿1291¿1291.CALL->server.once-o311¿¿¿¿¿PDG_CALL
1453¿PDG_OBJECT¿¿0¿1291.v134-o312¿¿¿¿¿PDG_OBJECT
1454¿PDG_OBJECT¿¿0¿1291.server-o313¿¿¿¿¿PDG_OBJECT
1455¿PDG_OBJECT¿¿0¿1291.server.port-o314¿¿¿¿¿PDG_OBJECT
1456¿PDG_CALL¿¿1291¿1291.CALL->server.listen-o315¿¿¿¿¿PDG_CALL
1457¿PDG_OBJECT¿¿0¿1291.v135-o316¿¿¿¿¿PDG_OBJECT
1458¿PDG_OBJECT¿¿0¿1293.err.code-o317¿¿¿¿¿PDG_OBJECT
1459¿PDG_OBJECT¿¿0¿1293.v130-o318¿¿¿¿¿PDG_OBJECT
1460¿PDG_OBJECT¿¿0¿1293.v131-o319¿¿¿¿¿PDG_OBJECT
1461¿PDG_CALL¿¿1293¿1293.CALL->findPort-o320¿¿¿¿¿PDG_CALL
1462¿PDG_OBJECT¿¿0¿1293.v132-o321¿¿¿¿¿PDG_OBJECT
1463¿PDG_RETURN¿¿0¿1293.RET_OBJ-o322¿¿¿¿¿PDG_RETURN
