Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1066¿Program¿¿-1¿¿¿¿{"start":{"line":8,"column":0},"end":{"line":229,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Program
1582¿Identifier¿¿1909¿path¿¿¿{"start":{"line":143,"column":8},"end":{"line":143,"column":12},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1583¿Identifier¿¿1909¿i¿¿¿{"start":{"line":143,"column":13},"end":{"line":143,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1584¿VariableDeclarator¿¿1909¿v165¿¿¿{"start":{"line":144,"column":9},"end":{"line":144,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1585¿MemberExpression¿computed¿1909¿¿¿¿{"start":{"line":144,"column":9},"end":{"line":144,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1586¿Identifier¿¿1909¿target¿¿¿{"start":{"line":144,"column":9},"end":{"line":144,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1587¿Identifier¿¿1909¿key¿¿¿{"start":{"line":144,"column":16},"end":{"line":144,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1588¿VariableDeclarator¿¿1909¿v166¿¿¿{"start":{"line":144,"column":2},"end":{"line":144,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1589¿UnaryExpression¿delete¿1909¿¿¿¿{"start":{"line":144,"column":2},"end":{"line":144,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿UnaryExpression
1590¿Identifier¿¿1909¿v165¿¿¿¿¿Identifier
1591¿ExpressionStatement¿¿1909¿¿¿¿{"start":{"line":144,"column":2},"end":{"line":144,"column":21},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ExpressionStatement
1592¿Identifier¿¿1909¿v166¿¿¿¿¿Identifier
1593¿ReturnStatement¿¿1909¿¿¿¿{"start":{"line":145,"column":2},"end":{"line":145,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ReturnStatement
1594¿Literal¿boolean¿1909¿¿true¿¿{"start":{"line":145,"column":9},"end":{"line":145,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Literal
1595¿BlockStatement¿¿1909¿¿¿¿{"start":{"line":116,"column":40},"end":{"line":146,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿BlockStatement
1596¿ExpressionStatement¿¿1892¿¿¿¿{"start":{"line":116,"column":0},"end":{"line":146,"column":2},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ExpressionStatement
1597¿AssignmentExpression¿=¿1892¿¿¿¿{"start":{"line":116,"column":0},"end":{"line":146,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿AssignmentExpression
1598¿MemberExpression¿¿1892¿¿¿¿{"start":{"line":116,"column":0},"end":{"line":116,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1599¿Identifier¿¿1892¿v150¿¿¿¿¿Identifier
1600¿Identifier¿¿1892¿clear¿¿¿{"start":{"line":116,"column":17},"end":{"line":116,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1601¿Identifier¿¿1892¿v167¿¿¿¿¿Identifier
1602¿VariableDeclarator¿¿1892¿v168¿¿¿{"start":{"line":156,"column":0},"end":{"line":156,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1603¿MemberExpression¿¿1892¿¿¿¿{"start":{"line":156,"column":0},"end":{"line":156,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1604¿Identifier¿¿1892¿Memory¿¿¿{"start":{"line":156,"column":0},"end":{"line":156,"column":6},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1605¿Identifier¿¿1892¿prototype¿¿¿{"start":{"line":156,"column":7},"end":{"line":156,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1606¿VariableDeclarator¿¿1892¿v198¿¿¿{"start":{"line":156,"column":0},"end":{"line":207,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1607¿FunctionExpression¿¿1892¿anon¿¿¿{"start":{"line":156,"column":25},"end":{"line":207,"column":1},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿FunctionExpression
1608¿Identifier¿¿0¿key¿¿¿{"start":{"line":156,"column":35},"end":{"line":156,"column":38},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1609¿Identifier¿¿0¿value¿¿¿{"start":{"line":156,"column":40},"end":{"line":156,"column":45},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1610¿VariableDeclarator¿¿1914¿v169¿¿¿{"start":{"line":157,"column":6},"end":{"line":157,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1611¿MemberExpression¿¿1914¿¿¿¿{"start":{"line":157,"column":6},"end":{"line":157,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1612¿ThisExpression¿¿1914¿¿¿¿{"start":{"line":157,"column":6},"end":{"line":157,"column":10},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ThisExpression
1613¿Identifier¿¿1914¿readOnly¿¿¿{"start":{"line":157,"column":11},"end":{"line":157,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1614¿IfStatement¿¿1914¿¿¿¿{"start":{"line":157,"column":2},"end":{"line":159,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿IfStatement
1615¿Identifier¿¿1914¿v169¿¿¿¿¿Identifier
1616¿ReturnStatement¿¿1914¿¿¿¿{"start":{"line":158,"column":4},"end":{"line":158,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ReturnStatement
1617¿Literal¿boolean¿1914¿¿false¿¿{"start":{"line":158,"column":11},"end":{"line":158,"column":16},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Literal
1618¿BlockStatement¿¿1914¿¿¿¿{"start":{"line":157,"column":21},"end":{"line":159,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿BlockStatement
1619¿VariableDeclarator¿¿1914¿v170¿¿¿{"start":{"line":165,"column":6},"end":{"line":165,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1620¿UnaryExpression¿typeof¿1914¿¿¿¿{"start":{"line":165,"column":6},"end":{"line":165,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿UnaryExpression
1621¿Identifier¿¿1914¿value¿¿¿{"start":{"line":165,"column":13},"end":{"line":165,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1622¿VariableDeclarator¿¿1914¿v171¿¿¿{"start":{"line":165,"column":6},"end":{"line":165,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1623¿BinaryExpression¿!==¿1914¿¿¿¿{"start":{"line":165,"column":6},"end":{"line":165,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿BinaryExpression
1624¿Identifier¿¿1914¿v170¿¿¿¿¿Identifier
1625¿Literal¿string¿1914¿¿'object'¿¿{"start":{"line":165,"column":23},"end":{"line":165,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Literal
1626¿VariableDeclarator¿¿1914¿v172¿¿¿{"start":{"line":165,"column":35},"end":{"line":165,"column":55},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1627¿CallExpression¿¿1914¿¿¿¿{"start":{"line":165,"column":35},"end":{"line":165,"column":55},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿CallExpression
1628¿MemberExpression¿¿1914¿¿¿¿{"start":{"line":165,"column":35},"end":{"line":165,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1629¿Identifier¿¿1914¿Array¿¿¿{"start":{"line":165,"column":35},"end":{"line":165,"column":40},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1630¿Identifier¿¿1914¿isArray¿¿¿{"start":{"line":165,"column":41},"end":{"line":165,"column":48},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1631¿Identifier¿¿1914¿value¿¿¿{"start":{"line":165,"column":49},"end":{"line":165,"column":54},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1632¿VariableDeclarator¿¿1914¿v173¿¿¿{"start":{"line":165,"column":6},"end":{"line":165,"column":55},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1633¿LogicalExpression¿||¿1914¿¿¿¿{"start":{"line":165,"column":6},"end":{"line":165,"column":55},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿LogicalExpression
1634¿Identifier¿¿1914¿v171¿¿¿¿¿Identifier
1635¿Identifier¿¿1914¿v172¿¿¿¿¿Identifier
1636¿VariableDeclarator¿¿1914¿v174¿¿¿{"start":{"line":165,"column":59},"end":{"line":165,"column":73},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1637¿BinaryExpression¿===¿1914¿¿¿¿{"start":{"line":165,"column":59},"end":{"line":165,"column":73},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿BinaryExpression
1638¿Identifier¿¿1914¿value¿¿¿{"start":{"line":165,"column":59},"end":{"line":165,"column":64},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1639¿Literal¿object¿1914¿¿null¿¿{"start":{"line":165,"column":69},"end":{"line":165,"column":73},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Literal
1640¿VariableDeclarator¿¿1914¿v175¿¿¿{"start":{"line":165,"column":6},"end":{"line":165,"column":73},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1641¿LogicalExpression¿||¿1914¿¿¿¿{"start":{"line":165,"column":6},"end":{"line":165,"column":73},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿LogicalExpression
1642¿Identifier¿¿1914¿v173¿¿¿¿¿Identifier
1643¿Identifier¿¿1914¿v174¿¿¿¿¿Identifier
1644¿IfStatement¿¿1914¿¿¿¿{"start":{"line":165,"column":2},"end":{"line":167,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿IfStatement
1645¿Identifier¿¿1914¿v175¿¿¿¿¿Identifier
1646¿VariableDeclarator¿¿1914¿v176¿¿¿{"start":{"line":166,"column":11},"end":{"line":166,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1647¿CallExpression¿¿1914¿¿¿¿{"start":{"line":166,"column":11},"end":{"line":166,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿CallExpression
1648¿MemberExpression¿¿1914¿¿¿¿{"start":{"line":166,"column":11},"end":{"line":166,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1649¿ThisExpression¿¿1914¿¿¿¿{"start":{"line":166,"column":11},"end":{"line":166,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ThisExpression
1650¿Identifier¿¿1914¿set¿¿¿{"start":{"line":166,"column":16},"end":{"line":166,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1651¿Identifier¿¿1914¿key¿¿¿{"start":{"line":166,"column":20},"end":{"line":166,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1652¿Identifier¿¿1914¿value¿¿¿{"start":{"line":166,"column":25},"end":{"line":166,"column":30},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1653¿ReturnStatement¿¿1914¿¿¿¿{"start":{"line":166,"column":4},"end":{"line":166,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ReturnStatement
1654¿Identifier¿¿1914¿v176¿¿¿¿¿Identifier
1655¿BlockStatement¿¿1914¿¿¿¿{"start":{"line":165,"column":75},"end":{"line":167,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿BlockStatement
1656¿VariableDeclarator¿¿1914¿self¿¿¿{"start":{"line":169,"column":6},"end":{"line":169,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1657¿ThisExpression¿¿1914¿¿¿¿{"start":{"line":169,"column":16},"end":{"line":169,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ThisExpression
1658¿VariableDeclarator¿¿1914¿target¿¿¿{"start":{"line":170,"column":6},"end":{"line":170,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1659¿MemberExpression¿¿1914¿¿¿¿{"start":{"line":170,"column":16},"end":{"line":170,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1660¿ThisExpression¿¿1914¿¿¿¿{"start":{"line":170,"column":16},"end":{"line":170,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ThisExpression
1661¿Identifier¿¿1914¿store¿¿¿{"start":{"line":170,"column":21},"end":{"line":170,"column":26},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1662¿VariableDeclarator¿¿1914¿v177¿¿¿{"start":{"line":171,"column":33},"end":{"line":171,"column":54},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1663¿MemberExpression¿¿1914¿¿¿¿{"start":{"line":171,"column":33},"end":{"line":171,"column":54},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1664¿ThisExpression¿¿1914¿¿¿¿{"start":{"line":171,"column":33},"end":{"line":171,"column":37},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ThisExpression
1665¿Identifier¿¿1914¿logicalSeparator¿¿¿{"start":{"line":171,"column":38},"end":{"line":171,"column":54},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1666¿VariableDeclarator¿¿1914¿path¿¿¿{"start":{"line":171,"column":6},"end":{"line":171,"column":55},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1667¿CallExpression¿¿1914¿¿¿¿{"start":{"line":171,"column":16},"end":{"line":171,"column":55},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿CallExpression
1668¿MemberExpression¿¿1914¿¿¿¿{"start":{"line":171,"column":16},"end":{"line":171,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1669¿Identifier¿¿1914¿common¿¿¿{"start":{"line":171,"column":16},"end":{"line":171,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1670¿Identifier¿¿1914¿path¿¿¿{"start":{"line":171,"column":23},"end":{"line":171,"column":27},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1671¿Identifier¿¿1914¿key¿¿¿{"start":{"line":171,"column":28},"end":{"line":171,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1672¿Identifier¿¿1914¿v177¿¿¿¿¿Identifier
1673¿VariableDeclarator¿¿1914¿fullKey¿¿¿{"start":{"line":172,"column":6},"end":{"line":172,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1674¿Identifier¿¿1914¿key¿¿¿{"start":{"line":172,"column":16},"end":{"line":172,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1675¿VariableDeclarator¿¿1914¿v179¿¿¿{"start":{"line":177,"column":2},"end":{"line":177,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1676¿CallExpression¿¿1914¿¿¿¿{"start":{"line":177,"column":21},"end":{"line":177,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿CallExpression
1677¿MemberExpression¿¿1914¿¿¿¿{"start":{"line":177,"column":21},"end":{"line":177,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1678¿Identifier¿¿1914¿Date¿¿¿{"start":{"line":177,"column":21},"end":{"line":177,"column":25},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1679¿Identifier¿¿1914¿now¿¿¿{"start":{"line":177,"column":26},"end":{"line":177,"column":29},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1680¿ExpressionStatement¿¿1914¿¿¿¿{"start":{"line":177,"column":2},"end":{"line":177,"column":32},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ExpressionStatement
1681¿AssignmentExpression¿=¿1914¿¿¿¿{"start":{"line":177,"column":2},"end":{"line":177,"column":31},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿AssignmentExpression
1682¿MemberExpression¿computed¿1914¿¿¿¿{"start":{"line":177,"column":2},"end":{"line":177,"column":18},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1683¿Identifier¿¿1914¿v178¿¿¿¿¿Identifier
1684¿Identifier¿¿1914¿key¿¿¿{"start":{"line":177,"column":14},"end":{"line":177,"column":17},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1685¿Identifier¿¿1914¿v179¿¿¿¿¿Identifier
1686¿VariableDeclarator¿¿1914¿v180¿¿¿{"start":{"line":182,"column":9},"end":{"line":182,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1687¿MemberExpression¿¿1914¿¿¿¿{"start":{"line":182,"column":9},"end":{"line":182,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1688¿Identifier¿¿1914¿path¿¿¿{"start":{"line":182,"column":9},"end":{"line":182,"column":13},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1689¿Identifier¿¿1914¿length¿¿¿{"start":{"line":182,"column":14},"end":{"line":182,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1690¿VariableDeclarator¿¿1914¿v181¿¿¿{"start":{"line":182,"column":9},"end":{"line":182,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1691¿BinaryExpression¿>¿1914¿¿¿¿{"start":{"line":182,"column":9},"end":{"line":182,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿BinaryExpression
1692¿Identifier¿¿1914¿v180¿¿¿¿¿Identifier
1693¿Literal¿number¿1914¿¿1¿¿{"start":{"line":182,"column":23},"end":{"line":182,"column":24},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Literal
1694¿WhileStatement¿¿1914¿¿¿¿{"start":{"line":182,"column":2},"end":{"line":189,"column":3},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿WhileStatement
1695¿Identifier¿¿1914¿v181¿¿¿¿¿Identifier
1696¿ExpressionStatement¿¿1914¿¿¿¿{"start":{"line":183,"column":4},"end":{"line":183,"column":23},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿ExpressionStatement
1697¿AssignmentExpression¿=¿1914¿¿¿¿{"start":{"line":183,"column":4},"end":{"line":183,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿AssignmentExpression
1698¿Identifier¿¿1914¿key¿¿¿{"start":{"line":183,"column":4},"end":{"line":183,"column":7},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1699¿CallExpression¿¿1914¿¿¿¿{"start":{"line":183,"column":10},"end":{"line":183,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿CallExpression
1700¿MemberExpression¿¿1914¿¿¿¿{"start":{"line":183,"column":10},"end":{"line":183,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1701¿Identifier¿¿1914¿path¿¿¿{"start":{"line":183,"column":10},"end":{"line":183,"column":14},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1702¿Identifier¿¿1914¿shift¿¿¿{"start":{"line":183,"column":15},"end":{"line":183,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1703¿VariableDeclarator¿¿1914¿v182¿¿¿{"start":{"line":184,"column":9},"end":{"line":184,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1704¿MemberExpression¿computed¿1914¿¿¿¿{"start":{"line":184,"column":9},"end":{"line":184,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿MemberExpression
1705¿Identifier¿¿1914¿target¿¿¿{"start":{"line":184,"column":9},"end":{"line":184,"column":15},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1706¿Identifier¿¿1914¿key¿¿¿{"start":{"line":184,"column":16},"end":{"line":184,"column":19},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿Identifier
1707¿VariableDeclarator¿¿1914¿v183¿¿¿{"start":{"line":184,"column":8},"end":{"line":184,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1708¿UnaryExpression¿!¿1914¿¿¿¿{"start":{"line":184,"column":8},"end":{"line":184,"column":20},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿UnaryExpression
1709¿Identifier¿¿1914¿v182¿¿¿¿¿Identifier
1710¿IfStatement¿¿1914¿¿¿¿{"start":{"line":184,"column":4},"end":{"line":186,"column":5},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿IfStatement
1711¿Identifier¿¿1914¿v183¿¿¿¿¿Identifier
1712¿VariableDeclarator¿¿1914¿v184¿¿¿{"start":{"line":185,"column":20},"end":{"line":185,"column":22},"fname":"/datasets/vulcan-dataset/CWE-471/GHSA-6xwr-q98w-rvg7/src/memory.js"}¿¿VariableDeclarator
1713¿ObjectExpression¿¿1914¿¿¿¿¿¿ObjectExpression
